id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2481707433,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-11-05T14:08:05.541Z,2022-11-07T17:15:47Z,3895371155,59,"1, 39, 18, 17, 24, 5, 21, 6, 7, 11, 10, 3, 4, 8, 9, 12, 15, 16, 20, 25, 27",3895371163,197,273,3895371159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895371161,194,74gwlzg12wr9pkwmdh9xpa505,3895371165,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895371153,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3895371157,130,4,3895371151,30,"74gwlzg12wr9pkwmdh9xpa505, 9tp35qqu1heburu0g5wa6jv56, 3zyib6lm9w7bi6lbek5m0dbrp, b6rbjpzuq9vo9kdil1tlyl2ad, 3fatiz92fyc3cn91ca11i0iqd, 9f83clp1v95kvlxdb376tgbth, 46gpq48n4d5bntwa8v2t78hcl, 1whtyw1adggpz4j1xp7sjbeg9, 25txz41mi9auu289jliapd6tx, 2z183ceh099zdd3wq5fvs1aay, 2z101tpx36mno6neclyrym8yd, 8vdhfk7vik10ia4uv8zh1lbyt, 66t7zm54jgmcjtiizl9g0rkkp, 234yd91ki5snm5wipuxzogkp, cj24ptt1lvwh7hakewqydobf9, 7v5zw48zp3pxd39q1i2qmul79, 81egd7oua1lfq2j8lke5z0ueh, 1jffh172t15s6ws7nou0fc251, 458bvyiuixqgsysikrpoirxlh, 5vyiq10fusxvrx4tajz9lmg9h, dka9aakcyyvh98m2uhkvs6qz8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481711161,1,34,16,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2022-11-05T14:11:46.656Z,2022-11-05T19:04:47Z,3895391057,59,"13, 24, 23, 21, 3, 6, 15, 20, 9, 10, 11, 1, 4, 5, 8, 12, 17, 18, 19, 22, 26, 28",3895391061,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895391059,130,6,3895391063,194,36bg0k385i4wwarffp6ak1syd,3895391055,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3895391053,30,"36bg0k385i4wwarffp6ak1syd, agmcwbzoertg4l8njpdai7kl, 7wjmaxqunpd84il1p5w4xwrmd, bkvvapojagxvj17nzk3oy8ct1, 2zn2o5lzchz7oattq9pnjr8wl, 33r4ae8aivh27ho0ix9mnkedx, defkaykmw8lmts2gumfa1jyzt, f0a2qk3jzxercn67bben5eled, 9ivrglgy0tibv881e1a93psr9, 1ore4ght7ls393tcpbmah9dcl, 1i9mqbswolg91evnmsrf5katx, c0pl96o1zkrgvukte9zefl591, b69uny9udp3ab2zccwa0qnrh1, elb74prcilvsqzn9jdznrjavp, 8axw2xc0dl8vsdub6nq4nhjo5, 8f3eqla9yo5js50fv2tdu5vjd, ac5f9msbvijksbq5s2ivwh979, aziqdd6dqjjgr6ifmzve0cz4l, a971j313ztjvcgojpg6u390b9, eg5xrgue41p7yq97ge9iri99m, clrlsy05spf55w39f84b7p3sa, 8twklnbsk3tiyw713l06n340k",3895391065,197,283,3895391067,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481784877,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-11-05T15:16:08.211Z,2023-03-06T06:52:27Z,3895768221,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481784841,2,32,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2022-11-05T15:16:08.211Z,2022-11-05T15:16:08Z,3895768029,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481784975,3,1,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,50,49.5,2022-11-05T15:16:08.645Z,2022-11-05T23:06:09Z,3897715843,178,,3895768715,141,52.0,3895768723,213,0.9,3895768719,212,2.2,3895768725,279,S,3895768713,140,51.4,3895768711,56,Center,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785083,4,1,1,0,1,4yg9ttzw0m51048doksv8uq5r,1,54.7,52.7,2022-11-05T15:16:09.923Z,2022-11-05T23:06:21Z,3895769321,56,Left,3895769319,155,,3895769323,140,96.3,3895769331,212,49.2,3895769333,213,0.5,3895769327,141,86.0,3895769335,1,,3897715709,178,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785107,5,1,1,0,6,4yg9ttzw0m51048doksv8uq5r,0,95,86.1,2022-11-05T15:16:15.183Z,2022-11-05T23:06:29Z,3895769481,213,4.6,3895769465,2,,3897716185,178,,3895769471,56,Center,3896805465,72,,3896805463,224,,3895769479,212,23.1,3895769475,140,93.4,1i9mqbswolg91evnmsrf5katx,Tete Morente,3895769477,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785177,3,12,1,0,8,4jelr92fsge73q39is6qvhxb3,1,6.3,50.4,2022-11-05T15:16:16.244Z,2022-11-05T23:06:41Z,3897716423,178,,3895769813,212,31.6,3895769811,141,12.5,3895769807,56,Back,3895769815,213,5.3,3895769809,140,23.7,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785181,4,49,1,0,9,4jelr92fsge73q39is6qvhxb3,1,23.7,12.5,2022-11-05T15:16:17.993Z,2022-11-05T23:06:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785319,5,1,1,0,9,4jelr92fsge73q39is6qvhxb3,1,23.7,12.5,2022-11-05T15:16:18.054Z,2022-11-05T23:06:54Z,3895770531,141,12.9,3895770533,212,5.3,3895770529,140,18.7,3895785545,156,,3895770527,56,Back,3895770535,213,3.1,3897716655,178,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785383,6,1,1,0,14,4jelr92fsge73q39is6qvhxb3,1,22.6,30.1,2022-11-05T15:16:22.565Z,2022-11-05T23:06:59Z,3895770887,140,31.7,3897716825,178,,3895770889,141,74.5,3895770893,213,1.3,3895770885,56,Back,3895770891,212,31.7,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785575,7,1,1,0,19,4jelr92fsge73q39is6qvhxb3,1,35,70.2,2022-11-05T15:16:27.754Z,2022-11-05T23:07:10Z,3895771959,56,Center,3895771961,140,76.9,3897716967,178,,3895771963,141,23.9,3895771969,1,,3895771965,212,54.1,3895771957,155,,3895775703,210,15,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,3895775705,154,,1,3895771967,213,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785591,8,15,1,0,25,4jelr92fsge73q39is6qvhxb3,1,90.7,34.7,2022-11-05T15:16:33.345Z,2022-11-05T23:07:11Z,3895775761,214,,3895775747,29,,3895775757,102,52.7,3895772041,22,,3895775759,103,4.4,3895775763,146,97.6,3895775753,55,7,3895775765,147,46.2,2z183ceh099zdd3wq5fvs1aay,G. Plata,3895772455,72,,,3895772045,56,Center,3895775749,154,3897717039,178,3895775905,233,6,3895772043,63,3895775743,76,,,,,,,,,,,,,,,,,,
2481785583,6,10,1,0,25,4yg9ttzw0m51048doksv8uq5r,1,3.1,55.3,2022-11-05T15:16:33.616Z,2022-11-05T23:07:21Z,3896810279,376,,3895772007,56,Back,3896810277,180,,3895773071,233,8,3895772001,173,,3895772929,183,,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785599,7,6,1,0,26,4yg9ttzw0m51048doksv8uq5r,0,8.8,60.8,2022-11-05T15:16:34.285Z,2022-11-05T23:07:27Z,3895772273,233,9,3895772097,73,,3895772093,56,Back,,,,,,,,,,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481785617,9,6,1,0,26,4jelr92fsge73q39is6qvhxb3,1,91.2,39.2,2022-11-05T15:16:34.285Z,2022-11-05T23:07:26Z,3895772203,56,Center,3895772205,73,,3895772221,233,7,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481787639,10,1,1,1,30,4jelr92fsge73q39is6qvhxb3,0,99.5,99.5,2022-11-05T15:17:38.500Z,2022-11-05T23:07:35Z,3895782601,2,,3895782603,6,,3897717517,178,,3895782629,1,,3895782625,213,4.5,3895782609,56,Center,3895782605,155,,3895782619,212,34.4,3zyib6lm9w7bi6lbek5m0dbrp,Escudero,3895782615,141,49.6,,3896812105,72,,3895782611,140,3895782607,224,,,,,,,,94.2,,,,,,,,,,,,,,,,,
2481787675,8,12,1,1,31,4yg9ttzw0m51048doksv8uq5r,1,3.3,48.7,2022-11-05T15:17:39.780Z,2022-11-05T23:07:41Z,3895782807,141,62.0,3895782811,213,0.4,3895782809,212,25.9,3897717641,388,,3895782801,56,Back,3895782803,140,26.4,3895782819,15,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481787861,11,1,1,1,33,4jelr92fsge73q39is6qvhxb3,0,73.5,39.4,2022-11-05T15:17:41.540Z,2022-11-05T23:07:48Z,3895783773,1,,3895783769,212,27.8,3895783771,213,0.2,3895783765,140,99.4,3895783767,141,47.9,3897717809,178,,3895783761,157,,3895783763,56,Center,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481787837,9,52,1,1,37,4yg9ttzw0m51048doksv8uq5r,1,2.3,52.5,2022-11-05T15:17:45.294Z,2022-11-05T23:08:09Z,3897718287,178,,3896814997,377,,,,,,,,,,,,,,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788117,10,1,1,1,46,4yg9ttzw0m51048doksv8uq5r,1,11.9,55.8,2022-11-05T15:17:54.491Z,2022-11-05T23:08:17Z,3897718441,178,,3895785051,141,65.2,3895785053,212,6.6,3895785047,56,Back,3895785063,189,,3895785055,213,1.3,3895785049,140,13.3,3895785045,123,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788293,11,1,1,1,51,4yg9ttzw0m51048doksv8uq5r,0,9.3,79.9,2022-11-05T15:17:59.930Z,2022-11-05T23:08:23Z,3895785967,213,0.5,3897718581,178,,3895785965,212,29.3,3895785969,1,,3895785963,141,100.0,3895785959,56,Back,3895785961,140,33.3,3895785957,157,,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788303,12,5,1,1,53,4yg9ttzw0m51048doksv8uq5r,0,26.8,101.9,2022-11-05T15:18:01.631Z,2022-11-05T23:08:33Z,3895786005,347,,3895786219,233,12,3895786001,56,Back,,,,,,,,,,,,,,,,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788321,12,5,1,1,53,4jelr92fsge73q39is6qvhxb3,1,73.2,-1.9,2022-11-05T15:18:01.631Z,2022-11-05T23:08:33Z,3895786105,56,Right,3895786155,233,12,3895786107,347,,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788497,13,1,1,1,57,4jelr92fsge73q39is6qvhxb3,1,79.6,0,2022-11-05T15:18:05.901Z,2022-11-05T23:08:42Z,3895786887,56,Right,3895786885,107,,3895786891,140,65.7,3895786893,141,3.8,3895786895,212,15.1,3895786897,213,2.9,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788509,14,50,1,2,0,4jelr92fsge73q39is6qvhxb3,1,63,6.9,2022-11-05T15:18:08.251Z,2022-11-05T23:08:54Z,3895787311,233,13,3895786937,56,Right,3895786941,286,,,,,,,,,,,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788559,13,7,1,2,0,4yg9ttzw0m51048doksv8uq5r,0,37,93.1,2022-11-05T15:18:08.490Z,2022-11-05T23:09:00Z,3897719219,178,,3896817325,383,,3895787195,56,Back,3895787273,233,14,3895787197,285,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788535,15,61,1,2,0,4jelr92fsge73q39is6qvhxb3,1,65.3,4.1,2022-11-05T15:18:08.565Z,2022-11-05T23:09:15Z,3897719685,178,,3895787079,56,Right,,,,,,,,,,,,,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
