id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2503845025,86,61,1,15,28,4yg9ttzw0m51048doksv8uq5r,0,87.4,81.1,2023-02-04T15:32:31.196Z,2023-02-05T10:01:50Z,4011853857,56,Left,4014291823,178,,,,,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503845253,175,12,1,15,29,74mcjsm72vr3l9pw2i4qfjchj,1,6.8,24.7,2023-02-04T15:32:32.068Z,2023-02-05T10:01:58Z,4011855105,212,15.6,4011855099,56,Back,4014291923,178,,4011855107,213,5.8,4011855103,141,14.7,4011855101,140,20.2,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503845267,87,1,1,15,34,4yg9ttzw0m51048doksv8uq5r,1,88.8,81.5,2023-02-04T15:32:36.587Z,2023-02-05T10:02:28Z,4011856737,210,13,4011855173,2,,4011855177,56,Center,4011855183,212,17.2,4012977267,72,,4011856739,154,,4011855179,140,92.7,4014292061,178,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,4012977265,224,,1,4011855181,141,4011855185,213,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,57.0,,,,,,
2503845293,88,13,1,15,35,4yg9ttzw0m51048doksv8uq5r,1,92.7,57,2023-02-04T15:32:37.373Z,2023-02-05T10:02:29Z,4011855317,22,,4011856831,103,8.3,4011856821,154,,4014292413,178,,4011855911,72,,4011855319,17,,4011856847,231,50.9,4011856837,328,,9ivrglgy0tibv881e1a93psr9,L. Boyé,4011856843,230,99.3,,4011856829,102,4011856817,75,4011855321,56,4011856819,29,,4011856823,55,,,,,,,,,,,,,,,,,,,,29.9,Center,87,,,,
2503845303,89,5,1,15,36,4yg9ttzw0m51048doksv8uq5r,0,100.7,40.2,2023-02-04T15:32:38.925Z,2023-02-05T10:02:35Z,4011855583,233,176,4011855359,346,,4011855357,56,Center,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503845277,176,5,1,15,36,74mcjsm72vr3l9pw2i4qfjchj,1,-0.7,59.8,2023-02-04T15:32:38.925Z,2023-02-05T10:02:35Z,4011855515,233,89,4011855241,56,Back,4011855243,346,,,,,,,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503846395,177,1,1,16,5,74mcjsm72vr3l9pw2i4qfjchj,0,3.6,52.4,2023-02-04T15:33:08.029Z,2023-02-05T10:02:44Z,4011861461,124,,4011861471,213,0.5,4011861463,56,Back,4011861467,141,87.4,4011861479,74,,4011861475,1,,4011861465,140,49.7,4011861469,212,53.9,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503846403,90,61,1,16,6,4yg9ttzw0m51048doksv8uq5r,1,48.6,15.6,2023-02-04T15:33:08.963Z,2023-02-05T10:03:09Z,4014292923,21,,4014292927,178,,4011861507,56,Back,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503846773,179,56,1,16,8,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-02-04T15:33:11.058Z,2023-02-05T10:03:14Z,4011863347,56,Left,,,,,,,,,,,,,,,,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503846425,91,5,1,16,9,4yg9ttzw0m51048doksv8uq5r,0,44,-2,2023-02-04T15:33:11.538Z,2023-02-05T10:03:18Z,4011861611,56,Back,4011861613,347,,4011863453,233,178,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503846761,178,5,1,16,9,74mcjsm72vr3l9pw2i4qfjchj,1,56,102,2023-02-04T15:33:11.538Z,2023-02-05T10:03:18Z,4011863277,56,Left,4011863403,233,91,4011863279,347,,,,,,,,,,,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503846935,180,1,1,16,25,74mcjsm72vr3l9pw2i4qfjchj,1,53.9,100,2023-02-04T15:33:27.667Z,2023-02-05T10:03:49Z,4011864315,213,3.5,4011864301,56,Back,4011864297,107,,4011864311,212,19.6,4011864303,140,36.4,4011864307,141,91.2,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503846979,181,1,1,16,25,74mcjsm72vr3l9pw2i4qfjchj,1,36.4,91.2,2023-02-04T15:33:27.931Z,2023-02-05T10:03:58Z,4011864535,212,26.3,4011864537,213,4.1,4011864533,141,60.5,4011864529,56,Back,4011864531,140,21.2,4014293733,178,,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847227,182,1,1,16,29,74mcjsm72vr3l9pw2i4qfjchj,1,21.2,60.5,2023-02-04T15:33:31.459Z,2023-02-05T10:04:04Z,4011865897,213,5.5,4014293867,178,,4011865879,56,Back,4011865891,212,18.4,4011865881,140,33.9,4011865887,141,41.8,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847351,183,1,1,16,38,74mcjsm72vr3l9pw2i4qfjchj,1,68.6,71.2,2023-02-04T15:33:40.500Z,2023-02-05T10:04:12Z,4011866517,213,0.9,4011866513,141,93.2,4011866511,140,80.7,4014294009,178,,4011866509,56,Left,4011866515,212,19.6,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847409,184,1,1,16,42,74mcjsm72vr3l9pw2i4qfjchj,1,80,90.9,2023-02-04T15:33:44.947Z,2023-02-05T10:04:23Z,4011866879,213,2.6,4011866875,141,96.0,4014294229,178,,4011866873,140,74.0,4011866877,212,7.2,4011866871,56,Left,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847471,92,43,1,16,44,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-02-04T15:33:46.592Z,2023-02-04T19:04:56Z,4011867235,157,0,4011867245,213,0,4011867239,140,22.1,4011867241,141,24.3,4012998525,144,1,4011867243,212,0.5,4011867237,56,Back,4011867247,1,0,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847445,185,1,1,16,45,74mcjsm72vr3l9pw2i4qfjchj,1,74,95,2023-02-04T15:33:47.819Z,2023-02-05T10:04:29Z,4011867125,213,4.9,4011867117,56,Center,4014294289,178,,4011867119,140,77.0,4011867123,212,20.4,4011867121,141,65.4,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847461,186,1,1,16,46,74mcjsm72vr3l9pw2i4qfjchj,0,77,65.4,2023-02-04T15:33:48.923Z,2023-02-05T10:04:41Z,4011867185,213,0.7,4011867179,140,80.0,4011867181,141,69.3,4011867183,212,4.1,4014294447,178,,4011867177,56,Center,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847485,93,49,1,16,47,4yg9ttzw0m51048doksv8uq5r,1,22.2,24.4,2023-02-04T15:33:49.635Z,2023-02-05T10:04:51Z,,,,,,,,,,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847545,94,1,1,16,47,4yg9ttzw0m51048doksv8uq5r,1,22.5,24.3,2023-02-04T15:33:50.283Z,2023-02-05T10:04:58Z,4011867661,212,10.4,4011867657,140,32.2,4011867663,213,6.1,4014294759,178,,4011867659,141,21.2,4011867655,56,Back,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847675,95,1,1,16,50,4yg9ttzw0m51048doksv8uq5r,1,31.5,17.6,2023-02-04T15:33:52.306Z,2023-02-05T10:05:05Z,4011868321,141,4.9,4014294909,178,,4011868325,213,5.8,4011868313,56,Back,4011868323,212,18.0,4011868319,140,46.5,,,,,,,a971j313ztjvcgojpg6u390b9,E. Ponce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504062251,625,3,1,16,52,4yg9ttzw0m51048doksv8uq5r,0,65.9,3.8,2023-02-04T15:33:55.143Z,2023-02-05T10:05:40Z,4012999803,56,Right,4012999807,464,,4014295471,178,,4012999809,467,dfjph36vcwfj5cevut4x3vf11,4012999805,286,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847687,96,61,1,16,54,4yg9ttzw0m51048doksv8uq5r,0,64.9,2.9,2023-02-04T15:33:57.146Z,2023-02-05T10:05:48Z,4011868395,56,Right,4014295595,178,,,,,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847729,187,49,1,16,55,74mcjsm72vr3l9pw2i4qfjchj,1,34.2,94.5,2023-02-04T15:33:57.898Z,2023-02-05T10:05:53Z,,,,,,,,,,,,,,,,,,,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847905,188,1,1,16,57,74mcjsm72vr3l9pw2i4qfjchj,1,37.6,94.4,2023-02-04T15:33:59.788Z,2023-02-05T10:05:58Z,4011869587,141,96.2,4014295829,178,,4011869583,56,Left,4011869591,213,0.1,4011869589,212,23.6,4011869585,140,60.0,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503847961,189,1,1,17,3,74mcjsm72vr3l9pw2i4qfjchj,1,67.9,93.2,2023-02-04T15:34:05.603Z,2023-02-05T10:06:07Z,4011869851,140,63.1,4014295969,178,,4011869857,213,2.6,4011869853,141,97.7,4011869855,212,5.9,4011869849,56,Left,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848045,190,1,1,17,5,74mcjsm72vr3l9pw2i4qfjchj,1,62.6,97.2,2023-02-04T15:34:07.983Z,2023-02-05T10:06:15Z,4014296061,178,,4011870341,213,3.9,4011870333,56,Left,4011870337,141,82.3,4011870339,212,14.8,4011870335,140,52.3,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848073,191,1,1,17,8,74mcjsm72vr3l9pw2i4qfjchj,1,55.3,74.7,2023-02-04T15:34:11.026Z,2023-02-05T10:06:24Z,4014296179,178,,4011870547,213,4.9,4011870537,140,57.8,4011870545,212,13.5,4011870539,141,55.2,4011870535,56,Center,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848137,192,1,1,17,10,74mcjsm72vr3l9pw2i4qfjchj,1,57.5,52.5,2023-02-04T15:34:13.155Z,2023-02-05T10:06:33Z,4014296333,178,,4011870851,141,38.3,4011870853,212,15.1,4011870847,56,Center,4011870849,140,68.5,4011870855,213,5.6,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848199,193,1,1,17,12,74mcjsm72vr3l9pw2i4qfjchj,1,68.8,38,2023-02-04T15:34:14.778Z,2023-02-05T10:06:39Z,4011871177,56,Right,4011871183,212,20.1,4011871181,141,8.5,4011871185,213,4.8,4011871179,140,69.9,4014296453,178,,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848257,194,1,1,17,16,74mcjsm72vr3l9pw2i4qfjchj,1,71.3,11.6,2023-02-04T15:34:18.463Z,2023-02-05T10:07:16Z,4011871511,56,Center,4011871517,212,18.3,4011871513,140,65.4,4014297007,178,,4011871519,213,1.9,4011871515,141,36.9,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848313,195,1,1,17,17,74mcjsm72vr3l9pw2i4qfjchj,1,65.4,36.9,2023-02-04T15:34:19.933Z,2023-02-05T10:07:24Z,4011871793,141,24.3,4011871803,213,4.0,4014297107,178,,4011871779,56,Center,4011871801,212,11.0,4011871785,140,58.9,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848401,196,1,1,17,19,74mcjsm72vr3l9pw2i4qfjchj,1,58.9,24.3,2023-02-04T15:34:22.140Z,2023-02-05T10:07:32Z,4011872313,213,5.9,4011872307,140,78.8,4011872311,212,22.9,4011872309,141,10.7,4011872305,56,Right,4014297211,178,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848461,197,1,1,17,21,74mcjsm72vr3l9pw2i4qfjchj,0,78.2,6.5,2023-02-04T15:34:24.252Z,2023-02-05T10:08:39Z,4011872617,212,7.5,4011872615,141,8.3,4011872619,213,3.0,4011872613,140,71.2,4014298141,178,,4011872611,56,Right,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848483,97,61,1,17,23,4yg9ttzw0m51048doksv8uq5r,0,32.1,94.1,2023-02-04T15:34:25.339Z,2023-02-05T10:08:47Z,4014298247,178,,4011872737,56,Back,,,,,,,,,,,,,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848569,98,5,1,17,23,4yg9ttzw0m51048doksv8uq5r,0,28.9,101.2,2023-02-04T15:34:26.131Z,2023-02-05T10:08:54Z,4011874011,233,198,4011873197,56,Back,4011873199,347,,,,,,,,,,,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848701,198,5,1,17,23,74mcjsm72vr3l9pw2i4qfjchj,1,71.1,-1.2,2023-02-04T15:34:26.131Z,2023-02-05T10:08:53Z,4011873877,347,,4011873969,233,98,4011873873,56,Right,,,,,,,,,,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849159,199,1,1,17,46,74mcjsm72vr3l9pw2i4qfjchj,1,79.7,0,2023-02-04T15:34:48.331Z,2023-02-05T10:09:02Z,4011876259,140,79.4,4011876255,107,,4011876261,141,12.5,4011876263,212,9.6,4011876267,213,1.6,4011876257,56,Right,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849235,200,1,1,17,46,74mcjsm72vr3l9pw2i4qfjchj,1,79.4,12.5,2023-02-04T15:34:49.283Z,2023-02-05T10:09:10Z,4011876705,213,4.8,4014298563,178,,4011876697,56,Right,4011876701,141,2.6,4011876703,212,6.8,4011876699,140,80.2,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849525,201,1,1,17,50,74mcjsm72vr3l9pw2i4qfjchj,1,73.4,13.2,2023-02-04T15:34:52.516Z,2023-02-05T10:09:17Z,4011878161,213,2.0,4011878141,155,,4011878153,141,61.8,4011878163,1,,4014298663,178,,4011878157,212,35.7,4011878149,140,60.5,4011878145,56,Center,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849611,202,1,1,17,59,74mcjsm72vr3l9pw2i4qfjchj,1,67.2,71.7,2023-02-04T15:35:01.298Z,2023-02-05T10:09:25Z,4014298751,178,,4011878551,56,Center,4011878553,140,60.2,4011878557,212,10.6,4011878559,213,3.9,4011878555,141,60.5,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849665,203,1,1,18,1,74mcjsm72vr3l9pw2i4qfjchj,1,61.4,57.6,2023-02-04T15:35:03.637Z,2023-02-05T10:09:32Z,4011878847,212,14.8,4011878843,140,70.4,4014298839,178,,4011878841,56,Center,4011878849,213,5.4,4011878845,141,40.9,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849779,204,1,1,18,2,74mcjsm72vr3l9pw2i4qfjchj,1,68.4,46.4,2023-02-04T15:35:04.714Z,2023-02-05T10:09:40Z,4011879497,140,56.9,4014298931,178,,4011879501,212,19.3,4011879499,141,68.5,4011879495,56,Center,4011879503,213,2.2,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849905,206,1,1,18,8,74mcjsm72vr3l9pw2i4qfjchj,1,61.9,70.9,2023-02-04T15:35:10.339Z,2023-02-05T10:09:50Z,4011880121,56,Center,4011880123,140,63.9,4011880133,213,4.8,4014299055,178,,4011880125,141,43.9,4011880129,212,18.5,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849963,207,1,1,18,9,74mcjsm72vr3l9pw2i4qfjchj,1,63.9,43.9,2023-02-04T15:35:11.514Z,2023-02-05T10:10:05Z,4011880433,56,Center,4011880437,141,53.4,4011880441,213,2.6,4011880435,140,53.9,4011880439,212,12.3,4014299241,178,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503849995,208,1,1,18,11,74mcjsm72vr3l9pw2i4qfjchj,1,53.9,53.4,2023-02-04T15:35:13.291Z,2023-02-05T10:10:15Z,4011880621,213,0.5,4014299353,178,,4011880619,212,16.7,4011880615,140,67.9,4011880613,56,Center,4011880617,141,64.9,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850153,209,1,1,18,11,74mcjsm72vr3l9pw2i4qfjchj,1,67.9,64.9,2023-02-04T15:35:14.188Z,2023-02-05T10:10:23Z,4011881511,140,57.7,4014299457,178,,4011881513,141,78.4,4011881509,56,Center,4011881515,212,14.1,4011881519,213,2.4,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850167,210,1,1,18,16,74mcjsm72vr3l9pw2i4qfjchj,0,58.8,79.6,2023-02-04T15:35:18.757Z,2023-02-05T10:16:30Z,4011881707,233,99,4011881569,141,78.8,4011881565,56,Center,4011881711,286,,4011881571,212,1.7,4011881705,236,,4011881567,140,60.3,4014303737,178,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,4011881573,213,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850173,99,74,1,18,16,4yg9ttzw0m51048doksv8uq5r,1,42.9,15,2023-02-04T15:35:18.852Z,2023-02-05T10:16:40Z,4011881599,285,,4011881761,233,210,4011881597,56,Back,4014303851,178,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850207,100,5,1,18,18,4yg9ttzw0m51048doksv8uq5r,0,45.3,-2,2023-02-04T15:35:21.010Z,2023-02-05T10:16:47Z,4011881803,347,,4011882529,233,211,4011881801,56,Back,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850285,211,5,1,18,18,74mcjsm72vr3l9pw2i4qfjchj,1,54.7,102,2023-02-04T15:35:21.010Z,2023-02-05T10:16:47Z,4011882499,233,100,4011882233,347,,4011882229,56,Left,,,,,,,,,,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850613,212,1,1,18,25,74mcjsm72vr3l9pw2i4qfjchj,1,57.8,100,2023-02-04T15:35:27.362Z,2023-02-05T10:17:01Z,4011883973,56,Left,4011883977,140,71.2,4011883981,141,90.9,4011883989,212,16.0,4011883969,107,,4011883997,213,5.8,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504372739,1764,67,1,18,26,74mcjsm72vr3l9pw2i4qfjchj,1,70.5,94.4,2023-02-04T15:35:28.814Z,2023-02-05T14:35:32Z,4014631311,233,855,,,,,,,,,,,,,,,,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504372735,855,67,1,18,26,4yg9ttzw0m51048doksv8uq5r,0,29.5,5.6,2023-02-04T15:35:28.815Z,2023-02-05T12:43:23Z,4014631353,233,1764,,,,,,,,,,,,,,,,,,,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850705,213,1,1,18,30,74mcjsm72vr3l9pw2i4qfjchj,1,65.2,82.3,2023-02-04T15:35:32.993Z,2023-02-05T10:17:10Z,4011884433,213,4.5,4011884429,141,47.0,4011884425,56,Center,4011884431,212,24.4,4014304167,178,,4011884427,140,61.2,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850957,214,1,1,18,33,74mcjsm72vr3l9pw2i4qfjchj,1,66.6,49.3,2023-02-04T15:35:36.011Z,2023-02-05T10:17:37Z,4011885679,141,27.9,4011885675,140,76.7,4011885683,212,18.0,4011885673,56,Center,4011885687,213,5.3,4011888139,210,13,4014304255,178,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850973,215,13,1,18,36,74mcjsm72vr3l9pw2i4qfjchj,1,79.6,27.1,2023-02-04T15:35:39.089Z,2023-02-05T10:17:37Z,4011888179,215,,4011885749,22,,4011888177,103,31.9,4011888183,231,46.9,4011888169,29,,4011886363,20,,4011888175,102,43.7,4011885753,18,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,4011885757,56,Center,,4011888171,55,4011888181,230,4011888167,84,4014304489,178,,,,,,,,,,,,,,,,96.7,,,,,,,214,,,,,,
2503850945,101,5,1,18,37,4yg9ttzw0m51048doksv8uq5r,1,-1,59.2,2023-02-04T15:35:40.058Z,2023-02-05T10:17:48Z,4011885619,56,Back,4011885621,346,,4011885915,233,216,,,,,,,,,,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503850983,216,5,1,18,37,74mcjsm72vr3l9pw2i4qfjchj,0,101,40.8,2023-02-04T15:35:40.058Z,2023-02-05T10:17:48Z,4011885811,56,Center,4011885959,233,101,4011885813,346,,,,,,,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503852295,102,1,1,19,10,4yg9ttzw0m51048doksv8uq5r,0,4.1,45.7,2023-02-04T15:36:13.155Z,2023-02-05T10:17:56Z,4011892379,56,Right,4011892375,124,,4011892393,213,5.9,4011892397,1,,4011892403,74,,4011892387,212,56.8,4011892377,155,,4011892383,141,13.5,36bg0k385i4wwarffp6ak1syd,Edgar Badia,4011892381,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503852347,217,44,1,19,13,74mcjsm72vr3l9pw2i4qfjchj,1,45.2,88,2023-02-04T15:36:15.578Z,2023-02-05T14:35:33Z,4011892659,285,,4011892657,56,Back,4011892807,233,103,,,,,,,,,,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503852323,103,44,1,19,13,4yg9ttzw0m51048doksv8uq5r,0,54.8,12,2023-02-04T15:36:15.579Z,2023-02-05T10:18:07Z,4011892529,286,,4011892525,56,Right,4011893033,233,217,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
