id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/11/value,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/18/value
2509086339,1,34,16,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-02-18T14:20:01.172Z,2023-02-18T15:11:21Z,4039429855,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039429865,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039429853,30,"1vn3xi2x6vtjor1bt1ob1vk5x, euy1s0xo19019kegzcpp1gez9, yhfujfdzpt7tymqdmt7i0mzu, 10f06nit2xupshuz4lmazrvth, f5blplnlgn04f54kqsfx1b7qh, 1myo59ub6qouwvxpb699shhw5, 75079gtd2efpviyo605ozsd79, 73efpm314q2paeacsvp4e8q8l, drwacyyicuhy3heg4j0ipqj85, 1he0x583esqw1ka0ybc2nlz9x, c4je25rkbg2n45xs5iurevhlh, e5rlll2fvd9wsk40o6pztsc0l, 4hhuyat3grozmgba4f55zyajt, 7hyo7fy8hospvlvtlfv7q73ai, 8hn7wb9jf6unade238t4vl3o5, s96k2x2cts0vo6y6aaeui5zp, 7rfcycybym05sbe0j1g6yhfx1, 9anxnfthjotjwmr3o9j9lzsnp, 4pizap25enja9rtz4g6x5bkd1, 9226xt1t1m3fy4ob9l2r16609, 6w3xe5mva9ob36uf482xem85x, emvmn561wgd62zj0s3qi5j5rd",4039429863,194,75079gtd2efpviyo605ozsd79,4039429857,59,"1, 23, 20, 14, 19, 6, 10, 5, 21, 8, 7, 2, 3, 11, 12, 13, 16, 17, 18, 24, 25, 33",4039429861,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039739137,197,254,4039429859,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509087663,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-02-18T14:21:49.108Z,2023-02-18T15:13:14Z,4039437667,194,74gwlzg12wr9pkwmdh9xpa505,4039437657,30,"74gwlzg12wr9pkwmdh9xpa505, d8v7fh30bn0rbhj0lgn1j17th, 7v5zw48zp3pxd39q1i2qmul79, 66t7zm54jgmcjtiizl9g0rkkp, bsi12817nc1ul082qn48d4rft, 9f83clp1v95kvlxdb376tgbth, 2z183ceh099zdd3wq5fvs1aay, 234yd91ki5snm5wipuxzogkp, 3rrges782prcprsn207dk4zit, 2z101tpx36mno6neclyrym8yd, 8sh9iw9qs8y8056r5zmcpvemt, 1whtyw1adggpz4j1xp7sjbeg9, 25txz41mi9auu289jliapd6tx, 1pg0b32xb9230zit0ndyd79ih, 81egd7oua1lfq2j8lke5z0ueh, b6rbjpzuq9vo9kdil1tlyl2ad, 3zyib6lm9w7bi6lbek5m0dbrp, 46gpq48n4d5bntwa8v2t78hcl, 3fatiz92fyc3cn91ca11i0iqd, dka9aakcyyvh98m2uhkvs6qz8, d8om2m3knmfqt17u5emlapi50, 9tp35qqu1heburu0g5wa6jv56",4039437661,59,"1, 2, 12, 4, 20, 5, 11, 8, 25, 10, 22, 6, 7, 9, 15, 17, 18, 21, 24, 27, 31, 39",4039437665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039437663,130,8,4039764063,197,273,4039437659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039437669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509160565,2,32,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-02-18T15:17:23.736Z,2023-02-19T06:00:12Z,4039816787,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509160517,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-02-18T15:17:23.736Z,2023-02-18T15:17:23Z,4039816535,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509160649,3,1,1,0,0,4jelr92fsge73q39is6qvhxb3,1,50,50,2023-02-18T15:17:23.738Z,2023-02-19T09:03:32Z,4039817205,56,Back,4039817217,213,3.1,4039817211,141,50.4,4039817215,212,7.5,4039817219,279,S,4042881135,178,,4039817209,140,42.9,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509160795,4,1,1,0,3,4jelr92fsge73q39is6qvhxb3,1,43.3,50.6,2023-02-18T15:17:26.757Z,2023-02-19T09:03:38Z,4039817979,213,2.4,4042881299,178,,4039817971,140,30.8,4039817977,212,18.1,4039817973,141,68.9,4039817967,56,Back,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509160925,5,1,1,0,6,4jelr92fsge73q39is6qvhxb3,1,30.3,68.3,2023-02-18T15:17:30.362Z,2023-02-19T09:03:44Z,4039818669,141,35.2,4042881501,178,,4039818667,140,28.4,4039818673,213,4.6,4039818665,56,Back,4039818671,212,22.6,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509161113,6,1,1,0,9,4jelr92fsge73q39is6qvhxb3,1,22.1,26.5,2023-02-18T15:17:33.655Z,2023-02-19T09:03:48Z,4039819673,213,2.6,4039819667,141,44.3,4039819665,140,4.3,4039819671,212,22.3,4039819663,56,Back,4042881597,178,,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509161251,7,1,1,0,13,4jelr92fsge73q39is6qvhxb3,1,4.5,41.8,2023-02-18T15:17:36.819Z,2023-02-19T09:03:57Z,4039820391,1,,4039820371,140,27.9,4039820365,56,Back,4039820375,141,2.5,4039820361,155,,4039820383,212,36.3,4039820385,213,5.5,4042881889,178,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509161279,8,1,1,0,15,4jelr92fsge73q39is6qvhxb3,0,28,3.2,2023-02-18T15:17:39.186Z,2023-02-19T09:04:04Z,4039820483,155,,4042882129,178,,4039820489,56,Back,4039820493,140,27.8,4039820501,212,5.3,4039820497,141,11.0,4039820503,213,1.6,,,,d8v7fh30bn0rbhj0lgn1j17th,Luis Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
