id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2452499067,10,3,1,0,53,74mcjsm72vr3l9pw2i4qfjchj,0,73.2,78.1,2022-08-28T15:31:46.187Z,2022-08-28T23:58:42Z,3740286689,286,,3740286685,56,Center,3742158659,178,,3741059561,464,,3740286871,233,7,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499081,7,7,1,0,53,1n1j0wsl763lq7ee1k0c11c02,0,26.8,21.9,2022-08-28T15:31:46.458Z,2022-08-28T23:58:51Z,3741059411,385,,3742158933,178,,3740286765,56,Back,3740286767,285,,3740286849,233,10,,,,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499097,11,61,1,0,53,74mcjsm72vr3l9pw2i4qfjchj,1,73.8,79.6,2022-08-28T15:31:46.557Z,2022-08-28T23:59:05Z,3742159237,178,,3740286839,56,Left,,,,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452908293,604,43,1,0,55,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-08-28T15:31:48.579Z,2022-08-29T10:37:33Z,3742783831,144,82,3742517877,178,0,,,,,,,,,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499111,8,49,1,0,55,1n1j0wsl763lq7ee1k0c11c02,1,30.2,24.4,2022-08-28T15:31:48.778Z,2022-08-28T23:59:22Z,,,,,,,,,,,,,,,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499147,9,1,1,0,56,1n1j0wsl763lq7ee1k0c11c02,1,30.2,24.4,2022-08-28T15:31:49.318Z,2022-08-28T23:59:26Z,3742159837,178,,3740287057,213,5.9,3740287053,141,20.2,3740287049,56,Back,3740287051,140,36.5,3740287055,212,7.2,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499153,10,3,1,0,58,1n1j0wsl763lq7ee1k0c11c02,1,41.4,24.1,2022-08-28T15:31:51.369Z,2022-08-28T23:59:59Z,3742160553,178,,3741059877,464,,3740287091,56,Back,3740527023,286,,3740527287,233,14,,,,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499213,14,45,1,0,58,74mcjsm72vr3l9pw2i4qfjchj,0,58.6,75.9,2022-08-28T15:31:51.369Z,2022-08-28T23:59:59Z,3740287457,56,Center,3740287669,233,10,3740287459,285,,,,,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499163,11,43,1,0,59,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-08-28T15:31:52.747Z,2022-08-28T16:21:30Z,3740287123,141,26.6,3740287125,212,3.0,3740287119,56,Back,3740287127,213,1.2,3740287121,140,36.6,3740525459,144,1,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452544029,329,1,1,1,0,1n1j0wsl763lq7ee1k0c11c02,1,32.4,26.5,2022-08-28T15:31:52.848Z,2022-08-29T00:01:14Z,3740529677,56,Back,3740529683,212,4.0,3740529681,141,29.9,3740529679,140,35.5,3742162245,178,,3740529685,213,0.6,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499187,13,4,1,1,0,1n1j0wsl763lq7ee1k0c11c02,1,33.8,22.6,2022-08-28T15:31:53.456Z,2022-08-29T00:01:21Z,3740287285,286,,3740287279,56,Back,3740287281,152,,3740287283,265,,3740287277,13,,3740287415,233,13,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499195,13,4,1,1,0,74mcjsm72vr3l9pw2i4qfjchj,0,66.2,77.4,2022-08-28T15:31:53.457Z,2022-08-29T00:01:20Z,3740287329,152,,3740287325,13,,3740287485,285,,3740287327,56,Center,3740287331,265,,3740287481,233,13,3742162357,178,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499169,12,43,1,1,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-08-28T15:31:53.515Z,2022-08-28T15:31:59Z,3740287153,212,3.3,3740287147,56,Back,3740287155,213,3.2,3740287619,144,1,3740287149,140,33.5,3740287151,141,26.2,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499165,12,43,1,1,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-08-28T15:31:53.519Z,2022-08-28T15:32:00Z,3740287773,144,8,3740287133,56,Left,,,,,,,,,,,,,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499495,14,1,1,1,18,1n1j0wsl763lq7ee1k0c11c02,1,39.1,26,2022-08-28T15:32:11.567Z,2022-08-29T00:03:24Z,3740288843,140,32.9,3742165999,178,,3740288847,212,6.7,3740288837,5,,3740288849,213,2.9,3740288835,189,,3740288839,152,,3740288845,141,28.6,3f673373jylbr4ir0bklci40l,Jaime Seoane,3740288841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499641,15,1,1,1,19,1n1j0wsl763lq7ee1k0c11c02,1,30.9,34.5,2022-08-28T15:32:12.235Z,2022-08-29T00:03:10Z,3740289613,213,5.6,3740289609,212,4.6,3740289605,140,34.3,3740289607,141,30.3,3742165547,178,,3740531299,189,,3740289603,56,Back,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499651,16,1,1,1,22,1n1j0wsl763lq7ee1k0c11c02,1,31.2,29.5,2022-08-28T15:32:14.908Z,2022-08-29T00:03:02Z,3740289669,213,1.4,3742165285,178,,3740289665,141,70.7,3740289661,56,Back,3740289663,140,34.5,3740289667,212,28.2,3740532751,189,,,,,3f673373jylbr4ir0bklci40l,Jaime Seoane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452544717,330,1,1,1,23,1n1j0wsl763lq7ee1k0c11c02,1,32.3,70.7,2022-08-28T15:32:16.748Z,2022-08-29T00:02:34Z,3740533577,140,31.7,3742164595,178,,3740533581,212,24.9,3740533579,141,34.1,3740533575,56,Back,3740533583,213,4.7,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499671,17,1,1,1,28,1n1j0wsl763lq7ee1k0c11c02,1,32,28.7,2022-08-28T15:32:21.457Z,2022-08-29T00:02:20Z,3740289777,140,40.1,3740289783,213,5.1,3740289781,212,20.1,3742164127,178,,3740289779,141,1.9,3740289775,56,Back,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452545009,331,1,1,1,30,1n1j0wsl763lq7ee1k0c11c02,1,37.1,9.7,2022-08-28T15:32:22.868Z,2022-08-29T00:02:25Z,3742164333,178,,3740535285,141,3.8,3740535289,213,5.8,3740535281,56,Back,3740535283,140,44.3,3740535287,212,8.6,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499709,18,1,1,1,31,1n1j0wsl763lq7ee1k0c11c02,1,40.1,1.9,2022-08-28T15:32:24.577Z,2022-08-29T00:03:43Z,3740290025,155,,3740290033,212,37.7,3740290029,140,72.1,3740290037,1,,3742166691,178,,3740290035,213,0.5,3740290031,141,27.2,3740290027,56,Center,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499745,19,1,1,1,35,1n1j0wsl763lq7ee1k0c11c02,1,72.1,27.2,2022-08-28T15:32:28.158Z,2022-08-29T00:03:53Z,3740290213,56,Right,3742167091,178,,3740290217,141,16.6,3740290215,140,79.2,3740290219,212,10.4,3740290221,213,5.5,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499763,20,1,1,1,37,1n1j0wsl763lq7ee1k0c11c02,0,79.2,16.6,2022-08-28T15:32:30.558Z,2022-08-29T00:04:01Z,3740290283,2,,3742167439,178,,3740290287,56,Center,3740290293,212,24.1,3741060723,72,,3740290291,141,50.3,3740290289,140,86.3,3740290285,155,,eiqt71z69beq7akuhot0foset,Carles Aleñá,3741060721,223,,3740290295,213,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499793,15,12,1,1,38,74mcjsm72vr3l9pw2i4qfjchj,1,13.5,45.6,2022-08-28T15:32:31.821Z,2022-08-29T00:04:11Z,3740290407,56,Back,3740290415,213,6.3,3740290411,141,44.7,3742167653,178,,3740290413,212,18.7,3740290435,15,,3740290409,140,31.3,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499831,21,1,1,1,41,1n1j0wsl763lq7ee1k0c11c02,1,68.8,60.8,2022-08-28T15:32:34.197Z,2022-08-29T00:04:20Z,3740290701,141,68.7,3740290697,56,Center,3740290705,213,1.0,3740290699,140,72.0,3740290703,212,6.3,3742167885,178,,3740290695,3,,,,,qg0ok4244nmslpvxnoj6zn8q,G. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499835,22,1,1,1,43,1n1j0wsl763lq7ee1k0c11c02,1,63.5,73.6,2022-08-28T15:32:36.091Z,2022-08-29T00:04:30Z,3742168293,388,,3740290721,3,,3740290729,212,9.5,3740290725,140,68.9,3740290727,141,84.9,3740290731,213,0.9,3740290723,56,Left,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452545499,332,1,1,1,45,1n1j0wsl763lq7ee1k0c11c02,1,64.2,91.2,2022-08-28T15:32:38.238Z,2022-08-29T00:04:41Z,3740538041,56,Back,3740538049,213,3.2,3740538045,141,90.2,3742168633,178,,3740538047,212,21.6,3740538043,140,43.6,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499945,23,1,1,1,48,1n1j0wsl763lq7ee1k0c11c02,1,35.6,93.2,2022-08-28T15:32:41.697Z,2022-08-29T00:04:50Z,3740291375,56,Back,3740291383,213,4.4,3740291379,141,71.1,3740291381,212,15.9,3742168977,178,,3740291377,140,30.6,,,,,,,qg0ok4244nmslpvxnoj6zn8q,G. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499967,24,1,1,1,52,1n1j0wsl763lq7ee1k0c11c02,1,30.6,71.1,2022-08-28T15:32:45.578Z,2022-08-29T00:04:56Z,3740291505,140,33.5,3740291509,212,26.8,3742169213,178,,3740291511,213,4.8,3740291503,56,Back,3740291507,141,32.0,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499983,25,1,1,1,55,1n1j0wsl763lq7ee1k0c11c02,1,33.5,32,2022-08-28T15:32:48.737Z,2022-08-29T00:05:05Z,3740291595,212,8.4,3740291589,56,Back,3740291591,140,41.5,3742169427,178,,3740291593,141,31.6,3740291597,213,6.3,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452908635,1017,83,1,1,58,74mcjsm72vr3l9pw2i4qfjchj,1,59.3,68.5,2022-08-28T15:32:51.229Z,2022-08-29T05:22:38Z,3742519075,399,179271,,,,,,,,,,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500019,26,1,1,1,58,1n1j0wsl763lq7ee1k0c11c02,1,41.5,31.6,2022-08-28T15:32:51.268Z,2022-08-29T00:05:44Z,3740291803,213,4.3,3742169955,178,,3740291797,140,34.3,3740291795,56,Back,3740291799,141,7.6,3740291801,212,18.0,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500039,27,1,1,2,0,1n1j0wsl763lq7ee1k0c11c02,1,34.7,4.4,2022-08-28T15:32:53.536Z,2022-08-29T00:05:52Z,3740291909,213,6.3,3740291905,141,4.3,3740291901,56,Back,3742171147,178,,3740291903,140,38.1,3740291907,212,3.6,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500043,28,3,1,2,1,1n1j0wsl763lq7ee1k0c11c02,0,37.1,7.2,2022-08-28T15:32:54.728Z,2022-08-29T00:05:59Z,3741061995,465,,3740291927,56,Back,3740292003,233,16,3740291929,286,,3742171341,178,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500029,16,7,1,2,2,74mcjsm72vr3l9pw2i4qfjchj,1,62.9,92.8,2022-08-28T15:32:54.887Z,2022-08-29T00:06:20Z,3740291849,285,,3742172045,21,,3741061867,383,,3740291845,167,,3740291847,56,Left,3740291977,233,28,3742172043,178,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500035,17,5,1,2,2,74mcjsm72vr3l9pw2i4qfjchj,0,60,101.2,2022-08-28T15:32:55.527Z,2022-08-29T00:06:35Z,3740291883,347,,3740291881,56,Left,3740292649,233,29,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500175,29,5,1,2,2,1n1j0wsl763lq7ee1k0c11c02,1,40,-1.2,2022-08-28T15:32:55.527Z,2022-08-29T00:06:35Z,3740292513,347,,3740292511,56,Back,3740292603,233,17,,,,,,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500237,30,1,1,2,9,1n1j0wsl763lq7ee1k0c11c02,1,41.6,0,2022-08-28T15:33:02.059Z,2022-08-29T00:08:01Z,3740292847,56,Back,3740297627,189,,3740292853,212,16.7,3740292855,213,1.2,3740292851,141,21.3,3740292849,140,47.6,3740292845,107,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500243,31,61,1,2,11,1n1j0wsl763lq7ee1k0c11c02,1,39.1,9.2,2022-08-28T15:33:04.538Z,2022-08-29T00:07:59Z,3740297767,189,,3742174239,178,,3740292871,56,Back,,,,,,,,,,,,,,,,3f673373jylbr4ir0bklci40l,Jaime Seoane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500231,18,61,1,2,14,74mcjsm72vr3l9pw2i4qfjchj,0,37.5,35.5,2022-08-28T15:33:07.457Z,2022-08-29T00:07:07Z,3740292841,56,Back,3742173211,178,,,,,,,,,,,,,,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500295,32,1,1,2,15,1n1j0wsl763lq7ee1k0c11c02,1,62.9,75.5,2022-08-28T15:33:08.379Z,2022-08-29T00:07:21Z,3740293111,212,2.7,3740293107,140,65.3,3742173657,178,,3740293105,56,Center,3740293109,141,77.0,3740293113,213,0.4,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500315,33,1,1,2,16,1n1j0wsl763lq7ee1k0c11c02,1,65.3,77,2022-08-28T15:33:09.332Z,2022-08-29T00:07:32Z,3742173943,178,,3740293227,140,65.4,3740293231,212,5.0,3740293229,141,69.6,3740293225,56,Center,3740293233,213,4.7,,,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
