id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,assist,qualifier/17/value
2466737081,199,1,1,15,44,3kq9cckrnlogidldtdie2fkbl,1,60,4.8,2022-10-02T19:16:44.756Z,2022-10-03T10:09:40Z,3816033715,212,8.1,3816033713,141,8.7,3817199037,178,,3816033711,140,52.7,3816033717,213,2.8,3816033709,56,Right,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737107,200,1,1,15,49,3kq9cckrnlogidldtdie2fkbl,1,58.1,18.6,2022-10-02T19:16:50.166Z,2022-10-03T10:09:43Z,3816033875,212,19.9,3816033873,141,5.1,3816033869,56,Right,3817199087,178,,3816033871,140,74.9,3816033877,213,5.8,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737113,201,3,1,15,52,3kq9cckrnlogidldtdie2fkbl,0,71.4,3.8,2022-10-02T19:16:52.774Z,2022-10-03T10:09:51Z,3816033975,233,162,3816033907,56,Right,3817199163,178,,3816823405,464,,3816033909,286,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737121,162,7,1,15,52,2l0ldgiwsgb8d6y3z0sfgjzyj,1,28.6,96.2,2022-10-02T19:16:52.874Z,2022-10-03T10:09:53Z,3816033941,285,,3817199183,178,,3816033955,233,201,3816033939,56,Back,3816033937,167,,3816823431,385,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737123,163,5,1,15,52,2l0ldgiwsgb8d6y3z0sfgjzyj,0,30,101.2,2022-10-02T19:16:53.262Z,2022-10-03T10:09:55Z,3816033949,347,,3816033947,56,Back,3816034317,233,202,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737185,202,5,1,15,52,3kq9cckrnlogidldtdie2fkbl,1,70,-1.2,2022-10-02T19:16:53.262Z,2022-10-03T10:09:55Z,3816034313,233,163,3816034303,347,,3816034301,56,Right,,,,,,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737243,203,1,1,15,58,3kq9cckrnlogidldtdie2fkbl,1,71,0,2022-10-02T19:16:59.492Z,2022-10-03T10:10:03Z,3816034591,213,1.9,3816034983,189,,3816034587,141,6.3,3816034581,107,,3816034589,212,5.5,3816034583,56,Right,3816034585,140,69.1,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737259,204,1,1,16,0,3kq9cckrnlogidldtdie2fkbl,1,69.1,6.3,2022-10-02T19:17:01.231Z,2022-10-03T10:10:10Z,3816034687,213,3.6,3816034679,56,Right,3816034681,140,65.0,3816034683,141,2.8,3817199447,178,,3816034685,212,4.9,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737285,205,1,1,16,2,3kq9cckrnlogidldtdie2fkbl,1,61.1,3.1,2022-10-02T19:17:02.649Z,2022-10-03T10:10:13Z,3816034841,56,Back,3817199495,178,,3816034847,212,24.9,3816034845,141,6.1,3816034843,140,37.5,3816034849,213,3.1,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737307,206,1,1,16,4,3kq9cckrnlogidldtdie2fkbl,1,37,6.4,2022-10-02T19:17:05.103Z,2022-10-03T10:10:17Z,3816034965,212,26.8,3816034959,56,Back,3816034963,141,35.6,3816034961,140,19.9,3817199539,178,,3816034967,213,2.3,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737345,207,1,1,16,8,3kq9cckrnlogidldtdie2fkbl,1,21.6,38.8,2022-10-02T19:17:08.841Z,2022-10-03T10:10:20Z,3817199603,178,,3816035207,213,1.3,3816035203,141,78.4,3816035201,140,29.5,3816035205,212,28.2,3816035199,56,Back,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737381,208,1,1,16,13,3kq9cckrnlogidldtdie2fkbl,1,41.2,89.5,2022-10-02T19:17:14.384Z,2022-10-03T10:10:32Z,3816035405,141,80.9,3817199715,178,,3816035409,213,5.4,3816035403,140,46.0,3816035401,56,Back,3816035407,212,7.7,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737397,209,1,1,16,14,3kq9cckrnlogidldtdie2fkbl,1,46,80.9,2022-10-02T19:17:15.122Z,2022-10-03T10:10:39Z,3816035483,212,6.4,3816035485,213,3.6,3817199797,178,,3816035479,141,76.7,3816035469,56,Back,3816035473,140,40.5,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737433,210,1,1,16,16,3kq9cckrnlogidldtdie2fkbl,1,40.5,76.7,2022-10-02T19:17:16.949Z,2022-10-03T10:10:43Z,3816035619,141,93.9,3816035623,213,0.7,3816035615,56,Left,3816035617,140,53.9,3816035621,212,18.3,3817199845,178,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737483,211,1,1,16,18,3kq9cckrnlogidldtdie2fkbl,1,53.9,93.9,2022-10-02T19:17:19.648Z,2022-10-03T10:10:45Z,3816035837,141,84.7,3816035839,212,6.6,3816035833,56,Left,3816035841,213,4.4,3816035835,140,52.0,3817199859,178,,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737551,212,1,1,16,21,3kq9cckrnlogidldtdie2fkbl,1,57,72.8,2022-10-02T19:17:22.179Z,2022-10-03T10:10:59Z,3816036233,196,,3816036239,141,4.9,3817199981,178,,3816036235,56,Right,3816036245,1,,3816036243,213,5.1,3816036241,212,50.6,3816036237,140,76.8,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,3816036231,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737555,213,1,1,16,28,3kq9cckrnlogidldtdie2fkbl,1,62,10.5,2022-10-02T19:17:29.585Z,2022-10-03T10:11:09Z,3816036257,140,66.1,3816036261,212,10.7,3817200081,178,,3816036259,141,24.9,3816036263,213,1.2,3816036255,56,Center,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737569,214,1,1,16,30,3kq9cckrnlogidldtdie2fkbl,1,66.1,24.9,2022-10-02T19:17:30.914Z,2022-10-03T10:11:14Z,3816036371,156,,3816036357,140,58.0,3817200147,178,,3816036361,212,8.5,3816036359,141,25.7,3816036363,213,3.1,3816036355,56,Center,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466972953,1507,43,1,16,30,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-10-02T19:17:30.928Z,2022-10-03T10:56:25Z,3817248843,144,82,3817248791,178,0,,,,,,,,,,,,,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737631,215,1,1,16,33,3kq9cckrnlogidldtdie2fkbl,1,58.2,25.7,2022-10-02T19:17:34.182Z,2022-10-03T10:11:18Z,3816036715,213,4.8,3816036711,141,17.6,3816036709,140,58.4,3817200215,178,,3816036707,56,Right,3816036713,212,5.5,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737653,216,1,1,16,35,3kq9cckrnlogidldtdie2fkbl,1,60.8,21.9,2022-10-02T19:17:36.636Z,2022-10-03T10:11:30Z,3817200349,178,,3816036807,141,33.1,3816036811,213,0.5,3816036805,140,72.9,3816036809,212,14.8,3816036803,56,Center,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737687,217,1,1,16,39,3kq9cckrnlogidldtdie2fkbl,1,72.2,29.2,2022-10-02T19:17:39.993Z,2022-10-03T10:11:34Z,3816036999,56,Right,3816037007,213,5.1,3816037001,140,75.3,3816037003,141,17.1,3817200423,178,,3816037005,212,8.8,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737727,218,1,1,16,44,3kq9cckrnlogidldtdie2fkbl,1,80.6,15.5,2022-10-02T19:17:44.917Z,2022-10-03T11:52:39Z,3816038453,210,13,3816037183,155,,3816037189,141,50.1,3816037193,213,1.0,3816037185,56,Center,3816824053,20,,3816824051,224,,3816037187,140,94.9,7oykphzczagr975xsqt70s89h,Dani Carvajal,3816038457,154,3816037191,212,27.9,3817200487,178,3816037181,2,,,,,,1,,,,,,,,,,,,,,,,,
2466738049,221,44,1,16,45,3kq9cckrnlogidldtdie2fkbl,1,91.6,45.9,2022-10-02T19:17:46.097Z,2022-10-03T11:52:38Z,3816038729,286,,3816038727,56,Center,3816038751,233,164,,,,,,,,,,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737735,164,44,1,16,45,2l0ldgiwsgb8d6y3z0sfgjzyj,0,8.4,54.1,2022-10-02T19:17:46.098Z,2022-10-03T10:11:47Z,3816037219,285,,3816038761,233,221,3816037217,56,Back,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737795,220,13,1,16,45,3kq9cckrnlogidldtdie2fkbl,1,93.6,49.9,2022-10-02T19:17:46.236Z,2022-10-03T11:52:39Z,3816038469,55,218,3816038463,73,,3816038465,29,,3816037503,56,Center,3817200609,388,,3816038477,230,100,3816037499,22,,3816037903,15,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,3816038473,102,3816038479,231,50,3816038475,103,3816037907,328,,3816038467,154,,75.3,,8.3,3816037501,17,,,,,,,,,,,,,,
2466737757,165,5,1,16,47,2l0ldgiwsgb8d6y3z0sfgjzyj,1,-1.4,37,2022-10-02T19:17:48.163Z,2022-10-03T10:11:58Z,3816037319,346,,3816037317,56,Back,3816037383,233,219,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737765,219,5,1,16,47,3kq9cckrnlogidldtdie2fkbl,0,101.4,63,2022-10-02T19:17:48.163Z,2022-10-03T10:11:58Z,3816037353,346,,3816037351,56,Center,3816037391,233,165,,,,,,,,,,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738195,166,1,1,17,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,3.6,47.1,2022-10-02T19:18:23.048Z,2022-10-03T10:12:02Z,3816039475,56,Center,3816039481,212,67.0,3816039479,141,23.4,3816039473,124,,3816039485,1,,3816039483,213,6.0,3816039477,140,65.5,3816039489,74,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738201,167,4,1,17,25,2l0ldgiwsgb8d6y3z0sfgjzyj,1,68.2,23.7,2022-10-02T19:18:26.635Z,2022-10-03T10:12:16Z,3816039521,286,,3816039661,233,222,3816039517,152,,3816039511,294,,3816039513,56,Center,3816039507,13,,,,,,,,4l2rgx65vzgrrxorbc1edq8yd,Kike García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738223,222,4,1,17,25,3kq9cckrnlogidldtdie2fkbl,0,31.8,76.3,2022-10-02T19:18:26.636Z,2022-10-03T10:12:15Z,3816039621,13,,3816039691,233,167,3816039633,285,,3816039623,294,,3816039629,152,,3817200885,178,,3816039625,56,Back,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738723,168,1,1,18,14,2l0ldgiwsgb8d6y3z0sfgjzyj,1,65.8,33.3,2022-10-02T19:19:15.080Z,2022-10-03T10:12:28Z,3816042171,152,,3816042185,213,5.6,3816042177,141,7.2,3816042175,140,85.7,3816042181,212,27.4,3817201013,178,,3816042169,5,,3816042173,56,Right,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738733,169,1,1,18,17,2l0ldgiwsgb8d6y3z0sfgjzyj,0,90.2,8.1,2022-10-02T19:19:18.004Z,2022-10-03T10:12:33Z,3817201119,178,,3816042227,141,10.2,3816042231,213,1.3,3816042359,233,223,3816042365,286,,3816042353,236,,3816836119,224,,3816836121,20,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,3816042229,212,3816042223,56,Right,3816042225,140,3816042219,2,,,,,1.5,,90.6,,,,,,,,,,,,,,,,
2466738743,223,12,1,18,17,3kq9cckrnlogidldtdie2fkbl,1,12,87.4,2022-10-02T19:19:18.077Z,2022-10-03T10:12:38Z,3816042297,185,,3816042377,233,169,3816042299,56,Back,3817201181,178,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738765,170,6,1,18,18,2l0ldgiwsgb8d6y3z0sfgjzyj,1,89.3,11.4,2022-10-02T19:19:18.765Z,2022-10-03T10:12:44Z,3816042405,56,Right,3816042407,75,,3816042409,233,224,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738759,224,6,1,18,18,3kq9cckrnlogidldtdie2fkbl,0,10.7,88.6,2022-10-02T19:19:18.765Z,2022-10-03T10:12:44Z,3816042413,233,170,3816042381,56,Back,3816042383,73,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738927,171,1,1,18,39,2l0ldgiwsgb8d6y3z0sfgjzyj,0,99.5,0.5,2022-10-02T19:19:40.605Z,2022-10-03T10:13:03Z,3816043357,6,,3816043361,224,,3816043367,141,38.6,3817201475,178,,3816836223,20,,3816043371,213,1.8,3816043365,140,94.4,3816043359,155,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,3816043363,56,3816043355,2,,3816043369,212,,,,,,,Center,,26.5,,,,,,,,,,,,,,,,
2466738951,225,12,1,18,40,3kq9cckrnlogidldtdie2fkbl,1,3.9,60.8,2022-10-02T19:19:41.645Z,2022-10-03T10:13:11Z,3816043487,56,Back,3816043505,15,,3816043495,213,0.0,3816043489,140,25.7,3816043491,141,61.1,3816043493,212,22.9,3817201589,388,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738983,172,1,1,18,43,2l0ldgiwsgb8d6y3z0sfgjzyj,1,75.8,39.7,2022-10-02T19:19:44.284Z,2022-10-03T10:15:24Z,3817203281,178,,3816043687,212,26.8,3816043679,3,,3816043681,56,Right,3816043689,213,5.2,3816043683,140,86.9,3816043685,141,4.2,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466738991,173,1,1,18,48,2l0ldgiwsgb8d6y3z0sfgjzyj,0,84.8,7.2,2022-10-02T19:19:49.494Z,2022-10-03T10:17:01Z,3816043755,141,9.8,3816043747,56,Right,3817204421,178,,3816043759,213,1.1,3816043751,140,85.6,3816043757,212,2.0,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739025,226,4,1,18,50,3kq9cckrnlogidldtdie2fkbl,1,14.3,83.4,2022-10-02T19:19:50.894Z,2022-10-03T10:17:07Z,3816044577,56,Back,3816044579,152,,3816044573,13,,3816060195,233,174,3816044575,295,,3816044581,285,,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739191,174,4,1,18,50,2l0ldgiwsgb8d6y3z0sfgjzyj,0,85.7,16.6,2022-10-02T19:19:50.895Z,2022-10-03T10:17:07Z,3816044703,286,,3816044699,152,,3816060213,233,226,3816044695,13,,3816071343,295,,3817204543,178,,3816044697,56,Right,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739211,227,1,1,19,4,3kq9cckrnlogidldtdie2fkbl,1,12.9,68.4,2022-10-02T19:20:05.271Z,2022-10-03T10:17:14Z,3816044797,140,24.2,3816044791,5,,3816044803,213,5.2,3817204679,178,,3816047155,189,,3816044801,212,26.4,3816044793,152,,3816044799,141,33.7,38bp85766w04a0nuulq5fiig9,A. Lunin,3816044795,56,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,,
2466739229,228,1,1,19,5,3kq9cckrnlogidldtdie2fkbl,1,24.2,33.7,2022-10-02T19:20:06.233Z,2022-10-03T10:17:21Z,3816044889,213,5.6,3816044883,140,40.7,3817204843,178,,3816044885,141,13.2,3816044887,212,22.2,3816044881,56,Back,3816047223,189,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739241,229,1,1,19,8,3kq9cckrnlogidldtdie2fkbl,1,41.1,14.9,2022-10-02T19:20:09.481Z,2022-10-03T10:17:26Z,3817205015,178,,3816044975,212,18.0,3816044973,141,39.4,3816044969,56,Back,3816044971,140,34.5,3816044977,213,2.0,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739283,230,1,1,19,12,3kq9cckrnlogidldtdie2fkbl,1,36.1,47.2,2022-10-02T19:20:13.012Z,2022-10-03T10:17:34Z,3816045133,212,21.6,3816045127,56,Back,3816045129,140,42.8,3817205193,178,,3816045135,213,1.2,3816045131,141,77.3,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739339,231,1,1,19,15,3kq9cckrnlogidldtdie2fkbl,1,46.1,78.7,2022-10-02T19:20:16.111Z,2022-10-03T10:17:37Z,3816045435,56,Back,3816045443,213,4.8,3816045439,141,63.6,3817205247,178,,3816045437,140,46.6,3816045441,212,10.3,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739389,232,1,1,19,19,3kq9cckrnlogidldtdie2fkbl,1,54,51.4,2022-10-02T19:20:20.524Z,2022-10-03T10:17:42Z,3816045641,56,Back,3816045647,212,14.2,3816045645,141,35.0,3817205397,178,,3816045649,213,4.0,3816045643,140,45.7,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739457,233,1,1,19,24,3kq9cckrnlogidldtdie2fkbl,1,54.3,35.8,2022-10-02T19:20:24.780Z,2022-10-03T10:17:46Z,3816046003,212,48.5,3816045997,56,Left,3816046005,213,1.0,3816046007,1,,3816045995,155,,3817205427,178,,3816045999,140,80.3,3816046001,141,94.8,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739479,234,1,1,19,31,3kq9cckrnlogidldtdie2fkbl,0,73.8,72.7,2022-10-02T19:20:31.944Z,2022-10-03T10:17:54Z,3816046139,140,89.4,3816046141,141,49.3,3816046135,155,,3816046145,213,5.5,3816046137,56,Center,3816046143,212,22.8,3817205529,178,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739477,175,12,1,19,32,2l0ldgiwsgb8d6y3z0sfgjzyj,1,14.7,46.9,2022-10-02T19:20:33.019Z,2022-10-03T10:18:00Z,3816046133,213,1.1,3816046155,15,,3817205631,388,,3816046123,140,23.8,3816046127,141,74.6,3816046117,56,Back,3816046131,212,21.1,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466974697,1598,67,1,19,35,3kq9cckrnlogidldtdie2fkbl,1,75.4,25.6,2022-10-02T19:20:35.774Z,2022-10-03T11:52:39Z,3817257099,233,937,,,,,,,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466974693,937,67,1,19,35,2l0ldgiwsgb8d6y3z0sfgjzyj,0,24.6,74.4,2022-10-02T19:20:35.775Z,2022-10-03T11:03:05Z,3817257107,233,1598,,,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739497,235,3,1,19,36,3kq9cckrnlogidldtdie2fkbl,0,78.6,29.8,2022-10-02T19:20:36.939Z,2022-10-03T10:18:31Z,3816837871,465,,3816046269,56,Center,3816046287,211,,3817205825,178,,3816046271,286,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466974835,938,67,1,19,37,2l0ldgiwsgb8d6y3z0sfgjzyj,1,20.3,49.2,2022-10-02T19:20:38.041Z,2022-10-03T11:52:40Z,3817257705,233,1601,,,,,,,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466974827,1601,67,1,19,37,3kq9cckrnlogidldtdie2fkbl,0,79.7,50.8,2022-10-02T19:20:38.042Z,2022-10-03T11:03:38Z,3817257713,233,938,,,,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739521,176,12,1,19,37,2l0ldgiwsgb8d6y3z0sfgjzyj,1,20.2,47.3,2022-10-02T19:20:38.068Z,2022-10-03T11:52:40Z,3816046421,233,236,3816046411,212,3.5,3816046407,140,22.8,3817206127,178,,3816046409,141,50.6,3816046405,56,Back,3816046413,213,0.7,3816046419,397,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739509,236,74,1,19,37,3kq9cckrnlogidldtdie2fkbl,1,78.5,35.6,2022-10-02T19:20:38.198Z,2022-10-03T10:18:40Z,3816046359,56,Center,3817206151,178,,3816046361,285,,3816046403,397,,3816046427,233,176,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466740755,190,61,1,19,37,2l0ldgiwsgb8d6y3z0sfgjzyj,1,17.3,54.3,2022-10-02T19:20:38.521Z,2022-10-03T10:18:51Z,3817206331,178,,3816052467,56,Back,3817206329,21,,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739523,177,45,1,19,39,2l0ldgiwsgb8d6y3z0sfgjzyj,0,19.2,49.6,2022-10-02T19:20:40.445Z,2022-10-03T10:19:19Z,3816046417,285,,3816046579,233,237,3816046415,56,Back,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739535,237,3,1,19,39,3kq9cckrnlogidldtdie2fkbl,1,80.8,50.4,2022-10-02T19:20:40.445Z,2022-10-03T10:19:19Z,3816837947,465,,3816046477,56,Center,3816046551,233,177,3817206707,178,,3816046479,286,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739543,238,1,1,19,40,3kq9cckrnlogidldtdie2fkbl,0,83.7,47.7,2022-10-02T19:20:41.405Z,2022-10-03T10:19:45Z,3816046501,56,Center,3816046507,140,86.9,3816046513,212,3.9,3816046545,233,178,3816046509,141,50.7,3816046543,236,,3816046549,286,,3816046517,213,0.5,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,3817207119,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739537,178,74,1,19,40,2l0ldgiwsgb8d6y3z0sfgjzyj,1,19.7,38.4,2022-10-02T19:20:41.559Z,2022-10-03T10:19:49Z,3817207171,178,,3816046481,56,Back,3816046557,233,238,3816046483,285,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739551,179,61,1,19,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,22.1,36.5,2022-10-02T19:20:41.837Z,2022-10-03T10:20:15Z,3817207629,178,,3816046573,56,Back,,,,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739943,242,1,1,19,42,3kq9cckrnlogidldtdie2fkbl,0,79.2,53.2,2022-10-02T19:20:42.655Z,2022-10-03T10:20:24Z,3816048961,233,180,3816048957,236,,3816048579,56,Center,3816048585,212,2.1,3816048583,141,55.6,3816048589,213,0.9,3816048581,140,80.5,3816048965,286,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,3817207761,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466739561,180,74,1,19,42,2l0ldgiwsgb8d6y3z0sfgjzyj,1,24.1,35.4,2022-10-02T19:20:42.904Z,2022-10-03T10:20:28Z,3816046621,285,,3816048971,233,242,3817207795,178,,3816046619,56,Back,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
