id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2509494233,10,1,1,0,30,3kq9cckrnlogidldtdie2fkbl,1,57.6,3.4,2023-02-18T20:02:20.505Z,2023-02-19T08:25:27Z,4042833629,178,,4041597595,141,12.2,4041597599,213,2.2,4041597597,212,7.4,4041597591,56,Right,4041597593,140,53.4,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494241,11,1,1,0,30,3kq9cckrnlogidldtdie2fkbl,1,53.4,12.2,2023-02-18T20:02:21.060Z,2023-02-19T08:25:30Z,4041597619,56,Back,4041597625,212,9.0,4041597627,213,3.8,4041597621,140,46.4,4042833671,178,,4041597623,141,4.6,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494247,12,1,1,0,31,3kq9cckrnlogidldtdie2fkbl,1,46.4,4.6,2023-02-18T20:02:22.349Z,2023-02-19T08:25:33Z,4041597665,141,7.3,4042833707,178,,4041597661,56,Back,4041597669,213,3.0,4041597667,212,13.4,4041597663,140,33.8,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494265,13,1,1,0,33,3kq9cckrnlogidldtdie2fkbl,1,33.2,7.7,2023-02-18T20:02:24.327Z,2023-02-19T08:25:35Z,4042833739,178,,4041597795,140,19.8,4041597797,141,38.5,4041597799,212,25.2,4041597793,56,Back,4041597801,213,2.2,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494287,14,1,1,0,36,3kq9cckrnlogidldtdie2fkbl,1,19.8,38.5,2023-02-18T20:02:27.294Z,2023-02-19T08:25:39Z,4042833783,178,,4041597899,213,1.3,4041597897,212,21.3,4041597891,56,Back,4041597893,140,25.1,4041597895,141,68.8,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494335,15,1,1,0,40,3kq9cckrnlogidldtdie2fkbl,1,24.8,67.2,2023-02-18T20:02:30.894Z,2023-02-19T08:25:41Z,4041598225,213,4.9,4041598221,141,25.0,4041598219,140,29.4,4041598217,56,Back,4042833835,178,,4041598223,212,29.1,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494355,16,1,1,0,45,3kq9cckrnlogidldtdie2fkbl,1,29.3,33.1,2023-02-18T20:02:36.464Z,2023-02-19T08:26:02Z,4041598333,56,Back,4042834275,178,,4041598337,141,49.9,4041598339,212,16.3,4041598335,140,18.2,4041598341,213,2.4,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494363,17,1,1,0,48,3kq9cckrnlogidldtdie2fkbl,1,18.2,49.9,2023-02-18T20:02:38.713Z,2023-02-19T08:26:05Z,4041598379,212,16.6,4041598377,141,74.2,4041598375,140,20.1,4041598381,213,1.5,4042834373,178,,4041598373,56,Back,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494393,18,1,1,0,50,3kq9cckrnlogidldtdie2fkbl,1,20.2,74.2,2023-02-18T20:02:40.813Z,2023-02-19T08:26:10Z,4042834475,178,,4041598509,140,15.2,4041598511,141,57.2,4041598515,213,4.3,4041598505,56,Back,4041598513,212,12.7,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494411,19,1,1,0,52,3kq9cckrnlogidldtdie2fkbl,0,15,57.3,2023-02-18T20:02:42.544Z,2023-02-19T08:26:14Z,4042834579,178,,4041598643,56,Center,4041598653,1,,4041598649,212,46.1,4041598647,141,68.4,4041598641,155,,4041598645,140,58.3,4041598651,213,0.2,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494413,6,44,1,0,55,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.9,29.2,2023-02-18T20:02:45.586Z,2023-02-19T18:20:11Z,4041598665,56,Back,4041598667,285,,4041598711,233,20,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494417,20,44,1,0,55,3kq9cckrnlogidldtdie2fkbl,0,57.1,70.8,2023-02-18T20:02:45.587Z,2023-02-19T08:26:19Z,4041598741,233,6,4041598683,56,Center,4041598685,286,,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494423,7,1,1,0,55,2l0ldgiwsgb8d6y3z0sfgjzyj,0,42.6,26.5,2023-02-18T20:02:45.646Z,2023-02-19T18:20:11Z,4041598695,3,,4042834751,388,,4041598697,56,Center,4041598699,140,52.2,4041598705,213,0.9,4041598701,141,45.4,4041598703,212,16.3,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494463,21,1,1,0,57,3kq9cckrnlogidldtdie2fkbl,0,47,51.5,2023-02-18T20:02:48.170Z,2023-02-19T08:26:30Z,4041598917,56,Left,4041598919,140,86.6,4041598915,155,,4041598921,141,100.0,4041598927,1,,4041598925,213,0.7,4041598923,212,53.5,4042834895,178,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494487,8,5,1,1,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,10.5,-1,2023-02-18T20:02:51.376Z,2023-02-19T08:26:38Z,4041599071,233,22,4041599041,56,Back,4041599043,347,,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494467,22,5,1,1,0,3kq9cckrnlogidldtdie2fkbl,0,89.5,101,2023-02-18T20:02:51.376Z,2023-02-19T08:26:39Z,4041599075,233,8,4041598933,56,Left,4041598935,347,,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494533,9,1,1,1,6,2l0ldgiwsgb8d6y3z0sfgjzyj,1,11,0,2023-02-18T20:02:56.877Z,2023-02-19T08:26:54Z,4041599305,141,5.3,4041599301,56,Back,4041599307,212,12.9,4041599309,213,0.4,4041599299,107,,4041599303,140,22.4,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494553,10,1,1,1,8,2l0ldgiwsgb8d6y3z0sfgjzyj,0,24.1,6.2,2023-02-18T20:02:59.216Z,2023-02-19T08:27:04Z,4042835481,178,,4041599589,233,25,4041599435,157,,4041599451,1,,4041599437,56,Back,4041599449,213,1.2,4041599441,140,28.0,4041599447,212,10.4,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,4041599445,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494543,23,44,1,1,11,3kq9cckrnlogidldtdie2fkbl,1,66.5,74.9,2023-02-18T20:03:02.348Z,2023-02-19T18:20:12Z,4041599391,286,,4041599389,56,Center,4041599565,233,11,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494565,11,44,1,1,11,2l0ldgiwsgb8d6y3z0sfgjzyj,0,33.5,25.1,2023-02-18T20:03:02.349Z,2023-02-19T08:27:18Z,4041599489,56,Back,4041599493,285,,4041599617,233,23,,,,,,,,,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494545,24,61,1,1,11,3kq9cckrnlogidldtdie2fkbl,1,61.7,69.1,2023-02-18T20:03:02.413Z,2023-02-19T18:20:12Z,4042835965,21,,4042835967,178,,4041599393,56,Center,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494587,12,1,1,1,13,2l0ldgiwsgb8d6y3z0sfgjzyj,0,28.8,19.1,2023-02-18T20:03:04.037Z,2023-02-19T08:27:43Z,4042836169,178,,4041599645,213,4.2,4041601425,233,25,4041600951,236,,4041599643,212,3.8,4041600953,286,,4041599641,141,14.2,4041599639,140,27.1,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,4041599637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494557,25,74,1,1,13,3kq9cckrnlogidldtdie2fkbl,1,59.4,73.3,2023-02-18T20:03:04.076Z,2023-02-19T08:27:50Z,4041599455,56,Center,4041599457,285,,4041599635,233,12,4042836297,178,,,,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494585,26,49,1,1,14,3kq9cckrnlogidldtdie2fkbl,1,61.9,80.6,2023-02-18T20:03:04.607Z,2023-02-19T08:27:55Z,,,,,,,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494599,13,45,1,1,16,2l0ldgiwsgb8d6y3z0sfgjzyj,0,33.7,17.3,2023-02-18T20:03:07.447Z,2023-02-19T08:28:07Z,4041599687,285,,4041599685,56,Back,4041599753,233,27,,,,,,,,,,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494597,27,3,1,1,16,3kq9cckrnlogidldtdie2fkbl,1,66.3,82.7,2023-02-18T20:03:07.447Z,2023-02-19T08:28:06Z,4041599683,286,,4042032291,464,,4042836573,178,,4041599731,233,13,4041599681,56,Left,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494601,28,3,1,1,17,3kq9cckrnlogidldtdie2fkbl,0,60.6,82,2023-02-18T20:03:08.042Z,2023-02-19T08:28:11Z,4042836677,178,,4041599693,56,Left,4041616685,211,,4042032449,464,,4041616617,286,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494617,14,49,1,1,20,2l0ldgiwsgb8d6y3z0sfgjzyj,1,31.2,23.5,2023-02-18T20:03:10.655Z,2023-02-19T08:28:23Z,,,,,,,,,,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494623,15,1,1,1,20,2l0ldgiwsgb8d6y3z0sfgjzyj,1,31.2,23.5,2023-02-18T20:03:10.697Z,2023-02-19T08:28:26Z,4041599863,212,23.0,4041599853,56,Back,4042836905,178,,4041599865,213,0.8,4041599857,140,46.6,4041599861,141,47.5,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494627,16,61,1,1,21,2l0ldgiwsgb8d6y3z0sfgjzyj,0,46.4,47.3,2023-02-18T20:03:11.826Z,2023-02-19T08:28:34Z,4041599875,56,Back,4042837051,178,,,,,,,,,,,,,,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494653,29,49,1,1,23,3kq9cckrnlogidldtdie2fkbl,1,40.3,41,2023-02-18T20:03:14.272Z,2023-02-19T08:28:40Z,,,,,,,,,,,,,,,,,,,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494667,30,1,1,1,23,3kq9cckrnlogidldtdie2fkbl,1,40.2,43.5,2023-02-18T20:03:14.332Z,2023-02-19T08:28:46Z,4041600165,212,30.0,4041600161,140,11.8,4041600167,213,3.0,4041600159,56,Back,4041600163,141,48.2,4042837255,178,,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494677,31,1,1,1,27,3kq9cckrnlogidldtdie2fkbl,1,6.6,48.4,2023-02-18T20:03:17.859Z,2023-02-19T08:28:52Z,4041600205,56,Back,4041600211,212,30.0,4041600209,141,5.8,4041600207,140,14.2,4041600213,213,5.0,4042837351,178,,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494683,32,1,1,1,29,3kq9cckrnlogidldtdie2fkbl,0,14.2,5.8,2023-02-18T20:03:20.448Z,2023-02-19T08:28:57Z,4042837455,178,,4041600225,56,Back,4041600231,212,11.4,4041600229,141,2.3,4041600227,140,24.8,4041600233,213,6.1,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494705,17,49,1,1,33,2l0ldgiwsgb8d6y3z0sfgjzyj,1,71.8,94.5,2023-02-18T20:03:23.990Z,2023-02-19T08:29:07Z,,,,,,,,,,,,,,,,,,,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494719,18,1,1,1,33,2l0ldgiwsgb8d6y3z0sfgjzyj,0,71.8,94.4,2023-02-18T20:03:24.085Z,2023-02-19T08:29:11Z,4042837735,178,,4041600411,212,14.0,4041600409,141,73.8,4041600407,140,72.2,4041600415,213,4.7,4041600405,56,Center,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494723,33,8,1,1,34,3kq9cckrnlogidldtdie2fkbl,1,32.1,25.9,2023-02-18T20:03:24.658Z,2023-02-19T08:29:19Z,4041600437,56,Back,4042033253,383,,4042837835,178,,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494729,34,49,1,1,35,3kq9cckrnlogidldtdie2fkbl,1,31.3,25.8,2023-02-18T20:03:26.040Z,2023-02-19T08:29:27Z,,,,,,,,,,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494763,35,1,1,1,38,3kq9cckrnlogidldtdie2fkbl,1,31.6,36,2023-02-18T20:03:29.477Z,2023-02-19T08:29:31Z,4041600671,141,41.3,4041600675,213,0.2,4041600673,212,15.7,4041600667,56,Back,4041600669,140,46.2,4042837999,178,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494771,36,1,1,1,39,3kq9cckrnlogidldtdie2fkbl,1,46.2,41.3,2023-02-18T20:03:30.472Z,2023-02-19T08:29:36Z,4041600725,212,9.2,4041600737,156,,4041600721,140,43.7,4041600727,213,1.9,4042838057,178,,4041600719,56,Back,4041600723,141,54.2,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494821,37,1,1,1,41,3kq9cckrnlogidldtdie2fkbl,1,45,56.9,2023-02-18T20:03:32.390Z,2023-02-19T08:29:39Z,4041601033,56,Left,4042838121,178,,4041601043,213,0.8,4041601037,140,66.4,4041601039,141,90.0,4041601041,212,31.8,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494841,38,1,1,1,47,3kq9cckrnlogidldtdie2fkbl,1,77.9,73.2,2023-02-18T20:03:37.955Z,2023-02-19T08:29:44Z,4042838241,178,,4041601141,213,0.0,4041601133,56,Center,4041601135,140,94.7,4041601139,212,17.7,4041601137,141,74.2,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
