id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,assist
2449403361,1,34,16,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-08-21T16:14:04.685Z,2022-08-21T18:15:25Z,3724223959,197,244,3723776901,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723776889,30,"2yt9oajv9dkbju8tgy1g2nmqd, ieu0x9fy8hpqyztdjg8bgpnt, 20m7tijt8jnedjd4x87olmaqd, 59234as8h70fejyfm7492np3p, av5g4nr853anks78vl6jh4s7p, cj3dik1dqyo2nf1jgmyn471sl, amxunh6enoc99r07cp7qt621h, b9kfek16otvdorssn0wzkb36d, 46kq5653o302ebz4o5yzsss0l, 4z60ztggqxzfbp8w9ijoqefop, ejcyvgclry4g5pc2rtptifphx, cfhk5255hz4wbs2zsrq219a6t, 548jzfl9higq44w9bgqvcjh05, 58qeglyxdi7y8ttg8sddv8set, 3ga7qj3h3dbmqucxmaxhmrjdh, 716n1970vi9rvw5b4w9qmjfth, 9rm3r46uzxlmuqnp0jo4danhm, 6fdvv4zs5pl6qj7pp6tsp5iad, 59wmst2hxu6y4zut9a48jxiw9, 40h47dhimsmeiury61w1ourx1, f30avgacyfz88ppw9mh8v57md, am5gj5qg3gjtyhvwfnj8sjz6d",3723776897,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723776899,194,b9kfek16otvdorssn0wzkb36d,3723776891,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723776893,59,"13, 16, 21, 20, 15, 23, 14, 6, 19, 7, 11, 1, 2, 4, 5, 8, 9, 10, 12, 17, 18, 22",3723776895,130,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449405757,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-08-21T16:17:01.586Z,2022-08-21T18:24:50Z,3723958483,197,284,3723789487,194,e615cmv1tfzu84f0z8mwi5711,3723789489,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723789481,59,"13, 8, 24, 6, 3, 4, 21, 10, 26, 7, 17, 1, 2, 5, 11, 19, 20, 22, 23, 30, 31",3723789477,30,"1lgrnaje6y7un5dzzll84p91, 5soi8e2hlk77rlsbsl76hg3xl, eh70fwampgdyfv3hu25o2qx, 5mx86rwy0u4xi1b5kqin4lhx, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, 4eezya3lwcwur6c8s6rl0rzvu, c29mprqv2ulztd22b6uckczx1, amcwh6w0brmkttg4uc5qm6z9w, 2biwwlvzgsu5kmyw5w1adpmtx, dhtb9gizk25k1u3h0b7xgy4tl, 76r2yw3wtql61qh5l0yumdn85, 6wpnjdlg2p8f19y3gjpz1su6t, aza9jho12wrfa3oczxoj670mh, 3bm08rp9rgzh6cjhk0picxs6h, a7bs2dkwmy1cjryql6z3n9kut, 12qc3dkodeb8ykg6pc0kqf2l1, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, 5zoz3mjooujpv0wdcphyrztd6, 32uxh37qc6ebx1z4h8qvuvdnt",3723789485,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723789479,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723789483,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449459897,2,32,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-08-21T17:32:58.528Z,2022-08-22T14:12:49Z,3724086151,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449459905,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-08-21T17:32:58.528Z,2022-08-21T17:33:04Z,3724086191,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449459945,3,1,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,50,50,2022-08-21T17:32:58.535Z,2022-08-21T22:48:51Z,3724086439,212,14.6,3724086437,141,37.7,3724086435,140,38.6,3724086433,56,Back,3724086441,213,3.8,3724086443,279,S,3725134703,178,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449459951,4,1,1,0,2,4ku8o6uf87yd8iecdalipo6wd,1,38.6,36.6,2022-08-21T17:33:00.617Z,2022-08-21T22:48:57Z,3725135561,178,,3724086467,140,34.9,3724086469,141,11.5,3724086471,212,17.5,3724086473,213,4.5,3724086465,56,Back,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449459989,5,1,1,0,5,4ku8o6uf87yd8iecdalipo6wd,0,34.8,9.3,2022-08-21T17:33:04.305Z,2022-08-21T22:49:02Z,3724086687,212,35.0,3724086689,213,0.2,3724086681,56,Right,3724086679,155,,3724086683,140,67.3,3724086691,1,,3725135725,178,,3724086685,141,21.0,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449459997,3,44,1,0,8,74mcjsm72vr3l9pw2i4qfjchj,1,30.2,74.1,2022-08-21T17:33:06.765Z,2022-08-22T09:05:45Z,3724086731,285,,3724086729,56,Back,3724086765,233,6,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449459991,6,44,1,0,8,4ku8o6uf87yd8iecdalipo6wd,0,69.8,25.9,2022-08-21T17:33:06.766Z,2022-08-21T22:49:07Z,3724086701,286,,3724086699,56,Center,3724086837,233,3,,,,,,,,,,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449460423,7,1,1,0,8,74mcjsm72vr3l9pw2i4qfjchj,0,18.8,75,2022-08-21T17:33:06.798Z,2022-08-22T09:05:45Z,3724091687,213,0.4,3725136189,388,,3724091681,140,21.1,3724091677,3,,3724091685,212,2.6,3724091679,56,Back,3724091683,141,76.5,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
