id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2474675259,1,34,16,0,0,cobffe32r7g4skka9m19qib63,1,0,0,2022-10-20T15:45:28.824Z,2022-10-20T16:55:14Z,3858253079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858253077,130,8,3858320691,197,287,3858253071,30,"c3secspt4xvu1q4g6aonn7zyt, 9bbu1yne0l9j862yodiuldw4p, azzdqp6lcd4g9d4jy55pz0549, 6kpscy08tl4fkie4w4hl49n11, 99zc12kmr9893h24mo95wcn9x, 1trnf7miqmcgr67c4808t4yj9, 3cu2brlp37h4u00mm5n4hb651, 1htx8ub2kxvq0vnzarbrynyt, e6ok0deqkoe80184iu509gzu2, 5rabxq8qyxf2q2ak506xim9rd, 63yktdky9m0aus8ebkaqzdhhx, bglk6tokkpgjltpzljp1p345x, 497cy3s5ck9f5h563c4aixfdg, 36lk52zhgyn11s1pax3y7wout, blvf8qsi6iy6ejyer58okyxka, 8zlr9xkh9dkt1pbw3w91uazmd, 8b6idfe7dx59wkbc8zf539zv9, ec4coej1l0a7he2896hjbz04q, 6mz6fzrfndfv7zpm38a6msmw9, 3flv9yp9x61ph57xugztva9nu, a5x0poaqzssg2yuou57qgyead, 1km9nvqz03yoj9cxpv127id7u, 8zvsos5fsrrf9aizqmyhtt9m",3858253073,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3858253083,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858253081,194,1htx8ub2kxvq0vnzarbrynyt,3858253075,59,"13, 24, 15, 3, 19, 22, 12, 6, 9, 5, 10, 1, 2, 4, 7, 8, 11, 14, 17, 18, 21, 23, 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474675987,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-20T15:49:33.772Z,2022-10-20T16:59:48Z,3858321497,197,13416,3858257295,130,2,3858257299,194,6navc0x6p4yqy76zyo3zocwr9,3858257301,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858257289,30,"4wbwcfbeokv5j4nuudbxgaw2d, 2nq5nzq35tfwc7po29dtwqp78, d7pzcnoztn30xoj5b2sr9slt6, cuqawmfekh86mgo758udxw7v9, 39dgr8s91agremy3nvp4q2221, 8ikm0hxyz2qaonz3qmynu0xqt, c320492cbp1otejfp1i1oane1, 2udtmz4lvh4vil16mxvo0j4l, 6navc0x6p4yqy76zyo3zocwr9, 27hwtukeqxh91ch1f3qr1it49, bqmhsb2bsuuuijw2ci39l01k9, 4o0ei8wawffrg2hvnbmcxipxx, 20ebw399jhbq0i5x2eacrrs6i, 2y9jp3hak8dnf8cavdqrx1cyd, 8tnz3pqkqdhbr08p96i9w8i96, 2do89l8kf9yuelzq1b5mo549h, eavhyxb9dfjh0jp5yzg8p8udx, 3xxwjf3ymu1j9825xjuwuknah, ay89se5rytzay8md0yeadykq2, 9um7x9zd0e000zt57l3yearqh, q5omphitvnrcnoda4jh9fdux, bixz0as48s0jmvl2bdctr2tt6",3858257293,59,"1, 4, 3, 18, 22, 2, 21, 14, 7, 9, 17, 5, 8, 10, 11, 12, 13, 16, 20, 23, 25, 26",3858257291,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3858257297,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688017,2,32,1,0,0,cobffe32r7g4skka9m19qib63,1,0,0,2022-10-20T17:00:20.469Z,2022-10-21T06:18:24Z,3858325531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688007,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-20T17:00:20.469Z,2022-10-20T17:00:20Z,3858325491,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688037,3,1,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,50,49.8,2022-10-20T17:00:20.722Z,2022-10-21T06:32:37Z,3858325635,212,17.9,3858325629,56,Back,3858325631,140,34.0,3858325633,141,40.6,3858325637,213,3.5,3858325639,279,S,3859205859,178,,,,,6navc0x6p4yqy76zyo3zocwr9,C. Stuani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688045,4,1,1,0,3,7h7eg7q7dbwvzww78h9d5eh0h,0,35.6,41.6,2022-10-20T17:00:23.801Z,2022-10-21T06:32:42Z,3858325689,1,,3858325681,140,58.6,3858325683,141,79.9,3858325687,213,0.8,3858325677,155,,3858325679,56,Left,3858325685,212,35.5,3859205891,178,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688047,3,61,1,0,5,cobffe32r7g4skka9m19qib63,0,39.6,27.9,2022-10-20T17:00:25.479Z,2022-10-21T06:33:48Z,3859206771,178,,3858325695,56,Back,3859206769,21,,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688053,4,5,1,0,8,cobffe32r7g4skka9m19qib63,0,40.2,-1.5,2022-10-20T17:00:28.558Z,2022-10-21T06:33:55Z,3858325731,56,Back,3858325733,347,,3858325757,233,5,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688055,5,5,1,0,8,7h7eg7q7dbwvzww78h9d5eh0h,1,59.8,101.5,2022-10-20T17:00:28.558Z,2022-10-21T06:33:54Z,3858325739,347,,3858325737,56,Left,3858325741,233,4,,,,,,,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688111,6,1,1,0,20,7h7eg7q7dbwvzww78h9d5eh0h,0,55.8,100,2022-10-20T17:00:41.099Z,2022-10-21T06:33:58Z,3858326059,56,Left,3858326067,213,5.6,3858326057,107,,3858326065,212,15.5,3858326063,141,87.1,3858326061,140,67.4,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688127,5,1,1,0,21,cobffe32r7g4skka9m19qib63,1,31.1,13.3,2022-10-20T17:00:42.225Z,2022-10-21T06:34:02Z,3858326149,212,34.2,3858326143,56,Back,3858326141,157,,3858326147,141,62.7,3858326153,1,,3859207001,178,,3858326145,140,37.0,3858326151,213,1.4,1htx8ub2kxvq0vnzarbrynyt,César de la Hoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688135,6,49,1,0,24,cobffe32r7g4skka9m19qib63,1,37,62.9,2022-10-20T17:00:45.399Z,2022-10-21T07:01:43Z,,,,,,,,,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474688145,7,3,1,0,26,cobffe32r7g4skka9m19qib63,0,41,64.1,2022-10-20T17:00:46.765Z,2022-10-21T06:34:22Z,3859089031,464,,3858326207,56,Back,3858326209,286,,3858326293,233,7,3859207363,178,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
