id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2473979397,8,1,1,0,9,4ku8o6uf87yd8iecdalipo6wd,1,16.1,13.9,2022-10-18T19:00:19.281Z,2022-10-19T09:53:47Z,3854541489,140,3.7,3854541493,212,22.2,3854541495,213,2.2,3855524149,178,,3854541487,56,Back,3854541491,141,40.4,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979463,9,1,1,0,15,4ku8o6uf87yd8iecdalipo6wd,1,6.6,40.1,2022-10-18T19:00:24.882Z,2022-10-19T09:53:50Z,3854541855,140,10.2,3854541851,56,Back,3854541859,212,17.7,3854541861,213,4.9,3854541857,141,14.6,3855524241,178,,,,,,,,cfhk5255hz4wbs2zsrq219a6t,I. Grbić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979615,10,1,1,0,20,4ku8o6uf87yd8iecdalipo6wd,1,12.4,24.5,2022-10-18T19:00:30.394Z,2022-10-19T09:53:54Z,3854542695,212,37.4,3854542691,140,21.4,3855524367,178,,3854542701,1,,3854542697,213,1.3,3854542689,56,Back,3854542693,141,77.7,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474173107,953,43,1,0,25,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-10-18T19:00:35.051Z,2022-10-19T10:31:41Z,3855576987,144,82,3855576913,178,0,,,,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979675,11,1,1,0,29,4ku8o6uf87yd8iecdalipo6wd,1,26.3,69.3,2022-10-18T19:00:39.405Z,2022-10-19T09:53:58Z,3855524469,178,,3854543039,141,32.9,3854543035,56,Back,3854543041,212,24.8,3854543043,213,4.7,3854543037,140,25.5,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979715,12,1,1,0,32,4ku8o6uf87yd8iecdalipo6wd,1,26.3,31.7,2022-10-18T19:00:42.212Z,2022-10-19T09:54:01Z,3854543263,141,8.2,3855524519,178,,3854543259,56,Back,3854543269,212,17.7,3854543261,140,33.6,3854543271,213,5.2,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979767,13,1,1,0,35,4ku8o6uf87yd8iecdalipo6wd,1,32.5,11.2,2022-10-18T19:00:44.587Z,2022-10-19T09:54:04Z,3854543571,212,31.5,3854543569,141,45.4,3855524629,178,,3854543567,140,12.3,3854543573,213,2.3,3854543563,56,Back,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979827,14,1,1,0,37,4ku8o6uf87yd8iecdalipo6wd,1,12.3,45.4,2022-10-18T19:00:47.379Z,2022-10-19T09:54:06Z,3854543945,212,22.0,3854543941,140,22.7,3855524667,178,,3854543939,56,Back,3854543947,213,1.1,3854543943,141,73.5,,,,,,,cfhk5255hz4wbs2zsrq219a6t,I. Grbić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979877,15,1,1,0,41,4ku8o6uf87yd8iecdalipo6wd,0,22.1,72.8,2022-10-18T19:00:51.326Z,2022-10-19T09:54:10Z,3855524749,178,,3854544275,1,,3854544265,56,Back,3854544271,212,46.5,3854544261,155,,3854544269,141,12.2,3854544273,213,5.2,3854544263,196,,548jzfl9higq44w9bgqvcjh05,J. Giménez,3854544267,140,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979921,4,1,1,0,44,3budh3j9xivsid3ptm8ptpy4k,1,57.1,86.5,2022-10-18T19:00:53.748Z,2022-10-19T09:54:14Z,3854544561,140,64.4,3854544565,212,12.4,3854544559,56,Center,3855524835,388,,3854544567,213,5.4,3854544563,141,72.2,3854544557,3,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979941,5,1,1,0,46,3budh3j9xivsid3ptm8ptpy4k,1,64.2,72.2,2022-10-18T19:00:55.731Z,2022-10-19T09:54:20Z,3854544683,140,60.4,3854544687,212,5.6,3854544679,3,,3855524949,388,,3854544689,213,2.4,3854544685,141,77.9,3854544681,56,Center,,,,8oc3lpz3xttrnwxk1fnnv7owl,R. Falcao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979961,6,1,1,0,47,3budh3j9xivsid3ptm8ptpy4k,0,60.4,77.9,2022-10-18T19:00:56.775Z,2022-10-19T09:54:23Z,3854544769,140,61.9,3854544779,213,4.9,3854544765,3,,3854544771,141,65.4,3855525011,388,,3854544767,56,Center,3854544777,212,8.6,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474173459,969,67,1,0,48,4ku8o6uf87yd8iecdalipo6wd,1,34.3,50.6,2022-10-18T19:00:58.252Z,2022-10-19T11:24:01Z,3855578671,233,901,,,,,,,,,,,,,,,,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474173457,901,67,1,0,48,3budh3j9xivsid3ptm8ptpy4k,0,65.7,49.4,2022-10-18T19:00:58.253Z,2022-10-19T10:32:58Z,3855578699,233,969,,,,,,,,,,,,,,,,,,,,,,8oc3lpz3xttrnwxk1fnnv7owl,R. Falcao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473979999,16,1,1,0,50,4ku8o6uf87yd8iecdalipo6wd,1,35.2,53.1,2022-10-18T19:00:59.583Z,2022-10-19T09:54:33Z,3854544993,140,39.8,3855525141,389,,3854544997,212,6.5,3854544995,141,59.6,3854544991,56,Back,3854544999,213,0.7,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980021,17,1,1,0,50,4ku8o6uf87yd8iecdalipo6wd,1,39.8,59.6,2022-10-18T19:01:00.347Z,2022-10-19T09:54:38Z,3855525245,178,,3854545113,213,5.3,3854545105,212,10.8,3854545097,140,45.7,3854545095,56,Back,3854545099,141,46.6,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980039,18,1,1,0,51,4ku8o6uf87yd8iecdalipo6wd,1,45.2,46.8,2022-10-18T19:01:01.435Z,2022-10-19T09:54:43Z,3854545213,141,50.3,3854545209,56,Back,3855525351,178,,3854545217,213,2.7,3854545215,212,6.1,3854545211,140,39.9,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980061,19,1,1,0,52,4ku8o6uf87yd8iecdalipo6wd,1,39.9,50.3,2022-10-18T19:01:01.821Z,2022-10-19T09:54:50Z,3854545353,212,7.1,3855525563,178,,3854545345,56,Back,3854545349,140,46.3,3854545355,213,0.3,3854545351,141,53.8,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980073,20,1,1,0,53,4ku8o6uf87yd8iecdalipo6wd,0,47.2,55.7,2022-10-18T19:01:02.907Z,2022-10-19T09:54:54Z,3854545405,56,Back,3854545409,141,52.4,3854545463,286,,3854545457,236,,3854545413,213,4.7,3855525649,178,,3854545411,212,2.2,3854545459,233,7,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,3854545407,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980079,7,74,1,0,53,3budh3j9xivsid3ptm8ptpy4k,1,57.6,53,2022-10-18T19:01:03.024Z,2022-10-19T09:54:57Z,3855525755,178,,3854545501,233,20,3854545427,56,Center,3854545429,285,,,,,,,,,,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980739,25,61,1,0,53,4ku8o6uf87yd8iecdalipo6wd,1,46.4,52.4,2022-10-18T19:01:03.097Z,2022-10-19T09:55:18Z,3854549053,56,Back,3855525961,178,,,,,,,,,,,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980095,8,61,1,0,53,3budh3j9xivsid3ptm8ptpy4k,0,50.3,51.4,2022-10-18T19:01:03.395Z,2022-10-19T09:55:22Z,3855526255,178,,3854545519,56,Center,,,,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980109,21,1,1,0,55,4ku8o6uf87yd8iecdalipo6wd,1,53.4,43.3,2022-10-18T19:01:04.546Z,2022-10-19T09:55:27Z,3854545589,140,57.3,3854545593,212,6.6,3854545587,56,Center,3854545591,141,51.0,3854545595,213,0.9,3855526407,178,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980157,22,1,1,0,55,4ku8o6uf87yd8iecdalipo6wd,1,57.3,51,2022-10-18T19:01:05.097Z,2022-10-19T09:55:30Z,3854545839,212,18.7,3854545835,141,23.6,3855526469,178,,3854545829,56,Center,3854545833,140,55.7,3854545843,213,4.6,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980213,23,1,1,0,59,4ku8o6uf87yd8iecdalipo6wd,0,72,27.7,2022-10-18T19:01:09.276Z,2022-10-19T09:55:38Z,3854546167,141,29.6,3855526673,178,,3854546169,212,30.1,3854546165,140,100.0,3854546171,213,0.0,3854546163,56,Center,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980233,9,5,1,1,2,3budh3j9xivsid3ptm8ptpy4k,1,-0.8,74.2,2022-10-18T19:01:12.119Z,2022-10-19T09:55:44Z,3854546255,346,,3854546303,233,24,3854546253,56,Back,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980221,24,5,1,1,2,4ku8o6uf87yd8iecdalipo6wd,0,100.8,25.8,2022-10-18T19:01:12.119Z,2022-10-19T09:55:45Z,3854546203,56,Center,3854546327,233,9,3854546205,346,,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980669,10,1,1,1,23,3budh3j9xivsid3ptm8ptpy4k,1,3.9,51.4,2022-10-18T19:01:32.720Z,2022-10-19T10:07:06Z,3854548663,56,Back,3854548673,212,16.3,3854548669,141,75.1,3854548679,237,,3854548675,213,1.4,3854548665,140,6.4,3854548661,124,,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980779,11,1,1,1,26,3budh3j9xivsid3ptm8ptpy4k,1,6.4,74.6,2022-10-18T19:01:35.964Z,2022-10-19T10:07:10Z,3854549277,213,6.0,3854549273,141,68.0,3854549269,56,Back,3854549271,140,22.0,3854549275,212,17.0,3855541967,178,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980813,12,1,1,1,32,3budh3j9xivsid3ptm8ptpy4k,1,46.1,75.3,2022-10-18T19:01:42.331Z,2022-10-19T10:07:14Z,3854549457,56,Left,3854549463,212,18.2,3855542051,178,,3854549459,140,56.3,3854549465,213,0.9,3854549461,141,96.9,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980827,13,1,1,1,35,3budh3j9xivsid3ptm8ptpy4k,1,56.7,96.2,2022-10-18T19:01:45.328Z,2022-10-19T10:07:18Z,3854549535,212,8.1,3854549531,140,55.9,3855542145,178,,3854549529,56,Left,3854549537,213,4.6,3854549533,141,84.3,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980857,14,1,1,1,36,3budh3j9xivsid3ptm8ptpy4k,1,56.1,84.3,2022-10-18T19:01:46.001Z,2022-10-19T10:07:21Z,3854549671,140,55.4,3854549675,212,7.2,3854549669,56,Left,3854549673,141,94.9,3854549677,213,1.7,3855542203,178,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980911,15,1,1,1,38,3budh3j9xivsid3ptm8ptpy4k,1,54.4,92.1,2022-10-18T19:01:47.446Z,2022-10-19T10:07:23Z,3854550021,212,17.0,3854550011,140,40.5,3854550027,213,3.7,3854550009,56,Back,3855542273,178,,3854550017,141,79.2,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473980977,16,1,1,1,41,3budh3j9xivsid3ptm8ptpy4k,1,41.1,64,2022-10-18T19:01:50.761Z,2022-10-19T10:07:26Z,3855542353,178,,3854550431,140,40.1,3854550435,212,18.9,3854550429,56,Back,3854550437,213,4.7,3854550433,141,36.2,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981039,17,1,1,1,44,3budh3j9xivsid3ptm8ptpy4k,1,37.9,38.6,2022-10-18T19:01:53.787Z,2022-10-19T10:07:30Z,3854550771,212,13.3,3854550765,56,Back,3854550769,141,58.1,3855542439,178,,3854550773,213,1.6,3854550767,140,37.2,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981081,18,1,1,1,46,3budh3j9xivsid3ptm8ptpy4k,1,37.3,52.8,2022-10-18T19:01:55.692Z,2022-10-19T10:07:43Z,3854551017,213,4.9,3854551009,56,Back,3854551013,141,5.1,3855542777,178,,3854551015,212,33.3,3854551011,140,44.3,3854551019,1,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981139,19,1,1,1,49,3budh3j9xivsid3ptm8ptpy4k,1,43.3,5.9,2022-10-18T19:01:58.781Z,2022-10-19T10:07:47Z,3854551315,212,14.1,3854551311,140,35.4,3854551309,56,Back,3854551313,141,22.7,3854551317,213,2.2,3855542877,178,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981191,20,1,1,1,51,3budh3j9xivsid3ptm8ptpy4k,1,34.1,32.2,2022-10-18T19:02:01.135Z,2022-10-19T10:07:51Z,3854551569,213,1.7,3854551565,141,58.0,3854551561,56,Back,3854551563,140,32.1,3855542959,178,,3854551567,212,17.7,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981297,21,1,1,1,54,3budh3j9xivsid3ptm8ptpy4k,1,32,58.1,2022-10-18T19:02:03.999Z,2022-10-19T10:07:54Z,3854552115,141,94.2,3854552111,56,Back,3854552119,213,1.4,3854552117,212,24.7,3854552113,140,35.0,3855543027,178,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981363,22,1,1,2,0,3budh3j9xivsid3ptm8ptpy4k,1,55.4,83.5,2022-10-18T19:02:10.274Z,2022-10-19T10:08:00Z,3854552567,141,92.9,3854552563,56,Left,3854552571,213,1.0,3854552565,140,59.4,3854552569,212,7.6,3855543205,178,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981377,23,61,1,2,2,3budh3j9xivsid3ptm8ptpy4k,1,59.2,92.9,2022-10-18T19:02:11.552Z,2022-10-19T10:08:08Z,3855543419,178,,3854552633,56,Left,,,,,,,,,,,,,,,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981351,26,43,1,2,2,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-10-18T19:02:12.384Z,2022-10-18T19:03:06Z,3854558575,144,7,3854552505,285,0,3854552503,56,Back,3854552811,233,23,,,,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473981441,24,1,1,2,3,3budh3j9xivsid3ptm8ptpy4k,1,63.8,89.9,2022-10-18T19:02:12.979Z,2022-10-19T10:08:12Z,3854552911,140,67.9,3854552915,212,7.3,3854552909,56,Left,3855543571,178,,3854552913,141,81.3,3854552917,213,5.3,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
