id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/9/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,keyPass,qualifier/15/value,qualifier/11/value,qualifier/17/value,qualifier/18/value
2457867005,6,1,1,0,13,3budh3j9xivsid3ptm8ptpy4k,0,52.3,85,2022-09-10T12:00:21.437Z,2022-09-10T20:38:44Z,3768888749,212,33.6,3768888745,140,84.2,3768888747,141,81.7,3768888753,1,,3771095729,178,,3768888751,213,6.2,3768888743,56,Left,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867007,6,49,1,0,16,ba5e91hjacvma2sjvixn00pjo,1,15.7,19.1,2022-09-10T12:00:23.587Z,2022-09-10T20:39:25Z,,,,,,,,,,,,,,,,,,,,,,,,,96w1jlcwuci7kqqfskfsp6191,Gabriel Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867017,7,1,1,0,18,ba5e91hjacvma2sjvixn00pjo,1,15.7,19.1,2022-09-10T12:00:25.600Z,2022-09-10T20:39:25Z,3768888883,213,2.4,3771098211,178,,3768888881,212,15.5,3768888877,140,4.7,3768888875,56,Back,3768888879,141,34.3,,,,,,,96w1jlcwuci7kqqfskfsp6191,Gabriel Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867019,8,1,1,0,18,ba5e91hjacvma2sjvixn00pjo,0,4.5,34.3,2022-09-10T12:00:26.357Z,2022-09-10T20:39:30Z,3771098495,178,,3768888903,157,,3768888913,213,6.1,3768888909,141,21.0,3768888907,140,44.9,3768888915,1,,3768888905,56,Back,3768888911,212,43.4,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867021,7,1,1,0,21,3budh3j9xivsid3ptm8ptpy4k,1,53.6,82,2022-09-10T12:00:28.847Z,2022-09-10T20:39:44Z,3771099517,388,,3768888923,141,81.2,3768888919,56,Left,3768888927,213,6.2,3768888917,3,,3768888921,140,62.7,3768888925,212,9.6,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867029,8,61,1,0,21,3budh3j9xivsid3ptm8ptpy4k,0,62.4,79.3,2022-09-10T12:00:29.477Z,2022-09-10T20:39:52Z,3771100005,178,,3768888971,56,Left,3771100001,21,,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867039,9,1,1,0,25,ba5e91hjacvma2sjvixn00pjo,1,40.2,43.7,2022-09-10T12:00:33.007Z,2022-09-10T20:39:56Z,3771100317,178,,3768889033,140,49.6,3768889035,141,52.8,3768889031,56,Back,3768889037,212,11.6,3768889039,213,0.6,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867043,10,1,1,0,26,ba5e91hjacvma2sjvixn00pjo,1,49.1,50.9,2022-09-10T12:00:34.487Z,2022-09-10T20:40:07Z,3771101095,178,,3768889069,141,79.3,3768889073,213,1.7,3768889065,56,Back,3768889067,140,46.4,3768889071,212,19.5,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867061,11,1,1,0,31,ba5e91hjacvma2sjvixn00pjo,1,54.2,92.4,2022-09-10T12:00:38.686Z,2022-09-10T20:40:18Z,3771101659,178,,3768889151,141,97.5,3768889155,213,0.9,3768889149,140,57.1,3768889153,212,4.6,3768889147,56,Left,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867063,12,61,1,0,33,ba5e91hjacvma2sjvixn00pjo,0,55.5,97.7,2022-09-10T12:00:40.548Z,2022-09-10T20:40:25Z,3771101987,178,,3768889159,56,Left,,,,,,,,,,,,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867115,9,5,1,0,34,3budh3j9xivsid3ptm8ptpy4k,1,44,-1.5,2022-09-10T12:00:42.226Z,2022-09-10T20:40:27Z,3768889437,233,13,3768889435,347,,3768889433,56,Back,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867067,13,5,1,0,34,ba5e91hjacvma2sjvixn00pjo,0,56,101.5,2022-09-10T12:00:42.226Z,2022-09-10T20:40:27Z,3768889451,233,9,3768889183,347,,3768889181,56,Left,,,,,,,,,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867143,10,1,1,0,40,3budh3j9xivsid3ptm8ptpy4k,1,45.7,0,2022-09-10T12:00:47.831Z,2022-09-10T20:40:42Z,3768891257,189,,3768889573,107,,3768889583,213,1.3,3768889579,141,10.4,3768889577,140,47.5,3768889581,212,8.0,3768889575,56,Back,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867145,11,1,1,0,42,3budh3j9xivsid3ptm8ptpy4k,0,44.4,7.9,2022-09-10T12:00:50.016Z,2022-09-10T20:40:50Z,3768889601,213,0,3768889595,140,76.9,3768889591,56,Right,3768889597,141,7.9,3768891283,189,,3768889599,212,34.1,3768889589,155,,3768889603,1,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,3771102645,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457908193,427,61,1,0,43,ba5e91hjacvma2sjvixn00pjo,1,20.5,90.5,2022-09-10T12:00:50.768Z,2022-09-10T20:40:48Z,3771102963,178,,3769103297,189,,3769103229,56,Back,,,,,,,,,,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867165,12,13,1,0,46,3budh3j9xivsid3ptm8ptpy4k,1,84.5,14.3,2022-09-10T12:00:53.727Z,2022-09-10T20:40:56Z,3769095725,108,,3769095727,328,,3768889675,56,Right,3769095735,230,94.7,3769095737,231,47.3,3769095733,147,50.7,3769095715,73,,3769095723,215,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,3769094621,153,3769095729,458,3769095721,103,11.1,3769094435,66,3769095731,146,94.9,3769094615,20,3769095719,102,91.3,3769094433,22,3771103605,178,,,,,,,,,,,,,,
2457867155,14,52,1,0,48,ba5e91hjacvma2sjvixn00pjo,1,7.5,50,2022-09-10T12:00:55.766Z,2022-09-10T20:41:12Z,3770233139,376,,3771104595,178,,,,,,,,,,,,,,,,,,,,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867203,15,1,1,0,49,ba5e91hjacvma2sjvixn00pjo,1,10.9,49.9,2022-09-10T12:00:56.987Z,2022-09-10T20:41:16Z,3771104845,178,,3768889905,56,Back,3768889911,212,20.0,3768889907,140,29.9,3768889909,141,51.0,3768889903,123,,3768889913,213,0.0,,,,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867205,16,50,1,0,54,ba5e91hjacvma2sjvixn00pjo,1,34.8,48.2,2022-09-10T12:01:02.017Z,2022-09-10T20:41:22Z,3768889955,233,13,3768889923,286,,3768889921,56,Back,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867209,13,7,1,0,55,3budh3j9xivsid3ptm8ptpy4k,1,65.2,51.8,2022-09-10T12:01:02.567Z,2022-09-10T20:41:27Z,3768889947,233,16,3770234453,383,,3768889951,285,,3771105417,178,,3768889943,56,Center,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867211,14,49,1,0,55,3budh3j9xivsid3ptm8ptpy4k,1,67.5,54.2,2022-09-10T12:01:03.227Z,2022-09-10T20:41:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867229,15,1,1,0,56,3budh3j9xivsid3ptm8ptpy4k,1,65.8,59,2022-09-10T12:01:03.996Z,2022-09-10T20:41:34Z,3768890055,141,71.7,3768890051,56,Center,3768890057,212,9.0,3768890059,213,1.3,3771105863,178,,3768890053,140,68.2,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867249,16,1,1,0,58,3budh3j9xivsid3ptm8ptpy4k,0,70.1,71.5,2022-09-10T12:01:05.997Z,2022-09-10T20:41:38Z,3768890157,141,79.3,3768890155,140,100.0,3768890159,212,33.1,3768890161,213,0.2,3768890153,56,Left,3768890163,1,,3771106125,178,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867259,17,56,1,1,1,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-09-10T12:01:09.516Z,2022-09-10T20:41:43Z,3768890203,56,Back,,,,,,,,,,,,,,,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867255,17,5,1,1,2,3budh3j9xivsid3ptm8ptpy4k,0,101.2,77.6,2022-09-10T12:01:10.268Z,2022-09-10T20:41:48Z,3768890247,233,18,3768890189,56,Center,3768890191,346,,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867263,18,5,1,1,2,ba5e91hjacvma2sjvixn00pjo,1,-1.2,22.4,2022-09-10T12:01:10.268Z,2022-09-10T20:41:47Z,3768890209,56,Back,3768890241,233,17,3768890211,346,,,,,,,,,,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867405,19,1,1,1,19,ba5e91hjacvma2sjvixn00pjo,1,4.6,37.9,2022-09-10T12:01:26.787Z,2022-09-10T20:41:59Z,3768891059,56,Back,3768891061,140,2.4,3768891065,212,8.6,3768891057,124,,3768891069,213,1.8,3768891063,141,50.1,3768891079,237,,,,,96w1jlcwuci7kqqfskfsp6191,Gabriel Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867435,20,1,1,1,25,ba5e91hjacvma2sjvixn00pjo,1,4.4,50.3,2022-09-10T12:01:32.956Z,2022-09-10T20:42:02Z,3768891299,141,80.9,3768891301,212,22.7,3768891295,56,Back,3768891297,140,13.0,3771107473,178,,3768891303,213,1.2,,,,,,,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867493,21,1,1,1,29,ba5e91hjacvma2sjvixn00pjo,0,15.1,82.4,2022-09-10T12:01:36.706Z,2022-09-10T20:42:06Z,3768891565,56,Center,3768891567,140,72.6,3771107711,178,,3768891573,213,6.0,3768891569,141,57.6,3768891563,155,,3768891571,212,62.7,3768891575,1,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867491,18,49,1,1,33,3budh3j9xivsid3ptm8ptpy4k,1,28.5,49,2022-09-10T12:01:40.657Z,2022-09-10T20:42:11Z,,,,,,,,,,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867517,19,1,1,1,34,3budh3j9xivsid3ptm8ptpy4k,1,23.5,47.8,2022-09-10T12:01:41.727Z,2022-09-10T20:42:14Z,3768891693,56,Back,3768891695,140,7.0,3771108241,178,,3768891697,141,42.5,3768891701,213,3.3,3768891699,212,17.7,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867539,20,1,1,1,37,3budh3j9xivsid3ptm8ptpy4k,0,7.3,34,2022-09-10T12:01:45.467Z,2022-09-10T20:42:18Z,3768891813,56,Right,3768891823,1,,3768891819,212,58.2,3771108477,178,,3768891817,141,0.0,3768891815,140,57.7,3768891821,213,5.9,3768891811,155,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867543,21,5,1,1,41,3budh3j9xivsid3ptm8ptpy4k,0,56.5,-1.5,2022-09-10T12:01:48.657Z,2022-09-10T20:42:21Z,3768891839,347,,3768891837,56,Right,3768891937,233,22,,,,,,,,,,,,,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867551,22,5,1,1,41,ba5e91hjacvma2sjvixn00pjo,1,43.5,101.5,2022-09-10T12:01:48.657Z,2022-09-10T20:42:21Z,3768891893,56,Back,3768891917,233,21,3768891895,347,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867567,23,1,1,1,42,ba5e91hjacvma2sjvixn00pjo,1,40.2,100,2022-09-10T12:01:49.967Z,2022-09-10T20:42:26Z,3768891983,212,14.6,3768891979,140,45.5,3768891981,141,81.7,3768891985,213,5.1,3768891977,56,Back,3768891975,107,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867579,24,1,1,1,44,ba5e91hjacvma2sjvixn00pjo,1,43,84.1,2022-09-10T12:01:52.036Z,2022-09-10T20:42:29Z,3768892075,213,2.5,3768892071,141,96.2,3768892073,212,14.2,3768892069,140,32.0,3771109321,178,,3768892067,56,Back,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867609,25,1,1,1,46,ba5e91hjacvma2sjvixn00pjo,1,27.8,96.9,2022-09-10T12:01:53.886Z,2022-09-10T20:42:33Z,3771109609,178,,3768892233,56,Back,3768892241,213,4.0,3768892239,212,13.2,3768892235,140,19.4,3768892237,141,82.4,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867647,26,1,1,1,48,ba5e91hjacvma2sjvixn00pjo,1,15.9,82.4,2022-09-10T12:01:56.216Z,2022-09-10T20:42:36Z,3768892451,212,20.8,3768892453,213,4.0,3768892445,56,Back,3768892447,140,3.6,3771109883,178,,3768892449,141,58.5,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867691,27,1,1,1,52,ba5e91hjacvma2sjvixn00pjo,1,8.4,51.9,2022-09-10T12:02:00.315Z,2022-09-10T20:42:38Z,3768892703,212,11.3,3771109987,178,,3768892697,56,Back,3768892705,213,5.1,3768892701,141,36.4,3768892699,140,12.3,,,,,,,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867735,28,1,1,1,57,ba5e91hjacvma2sjvixn00pjo,1,16,38.9,2022-09-10T12:02:05.008Z,2022-09-10T20:42:43Z,3768892953,212,42.4,3768892947,56,Back,3771110291,178,,3768892949,140,32.2,3768892955,213,1.2,3768892951,141,96.0,3768892957,1,,3768893187,155,,96w1jlcwuci7kqqfskfsp6191,Gabriel Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867739,29,61,1,1,59,ba5e91hjacvma2sjvixn00pjo,0,32.2,96,2022-09-10T12:02:07.288Z,2022-09-10T20:42:49Z,3771110601,21,,3771110603,388,,3768892977,56,Back,,,,,,,,,,,,,,,,1bnn3tokzwvl4vvw34yxsq9gq,Nico González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867761,22,5,1,2,4,3budh3j9xivsid3ptm8ptpy4k,1,63.6,-1.5,2022-09-10T12:02:11.657Z,2022-09-10T20:42:51Z,3768893143,233,30,3768893123,347,,3768893121,56,Right,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867741,30,5,1,2,4,ba5e91hjacvma2sjvixn00pjo,0,36.4,101.5,2022-09-10T12:02:11.657Z,2022-09-10T20:42:52Z,3768892981,347,,3768892979,56,Back,3768893153,233,22,,,,,,,,,,,,,,,,1bnn3tokzwvl4vvw34yxsq9gq,Nico González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867841,23,1,1,2,17,3budh3j9xivsid3ptm8ptpy4k,1,61.8,0,2022-09-10T12:02:25.397Z,2022-09-10T20:42:56Z,3768893663,107,,3768893671,212,30.2,3768893675,1,,3768893667,140,69.2,3768893665,56,Center,3768893669,141,42.1,3768893673,213,1.3,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457867847,24,1,1,2,20,3budh3j9xivsid3ptm8ptpy4k,0,69.4,42.1,2022-09-10T12:02:27.566Z,2022-09-10T20:43:01Z,3768893709,140,78.9,3768893707,56,Center,3768893717,213,5.9,3768893711,141,35.5,3768893705,3,,3771111215,178,,3768893713,212,10.9,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
