id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2469720633,6,44,1,0,8,c8llrezkm3b3op4afrou6b487,0,84.2,27.5,2022-10-09T14:16:19.214Z,2022-10-10T03:29:53Z,3831978387,286,,3831978489,233,5,3831978385,56,Center,,,,,,,,,,,,,,,,cspjsye2x9pmnvdxjmghwnyi2,Nico Melamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469720621,6,1,1,0,8,82q9159y2u7mkfn3z6hy75r4o,0,15.5,70.8,2022-10-09T14:16:19.277Z,2022-10-10T09:04:05Z,3831946993,212,15.4,3831946985,3,,3831946995,213,0.3,3831946987,56,Back,3831946991,141,78.4,3831946989,140,29.3,3834400183,388,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469720643,7,44,1,0,10,c8llrezkm3b3op4afrou6b487,1,69.7,14.9,2022-10-09T14:16:21.405Z,2022-10-10T09:04:05Z,3831994115,286,,3831994153,233,7,3831994113,56,Right,,,,,,,,,,,,,,,,2rqxh5mex336ci45jaw428y5l,Fernando Calero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469720635,7,44,1,0,10,82q9159y2u7mkfn3z6hy75r4o,0,30.3,85.1,2022-10-09T14:16:21.406Z,2022-10-10T03:30:18Z,3831947091,285,,3831947089,56,Back,3831994217,233,7,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469720651,8,1,1,0,10,c8llrezkm3b3op4afrou6b487,0,72.4,9.9,2022-10-09T14:16:21.483Z,2022-10-10T09:04:05Z,3831994793,141,20.0,3834400449,388,,3831994797,213,0.6,3831994787,3,,3831994795,212,12.3,3831994789,56,Right,3831994791,140,82.1,,,,2rqxh5mex336ci45jaw428y5l,Fernando Calero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469720711,8,4,1,0,12,82q9159y2u7mkfn3z6hy75r4o,1,26.4,82.5,2022-10-09T14:16:23.345Z,2022-10-10T03:30:37Z,3831947517,13,,3831947521,152,,3831947519,56,Back,3831947525,285,,3831948051,233,10,3831947523,265,,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469720797,10,4,1,0,12,c8llrezkm3b3op4afrou6b487,0,73.6,17.5,2022-10-09T14:16:23.346Z,2022-10-10T03:30:37Z,3834400589,178,,3831947975,56,Right,3831948069,233,8,3831947977,152,,3831947981,286,,3831947979,265,,3831947973,13,,,,,cspjsye2x9pmnvdxjmghwnyi2,Nico Melamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721091,9,1,1,0,28,82q9159y2u7mkfn3z6hy75r4o,1,26.6,79.8,2022-10-09T14:16:39.536Z,2022-10-10T03:30:43Z,3831949459,141,88.2,3831949453,152,,3831949457,140,34.0,3834400659,178,,3831949461,212,9.6,3831949455,56,Back,3831949463,213,0.6,3831949451,5,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721135,10,1,1,0,31,82q9159y2u7mkfn3z6hy75r4o,0,36.6,95,2022-10-09T14:16:42.265Z,2022-10-10T03:30:48Z,3834400739,178,,3831949671,140,66.0,3831949677,212,37.2,3831949669,56,Center,3831949681,213,5.7,3831949685,1,,3831949667,155,,3831949673,141,64.5,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721257,11,1,1,0,33,c8llrezkm3b3op4afrou6b487,0,24.8,45.8,2022-10-09T14:16:44.148Z,2022-10-10T03:31:05Z,3831950341,140,36.9,3831950345,212,12.7,3834400941,388,,3831950337,3,,3831950347,213,0.0,3831950343,141,46.4,3831950339,56,Back,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721303,11,1,1,0,35,82q9159y2u7mkfn3z6hy75r4o,1,52.3,67.2,2022-10-09T14:16:45.629Z,2022-10-10T03:31:13Z,3831950557,212,21.2,3834401045,178,,3831950553,140,68.2,3831950559,213,5.6,3831950551,56,Center,3831950555,141,48.0,3831950549,3,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721427,12,1,1,0,37,82q9159y2u7mkfn3z6hy75r4o,1,70.5,53.6,2022-10-09T14:16:47.809Z,2022-10-10T03:31:28Z,3831951223,212,38.1,3831951227,1,,3834401179,178,,3831951225,213,5.3,3831951219,140,89.7,3831951217,56,Right,3831951221,141,6.1,,,,3r9gdse50kyeq9ya1o3ul0e6t,Álvaro Negredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721451,13,1,1,0,45,82q9159y2u7mkfn3z6hy75r4o,1,86.6,10.6,2022-10-09T14:16:56.356Z,2022-10-10T03:31:38Z,3831951351,140,78.6,3831951355,141,8.9,3831951349,56,Right,3831951361,213,3.3,3831951359,212,8.5,3834401299,178,,,,,,,,cn3ocv5r0d0un0no4wlxl5y39,Iván Alejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721509,14,1,1,0,47,82q9159y2u7mkfn3z6hy75r4o,1,78.6,8.9,2022-10-09T14:16:57.835Z,2022-10-10T09:04:06Z,3831951697,2,,3834401329,178,,3831951699,155,,3831951707,212,23.2,3831951709,213,1.2,3831951703,140,87.1,3833270999,20,,3831951701,56,Center,87d9nk7nzy4blezcur66rz1ed,Joseba Zaldúa,1,3831951705,141,40.4,3833270997,224,3831953123,210,13,3831953127,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721855,17,44,1,0,48,82q9159y2u7mkfn3z6hy75r4o,1,90.9,42,2022-10-09T14:16:59.045Z,2022-10-10T09:04:06Z,3831953545,56,Center,3831953547,286,,3831954215,233,13,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721873,13,44,1,0,48,c8llrezkm3b3op4afrou6b487,0,9.1,58,2022-10-09T14:16:59.046Z,2022-10-10T03:31:58Z,3831954233,233,17,3831953621,285,,3831953619,56,Back,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721519,15,13,1,0,48,82q9159y2u7mkfn3z6hy75r4o,1,87.1,40.4,2022-10-09T14:16:59.061Z,2022-10-10T09:04:06Z,3831953149,55,14,3831953157,328,,3831953161,231,47.3,3831953153,102,40.5,3831951785,56,Center,3831951779,22,,3831953145,29,,3831953147,154,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,3831953143,81,,3831953159,230,3831951783,17,,3834401609,388,97.8,3831953155,103,72.2,3831953141,15,,,,,,,,,,,,,,,,,,,,
2469721489,12,5,1,0,49,c8llrezkm3b3op4afrou6b487,1,-1.1,59,2022-10-09T14:17:00.122Z,2022-10-10T03:32:09Z,3831951601,56,Back,3831951991,233,16,3831951603,346,,,,,,,,,,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469721543,16,5,1,0,49,82q9159y2u7mkfn3z6hy75r4o,0,101.1,41,2022-10-09T14:17:00.122Z,2022-10-10T03:32:08Z,3831951919,56,Center,3831952011,233,12,3831951921,346,,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722081,14,1,1,1,17,c8llrezkm3b3op4afrou6b487,1,4.5,54.6,2022-10-09T14:17:28.586Z,2022-10-10T03:32:23Z,3831954807,213,0.4,3831954795,140,59.0,3831954787,124,,3831954791,56,Left,3831954809,1,,3831954799,141,88.6,3831954805,212,61.7,3831954813,74,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722089,15,61,1,1,21,c8llrezkm3b3op4afrou6b487,0,59,88.6,2022-10-09T14:17:31.749Z,2022-10-10T03:32:36Z,3834402033,178,,3831954837,56,Left,,,,,,,,,,,,,,,,,,,cspjsye2x9pmnvdxjmghwnyi2,Nico Melamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722077,18,49,1,1,21,82q9159y2u7mkfn3z6hy75r4o,1,42.1,10.7,2022-10-09T14:17:32.387Z,2022-10-10T03:32:53Z,,,,,,,,,,,,,,,,,,,,,,,,,cn3ocv5r0d0un0no4wlxl5y39,Iván Alejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722101,19,50,1,1,22,82q9159y2u7mkfn3z6hy75r4o,1,46.6,11.4,2022-10-09T14:17:32.633Z,2022-10-10T03:33:11Z,3831955015,233,16,3831954905,286,,3831954903,56,Back,,,,,,,,,,,,,,,,cn3ocv5r0d0un0no4wlxl5y39,Iván Alejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722111,16,7,1,1,22,c8llrezkm3b3op4afrou6b487,0,53.4,88.6,2022-10-09T14:17:32.771Z,2022-10-10T03:33:30Z,3833282037,383,,3834402685,178,,3831954945,56,Left,3831954949,285,,3831954987,233,19,,,,,,,,,,cspjsye2x9pmnvdxjmghwnyi2,Nico Melamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722205,20,4,1,1,26,82q9159y2u7mkfn3z6hy75r4o,1,53.5,6.1,2022-10-09T14:17:36.683Z,2022-10-10T03:33:37Z,3831955475,56,Right,3831955473,13,,3831955479,265,,3831955481,286,,3831955477,152,,3831955789,233,17,,,,,,,cn3ocv5r0d0un0no4wlxl5y39,Iván Alejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722245,17,4,1,1,26,c8llrezkm3b3op4afrou6b487,0,46.5,93.9,2022-10-09T14:17:36.684Z,2022-10-10T03:33:36Z,3831955715,285,,3831955709,56,Back,3834402751,178,,3831955707,13,,3831955711,152,,3831955713,265,,3831955847,233,20,,,,cspjsye2x9pmnvdxjmghwnyi2,Nico Melamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722481,21,1,1,1,40,82q9159y2u7mkfn3z6hy75r4o,1,53,5.3,2022-10-09T14:17:51.138Z,2022-10-10T03:33:40Z,3834402769,178,,3831956949,152,,3831956951,56,Back,3831956947,5,,3833285899,189,,3831956953,140,28.6,3831956959,212,27.4,3831956961,213,2.8,87d9nk7nzy4blezcur66rz1ed,Joseba Zaldúa,,3831956957,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722523,22,1,1,1,41,82q9159y2u7mkfn3z6hy75r4o,1,28.6,19.5,2022-10-09T14:17:52.266Z,2022-10-10T03:33:47Z,3831957183,212,23.5,3834402841,178,,3831957185,213,2.2,3831957179,140,15.0,3831957181,141,46.9,3831957177,56,Back,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722583,23,1,1,1,44,82q9159y2u7mkfn3z6hy75r4o,1,15,46.9,2022-10-09T14:17:54.842Z,2022-10-10T03:33:50Z,3831957525,141,86.2,3834402925,178,,3831957521,56,Back,3831957523,140,31.2,3831957529,213,1.0,3831957527,212,31.7,,,,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722659,24,1,1,1,48,82q9159y2u7mkfn3z6hy75r4o,1,31.2,86.2,2022-10-09T14:17:59.578Z,2022-10-10T03:33:57Z,3831957979,141,28.0,3831957971,56,Back,3831957987,213,4.4,3834403007,178,,3831957975,140,20.1,3831957983,212,41.3,3831957989,1,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722705,25,1,1,1,52,82q9159y2u7mkfn3z6hy75r4o,1,23.6,26.5,2022-10-09T14:18:03.346Z,2022-10-10T03:33:59Z,3834403055,178,,3831958237,213,5.1,3831958229,56,Back,3831958233,141,10.1,3831958231,140,27.7,3831958235,212,12.0,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722751,26,1,1,1,54,82q9159y2u7mkfn3z6hy75r4o,1,27.9,12.2,2022-10-09T14:18:05.315Z,2022-10-10T03:34:03Z,3831958481,213,1.9,3831958477,141,34.2,3831958479,212,15.6,3831958471,56,Back,3834403101,178,,3831958475,140,23.7,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722893,27,1,1,1,56,82q9159y2u7mkfn3z6hy75r4o,1,23.6,36.9,2022-10-09T14:18:07.134Z,2022-10-10T03:34:09Z,3831959221,141,71.8,3831959217,140,27.3,3831959225,212,24.0,3831959213,56,Back,3834403181,178,,3831959229,213,1.4,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722937,28,1,1,2,2,82q9159y2u7mkfn3z6hy75r4o,1,44.6,71.2,2022-10-09T14:18:12.819Z,2022-10-10T03:34:20Z,3834403345,178,,3831959487,140,35.7,3831959491,212,13.9,3831959489,141,56.0,3831959493,213,4.0,3831959485,56,Back,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722989,29,1,1,2,5,82q9159y2u7mkfn3z6hy75r4o,1,33.8,53.9,2022-10-09T14:18:15.997Z,2022-10-10T03:34:25Z,3831959791,56,Back,3831959801,212,18.5,3831959793,140,33.9,3834403401,178,,3831959797,141,26.7,3831959805,213,4.7,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723059,30,1,1,2,8,82q9159y2u7mkfn3z6hy75r4o,1,38.4,24.4,2022-10-09T14:18:18.951Z,2022-10-10T03:34:31Z,3834403481,178,,3831960155,141,5.0,3831960159,213,5.8,3831960153,140,60.4,3831960157,212,26.6,3831960151,56,Right,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723085,31,1,1,2,10,82q9159y2u7mkfn3z6hy75r4o,0,59.8,6.1,2022-10-09T14:18:21.596Z,2022-10-10T03:34:35Z,3831960327,212,24.3,3834403531,178,,3831960323,141,9.4,3831960329,213,0.1,3831960321,140,82.8,3831960317,56,Right,,,,,,,87d9nk7nzy4blezcur66rz1ed,Joseba Zaldúa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723147,18,49,1,2,12,c8llrezkm3b3op4afrou6b487,1,10.4,95.1,2022-10-09T14:18:23.115Z,2022-10-10T03:34:41Z,,,,,,,,,,,,,,,,,,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723277,19,1,1,2,13,c8llrezkm3b3op4afrou6b487,0,19.8,93.5,2022-10-09T14:18:24.288Z,2022-10-10T03:34:47Z,3831961347,212,46.0,3831961351,1,,3831961339,157,,3831961343,140,63.3,3831961349,213,0.1,3834403689,178,,3831961341,56,Left,3831961345,141,100.0,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723281,20,5,1,2,15,c8llrezkm3b3op4afrou6b487,0,51.6,101.4,2022-10-09T14:18:25.990Z,2022-10-10T03:34:55Z,3831961367,347,,3831962203,233,32,3831961365,56,Left,,,,,,,,,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723427,32,5,1,2,15,82q9159y2u7mkfn3z6hy75r4o,1,48.4,-1.4,2022-10-09T14:18:25.990Z,2022-10-10T03:34:54Z,3831962155,56,Back,3831962187,233,20,3831962157,347,,,,,,,,,,,,,,,,,87d9nk7nzy4blezcur66rz1ed,Joseba Zaldúa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723863,33,1,1,2,44,82q9159y2u7mkfn3z6hy75r4o,1,77.2,0,2022-10-09T14:18:55.285Z,2022-10-10T03:35:00Z,3831964391,212,25.1,3831964389,141,29.8,3831964383,107,,3831964395,1,,3831964387,140,89.7,3831964385,56,Center,3831964393,213,1.0,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723873,34,61,1,2,47,82q9159y2u7mkfn3z6hy75r4o,0,89.9,29.8,2022-10-09T14:18:57.718Z,2022-10-10T03:35:26Z,3831964467,56,Center,3834404155,178,,,,,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469723875,21,4,1,2,47,c8llrezkm3b3op4afrou6b487,1,8.5,72.5,2022-10-09T14:18:58.092Z,2022-10-10T03:35:37Z,3831964485,56,Back,3831964481,13,,3831964731,233,35,3831964483,294,,3831964489,285,,3831964487,152,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
