id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2483741003,6,1,1,0,9,4ku8o6uf87yd8iecdalipo6wd,1,63.7,56.7,2022-11-09T20:31:18.233Z,2022-11-10T06:06:42Z,3905971443,140,59.0,3905971451,213,1.8,3905971447,141,82.4,3906612305,178,,3905971439,56,Left,3905971449,212,18.2,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741023,7,1,1,0,12,4ku8o6uf87yd8iecdalipo6wd,1,59.8,91.1,2022-11-09T20:31:21.704Z,2022-11-10T06:06:46Z,3905971587,213,4.3,3905971581,140,56.1,3906612331,178,,3905971579,56,Center,3905971583,141,76.1,3905971585,212,10.9,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741053,8,1,1,0,15,4ku8o6uf87yd8iecdalipo6wd,1,55.8,74,2022-11-09T20:31:23.978Z,2022-11-10T06:06:48Z,3905971759,141,45.2,3906612361,178,,3905971763,213,4.3,3905971755,56,Back,3905971757,140,46.6,3905971761,212,21.8,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741081,10,1,1,0,17,4ku8o6uf87yd8iecdalipo6wd,1,47,41.5,2022-11-09T20:31:26.614Z,2022-11-10T06:06:55Z,3905971921,213,5.1,3905971919,212,21.2,3905971913,56,Right,3905971915,140,54.4,3906612419,178,,3905971917,141,12.5,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741099,11,1,1,0,19,4ku8o6uf87yd8iecdalipo6wd,1,54,11.7,2022-11-09T20:31:28.938Z,2022-11-10T06:06:59Z,3905972001,140,54.9,3905972007,213,1.5,3905972005,212,9.0,3906612451,178,,3905972003,141,24.8,3905971999,56,Center,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741121,12,1,1,0,21,4ku8o6uf87yd8iecdalipo6wd,1,54.9,24.8,2022-11-09T20:31:30.267Z,2022-11-10T06:07:02Z,3905972175,141,15.5,3905972173,140,43.8,3905972177,212,13.3,3905972171,56,Back,3905972187,156,,3905972179,213,3.6,3906612477,178,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741175,13,1,1,0,22,4ku8o6uf87yd8iecdalipo6wd,1,42.6,15.1,2022-11-09T20:31:31.539Z,2022-11-10T06:07:37Z,3905972467,141,29.9,3905972473,1,,3905972461,56,Back,3905972465,140,12.5,3905972471,213,2.8,3905972469,212,33.2,3906612859,178,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741197,14,1,1,0,27,4ku8o6uf87yd8iecdalipo6wd,1,13,29.4,2022-11-09T20:31:35.969Z,2022-11-10T06:07:06Z,3905972599,141,23.0,3905972607,213,6.0,3905972597,140,25.9,3905972603,212,14.2,3906612507,178,,3905972595,56,Back,,,,,,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741237,15,1,1,0,29,4ku8o6uf87yd8iecdalipo6wd,1,29.9,28,2022-11-09T20:31:38.363Z,2022-11-10T06:07:11Z,3905972841,141,69.6,3905972843,212,28.3,3905972845,213,1.6,3905972837,56,Back,3906612563,178,,3905972839,140,28.5,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741263,16,1,1,0,33,4ku8o6uf87yd8iecdalipo6wd,1,33.1,68.2,2022-11-09T20:31:42.160Z,2022-11-10T06:07:30Z,3905972985,56,Back,3905972987,140,42.8,3906612777,178,,3905972991,212,10.4,3905972993,213,6.1,3905972989,141,65.2,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741299,17,1,1,0,34,4ku8o6uf87yd8iecdalipo6wd,1,42.8,65.2,2022-11-09T20:31:43.327Z,2022-11-10T07:10:56Z,3905973187,140,35.9,3905973185,56,Back,3906661175,178,,3905973193,213,2.5,3905973189,141,74.0,3905973191,212,9.4,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741331,18,1,1,0,37,4ku8o6uf87yd8iecdalipo6wd,1,33.6,72.3,2022-11-09T20:31:46.318Z,2022-11-10T06:07:44Z,3905973407,141,36.5,3905973415,213,4.7,3905973401,56,Back,3905973411,212,24.4,3905973403,140,32.3,3906612929,178,,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741357,19,2,1,0,41,4ku8o6uf87yd8iecdalipo6wd,1,39.9,28.1,2022-11-09T20:31:50.622Z,2022-11-10T06:07:48Z,3905973975,7,46kq5653o302ebz4o5yzsss0l,3905973555,140,71.4,3905973553,56,Center,3905973563,1,,3905973557,141,30.3,3906612955,178,,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741437,6,55,1,0,41,50x1m4u58lffhq6v6ga1hbxmy,1,29.4,70.5,2022-11-09T20:31:50.623Z,2022-11-10T06:07:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741567,7,1,1,0,58,50x1m4u58lffhq6v6ga1hbxmy,1,27.8,61.1,2022-11-09T20:32:07.462Z,2022-11-10T06:07:53Z,3905974627,213,4.7,3905974619,140,28.5,3905974621,141,30.4,3906613013,178,,3905974623,212,20.9,3905974617,56,Back,3906349549,189,,3905974615,241,,9dewnn65ylruq567thg7ebqhh,Raíllo,3905974613,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741629,8,1,1,1,2,50x1m4u58lffhq6v6ga1hbxmy,1,29.9,26,2022-11-09T20:32:11.260Z,2022-11-10T06:07:55Z,3905974929,140,36.3,3905974931,141,6.4,3905974933,212,14.9,3905974935,213,5.2,3906613029,178,,3905974927,56,Back,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741683,9,1,1,1,5,50x1m4u58lffhq6v6ga1hbxmy,1,37.2,5.2,2022-11-09T20:32:14.058Z,2022-11-10T06:18:00Z,3906618529,178,,3905975299,56,Back,3905975305,212,13.3,3905975303,141,13.7,3905975301,140,25.8,3905975307,213,2.7,,,,,,,9n447dc5s8na89g3ovx9zvbv9,G. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741763,10,1,1,1,10,50x1m4u58lffhq6v6ga1hbxmy,1,28.6,20.9,2022-11-09T20:32:19.079Z,2022-11-10T06:07:59Z,3905975719,141,40.6,3905975727,213,2.6,3906613065,178,,3905975711,56,Back,3905975715,140,7.5,3905975723,212,25.9,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741855,11,1,1,1,16,50x1m4u58lffhq6v6ga1hbxmy,1,11.2,30.6,2022-11-09T20:32:25.640Z,2022-11-10T06:08:03Z,3905976177,141,10.6,3905976171,155,,3905976175,140,57.7,3905976173,56,Right,3905976179,212,50.7,3905976183,1,,3906613099,178,,3905976181,213,6.0,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741865,12,1,1,1,19,50x1m4u58lffhq6v6ga1hbxmy,0,54.4,5.4,2022-11-09T20:32:28.618Z,2022-11-10T06:08:07Z,3905976229,140,64.4,3905976233,212,10.5,3905976235,213,0.1,3905976227,56,Right,3905976223,3,,3906613141,388,,3905976225,168,,3905976231,141,6.9,9n447dc5s8na89g3ovx9zvbv9,G. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741879,20,1,1,1,19,4ku8o6uf87yd8iecdalipo6wd,1,34.3,91.5,2022-11-09T20:32:28.646Z,2022-11-10T06:18:04Z,3905976299,141,94.8,3905976293,3,,3906618579,388,,3905976301,212,8.1,3905976295,56,Back,3905976303,213,0.3,3905976297,140,41.7,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741885,21,49,1,1,21,4ku8o6uf87yd8iecdalipo6wd,1,40.9,94,2022-11-09T20:32:30.325Z,2022-11-10T06:18:17Z,,,,,,,,,,,,,,,,,,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741941,22,1,1,1,21,4ku8o6uf87yd8iecdalipo6wd,1,38,93.7,2022-11-09T20:32:30.836Z,2022-11-10T06:18:20Z,3905976607,212,8.2,3905976601,56,Back,3905976603,140,39.1,3905976605,141,81.7,3905976609,213,4.9,3906618793,178,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741965,23,1,1,1,25,4ku8o6uf87yd8iecdalipo6wd,0,50.4,72.3,2022-11-09T20:32:34.475Z,2022-11-10T06:18:26Z,3905976731,212,13.0,3905976725,56,Center,3905976733,213,6.0,3905976727,140,62.1,3905976729,141,66.2,3906618847,178,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741975,13,49,1,1,27,50x1m4u58lffhq6v6ga1hbxmy,1,38.6,35.7,2022-11-09T20:32:36.915Z,2022-11-10T06:18:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483741995,14,1,1,1,28,50x1m4u58lffhq6v6ga1hbxmy,1,38.5,35.1,2022-11-09T20:32:37Z,2022-11-10T06:18:34Z,3905976909,141,29.5,3906618965,178,,3905976913,213,5.7,3905976907,140,44.0,3905976911,212,6.9,3905976905,56,Back,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742051,15,1,1,1,29,50x1m4u58lffhq6v6ga1hbxmy,1,44.7,31.9,2022-11-09T20:32:38.799Z,2022-11-10T06:18:39Z,3905977179,140,42.4,3906619033,178,,3905977183,212,40.4,3905977181,141,91.2,3905977177,56,Back,3905977191,1,,3905977189,213,1.6,,,,baax58gbtxlbuj3duulpms4q1,I. Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742077,16,1,1,1,32,50x1m4u58lffhq6v6ga1hbxmy,1,42.4,91.5,2022-11-09T20:32:41.857Z,2022-11-10T06:18:42Z,3905977299,56,Left,3906619077,178,,3905977303,141,80.5,3905977305,212,15.3,3905977301,140,55.1,3905977307,213,5.8,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742113,17,1,1,1,34,50x1m4u58lffhq6v6ga1hbxmy,1,54,85,2022-11-09T20:32:43.865Z,2022-11-10T06:18:46Z,3905977467,140,39.4,3905977473,213,2.9,3905977471,212,16.0,3905977465,56,Back,3905977469,141,91.7,3906619123,178,,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742141,18,1,1,1,37,50x1m4u58lffhq6v6ga1hbxmy,1,40.9,92.1,2022-11-09T20:32:45.955Z,2022-11-10T06:18:49Z,3905977565,56,Back,3905977571,212,14.8,3905977573,213,3.6,3905977567,140,28.5,3906619159,178,,3905977569,141,81.8,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742191,19,1,1,1,39,50x1m4u58lffhq6v6ga1hbxmy,1,27.2,81.1,2022-11-09T20:32:48.522Z,2022-11-10T06:18:52Z,3905977805,56,Back,3905977811,212,28.7,3905977807,140,5.2,3905977813,213,3.8,3906619195,178,,3905977809,141,56.1,,,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742241,20,1,1,1,43,50x1m4u58lffhq6v6ga1hbxmy,1,2.2,48.4,2022-11-09T20:32:52.446Z,2022-11-10T06:18:56Z,3905978117,212,27.0,3905978111,56,Back,3905978115,141,11.6,3906619249,178,,3905978113,140,11.9,3905978119,213,5.1,,,,,,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742267,21,1,1,1,46,50x1m4u58lffhq6v6ga1hbxmy,1,15.6,6.2,2022-11-09T20:32:55.813Z,2022-11-10T06:19:02Z,3906619353,178,,3905978211,141,15.8,3905978205,155,,3905978213,212,31.2,3905978207,56,Back,3905978215,213,0.2,3905978209,140,44.7,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742279,22,44,1,1,48,50x1m4u58lffhq6v6ga1hbxmy,1,46.6,20,2022-11-09T20:32:57.867Z,2022-11-10T09:09:00Z,3905978255,56,Back,3905978277,233,24,3905978257,285,,,,,,,,,,,,,,,,,2td3iejdken4orcduqrdutrhm,Antonio Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742285,24,44,1,1,48,4ku8o6uf87yd8iecdalipo6wd,0,53.4,80,2022-11-09T20:32:57.868Z,2022-11-10T06:19:08Z,3905978271,56,Left,3905978273,286,,3905978325,233,22,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742309,23,1,1,1,49,50x1m4u58lffhq6v6ga1hbxmy,0,45.4,20.7,2022-11-09T20:32:57.963Z,2022-11-10T09:09:00Z,3905978393,212,1.8,3905978389,140,47.0,3905978395,213,0.4,3905978391,141,21.7,3905978387,56,Back,3906619671,388,,3905978383,3,,3905978385,168,,2td3iejdken4orcduqrdutrhm,Antonio Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483813905,992,61,1,1,49,4ku8o6uf87yd8iecdalipo6wd,1,54.6,74.3,2022-11-09T20:32:58.022Z,2022-11-10T09:07:37Z,3906619729,15,,3906352031,56,Center,3906619731,388,,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742325,25,49,1,1,52,4ku8o6uf87yd8iecdalipo6wd,1,32.6,53.7,2022-11-09T20:33:01.235Z,2022-11-10T06:19:41Z,,,,,,,,,,,,,,,,,,,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742395,26,1,1,1,54,4ku8o6uf87yd8iecdalipo6wd,1,33.3,50.5,2022-11-09T20:33:03.736Z,2022-11-10T06:19:43Z,3906619913,178,,3905978787,56,Back,3905978791,141,26.7,3905978795,213,5.0,3905978789,140,37.8,3905978793,212,16.9,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742451,27,1,1,1,59,4ku8o6uf87yd8iecdalipo6wd,1,43.5,20.6,2022-11-09T20:33:08.575Z,2022-11-10T06:19:46Z,3905979059,56,Back,3906619963,178,,3905979061,140,35.5,3905979067,213,1.9,3905979063,141,60.8,3905979065,212,28.6,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742493,28,1,1,2,4,4ku8o6uf87yd8iecdalipo6wd,1,44.3,68.9,2022-11-09T20:33:13.430Z,2022-11-10T06:19:49Z,3906619995,178,,3905979259,213,0.9,3905979251,56,Left,3905979257,212,22.3,3905979255,141,95.1,3905979253,140,57.0,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742525,29,1,1,2,9,4ku8o6uf87yd8iecdalipo6wd,1,58.3,93.4,2022-11-09T20:33:18.164Z,2022-11-10T06:19:53Z,3905979417,56,Back,3905979421,141,76.6,3906620053,178,,3905979419,140,45.4,3905979425,213,3.8,3905979423,212,17.7,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483742553,30,1,1,2,12,4ku8o6uf87yd8iecdalipo6wd,1,45.1,71.5,2022-11-09T20:33:21.495Z,2022-11-10T06:19:57Z,3906620113,178,,3905979577,212,18.7,3905979575,141,44.0,3905979573,140,44.9,3905979579,213,4.7,3905979569,56,Back,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
