id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/16/value,qualifier/18/value
2515857095,20,1,1,1,15,c8llrezkm3b3op4afrou6b487,1,38.2,94.6,2023-03-05T13:02:25.275Z,2023-03-06T06:11:43Z,4075170767,213,3.2,4077799871,178,,4075170765,212,11.6,4075170757,56,Back,4075170761,141,92.9,4075170759,140,27.2,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857117,21,12,1,1,16,c8llrezkm3b3op4afrou6b487,1,27.2,92.9,2023-03-05T13:02:26.150Z,2023-03-06T06:11:54Z,4077800005,178,,4075170871,56,Back,4076782601,167,,4075170873,140,28.5,4075170877,212,6.3,4075170879,213,1.4,4075170875,141,100.0,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857259,14,5,1,1,16,4jelr92fsge73q39is6qvhxb3,1,69.5,-1.8,2023-03-05T13:02:26.977Z,2023-03-06T06:11:58Z,4075171555,56,Right,4075171559,347,,4075171563,233,22,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857121,22,5,1,1,16,c8llrezkm3b3op4afrou6b487,0,30.5,101.8,2023-03-05T13:02:26.977Z,2023-03-06T06:11:59Z,4075170885,56,Back,4075171585,233,14,4075170887,347,,,,,,,,,,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857293,15,1,1,1,24,4jelr92fsge73q39is6qvhxb3,1,64.1,0,2023-03-05T13:02:34.562Z,2023-03-06T06:12:06Z,4075171707,107,,4075171711,140,65.9,4075171709,56,Right,4075171715,212,4.9,4075171713,141,4.7,4075171717,213,1.2,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857315,16,1,1,1,25,4jelr92fsge73q39is6qvhxb3,1,65.9,4.7,2023-03-05T13:02:35.512Z,2023-03-06T06:12:12Z,4075171813,141,1.9,4075171817,213,3.7,4075171815,212,3.8,4075171811,140,62.8,4075171809,56,Right,4077800133,178,,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857327,17,1,1,1,27,4jelr92fsge73q39is6qvhxb3,0,62.8,1.9,2023-03-05T13:02:37.197Z,2023-03-06T06:12:17Z,4075171859,140,61.5,4075171857,56,Right,4075171861,141,2.0,4075171911,286,,4075171905,236,,4075171865,213,3.1,4077800179,178,,4075171863,212,1.4,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,4075171907,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857299,23,74,1,1,27,c8llrezkm3b3op4afrou6b487,1,41,92.5,2023-03-05T13:02:37.301Z,2023-03-06T06:12:21Z,4077800221,178,,4075171923,233,17,4075171733,285,,4075171727,56,Back,,,,,,,,,,,,,28psc296gj3umo59qqha8jil1,Denis Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857323,24,49,1,1,28,c8llrezkm3b3op4afrou6b487,1,33.6,92.7,2023-03-05T13:02:38.845Z,2023-03-06T06:12:27Z,,,,,,,,,,,,,,,,,,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857365,25,1,1,1,29,c8llrezkm3b3op4afrou6b487,1,34.7,91.9,2023-03-05T13:02:39.790Z,2023-03-06T06:12:32Z,4075172055,56,Back,4075172059,140,45.1,4075172067,212,10.9,4075172063,141,91.5,4075172069,213,6.3,4077800335,178,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857397,26,1,1,1,30,c8llrezkm3b3op4afrou6b487,1,45.6,91.5,2023-03-05T13:02:40.440Z,2023-03-06T06:12:36Z,4077800379,178,,4075172271,213,0.6,4075172263,141,96.8,4075172267,212,6.1,4075172259,56,Left,4075172261,140,50.3,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857435,27,1,1,1,32,c8llrezkm3b3op4afrou6b487,0,62.8,87.6,2023-03-05T13:02:42.631Z,2023-03-06T06:12:44Z,4075172425,140,67.8,4075172429,212,8.0,4075172423,56,Center,4075172427,141,78.7,4075172431,213,5.4,4077800473,178,,,,,,,,28psc296gj3umo59qqha8jil1,Denis Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515913759,388,61,1,1,32,4jelr92fsge73q39is6qvhxb3,1,30.5,26.8,2023-03-05T13:02:42.994Z,2023-03-06T06:12:56Z,4077800595,178,,4076782735,189,,4075463581,56,Back,,,,,,,,,,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857493,18,1,1,1,34,4jelr92fsge73q39is6qvhxb3,1,27.1,31.3,2023-03-05T13:02:44.815Z,2023-03-06T06:13:06Z,4075172753,141,12.2,4075172757,213,5.1,4075172749,56,Back,4075172755,212,13.8,4075172751,140,31.6,4077800727,178,,,,,,,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857525,19,49,1,1,35,4jelr92fsge73q39is6qvhxb3,1,39,11.3,2023-03-05T13:02:45.789Z,2023-03-06T06:13:13Z,,,,,,,,,,,,,,,,,,,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857541,20,1,1,1,38,4jelr92fsge73q39is6qvhxb3,0,39,11.3,2023-03-05T13:02:48.411Z,2023-03-06T06:13:18Z,4075172987,212,25.0,4075172983,140,62.3,4075172985,141,19.0,4075172989,213,0.2,4077800865,178,,4075172981,56,Right,4076782867,4,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857573,28,8,1,1,39,c8llrezkm3b3op4afrou6b487,1,33,76.5,2023-03-05T13:02:49.409Z,2023-03-06T06:13:24Z,4076782879,14,,4076782853,384,,4075173131,56,Back,4077800929,178,,,,,,,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857597,29,49,1,1,40,c8llrezkm3b3op4afrou6b487,1,43.5,80.1,2023-03-05T13:02:51.027Z,2023-03-06T06:13:40Z,,,,,,,,,,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857629,30,1,1,1,41,c8llrezkm3b3op4afrou6b487,1,43.5,80.1,2023-03-05T13:02:51.108Z,2023-03-06T06:13:46Z,4075173361,56,Back,4075173365,141,66.9,4075173371,213,4.5,4075173369,212,9.1,4077801039,178,,4075173363,140,41.9,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857715,31,1,1,1,43,c8llrezkm3b3op4afrou6b487,1,42,66.9,2023-03-05T13:02:53.334Z,2023-03-06T06:13:54Z,4075173765,213,4.8,4075173763,212,30.6,4075173759,140,45.1,4075173755,155,,4077801235,178,,4075173757,56,Back,4075173761,141,22.1,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857749,32,1,1,1,45,c8llrezkm3b3op4afrou6b487,1,45.1,22.1,2023-03-05T13:02:56.063Z,2023-03-06T06:14:00Z,4075173991,140,28.2,4077801307,178,,4075173993,141,17.2,4075173997,213,3.3,4075173989,56,Back,4075173995,212,18.1,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857769,33,1,1,1,51,c8llrezkm3b3op4afrou6b487,1,26.6,14.7,2023-03-05T13:03:01.387Z,2023-03-06T06:14:04Z,4075174091,140,35.3,4077801351,178,,4075174093,141,3.7,4075174097,213,5.6,4075174095,212,11.8,4075174089,56,Back,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
