id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/16/value,qualifier/18/value
2515806387,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-03-05T11:49:52.629Z,2023-03-05T13:15:28Z,4074909931,30,"5vyiq10fusxvrx4tajz9lmg9h, dka9aakcyyvh98m2uhkvs6qz8, 3zyib6lm9w7bi6lbek5m0dbrp, bsi12817nc1ul082qn48d4rft, 3fatiz92fyc3cn91ca11i0iqd, 81egd7oua1lfq2j8lke5z0ueh, 46gpq48n4d5bntwa8v2t78hcl, b6rbjpzuq9vo9kdil1tlyl2ad, 3rrges782prcprsn207dk4zit, 2z183ceh099zdd3wq5fvs1aay, 2z101tpx36mno6neclyrym8yd, d8v7fh30bn0rbhj0lgn1j17th, 1whtyw1adggpz4j1xp7sjbeg9, 25txz41mi9auu289jliapd6tx, 234yd91ki5snm5wipuxzogkp, 7v5zw48zp3pxd39q1i2qmul79, 8sh9iw9qs8y8056r5zmcpvemt, d8om2m3knmfqt17u5emlapi50, b64ooee68x644gdibifgssrh0, 9tp35qqu1heburu0g5wa6jv56",4074909945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074909943,197,273,4074909933,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4074909937,130,4,4074909941,194,b6rbjpzuq9vo9kdil1tlyl2ad,4074909935,59,"13, 27, 18, 20, 24, 15, 21, 17, 25, 11, 10, 2, 6, 7, 8, 12, 22, 31, 32, 39",4074909939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515807917,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2023-03-05T11:52:57.415Z,2023-03-05T13:14:46Z,4074918351,59,"13, 2, 14, 12, 23, 24, 7, 10, 9, 6, 17, 1, 4, 5, 15, 16, 18, 20, 21, 22, 25, 27",4074918361,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074918353,130,8,4074918357,194,d67qj0sakwrfzbscleo4dbget,4074918349,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4074918347,30,"bglk6tokkpgjltpzljp1p345x, 8rm2kkceowwtj3p0k6g7id0mi, 3nchjse4ej0qhilo395td7u1h, adi6l78sdvet408eho4fi4xk9, cbhdq57m8kxdeqjf42z0i3rop, eyhvr45vc1n690dxobcthmndh, e5qp6dh1prc55llew51zpy1gp, 7xmaybxu4zd5k338bi3drkxcl, d67qj0sakwrfzbscleo4dbget, 28psc296gj3umo59qqha8jil1, 92pz9nafg5h4qeqpiw3011ihh, 5f8kjgsaabn2li5r7bvpebbsa, 6810qbng9pfg1bztczv11grmd, 2rqxh5mex336ci45jaw428y5l, 32fnehcyqzc55h6auev06odwq, bjzhwuehd7jzlbh04129h2w9h, 9hz4s6zmelmg4ix47xbre3q3t, 8qvqdjw1d58mw7420lpmk7bah, cspjsye2x9pmnvdxjmghwnyi2, 6msjsxuolz1yhmongz6swkno5, agd2nhvdhp18dg1weape5olpl, 4ypoy27moehhbiaf3o1bntht6",4074918355,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074918359,197,16505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856061,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2023-03-05T13:01:10.079Z,2023-03-05T13:01:10Z,4075165845,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856077,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-03-05T13:01:10.079Z,2023-03-05T23:08:06Z,4075165907,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856111,3,1,1,0,0,c8llrezkm3b3op4afrou6b487,1,50,50,2023-03-05T13:01:10.189Z,2023-03-06T06:09:25Z,4075166013,279,S,4075166009,212,9.2,4077797989,178,,4075166005,140,41.3,4075166011,213,3.1,4075166003,56,Back,4075166007,141,50.8,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856151,4,1,1,0,2,c8llrezkm3b3op4afrou6b487,1,44.3,44.3,2023-03-05T13:01:13.070Z,2023-03-06T06:09:30Z,4077798107,178,,4075166201,213,4.5,4075166197,141,26.0,4075166193,56,Back,4075166199,212,12.8,4075166195,140,41.3,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856175,5,1,1,0,5,c8llrezkm3b3op4afrou6b487,1,40.6,23.5,2023-03-05T13:01:15.225Z,2023-03-06T06:09:35Z,4075166351,141,10.0,4077798207,178,,4075166349,140,41.8,4075166353,212,9.3,4075166347,56,Back,4075166355,213,4.8,,,,,,,28psc296gj3umo59qqha8jil1,Denis Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856189,6,1,1,0,7,c8llrezkm3b3op4afrou6b487,1,38.3,14,2023-03-05T13:01:17.295Z,2023-03-06T06:09:40Z,4075166413,213,2.6,4077798293,178,,4075166411,212,14.7,4075166405,56,Back,4075166409,141,25.2,4075166407,140,26.3,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856207,7,1,1,0,9,c8llrezkm3b3op4afrou6b487,1,24.6,29.4,2023-03-05T13:01:19.477Z,2023-03-06T06:09:45Z,4075166483,213,1.7,4077798413,178,,4075166481,212,25.5,4075166479,141,66.7,4075166475,56,Back,4075166477,140,22.6,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856235,8,1,1,0,11,c8llrezkm3b3op4afrou6b487,1,23.3,69.6,2023-03-05T13:01:22.068Z,2023-03-06T06:09:48Z,4075166597,212,18.0,4075166593,140,29.3,4075166595,141,94.4,4075166599,213,1.2,4077798469,178,,4075166591,56,Back,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856237,9,1,1,0,14,c8llrezkm3b3op4afrou6b487,0,29.3,94.4,2023-03-05T13:01:24.905Z,2023-03-06T06:09:55Z,4075166611,141,95.6,4075166609,140,32.3,4077798609,178,,4075166607,56,Back,4075166613,212,3.3,4075166617,236,,4075166623,286,,4075166619,233,3,3nchjse4ej0qhilo395td7u1h,Brian Oliván,4075166615,213,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856231,3,74,1,0,14,4jelr92fsge73q39is6qvhxb3,1,60.2,5.3,2023-03-05T13:01:24.993Z,2023-03-06T06:09:58Z,4075166631,233,9,4075166577,285,,4077798677,178,,4075166575,56,Right,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856245,4,5,1,0,15,4jelr92fsge73q39is6qvhxb3,0,63.1,-1.8,2023-03-05T13:01:25.597Z,2023-03-06T06:10:02Z,4075166639,56,Right,4075166641,347,,4075167465,233,10,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856385,10,5,1,0,15,c8llrezkm3b3op4afrou6b487,1,36.9,101.8,2023-03-05T13:01:25.597Z,2023-03-06T06:10:01Z,4075167411,56,Back,4075167413,347,,4075167431,233,4,,,,,,,,,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856561,11,1,1,0,40,c8llrezkm3b3op4afrou6b487,1,44.4,100,2023-03-05T13:01:50.166Z,2023-03-06T06:10:05Z,4075168201,212,21.9,4075168203,213,6.1,4075168199,141,94.1,4075168195,56,Left,4075168205,1,,4075168197,140,64.7,4075168193,107,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856569,12,1,1,0,42,c8llrezkm3b3op4afrou6b487,0,64.7,94.1,2023-03-05T13:01:53.036Z,2023-03-06T06:10:16Z,4077798931,388,,4075168237,3,,4075168239,168,,4075168241,56,Left,4075168245,141,84.8,4075168249,213,5.4,4075168247,212,8.5,4075168243,140,70.1,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856573,5,49,1,0,43,4jelr92fsge73q39is6qvhxb3,1,25.2,20.6,2023-03-05T13:01:54.059Z,2023-03-06T06:10:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856589,6,1,1,0,44,4jelr92fsge73q39is6qvhxb3,0,25.2,20.6,2023-03-05T13:01:54.127Z,2023-03-06T06:10:26Z,4075168345,141,34.6,4075168355,1,,4075168347,212,40.7,4075168351,213,0.2,4077799025,178,,4075168337,56,Center,4075168333,157,,4075168341,140,62.9,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856639,13,1,1,0,45,c8llrezkm3b3op4afrou6b487,0,40.6,73.5,2023-03-05T13:01:56.042Z,2023-03-06T06:10:34Z,4075168545,56,Left,4075168553,213,0.5,4075168549,141,100.0,4075168543,157,,4075168555,1,,4075168547,140,78.2,4077799111,388,,4075168551,212,44.0,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856819,7,5,1,0,49,4jelr92fsge73q39is6qvhxb3,1,23,-1.6,2023-03-05T13:01:59.567Z,2023-03-06T06:10:38Z,4075169373,347,,4075169385,233,14,4075169371,56,Back,,,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856641,14,5,1,0,49,c8llrezkm3b3op4afrou6b487,0,77,101.6,2023-03-05T13:01:59.567Z,2023-03-06T06:10:38Z,4075168557,56,Left,4075169457,233,7,4075168559,347,,,,,,,,,,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856875,8,1,1,0,59,4jelr92fsge73q39is6qvhxb3,0,30.5,0,2023-03-05T13:02:09.769Z,2023-03-06T06:10:42Z,4075169631,212,21.8,4075169621,107,,4075169625,140,49.2,4075169635,1,,4075169627,141,12.5,4075169623,56,Back,4075169633,213,0.4,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856915,15,44,1,1,1,c8llrezkm3b3op4afrou6b487,1,51.2,88,2023-03-05T13:02:11.393Z,2023-03-06T07:15:29Z,4075169873,56,Left,4075169875,286,,4075169907,233,9,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856881,9,44,1,1,1,4jelr92fsge73q39is6qvhxb3,0,48.8,12,2023-03-05T13:02:11.394Z,2023-03-06T06:10:46Z,4075169679,285,,4075169929,233,15,4075169677,56,Back,,,,,,,,,,,,,,,,3rrges782prcprsn207dk4zit,C. Larin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856929,16,1,1,1,1,c8llrezkm3b3op4afrou6b487,0,51.2,88.5,2023-03-05T13:02:11.480Z,2023-03-06T07:15:29Z,4075169971,212,10.6,4075169965,141,100.0,4075169963,140,56.3,4075169977,213,1.0,4075169959,3,,4077799283,388,,4075169961,56,Left,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856971,10,5,1,1,3,4jelr92fsge73q39is6qvhxb3,1,45,-1.8,2023-03-05T13:02:13.384Z,2023-03-06T06:11:12Z,4075170143,233,17,4075170135,347,,4075170133,56,Back,,,,,,,,,,,,,,,,3rrges782prcprsn207dk4zit,C. Larin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856937,17,5,1,1,3,c8llrezkm3b3op4afrou6b487,0,55,101.8,2023-03-05T13:02:13.384Z,2023-03-06T06:11:11Z,4075169989,347,,4075169987,56,Left,4075170149,233,10,,,,,,,,,,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856987,11,1,1,1,8,4jelr92fsge73q39is6qvhxb3,0,46,0,2023-03-05T13:02:18.697Z,2023-03-06T06:11:18Z,4075170203,141,6.1,4075170199,140,55.3,4075170189,107,,4075170207,213,0.5,4075170195,56,Right,4075170205,212,11.0,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857001,18,8,1,1,9,c8llrezkm3b3op4afrou6b487,1,48.9,90.9,2023-03-05T13:02:19.380Z,2023-03-06T06:11:23Z,4077799647,178,,4075170271,56,Back,4076782551,383,,,,,,,,,,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857023,12,1,1,1,10,4jelr92fsge73q39is6qvhxb3,1,41.2,5.3,2023-03-05T13:02:20.893Z,2023-03-06T06:11:27Z,4075170401,56,Right,4075170409,213,6.2,4075170405,141,4.0,4075170403,140,54.9,4075170407,212,14.4,4077799689,178,,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857027,13,1,1,1,12,4jelr92fsge73q39is6qvhxb3,0,54.8,4,2023-03-05T13:02:23.025Z,2023-03-06T06:11:31Z,4077799739,178,,4075170415,140,59.8,4075170419,212,5.4,4075170413,56,Right,4075170417,141,5.6,4075170421,213,0.2,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857077,19,49,1,1,13,c8llrezkm3b3op4afrou6b487,1,38.2,94.6,2023-03-05T13:02:23.524Z,2023-03-06T06:11:37Z,,,,,,,,,,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
