id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/value
2533468505,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-04-15T10:50:35.009Z,2023-04-15T12:04:41Z,4189669967,197,284,4189456521,59,"1, 2, 24, 10, 23, 4, 17, 39, 22, 11, 16, 3, 5, 6, 12, 14, 15, 18, 35, 40",4189456529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189456527,194,c29mprqv2ulztd22b6uckczx1,4189456517,30,"76r2yw3wtql61qh5l0yumdn85, 6wpnjdlg2p8f19y3gjpz1su6t, eh70fwampgdyfv3hu25o2qx, c29mprqv2ulztd22b6uckczx1, 7c2qwyzh82a45s25zmdahrd91, 57s7gfvt5btbfzm600wn7df55, dhtb9gizk25k1u3h0b7xgy4tl, 20ebw399jhbq0i5x2eacrrs6i, 9y7202khwzb48ea7im646m11x, 3bm08rp9rgzh6cjhk0picxs6h, 5zoz3mjooujpv0wdcphyrztd6, e615cmv1tfzu84f0z8mwi5711, aza9jho12wrfa3oczxoj670mh, 5mx86rwy0u4xi1b5kqin4lhx, dfjph36vcwfj5cevut4x3vf11, 9m2qujt0h0zrd0n1akjqjo0r9, amcwh6w0brmkttg4uc5qm6z9w, a3w1uczgmswm3cwk4vmvoglhx, eiqcjlj9kmitoj8g50vaglawa, 7kyxr0ntcthtbohvozw93v52i",4189456523,130,4,4189456525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189456519,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533469185,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-15T10:52:45.385Z,2023-04-15T12:32:54Z,4189459603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189459595,30,"74gwlzg12wr9pkwmdh9xpa505, d8v7fh30bn0rbhj0lgn1j17th, dka9aakcyyvh98m2uhkvs6qz8, 81egd7oua1lfq2j8lke5z0ueh, bsi12817nc1ul082qn48d4rft, 3fatiz92fyc3cn91ca11i0iqd, 66t7zm54jgmcjtiizl9g0rkkp, 234yd91ki5snm5wipuxzogkp, 1pg0b32xb9230zit0ndyd79ih, 3rrges782prcprsn207dk4zit, 2z183ceh099zdd3wq5fvs1aay, 9f83clp1v95kvlxdb376tgbth, 1whtyw1adggpz4j1xp7sjbeg9, 25txz41mi9auu289jliapd6tx, 2z101tpx36mno6neclyrym8yd, 5vyiq10fusxvrx4tajz9lmg9h, b6rbjpzuq9vo9kdil1tlyl2ad, 3zyib6lm9w7bi6lbek5m0dbrp, 1jz6a0l9q2v38adtntoe30t1, 46gpq48n4d5bntwa8v2t78hcl, 8sh9iw9qs8y8056r5zmcpvemt, 9tp35qqu1heburu0g5wa6jv56",4189674235,197,273,4189459605,194,74gwlzg12wr9pkwmdh9xpa505,4189459597,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189459601,130,18,4189459607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189459599,59,"1, 2, 27, 15, 20, 24, 4, 8, 9, 25, 11, 5, 6, 7, 10, 13, 17, 18, 19, 21, 22, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513743,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-04-15T12:01:00.291Z,2023-04-15T18:22:45Z,4189678063,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513737,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-15T12:01:00.291Z,2023-04-15T12:01:00Z,4189678045,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513829,3,1,1,0,0,4jelr92fsge73q39is6qvhxb3,1,49.9,50.1,2023-04-15T12:01:01.285Z,2023-04-15T18:29:57Z,4189678489,56,Back,4189678491,140,41.9,4189678499,279,S,4189678497,213,3.9,4192116127,178,,4189678493,141,39.5,4189678495,212,11.1,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513887,4,1,1,0,2,4jelr92fsge73q39is6qvhxb3,1,39.9,34.5,2023-04-15T12:01:03.202Z,2023-04-15T18:30:02Z,4189678763,140,41.6,4192116375,178,,4189678765,141,62.4,4189678761,56,Back,4189678769,213,1.5,4189678767,212,19.1,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514087,7,1,1,0,4,4jelr92fsge73q39is6qvhxb3,0,39.9,63.3,2023-04-15T12:01:05.115Z,2023-04-15T18:30:07Z,4192116771,178,,4189679787,56,Right,4189679797,1,,4189679791,141,18.4,4189679789,140,81.2,4189679795,213,5.7,4189679785,155,,4189679793,212,53.0,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513835,3,49,1,0,8,74mcjsm72vr3l9pw2i4qfjchj,1,23.7,84,2023-04-15T12:01:08.407Z,2023-04-15T18:30:11Z,,,,,,,,,,,,,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513855,4,1,1,0,9,74mcjsm72vr3l9pw2i4qfjchj,1,24,82.8,2023-04-15T12:01:10.038Z,2023-04-15T18:30:16Z,4189678629,213,5.3,4192117271,178,,4189678603,56,Back,4189678607,140,28.3,4189678611,212,8.0,4189678609,141,73.1,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513907,5,1,1,0,11,74mcjsm72vr3l9pw2i4qfjchj,1,27.9,72.3,2023-04-15T12:01:11.692Z,2023-04-15T18:30:22Z,4189678865,56,Back,4189678873,213,5.5,4189678869,141,55.8,4189678871,212,15.6,4192117495,178,,4189678867,140,38.2,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513967,6,1,1,0,14,74mcjsm72vr3l9pw2i4qfjchj,1,35.2,46.6,2023-04-15T12:01:14.342Z,2023-04-15T18:30:27Z,4189679143,141,26.3,4189679139,56,Back,4189679145,212,14.8,4192117789,178,,4189679141,140,30.1,4189679147,213,4.3,,,,,,,9y7202khwzb48ea7im646m11x,José Luis Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513995,7,1,1,0,19,74mcjsm72vr3l9pw2i4qfjchj,1,64.5,11.9,2023-04-15T12:01:19.965Z,2023-04-15T18:30:34Z,4189679307,213,5.7,4189679299,56,Right,4192118165,178,,4189679301,140,73.3,4189679305,212,11.0,4189679303,141,3.1,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533513999,8,43,1,0,23,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-04-15T12:01:23.454Z,2023-04-15T14:36:27Z,4190665131,144,1,4189679329,141,19.7,4189679327,140,82.9,4189679331,212,3.0,4189679325,56,Right,4189679333,213,0.5,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514003,9,1,1,0,24,74mcjsm72vr3l9pw2i4qfjchj,0,81.9,19.8,2023-04-15T12:01:24.776Z,2023-04-15T18:30:46Z,4189679351,141,18.8,4189679347,56,Right,4189679355,213,6.1,4189679353,212,3.1,4192118721,178,,4189679349,140,84.8,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514007,5,61,1,0,24,4jelr92fsge73q39is6qvhxb3,1,15.9,82.4,2023-04-15T12:01:24.978Z,2023-04-15T18:31:55Z,4192121601,178,,4189679369,56,Back,,,,,,,,,,,,,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514027,10,13,1,0,26,74mcjsm72vr3l9pw2i4qfjchj,1,81.9,50.1,2023-04-15T12:01:27.147Z,2023-04-15T18:32:07Z,4189680785,81,,4189679661,20,,4189680795,458,,4189680793,328,,4189680783,18,,4189680789,103,79.2,4189679447,56,Center,4189680799,231,48.6,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,4189679443,22,4192122379,178,4189680797,230,98.9,4189680787,102,36.8,4189680791,215,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514025,6,5,1,0,28,4jelr92fsge73q39is6qvhxb3,1,-1.4,63.8,2023-04-15T12:01:28.412Z,2023-04-15T18:32:11Z,4189679601,233,11,4189679437,56,Back,4189679439,346,,,,,,,,,,,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514047,11,5,1,0,28,74mcjsm72vr3l9pw2i4qfjchj,0,101.4,36.2,2023-04-15T12:01:28.412Z,2023-04-15T18:32:10Z,4189679623,233,6,4189679557,346,,4189679555,56,Center,,,,,,,,,,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514259,8,1,1,0,44,4jelr92fsge73q39is6qvhxb3,1,4.5,55.7,2023-04-15T12:01:45.002Z,2023-04-15T18:32:17Z,4189680827,213,4.3,4189680821,140,1.1,4189680825,212,8.3,4189680819,56,Back,4189680831,237,,4189680817,124,,4189680823,141,44.6,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514301,9,1,1,0,47,4jelr92fsge73q39is6qvhxb3,0,1.1,44.6,2023-04-15T12:01:47.706Z,2023-04-15T18:32:21Z,4192123169,178,,4189681041,213,6.0,4189681035,140,53.3,4189681033,56,Center,4189681037,141,22.5,4189681043,1,,4189681031,157,,4189681039,212,56.8,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514299,12,44,1,0,50,74mcjsm72vr3l9pw2i4qfjchj,1,43.6,76.7,2023-04-15T12:01:50.292Z,2023-04-15T22:01:45Z,4189681025,56,Back,4189681027,285,,4189681165,233,10,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
