id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/value
2533514309,10,44,1,0,50,4jelr92fsge73q39is6qvhxb3,0,56.4,23.3,2023-04-15T12:01:50.293Z,2023-04-15T18:32:26Z,4189681079,286,,4189681209,233,12,4189681077,56,Center,,,,,,,,,,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514315,13,1,1,0,50,74mcjsm72vr3l9pw2i4qfjchj,1,40.6,75.9,2023-04-15T12:01:50.350Z,2023-04-15T22:01:45Z,4189681087,141,87.0,4189681091,213,1.7,4189681081,3,,4192123731,388,,4189681089,212,7.6,4189681085,140,39.5,4189681083,56,Back,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514319,14,49,1,0,51,74mcjsm72vr3l9pw2i4qfjchj,1,39.2,86.7,2023-04-15T12:01:51.550Z,2023-04-15T18:32:34Z,,,,,,,,,,,,,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514333,15,1,1,0,51,74mcjsm72vr3l9pw2i4qfjchj,0,39.2,86.7,2023-04-15T12:01:51.573Z,2023-04-15T18:32:38Z,4189681193,213,5.0,4192124241,178,,4189681185,56,Back,4189681189,141,81.5,4189681191,212,3.7,4189681187,140,40.1,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514355,12,50,1,0,53,4jelr92fsge73q39is6qvhxb3,1,56.6,19.1,2023-04-15T12:01:53.773Z,2023-04-15T18:33:39Z,4189681321,56,Right,4189681323,286,,4189681369,233,16,,,,,,,,,,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514359,16,7,1,0,53,74mcjsm72vr3l9pw2i4qfjchj,1,43.4,80.9,2023-04-15T12:01:54.152Z,2023-04-15T18:33:21Z,4189681337,285,,4190673657,383,,4192126583,178,,4189681341,233,12,4189681335,56,Back,,,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514347,11,43,1,0,53,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-15T12:01:54.156Z,2023-04-15T12:01:57Z,4189681501,144,49,,,,,,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514369,17,1,1,0,54,74mcjsm72vr3l9pw2i4qfjchj,1,47.3,77.6,2023-04-15T12:01:55.078Z,2023-04-15T18:33:29Z,4189681405,56,Left,4189681413,213,0.6,4192126967,178,,4189681407,140,52.7,4189681409,141,83.1,4189681411,212,6.8,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514379,18,49,1,0,56,74mcjsm72vr3l9pw2i4qfjchj,1,58.3,82.5,2023-04-15T12:01:56.389Z,2023-04-15T18:33:46Z,,,,,,,,,,,,,,,,,,,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514411,19,1,1,0,57,74mcjsm72vr3l9pw2i4qfjchj,0,61.8,80.9,2023-04-15T12:01:57.915Z,2023-04-15T18:33:51Z,4192128493,178,,4189681629,212,33.0,4189681621,155,,4189681627,141,48.4,4189681633,1,,4189681623,56,Center,4189681631,213,5.6,4189681625,140,85.2,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514423,13,52,1,1,0,4jelr92fsge73q39is6qvhxb3,1,15.1,46.6,2023-04-15T12:02:00.725Z,2023-04-15T18:33:54Z,4190675597,377,,4192128735,178,,,,,,,,,,,,,,,,,,,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514449,14,1,1,1,1,4jelr92fsge73q39is6qvhxb3,1,14.7,47.3,2023-04-15T12:02:01.537Z,2023-04-15T18:34:01Z,4189681831,213,0.9,4189681825,141,88.9,4192129089,178,,4189681857,287,,4189681815,56,Back,4189681829,212,37.2,4189681811,123,,4189681821,140,37.7,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,4189681833,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514555,15,1,1,1,7,4jelr92fsge73q39is6qvhxb3,1,44.7,86.8,2023-04-15T12:02:07.810Z,2023-04-15T18:34:07Z,4189682423,140,41.9,4189682425,141,78.2,4189682421,56,Back,4189682429,213,4.2,4189682427,212,6.5,4192129421,178,,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514589,16,1,1,1,8,4jelr92fsge73q39is6qvhxb3,1,41.6,78.5,2023-04-15T12:02:09.043Z,2023-04-15T18:34:11Z,4189682585,213,1.3,4189682583,212,7.4,4189682579,140,43.8,4189682577,56,Back,4189682581,141,88.9,4192129657,178,,,,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514705,17,1,1,1,12,4jelr92fsge73q39is6qvhxb3,1,41.9,89.9,2023-04-15T12:02:12.771Z,2023-04-15T18:34:17Z,4189683143,141,94.1,4189683145,212,12.3,4189683139,56,Left,4192130115,178,,4189683141,140,53.3,4189683147,213,0.2,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514739,18,1,1,1,20,4jelr92fsge73q39is6qvhxb3,1,38.6,75.7,2023-04-15T12:02:20.573Z,2023-04-15T18:34:33Z,4189683283,141,64.9,4189683285,212,10.8,4189683281,140,31.0,4192131065,178,,4189683279,56,Back,4189683287,213,3.9,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514783,19,1,1,1,21,4jelr92fsge73q39is6qvhxb3,1,31.1,64.5,2023-04-15T12:02:22.170Z,2023-04-15T18:34:40Z,4189683513,141,47.3,4189683515,212,17.5,4189683511,140,18.7,4189683509,56,Back,4192131463,178,,4189683517,213,3.9,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514823,20,1,1,1,23,4jelr92fsge73q39is6qvhxb3,1,18.7,47.3,2023-04-15T12:02:23.781Z,2023-04-15T18:34:45Z,4189683695,213,5.0,4192131797,178,,4189683693,212,24.0,4189683687,56,Back,4189683691,141,13.7,4189683689,140,25.7,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514879,21,1,1,1,26,4jelr92fsge73q39is6qvhxb3,1,29.7,10,2023-04-15T12:02:27.262Z,2023-04-15T18:34:50Z,4189684001,212,58.8,4189683993,155,,4189683995,56,Right,4192132057,178,,4189684003,213,6.2,4189683999,141,6.8,4189683997,140,85.7,4189684005,1,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514893,22,1,1,1,31,4jelr92fsge73q39is6qvhxb3,0,85.8,6.8,2023-04-15T12:02:31.434Z,2023-04-15T18:34:57Z,4189684079,141,24.7,4189684081,212,12.2,4189684077,140,85.3,4189684083,213,1.6,4192132493,178,,4189684075,56,Center,,,,,,,d8v7fh30bn0rbhj0lgn1j17th,Luis Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514899,20,49,1,1,32,74mcjsm72vr3l9pw2i4qfjchj,1,18.7,75.8,2023-04-15T12:02:32.797Z,2023-04-15T18:35:06Z,,,,,,,,,,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514917,21,1,1,1,32,74mcjsm72vr3l9pw2i4qfjchj,1,18.7,75.8,2023-04-15T12:02:32.865Z,2023-04-15T18:35:11Z,4189684207,140,28.7,4189684211,212,13.5,4189684209,141,88.2,4189684205,56,Back,4189684213,213,0.7,4192133249,178,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514943,22,1,1,1,33,74mcjsm72vr3l9pw2i4qfjchj,0,28.8,89,2023-04-15T12:02:33.792Z,2023-04-15T18:35:27Z,4189684349,213,0.2,4189684341,56,Back,4192134185,388,,4189684347,212,6.1,4189684343,140,34.4,4189684337,3,,4189684339,168,,4189684345,141,91.1,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534041971,1032,67,1,1,34,4jelr92fsge73q39is6qvhxb3,1,64.5,8.2,2023-04-15T12:02:35.060Z,2023-04-15T22:01:46Z,4192484871,233,1937,,,,,,,,,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534041961,1937,67,1,1,34,74mcjsm72vr3l9pw2i4qfjchj,0,35.5,91.8,2023-04-15T12:02:35.061Z,2023-04-15T20:02:03Z,4192484903,233,1032,,,,,,,,,,,,,,,,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514953,23,8,1,1,34,4jelr92fsge73q39is6qvhxb3,1,62.4,9.5,2023-04-15T12:02:35.095Z,2023-04-15T22:01:46Z,4189684425,56,Right,4190692009,385,,4192135153,178,,4189684475,15,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533514973,24,49,1,1,35,4jelr92fsge73q39is6qvhxb3,1,77.1,30.1,2023-04-15T12:02:35.812Z,2023-04-15T18:35:45Z,,,,,,,,,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533515025,25,1,1,1,38,4jelr92fsge73q39is6qvhxb3,1,77.5,30.7,2023-04-15T12:02:38.558Z,2023-04-15T18:35:50Z,4192135655,178,,4189684767,212,5.7,4189684769,213,1.5,4189684761,56,Center,4189684765,141,39.0,4189684763,140,77.9,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533515057,26,1,1,1,39,4jelr92fsge73q39is6qvhxb3,1,77.1,45,2023-04-15T12:02:39.491Z,2023-04-15T18:35:55Z,4189684927,141,42.1,4192135897,178,,4189684929,212,8.1,4189684931,213,6.0,4189684925,140,84.6,4189684923,56,Center,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533515031,23,45,1,1,39,74mcjsm72vr3l9pw2i4qfjchj,0,18,64.3,2023-04-15T12:02:40.247Z,2023-04-15T18:36:38Z,4189684995,233,27,4189684801,285,,4189684799,56,Back,,,,,,,,,,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533515067,27,3,1,1,39,4jelr92fsge73q39is6qvhxb3,1,82,35.7,2023-04-15T12:02:40.247Z,2023-04-15T18:36:38Z,4189684979,233,23,4192138313,178,,4189684975,286,,4190701409,464,,4189684973,56,Center,,,,,,,,,,3rrges782prcprsn207dk4zit,C. Larin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533515175,29,43,1,1,40,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-15T12:02:40.291Z,2023-04-15T14:40:35Z,4189685503,286,0,4190715319,144,3,4189685501,56,Center,,,,,,,,,,,,,,,,3rrges782prcprsn207dk4zit,C. Larin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533564431,484,43,1,1,40,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-04-15T12:02:40.291Z,2023-04-15T14:40:33Z,4189938879,233,29,4189938823,56,Back,4189938825,285,0,4190714911,144,45,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533515789,32,61,1,1,40,4jelr92fsge73q39is6qvhxb3,1,88,44.3,2023-04-15T12:02:40.823Z,2023-04-15T18:36:43Z,4192138645,178,,4189688715,56,Center,,,,,,,,,,,,,,,,,,,3rrges782prcprsn207dk4zit,C. Larin,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2533515095,24,45,1,1,41,74mcjsm72vr3l9pw2i4qfjchj,0,9.4,46.6,2023-04-15T12:02:41.826Z,2023-04-15T18:37:03Z,4189685117,285,,4189685115,56,Back,4189685561,233,383,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
