id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value
2537872153,1,34,16,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-04-23T11:05:34.139Z,2023-04-23T12:10:55Z,4212824831,59,"13, 11, 23, 6, 5, 21, 8, 26, 9, 10, 16, 1, 2, 3, 4, 7, 12, 15, 17, 18, 22, 24",4212824835,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212824829,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4212824827,30,"36bg0k385i4wwarffp6ak1syd, 1i9mqbswolg91evnmsrf5katx, 7wjmaxqunpd84il1p5w4xwrmd, 33r4ae8aivh27ho0ix9mnkedx, elb74prcilvsqzn9jdznrjavp, bkvvapojagxvj17nzk3oy8ct1, 8axw2xc0dl8vsdub6nq4nhjo5, clrlsy05spf55w39f84b7p3sa, 9ivrglgy0tibv881e1a93psr9, 1ore4ght7ls393tcpbmah9dcl, e18oezz5jq7pf3h4azgv3ofrp, c0pl96o1zkrgvukte9zefl591, 61j22wr5t5irba2v3v4l1rnro, 2zn2o5lzchz7oattq9pnjr8wl, b69uny9udp3ab2zccwa0qnrh1, eo74fl3ctgkwbpsa099rkv6xh, 5b839eahyhf1vrzti55pzpplh, defkaykmw8lmts2gumfa1jyzt, ac5f9msbvijksbq5s2ivwh979, a045sz2acqbfgyq9puwsu8sx6, eg5xrgue41p7yq97ge9iri99m, agmcwbzoertg4l8njpdai7kl",4212824833,130,10,4212824839,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213050169,197,281,4212824837,194,elb74prcilvsqzn9jdznrjavp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537873469,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-04-23T11:07:31.612Z,2023-04-23T12:03:18Z,4212832009,194,5b1q9bpe23j98eoy4fwi7ld5h,4212832007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212831999,30,"20o2dr1mdk18xhxmkujzgak89, wlqj34ev5mucxtfx6j4tr9at, 5b1q9bpe23j98eoy4fwi7ld5h, csqsdjsa4leo6z86qphjuectm, eucssbf7wamb41y1gixfodivp, 96w1jlcwuci7kqqfskfsp6191, b2e12l3s3dxgyr8d2rk5qb9ey, 1bnn3tokzwvl4vvw34yxsq9gq, 7yngrviue4iji7w0f9ql07j6x, afyga3n1mliw0btcuixt6xolx, 9dc4qkvh0vk5kwymibji00kp, 23zkmpw4902qf9xvd8z5wptcl, f1e3gi3dx3er2vz7loriw6e39, e7del0ovpcpntqdgh8idxok4p, d6kzekcwqw0q8fq6wt6rmyusq, 8iiowapklgy791tcwowpqddqt, 5uig03vbbv71f0q31cp3vfbv9, 6o76owze8y78ue9sb49g8kyz8, b4k7aa5fph5t3usotjsw8ygyy, aqqd7tq7z6bj3wn3u3sz3uuqc, 4j3u6v01emo9nsel7uw00qsfe, 601i52yv3de26dnzbd8p8gjfu",4213041385,197,16848,4212832011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212832003,59,"25, 20, 14, 15, 12, 5, 4, 17, 16, 7, 18, 1, 3, 6, 21, 23, 24, 33, 34, 36, 40, 46",4212832005,130,10,4212832001,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537918445,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-04-23T12:02:30.408Z,2023-04-23T12:02:30Z,4213063153,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537918471,2,32,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-04-23T12:02:30.408Z,2023-04-24T00:46:32Z,4213063255,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537918513,3,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,50,50,2023-04-23T12:02:30.575Z,2023-04-24T05:05:52Z,4213063507,141,59.6,4213063509,212,11.6,4216588139,178,,4213063503,56,Back,4213063511,213,2.5,4213063505,140,40.9,4213063513,279,S,,,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537918555,4,1,1,0,3,ba5e91hjacvma2sjvixn00pjo,1,39.5,57.2,2023-04-23T12:02:34.018Z,2023-04-24T05:06:42Z,4216588513,178,,4213063757,212,20.9,4213063759,213,4.3,4213063753,140,30.8,4213063755,141,29.5,4213063751,56,Back,,,,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537918589,5,1,1,0,6,ba5e91hjacvma2sjvixn00pjo,1,30.8,29.5,2023-04-23T12:02:36.920Z,2023-04-24T05:06:45Z,4213063907,140,27.6,4213063917,213,1.9,4213063911,141,44.6,4216588531,178,,4213063915,212,10.8,4213063905,56,Back,,,,,,,96w1jlcwuci7kqqfskfsp6191,Gabriel Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537918607,6,1,1,0,8,ba5e91hjacvma2sjvixn00pjo,1,27.5,51.3,2023-04-23T12:02:38.898Z,2023-04-24T05:06:47Z,4213063965,140,33.0,4213063963,56,Back,4216588549,178,,4213063971,213,1.3,4213063967,141,79.0,4213063969,212,19.7,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537918661,7,1,1,0,10,ba5e91hjacvma2sjvixn00pjo,1,32.9,79.1,2023-04-23T12:02:41.367Z,2023-04-24T05:06:50Z,4213064191,212,15.4,4213064193,213,0.9,4213064189,141,97.5,4213064187,140,41.5,4213064185,56,Back,4216588571,178,,,,,,,,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537918695,8,1,1,0,13,ba5e91hjacvma2sjvixn00pjo,1,42.5,97.8,2023-04-23T12:02:44.189Z,2023-04-24T05:06:53Z,4213064337,213,5.8,4216588603,178,,4213064333,141,80.0,4213064329,56,Left,4213064335,212,25.5,4213064327,155,,4213064331,140,63.9,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
