id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/9/value,keyPass,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2449334915,1,34,16,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-08-21T14:21:16.621Z,2022-08-21T15:32:03Z,3723412763,30,"4vlurpsi44g09g159t61u83bp, e9wu8g45hq2c1vp07jktx0set, 8hm6d6395johhjsoe8jz6dcyd, 83n1qv6ypl625aolzjeqifv11, 9d5h5wxf44qu4fw3jk2pgis16, uzzq2p3s1qnb3wv1pee3mcph, 66jotyvbhtz5cjvhbby6luelm, dfcbvsb7o18lavmonbp5ucwoa, ddvvwqxpsqqboupi3gx1ijhed, 81png9xvfr224o03vaksp6aqd, do5tibysnhbnbw18nwdo39kut, 99ecb8p6h4ak4rizuz4087s6i, 3tzvbdszdrj1tayik9igbve8l, 1rjzsyc8yt25tyelzg820if2t, v7isqpxiursyjhj5rmhyhjv9, 7x2c4pr7hvku5zp0dnjcpy0yy, 488vwilxllk6nhf4o1wrh0gve, egt3tl6hu2bfi16pqyxwv4onp, 8bpmnz5rz94ayk10hr0ekki51, aow6cahecmexgd5qxt3esmaxh, 9hb2co2qsvykd7vn0asbncjjd, 5kd57453a90zahgdxwkghr816, 7bgioq7hxo5sco6m2ouji0gdl",3723412775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723412765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723412773,194,81png9xvfr224o03vaksp6aqd,3723412767,59,"1, 18, 17, 6, 3, 5, 11, 8, 9, 10, 7, 2, 12, 14, 15, 16, 19, 20, 21, 22, 23, 31, 35",3723607151,197,12043,3723412771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723412769,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449335267,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-08-21T14:21:49.796Z,2022-08-21T15:28:36Z,3723414573,30,"20o2dr1mdk18xhxmkujzgak89, 8vmrboswsfyb5bfoq07s6susp, d6kzekcwqw0q8fq6wt6rmyusq, e7del0ovpcpntqdgh8idxok4p, 96w1jlcwuci7kqqfskfsp6191, eucssbf7wamb41y1gixfodivp, b2e12l3s3dxgyr8d2rk5qb9ey, dsmcqfl0e1be4ag7czbnolo15, 7yieh5r0uzk6d6x9o060c2bfu, 9z3aqwq5swt9qklwnzuhqcogl, 7yngrviue4iji7w0f9ql07j6x, 8iiowapklgy791tcwowpqddqt, f1e3gi3dx3er2vz7loriw6e39, 5r7q0eg6pmoq0safxa9tnm5l, ats4ux8ftux1ccae259dooiqx, bqrz2xmu25taby17bl7cycjqh, 1bnn3tokzwvl4vvw34yxsq9gq, 3fa2ghyan0h7o4jgltsbl62cq, wlqj34ev5mucxtfx6j4tr9at, q5omphitvnrcnoda4jh9fdux, eiz5j566h4fq4wro1t9lfuw2x, 66fshzi5f86wt1lwa4kdhiooa, 6o76owze8y78ue9sb49g8kyz8",3723609919,197,16632,3723414575,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723414581,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723414585,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723414577,59,"28, 2, 32, 6, 5, 12, 4, 10, 19, 11, 16, 1, 3, 8, 9, 13, 17, 18, 20, 21, 22, 29, 33",3723414579,130,4,3723414583,194,dsmcqfl0e1be4ag7czbnolo15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449373387,2,32,1,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-08-21T15:30:44.913Z,2022-08-21T22:41:29Z,3723615179,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449373351,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-08-21T15:30:44.913Z,2022-08-21T15:30:45Z,3723615043,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449373411,3,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,50.1,50.1,2022-08-21T15:30:45.593Z,2022-08-21T22:49:36Z,3723615287,140,36.2,3723615311,279,S,3723615273,56,Back,3723615297,212,14.9,3723615291,141,45.6,3725137101,178,,3723615303,213,3.3,3723619579,189,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449373465,4,1,1,0,4,ba5e91hjacvma2sjvixn00pjo,0,36.6,46.7,2022-08-21T15:30:49.513Z,2022-08-21T22:52:49Z,3725146583,178,,3723615511,212,49.4,3723615507,140,76.1,3723615509,141,7.3,3724586109,157,,3723615513,213,5.7,3723615515,1,,3723615505,56,Right,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449373455,3,44,1,0,7,3czravw89omgc9o4s0w3l1bg5,1,22.6,90,2022-08-21T15:30:52.389Z,2022-08-22T10:21:32Z,3723615471,56,Back,3723615473,285,,3723615565,233,5,,,,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449373473,5,44,1,0,7,ba5e91hjacvma2sjvixn00pjo,0,77.4,10,2022-08-21T15:30:52.390Z,2022-08-21T22:53:55Z,3723615549,233,3,3723615543,286,,3723615541,56,Right,,,,,,,,,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449375489,25,1,1,0,7,3czravw89omgc9o4s0w3l1bg5,1,19.4,89.3,2022-08-21T15:30:52.510Z,2022-08-22T10:21:32Z,3723626293,141,85.1,3723626287,3,,3723626291,140,13.4,3723626289,56,Back,3725150947,388,,3723626297,212,6.9,3723626301,213,3.6,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449373469,4,49,1,0,8,3czravw89omgc9o4s0w3l1bg5,1,15.3,86.9,2022-08-21T15:30:52.976Z,2022-08-21T22:54:45Z,,,,,,,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
