id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/15/value
2482613173,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-11-06T16:30:46.407Z,2022-11-06T17:27:38Z,3900127389,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900398809,197,284,3900127377,30,"1lgrnaje6y7un5dzzll84p91, 6wpnjdlg2p8f19y3gjpz1su6t, a3w1uczgmswm3cwk4vmvoglhx, 5mx86rwy0u4xi1b5kqin4lhx, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, 3bm08rp9rgzh6cjhk0picxs6h, c29mprqv2ulztd22b6uckczx1, 4rktv6j9sioe0gmu7jt77fsh5, 5zoz3mjooujpv0wdcphyrztd6, 9m2qujt0h0zrd0n1akjqjo0r9, 76r2yw3wtql61qh5l0yumdn85, aza9jho12wrfa3oczxoj670mh, 2biwwlvzgsu5kmyw5w1adpmtx, 5soi8e2hlk77rlsbsl76hg3xl, dfjph36vcwfj5cevut4x3vf11, amcwh6w0brmkttg4uc5qm6z9w, a7bs2dkwmy1cjryql6z3n9kut, 4eezya3lwcwur6c8s6rl0rzvu, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, 32uxh37qc6ebx1z4h8qvuvdnt",3900127381,59,"13, 2, 18, 6, 3, 4, 11, 10, 9, 16, 14, 1, 5, 7, 8, 12, 15, 19, 21, 22, 23, 31",3900127387,194,e615cmv1tfzu84f0z8mwi5711,3900127383,130,8,3900127385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900127379,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482614893,1,34,16,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-11-06T16:32:23.281Z,2022-11-06T17:30:28Z,3900136539,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3900136555,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900136545,130,11,3900136543,59,"1, 20, 18, 6, 2, 24, 14, 4, 7, 12, 19, 3, 5, 8, 9, 10, 11, 16, 17, 22, 23, 29, 31",3900409735,197,348,3900136551,194,9e7b5cm66oxf26fmp33yuppsl,3900136537,30,"6ekdnbnk56xlxforb5owt3dn9, 9n447dc5s8na89g3ovx9zvbv9, 9ej7t1srxjcxe5p627eumn6d, 3n66mcws9belxbv3pu5uwhfu2, dtuwn06lnvxugaj637i553r2t, 9t88fceutc2x108ga0qkzkafp, 9e7b5cm66oxf26fmp33yuppsl, 7ubtan6a51o79w469zawrqqqd, 3pwr7lqvo4o08c4nvzqpuue39, baax58gbtxlbuj3duulpms4q1, 8b3igmuipfhfzm39ack89de96, esk1w6ycz34w1r3te22shohrd, cjtqtr93yjd3ee7tslzi1bd9l, 3h58t56r9if0oh4qd3gz1wfrp, 2wdjbfzaiokiawrbn5wzsx61h, 2td3iejdken4orcduqrdutrhm, 6v5jjz9ryqacsd8vovugvlsyd, 4uuvyzac4sd4ysjpv9eng1d5h, bfphipc0ydemnv7p3kib5r7qh, ec26i7ddimq76bit2zz8fbsnp, 3j66drshfcoje5wb7gjybi9qt, ew9uk1caw2zx4qkxj3vb02kx6, 5qh2kdatvb03o8oiqvkaaxje2",3900136549,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482664301,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-11-06T17:29:50.378Z,2022-11-07T00:49:09Z,3900407377,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482664329,3,32,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-11-06T17:29:50.378Z,2022-11-06T17:29:53Z,3900407491,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482664337,3,1,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,49.9,50.1,2022-11-06T17:29:50.468Z,2022-11-07T01:27:07Z,3900407525,56,Back,3900407537,279,S,3900407533,212,27.6,3900407535,213,3.3,3900407529,140,23.9,3900407531,141,43.7,3901572911,178,,,,,4rktv6j9sioe0gmu7jt77fsh5,A. Danjuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482664349,4,1,1,0,2,74mcjsm72vr3l9pw2i4qfjchj,1,23.9,43.7,2022-11-06T17:29:52.825Z,2022-11-07T01:27:15Z,3900407601,56,Back,3900407603,140,24.1,3900407607,141,18.6,3900407613,212,17.1,3901573005,178,,3900407615,213,4.7,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482664447,5,1,1,0,5,74mcjsm72vr3l9pw2i4qfjchj,1,27.7,18.8,2022-11-06T17:29:55.886Z,2022-11-07T01:27:18Z,3900408097,140,23.3,3900408103,213,2.0,3900408095,56,Back,3901573065,178,,3900408099,141,32.5,3900408101,212,10.4,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482664473,6,1,1,0,14,74mcjsm72vr3l9pw2i4qfjchj,1,41,44.6,2022-11-06T17:30:04.592Z,2022-11-07T01:27:21Z,3900408265,140,38.0,3901573113,178,,3900408267,141,70.0,3900408271,213,1.8,3900408269,212,17.6,3900408263,56,Back,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482664527,7,1,1,0,17,74mcjsm72vr3l9pw2i4qfjchj,1,38.9,69.4,2022-11-06T17:30:07.684Z,2022-11-07T01:27:24Z,3900408601,212,9.3,3900408597,141,59.9,3900408593,56,Back,3900408595,140,45.3,3901573175,178,,3900408603,213,5.5,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482664545,8,1,1,0,23,74mcjsm72vr3l9pw2i4qfjchj,1,52.9,44.6,2022-11-06T17:30:13.490Z,2022-11-07T01:27:26Z,3901573207,178,,3900408721,212,24.4,3900408719,141,9.1,3900408715,56,Right,3900408717,140,56.1,3900408723,213,4.9,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
