id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2458796385,1,34,16,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-09-11T15:26:30.860Z,2022-09-11T16:50:54Z,3773802953,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773802943,59,"13, 22, 3, 4, 23, 6, 11, 16, 19, 10, 20, 1, 7, 8, 9, 12, 14, 17, 21, 27, 28, 31",3773802939,30,"vota9gwygxp3wc998tl7ldxx, 1p6ccbu8hzugj05qtea21rw7p, 2zgcbp9g85uxudxadiw3twmvp, qg0ok4244nmslpvxnoj6zn8q, 32sds4yk7ch30mng0gyzhdk9h, cue88fm1v1ysfuwhql68czydx, eiqt71z69beq7akuhot0foset, aso41hpuq5oh825n83boc5x0q, 52e2ogoex674bz6pcwluapdxx, b64p21hmhsqgrn6n04mk00zpx, dkv5svrbfiq996qchro44dfpx, 1f2t5vsayiiluw330yiw4ft1x, ckne0j1fs5cxufyicjbygdi39, 3f673373jylbr4ir0bklci40l, 5l6e9nd0defapk1w2ucndowr9, bvbebtykj45j3luvemk8yc4ph, 8lg4tqh5bepeexbhghyr7pze2, entqiwoor6dhwqcg5s82krfth, 5lzbyj5i0cotpry4gneap8c89, 5mj2vxkh3pmkbwj139mp93n4l, e8t77ifx5ddju8ihbgu5iy8lw, 5zyvj7s681tgg9bec02za6nhm",3773802949,194,1p6ccbu8hzugj05qtea21rw7p,3773802947,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773802941,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3773802945,130,10,3773802951,197,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458799787,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-09-11T15:31:51.465Z,2022-09-11T16:49:31Z,3773820969,59,"1, 2, 12, 3, 5, 20, 8, 14, 19, 25, 22, 4, 6, 11, 13, 16, 17, 18, 21, 23, 30, 33, 45",3773820973,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773820967,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3773820965,30,"w503zyr8ipyobglth281uklx, eucew4k6eswqr6emzsdg4if3d, bj929w5yi7lnz36jxsi5qnq7e, 80aqmv4ht6rs1812qrr5j8kix, 48gjuou5eashpj8wbwd18iju1, 7bs0ph4yksf6lvkg91u9nqzqi, atigcsq78g14w82lwvay26aj9, 1qkep5ck252k1g3oqza5ygh61, 6akzpi6rd6qq0ke07ojnhpoet, dtvmsnqlzn5672xb54zj8u7dh, et849xmcdgsy5itb8i4w7qkq2, 5vhikvmcesruckmfcfmm0q8d1, e35v2pspdgl7t769d57e67ob9, 5vznxxfbteooxk2dd2ws76xhw, 1zjmgapwre4picauko9gnemll, cme92rbmqszu51sjm99ho8a21, 7aoe0u87gxgv9tvgrotcfue7e, b91n9sdabth8oocdawayybdud, 13ll29mtf7pxwz1yf0i40tsd1, dvrk8qmt9ta4c3kvjgsad7t91, 7y8ns61qioqu7kfsqzkvkwhuy, dqiuqhsqsayvldfazfnp8d46i, 8bu8ivrdbh6lc4cpdaki5l9wq",3774070713,197,16865,3773820971,130,3,3773820977,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773820975,194,atigcsq78g14w82lwvay26aj9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458848139,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-09-11T16:31:31.286Z,2022-09-11T16:31:33Z,3774081991,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458848115,2,32,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-09-11T16:31:31.286Z,2022-09-12T01:48:54Z,3774081859,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458848153,3,1,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,50.1,49.9,2022-09-11T16:31:31.316Z,2022-09-12T04:23:05Z,3774082067,141,40.8,3774082065,140,40.5,3774082073,279,S,3775611155,178,,3774082069,212,11.8,3774082071,213,3.7,3774082063,56,Back,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458848165,4,1,1,0,2,1n1j0wsl763lq7ee1k0c11c02,1,38.7,36.9,2022-09-11T16:31:33.567Z,2022-09-12T04:23:26Z,3774082151,141,24.1,3774082155,213,4.2,3774082147,56,Back,3774082149,140,33.6,3775611453,178,,3774082153,212,10.2,,,,,,,aso41hpuq5oh825n83boc5x0q,Ángel Algobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458848185,5,1,1,0,3,1n1j0wsl763lq7ee1k0c11c02,1,29.6,19.2,2022-09-11T16:31:35.266Z,2022-09-12T04:24:09Z,3774082245,213,6.1,3775611971,178,,3774082241,141,16.9,3774082239,140,38.6,3774082243,212,9.6,3774082237,56,Back,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458848209,6,1,1,0,5,1n1j0wsl763lq7ee1k0c11c02,1,40.5,13.1,2022-09-11T16:31:36.926Z,2022-09-12T04:24:17Z,3774082337,56,Back,3774082343,212,7.3,3774082339,140,41.8,3775612087,178,,3774082345,213,4.9,3774082341,141,2.5,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458848219,7,1,1,0,7,1n1j0wsl763lq7ee1k0c11c02,0,41.8,2.5,2022-09-11T16:31:38.956Z,2022-09-12T04:24:26Z,3774082369,212,2.4,3774082373,236,,3774082365,140,44.0,3774082361,56,Back,3774082367,141,3.5,3774082379,286,,3775612205,178,,3774082375,233,3,1p6ccbu8hzugj05qtea21rw7p,D. Suárez,3774082371,213,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458848207,3,74,1,0,7,63f5h8t5e9qm1fqmvfkb23ghh,1,59.9,90.8,2022-09-11T16:31:39.086Z,2022-09-12T04:24:50Z,3774082403,233,7,3775612515,178,,3774082333,56,Left,3774082335,285,,,,,,,,,,,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
