id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2482395659,120,1,1,14,38,c8llrezkm3b3op4afrou6b487,1,54.8,81.5,2022-11-06T13:16:35.512Z,2022-11-07T06:47:35Z,3898960935,213,3.8,3901792063,178,,3898960927,56,Left,3898960933,212,2.0,3898960931,141,79.7,3898960929,140,53.3,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482395709,121,1,1,14,42,c8llrezkm3b3op4afrou6b487,1,56.4,80.4,2022-11-06T13:16:38.928Z,2022-11-07T06:47:39Z,3898961199,56,Back,3898961205,212,19.6,3898961207,213,3.9,3898961203,141,61.4,3901792105,178,,3898961201,140,42.3,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482395781,122,1,1,14,44,c8llrezkm3b3op4afrou6b487,1,41.1,59.1,2022-11-06T13:16:41.557Z,2022-11-07T06:47:46Z,3898961587,140,45.8,3898961591,212,22.4,3898961593,213,4.9,3898961589,141,26.9,3901792191,178,,3898961585,56,Back,,,,,,,2rqxh5mex336ci45jaw428y5l,Fernando Calero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482395833,123,1,1,14,48,c8llrezkm3b3op4afrou6b487,1,46,23.9,2022-11-06T13:16:45.450Z,2022-11-07T06:47:52Z,3898961827,141,33.5,3898961821,56,Back,3898961823,140,37.4,3898961829,212,11.1,3901792313,178,,3898961833,213,2.5,,,,,,,91te5xuankrla4g3s7as3htxx,K. Bare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482395909,124,1,1,14,51,c8llrezkm3b3op4afrou6b487,1,37.4,33.5,2022-11-06T13:16:48.032Z,2022-11-07T06:47:56Z,3898962213,212,16.6,3898962211,141,13.7,3898962215,213,5.3,3898962207,140,46.7,3898962203,56,Back,3901792359,178,,,,,,,,2rqxh5mex336ci45jaw428y5l,Fernando Calero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482395955,125,1,1,14,55,c8llrezkm3b3op4afrou6b487,1,59.1,9.1,2022-11-06T13:16:52.634Z,2022-11-07T06:48:00Z,3898962423,56,Back,3901792401,178,,3898962441,213,2.7,3898962427,140,40.1,3898962431,141,23.6,3898962437,212,22.3,,,,,,,91te5xuankrla4g3s7as3htxx,K. Bare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396001,126,1,1,14,58,c8llrezkm3b3op4afrou6b487,1,40.1,23.6,2022-11-06T13:16:55.053Z,2022-11-07T06:48:04Z,3898962665,141,64.1,3898962669,212,27.5,3898962661,140,39.6,3898962657,56,Back,3901792439,178,,3898962673,213,1.6,,,,,,,2rqxh5mex336ci45jaw428y5l,Fernando Calero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396037,127,1,1,15,1,c8llrezkm3b3op4afrou6b487,0,39.6,64.1,2022-11-06T13:16:58.088Z,2022-11-07T06:11:48Z,3898962887,140,77.5,3898962891,212,43.2,3898962883,155,,3898962893,213,0.4,3898962889,141,89.0,3901764819,178,,3898962895,1,,3898962885,56,Left,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396069,160,1,1,15,3,4ku8o6uf87yd8iecdalipo6wd,0,24,12.8,2022-11-06T13:17:00.661Z,2022-11-07T06:11:57Z,3898963059,213,6.1,3898963055,141,7.6,3898963057,212,15.5,3898963049,3,,3898963051,56,Back,3901764915,388,,3898963053,140,38.4,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396095,128,1,1,15,5,c8llrezkm3b3op4afrou6b487,1,71,92.1,2022-11-06T13:17:02.400Z,2022-11-07T06:12:02Z,3898963217,56,Left,3898963223,212,7.1,3898963221,141,82.8,3898963219,140,74.0,3901765009,178,,3898963225,213,5.2,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396145,129,1,1,15,7,c8llrezkm3b3op4afrou6b487,1,73.8,82.7,2022-11-06T13:17:04.491Z,2022-11-07T06:12:05Z,3898963451,213,1.1,3898963445,140,78.7,3898963449,212,10.6,3901765051,178,,3898963443,56,Left,3898963447,141,96.3,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396169,130,1,1,15,9,c8llrezkm3b3op4afrou6b487,0,80.1,96.3,2022-11-06T13:17:06.658Z,2022-11-07T06:12:09Z,3898963577,141,86.9,3901765127,178,,3898963573,56,Left,3898963579,212,22.6,3898963581,213,6.0,3898963575,140,100.0,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396177,131,5,1,15,11,c8llrezkm3b3op4afrou6b487,0,101,86,2022-11-06T13:17:07.983Z,2022-11-07T06:12:12Z,3898963675,233,161,3898963617,346,,3898963615,56,Left,,,,,,,,,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396173,161,5,1,15,11,4ku8o6uf87yd8iecdalipo6wd,1,-1,14,2022-11-06T13:17:07.983Z,2022-11-07T06:12:12Z,3898963643,233,131,3898963593,56,Back,3898963595,346,,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396431,162,1,1,15,25,4ku8o6uf87yd8iecdalipo6wd,1,2.6,50,2022-11-06T13:17:22.507Z,2022-11-07T06:12:24Z,3898964817,237,,3898964793,56,Back,3898964797,140,9.3,3898964811,213,5.1,3898964801,141,26.4,3898964789,124,,3898964807,212,17.5,,,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396477,163,1,1,15,29,4ku8o6uf87yd8iecdalipo6wd,1,11.7,23.9,2022-11-06T13:17:25.989Z,2022-11-07T06:12:27Z,3898965003,140,31.2,3898965001,56,Back,3898965007,212,22.6,3898965005,141,9.7,3901765375,178,,3898965009,213,5.8,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396515,164,1,1,15,31,4ku8o6uf87yd8iecdalipo6wd,1,31.4,5.6,2022-11-06T13:17:28.219Z,2022-11-07T06:12:37Z,3898965195,212,14.9,3898965189,56,Back,3898965193,141,6.4,3898965191,140,17.2,3901765413,178,,3898965197,213,3.1,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396553,165,1,1,15,33,4ku8o6uf87yd8iecdalipo6wd,1,17.2,6.4,2022-11-06T13:17:29.872Z,2022-11-07T06:12:43Z,3898965377,213,0.4,3898965373,141,26.7,3898965367,155,,3898965371,140,50.3,3898965379,1,,3898965369,56,Center,3898965375,212,37.4,3901765571,178,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396609,166,1,1,15,35,4ku8o6uf87yd8iecdalipo6wd,1,50.3,26.7,2022-11-06T13:17:32.073Z,2022-11-07T06:12:49Z,3898965677,213,1.7,3901765641,388,,3898965671,140,45.9,3898965667,3,,3898965673,141,67.5,3898965675,212,28.1,3898965669,56,Back,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396633,167,1,1,15,38,4ku8o6uf87yd8iecdalipo6wd,0,45.7,67.6,2022-11-06T13:17:35.292Z,2022-11-07T06:12:56Z,3898965831,56,Back,3898965833,140,39.2,3898965837,212,12.8,3898965835,141,83.5,3901765749,178,,3898965839,213,2.1,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396657,132,49,1,15,41,c8llrezkm3b3op4afrou6b487,1,70.4,8.9,2022-11-06T13:17:38.035Z,2022-11-07T06:13:01Z,,,,,,,,,,,,,,,,,,,,,,,,,6msjsxuolz1yhmongz6swkno5,Aleix Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396753,133,1,1,15,43,c8llrezkm3b3op4afrou6b487,1,80.1,11.2,2022-11-06T13:17:40.785Z,2022-11-07T06:13:12Z,3898966415,140,84.9,3901765941,178,,3898966943,154,,3898966941,210,15,3898966419,212,21.9,3898966413,56,Center,3898966421,213,1.3,3898966417,141,42.5,6msjsxuolz1yhmongz6swkno5,Aleix Vidal,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396757,134,15,1,15,45,c8llrezkm3b3op4afrou6b487,1,84.2,41.2,2022-11-06T13:17:41.833Z,2022-11-07T06:13:12Z,3898966969,154,,3898966987,147,47.5,3898967041,233,168,3898966965,80,,3898966445,56,Center,3898966967,29,,3898966511,20,,3898966441,22,,d67qj0sakwrfzbscleo4dbget,Joselu,3898966975,102,48.1,3901765993,178,3898966979,328,3898966983,146,98.6,,3898966971,55,133,,,3898966443,17,3898966977,103,15.8,,,,,,,,,,,,,,,,,,,,,
2482396733,168,10,1,15,45,4ku8o6uf87yd8iecdalipo6wd,1,3.1,53,2022-11-06T13:17:42.536Z,2022-11-07T06:13:14Z,3898966321,56,Back,3898966311,173,,3898966569,233,134,3898966315,178,,3900644833,377,,3898966319,182,,,,,,,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396749,169,52,1,15,46,4ku8o6uf87yd8iecdalipo6wd,1,3.1,53,2022-11-06T13:17:42.812Z,2022-11-07T06:13:18Z,3901766059,178,,3900645233,376,,,,,,,,,,,,,,,,,,,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397063,170,1,1,16,6,4ku8o6uf87yd8iecdalipo6wd,0,15.4,53.9,2022-11-06T13:18:03.130Z,2022-11-07T06:13:24Z,3898968019,213,0.3,3898968015,141,79.0,3898968017,212,63.3,3898968021,1,,3898968013,140,73.5,3898968011,56,Left,3898968009,199,,,,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397117,135,12,1,16,10,c8llrezkm3b3op4afrou6b487,1,26,13.3,2022-11-06T13:18:06.913Z,2022-11-07T06:13:29Z,3898968259,213,5.7,3898968255,141,0.0,3900646013,167,,3898968257,212,17.2,3901766223,178,,3898968251,56,Back,3898968253,140,39.4,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397127,136,5,1,16,12,c8llrezkm3b3op4afrou6b487,0,37.6,-1.6,2022-11-06T13:18:09.184Z,2022-11-07T06:13:33Z,3898968329,347,,3898968391,233,171,3898968325,56,Back,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397107,171,5,1,16,12,4ku8o6uf87yd8iecdalipo6wd,1,62.4,101.6,2022-11-06T13:18:09.184Z,2022-11-07T06:13:34Z,3898968223,347,,3898968221,56,Left,3898968387,233,136,,,,,,,,,,,,,,,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397187,172,1,1,16,18,4ku8o6uf87yd8iecdalipo6wd,1,55.7,100,2022-11-06T13:18:14.871Z,2022-11-07T06:13:37Z,3898968729,140,56.8,3898968725,107,,3898968733,212,6.2,3898968731,141,91.8,3898968727,56,Left,3898968735,213,4.9,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397191,173,1,1,16,18,4ku8o6uf87yd8iecdalipo6wd,1,57.4,90.2,2022-11-06T13:18:15.588Z,2022-11-07T06:13:41Z,3898968757,212,3.6,3901766351,178,,3898968753,140,55.8,3898968751,56,Left,3898968759,213,2.1,3898968755,141,94.8,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397209,174,1,1,16,19,4ku8o6uf87yd8iecdalipo6wd,1,55.8,94.8,2022-11-06T13:18:16.285Z,2022-11-07T06:13:48Z,3898968847,140,56.8,3898968845,56,Left,3901766463,178,,3898968853,213,4.9,3898968851,212,4.5,3898968849,141,88.4,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397231,175,1,1,16,20,4ku8o6uf87yd8iecdalipo6wd,1,56.8,88.4,2022-11-06T13:18:17.209Z,2022-11-07T06:13:54Z,3898969005,213,2.4,3901766533,178,,3898968989,56,Left,3898968993,140,50.3,3898969001,212,9.2,3898968997,141,97.4,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397281,176,1,1,16,21,4ku8o6uf87yd8iecdalipo6wd,1,44.4,97.8,2022-11-06T13:18:18.616Z,2022-11-07T06:13:56Z,3898969235,140,36.8,3898969239,212,14.8,3898969241,213,4.1,3898969233,56,Back,3901766573,178,,3898969237,141,79.4,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397297,177,1,1,16,24,4ku8o6uf87yd8iecdalipo6wd,1,35.6,71.5,2022-11-06T13:18:21.568Z,2022-11-07T06:13:59Z,3898969331,141,37.0,3898969333,212,23.8,3898969329,140,39.6,3898969335,213,4.9,3898969327,56,Back,3901766593,178,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397349,178,1,1,16,27,4ku8o6uf87yd8iecdalipo6wd,1,41.7,34.2,2022-11-06T13:18:24.597Z,2022-11-07T06:14:03Z,3898969589,212,14.8,3901766651,178,,3898969585,140,42.1,3898969587,141,12.5,3898969591,213,4.7,3898969583,56,Back,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397403,179,1,1,16,31,4ku8o6uf87yd8iecdalipo6wd,1,42.9,14,2022-11-06T13:18:28.323Z,2022-11-07T06:14:15Z,3898969891,56,Back,3898969893,140,38.0,3898969897,212,10.6,3898969895,141,27.7,3898969899,213,2.1,3901766697,178,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397441,180,1,1,16,33,4ku8o6uf87yd8iecdalipo6wd,1,36.6,33.6,2022-11-06T13:18:30.472Z,2022-11-07T06:14:18Z,3898970097,56,Back,3898970105,213,1.7,3898970101,141,64.9,3898970103,212,21.4,3898970099,140,34.7,3901766897,178,,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397493,181,1,1,16,37,4ku8o6uf87yd8iecdalipo6wd,1,41,69,2022-11-06T13:18:34.280Z,2022-11-07T06:14:25Z,3901766995,178,,3898970417,141,90.3,3898970419,212,14.5,3898970415,140,42.2,3898970413,56,Back,3898970421,213,1.5,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397533,182,1,1,16,41,4ku8o6uf87yd8iecdalipo6wd,1,47.7,78.4,2022-11-06T13:18:38.587Z,2022-11-07T06:14:34Z,3898970645,141,35.7,3898970649,213,4.7,3898970643,140,47.0,3901767083,178,,3898970641,56,Back,3898970647,212,29.0,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397617,183,1,1,16,45,4ku8o6uf87yd8iecdalipo6wd,1,50.1,29.5,2022-11-06T13:18:41.983Z,2022-11-07T06:14:37Z,3901767137,178,,3898971083,212,24.5,3898971077,56,Right,3898971079,140,68.0,3898971085,213,5.6,3898971081,141,6.4,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397703,184,1,1,16,52,4ku8o6uf87yd8iecdalipo6wd,1,69.8,40.4,2022-11-06T13:18:49.032Z,2022-11-07T06:14:52Z,3898971505,140,78.9,3898971509,212,27.9,3898971511,213,1.2,3898971503,56,Left,3898971507,141,79.0,3901767285,178,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397717,185,1,1,16,57,4ku8o6uf87yd8iecdalipo6wd,0,86,92.7,2022-11-06T13:18:54.279Z,2022-11-07T06:15:14Z,3901767441,178,,3898971609,213,5.2,3898971605,141,86.3,3898971607,212,5.0,3898971603,140,88.4,3898971601,56,Left,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397719,137,61,1,16,57,c8llrezkm3b3op4afrou6b487,1,15.6,14.5,2022-11-06T13:18:54.368Z,2022-11-07T06:15:16Z,3901767481,178,,3898971613,56,Back,,,,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397753,138,49,1,16,59,c8llrezkm3b3op4afrou6b487,1,24.8,31.3,2022-11-06T13:18:56.521Z,2022-11-07T06:15:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397781,139,1,1,16,59,c8llrezkm3b3op4afrou6b487,1,24.8,31.3,2022-11-06T13:18:56.534Z,2022-11-07T06:15:29Z,3898971879,141,8.5,3898971883,213,5.0,3898971881,212,16.2,3898971875,56,Back,3898971877,140,29.3,3901767669,178,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397783,140,1,1,17,3,c8llrezkm3b3op4afrou6b487,0,29.3,8.2,2022-11-06T13:18:59.836Z,2022-11-07T06:15:37Z,3898971893,56,Back,3898971895,140,38.1,3898971899,212,11.7,3898971901,213,0.7,3898971897,141,18.8,3901767759,178,,,,,,,,6msjsxuolz1yhmongz6swkno5,Aleix Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397789,186,49,1,17,4,4ku8o6uf87yd8iecdalipo6wd,1,56.9,69.7,2022-11-06T13:19:01.176Z,2022-11-07T06:15:41Z,,,,,,,,,,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397829,187,1,1,17,5,4ku8o6uf87yd8iecdalipo6wd,1,58.7,65.2,2022-11-06T13:19:02.476Z,2022-11-07T06:15:45Z,3898972137,212,6.1,3898972131,56,Center,3898972133,140,57.7,3898972139,213,4.5,3901767871,178,,3898972135,141,56.4,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397881,188,1,1,17,8,4ku8o6uf87yd8iecdalipo6wd,1,57.9,52.4,2022-11-06T13:19:05.153Z,2022-11-07T08:54:08Z,3898972349,56,Left,3898972357,213,0.6,3898972351,140,86.2,3898973043,210,15,3898972353,141,84.8,3898972359,1,,3898972347,155,,3901767923,178,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,3898972355,212,37.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397891,141,45,1,17,11,c8llrezkm3b3op4afrou6b487,0,14.4,19.7,2022-11-06T13:19:07.950Z,2022-11-07T06:15:53Z,3898972643,233,189,3898972417,56,Back,3898972419,285,,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397915,189,3,1,17,11,4ku8o6uf87yd8iecdalipo6wd,1,85.6,80.3,2022-11-06T13:19:07.950Z,2022-11-07T06:15:53Z,3898972557,56,Left,3900648391,464,,3898972559,286,,3901767981,178,,3898972627,233,141,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397917,190,15,1,17,12,4ku8o6uf87yd8iecdalipo6wd,1,83.6,71.7,2022-11-06T13:19:09.547Z,2022-11-07T08:54:09Z,3898972567,64,,3898973073,215,,3898972651,20,,3898972563,22,,3898973063,29,,3898973077,147,51.8,3898973065,55,188,3898973069,102,50.1,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,3898973061,78,,3901768025,178,3898973111,233,3898972571,56,Center,,3898973075,146,99.7,,143,3898973071,103,,,,2.5,,,,,,,,,,,,,,,,,,,,
2482397941,143,10,1,17,13,c8llrezkm3b3op4afrou6b487,1,2.3,48.4,2022-11-06T13:19:10.421Z,2022-11-07T06:16:01Z,3898972815,233,190,3898972703,177,,3898972707,182,,3898972705,180,,3898972709,56,Back,3900650033,376,,,,,,,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482397939,142,43,1,17,13,c8llrezkm3b3op4afrou6b487,1,0,0,2022-11-06T13:19:10.590Z,2022-11-06T13:21:02Z,3898979431,144,52,,,,,,,,,,,,,,,,,,,,,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482398091,144,52,1,17,18,c8llrezkm3b3op4afrou6b487,1,15,53.9,2022-11-06T13:19:14.940Z,2022-11-07T06:16:14Z,3900650123,376,,3901768259,178,,,,,,,,,,,,,,,,,,,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482398145,145,1,1,17,27,c8llrezkm3b3op4afrou6b487,1,15,53.9,2022-11-06T13:19:24.698Z,2022-11-07T06:16:19Z,3898973937,1,,3898973929,140,58.1,3898973931,141,14.5,3898973925,199,,3898973933,212,52.6,3898973927,56,Right,3898973935,213,5.7,3899116413,189,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482398183,146,44,1,17,31,c8llrezkm3b3op4afrou6b487,1,56.4,13.4,2022-11-06T13:19:28.546Z,2022-11-07T08:49:42Z,3898974139,286,,3898974153,233,191,3898974137,56,Right,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482398121,191,44,1,17,31,4ku8o6uf87yd8iecdalipo6wd,0,43.6,86.6,2022-11-06T13:19:28.547Z,2022-11-07T06:16:37Z,3898973803,285,,3898973799,56,Back,3898974163,233,146,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482398239,150,1,1,17,31,c8llrezkm3b3op4afrou6b487,1,53.7,14.1,2022-11-06T13:19:28.585Z,2022-11-07T08:49:42Z,3898981503,141,25.0,3898981499,56,Back,3898981727,156,,3901768369,388,,3898981497,3,,3898981501,140,35.5,3898981507,213,2.8,3898981505,212,20.5,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482398205,147,44,1,17,33,c8llrezkm3b3op4afrou6b487,1,31.7,31.8,2022-11-06T13:19:30.666Z,2022-11-07T08:49:43Z,3898974265,285,,3898974309,233,192,3898974263,56,Back,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482398123,192,44,1,17,33,4ku8o6uf87yd8iecdalipo6wd,0,68.3,68.2,2022-11-06T13:19:30.667Z,2022-11-07T06:16:50Z,3898973817,286,,3898973815,56,Center,3898974323,233,147,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482398241,151,1,1,17,33,c8llrezkm3b3op4afrou6b487,1,37,41,2022-11-06T13:19:30.694Z,2022-11-07T08:49:43Z,3901768753,388,,3898982301,140,32.3,3898982307,141,28.1,3898982291,3,,3898982297,56,Back,3898982313,213,4.2,3898982311,212,10.1,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
