id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,keyPass,qualifier/12/value,qualifier/16/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2465946803,5,49,1,0,9,agh9ifb2mw3ivjusgedj7c3fe,1,26,31.3,2022-10-01T19:00:17.877Z,2022-10-02T04:56:17Z,,,,,,,,,,,,,,,,,,,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465946839,6,1,1,0,10,agh9ifb2mw3ivjusgedj7c3fe,1,26,31.3,2022-10-01T19:00:18.962Z,2022-10-02T04:56:20Z,3813373311,178,,3811779929,140,33.8,3811779935,213,0.9,3811779927,56,Back,3811779931,141,46.1,3811779933,212,13.0,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465946851,7,1,1,0,12,agh9ifb2mw3ivjusgedj7c3fe,1,36.3,37.1,2022-10-01T19:00:21.557Z,2022-10-02T04:56:43Z,3813373507,178,,3811780033,141,23.7,3811780037,213,4.4,3811780031,140,33.3,3811780029,56,Back,3811780035,212,9.6,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465946885,8,1,1,0,14,agh9ifb2mw3ivjusgedj7c3fe,1,32.9,23.3,2022-10-01T19:00:23.490Z,2022-10-02T04:56:48Z,3811780183,140,32.4,3811780181,56,Back,3813374071,178,,3811780187,212,13.9,3811780185,141,2.8,3811780189,213,4.7,,,,,,,4ct72ovumvt09au6gpulwpjv9,F. Kessié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465946913,9,1,1,0,18,agh9ifb2mw3ivjusgedj7c3fe,1,34.3,4.4,2022-10-01T19:00:27.061Z,2022-10-02T04:56:55Z,3811780357,141,26.1,3813374217,178,,3811780353,56,Back,3811780355,140,23.1,3811780359,212,18.9,3811780361,213,2.2,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465946961,10,1,1,0,21,agh9ifb2mw3ivjusgedj7c3fe,1,25.7,32.4,2022-10-01T19:00:30.400Z,2022-10-02T04:56:58Z,3811780657,212,21.5,3811780651,56,Back,3811780653,140,27.0,3811780659,213,1.5,3813374287,178,,3811780655,141,64.0,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465946993,11,1,1,0,23,agh9ifb2mw3ivjusgedj7c3fe,1,34.3,70.8,2022-10-01T19:00:32.768Z,2022-10-02T04:57:02Z,3813374403,178,,3811780833,212,15.0,3811780831,141,89.6,3811780827,56,Back,3811780835,213,1.0,3811780829,140,41.8,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947003,12,1,1,0,27,agh9ifb2mw3ivjusgedj7c3fe,1,39.4,87.4,2022-10-01T19:00:36.795Z,2022-10-02T04:57:04Z,3811780877,213,4.9,3811780871,140,41.6,3811780873,141,71.4,3811780869,56,Back,3811780875,212,11.1,3813374427,178,,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947025,13,1,1,0,29,agh9ifb2mw3ivjusgedj7c3fe,1,41.6,71.4,2022-10-01T19:00:37.955Z,2022-10-02T04:57:06Z,3811780983,140,27.8,3811780987,212,14.5,3811780981,56,Back,3811780989,213,3.1,3811780985,141,72.7,3813374483,178,,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947111,14,1,1,0,30,agh9ifb2mw3ivjusgedj7c3fe,1,27.8,72.7,2022-10-01T19:00:39.686Z,2022-10-02T04:57:08Z,3813374525,178,,3811781437,56,Back,3811781445,213,4.8,3811781443,212,23.6,3811781439,140,28.8,3811781441,141,38.0,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947149,15,1,1,0,37,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,19.4,2022-10-01T19:00:46.339Z,2022-10-02T04:57:11Z,3813374615,178,,3811781615,213,5.6,3811781613,212,13.0,3811781605,56,Right,3811781611,141,7.3,3811781609,140,54.1,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947171,16,1,1,0,40,agh9ifb2mw3ivjusgedj7c3fe,1,54.1,9.1,2022-10-01T19:00:49.571Z,2022-10-02T04:57:13Z,3811781721,213,1.6,3811781713,56,Center,3813374673,178,,3811781717,141,36.4,3811781719,212,18.6,3811781715,140,53.6,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947199,17,1,1,0,42,agh9ifb2mw3ivjusgedj7c3fe,1,52.8,40.7,2022-10-01T19:00:51.511Z,2022-10-02T04:57:16Z,3811781861,140,46.1,3811781871,213,2.1,3813374731,178,,3811781857,56,Back,3811781865,141,58.1,3811781869,212,13.8,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947233,18,1,1,0,46,agh9ifb2mw3ivjusgedj7c3fe,1,57.4,66,2022-10-01T19:00:55.727Z,2022-10-02T04:57:18Z,3811782049,56,Left,3811782059,213,1.3,3811782055,212,15.6,3811782053,141,88.4,3813374787,178,,3811782051,140,60.8,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947261,19,1,1,0,49,agh9ifb2mw3ivjusgedj7c3fe,1,64.7,82.9,2022-10-01T19:00:58.666Z,2022-10-02T04:57:22Z,3811782187,212,24.4,3813374863,178,,3811782181,56,Center,3811782183,140,85.2,3811782189,213,5.8,3811782185,141,66.0,3811782179,155,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465953663,127,61,1,0,51,agh9ifb2mw3ivjusgedj7c3fe,0,85.8,62.1,2022-10-01T19:01:00.115Z,2022-10-02T04:57:36Z,3811817121,56,Center,3813375145,178,,3813375143,15,,,,,,,,,,,,,,,,,4ct72ovumvt09au6gpulwpjv9,F. Kessié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947273,7,49,1,0,53,50x1m4u58lffhq6v6ga1hbxmy,1,10.3,31.8,2022-10-01T19:01:02.164Z,2022-10-02T04:57:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947305,8,1,1,0,53,50x1m4u58lffhq6v6ga1hbxmy,0,10.8,35.4,2022-10-01T19:01:02.226Z,2022-10-02T04:57:44Z,3811782429,141,73.3,3811782425,56,Back,3811782435,1,,3813375313,178,,3811782423,157,,3811782433,213,0.7,3811782427,140,41.9,3811782431,212,41.6,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947341,20,1,1,0,56,agh9ifb2mw3ivjusgedj7c3fe,1,54.1,31.5,2022-10-01T19:01:05.694Z,2022-10-02T04:57:50Z,3813375481,388,,3811782649,3,,3811782659,213,3.5,3811782655,141,24.1,3811782653,140,40.4,3811782657,212,15.2,3811782651,56,Back,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947347,21,49,1,0,59,agh9ifb2mw3ivjusgedj7c3fe,1,40.9,21.5,2022-10-01T19:01:08.507Z,2022-10-02T04:57:55Z,,,,,,,,,,,,,,,,,,,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947401,22,1,1,0,59,agh9ifb2mw3ivjusgedj7c3fe,1,40.9,21.5,2022-10-01T19:01:08.563Z,2022-10-02T04:57:57Z,3813375619,178,,3811782969,212,13.1,3811782965,140,49.4,3811782967,141,7.4,3811782971,213,5.5,3811782963,56,Back,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947681,21,45,1,1,5,50x1m4u58lffhq6v6ga1hbxmy,0,31.2,81.2,2022-10-01T19:01:14.432Z,2022-10-02T04:58:04Z,3811784443,56,Back,3811784445,285,,3811784643,233,23,,,,,,,,,,,,,,,,baax58gbtxlbuj3duulpms4q1,I. Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947413,23,3,1,1,5,agh9ifb2mw3ivjusgedj7c3fe,1,68.8,18.8,2022-10-01T19:01:14.432Z,2022-10-02T04:58:04Z,3811784635,233,21,3811783025,56,Right,3813375789,178,,3811783027,286,,3813117239,464,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947419,24,3,1,1,6,agh9ifb2mw3ivjusgedj7c3fe,0,71.4,20.4,2022-10-01T19:01:14.879Z,2022-10-02T04:58:11Z,3813375907,178,,3813117321,464,,3811783149,233,9,3811783045,56,Right,3811783047,286,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947425,9,7,1,1,6,50x1m4u58lffhq6v6ga1hbxmy,0,28.6,79.6,2022-10-01T19:01:14.993Z,2022-10-02T04:58:17Z,3811783107,233,24,3813376063,178,,3811783077,285,,3813117419,385,,3811783075,56,Back,,,,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947433,25,1,1,1,6,agh9ifb2mw3ivjusgedj7c3fe,0,65.8,21.3,2022-10-01T19:01:15.828Z,2022-10-02T04:58:23Z,3813376215,178,,3811783119,56,Right,3811783123,141,17.4,3811783127,213,5.6,3811783121,140,68.9,3811783125,212,4.2,,,,,,,4ct72ovumvt09au6gpulwpjv9,F. Kessié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947427,10,49,1,1,8,50x1m4u58lffhq6v6ga1hbxmy,1,29.1,77.3,2022-10-01T19:01:17.433Z,2022-10-02T04:58:26Z,,,,,,,,,,,,,,,,,,,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947441,11,43,1,1,8,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-10-01T19:01:17.565Z,2022-10-01T19:02:39Z,3811788259,144,1,3811783175,56,Back,3811783179,141,79.7,3811783181,212,2.8,3811783183,213,2.4,3811783177,140,29.3,,,,,,,baax58gbtxlbuj3duulpms4q1,I. Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947461,12,1,1,1,9,50x1m4u58lffhq6v6ga1hbxmy,1,29.6,80,2022-10-01T19:01:18.329Z,2022-10-02T04:58:29Z,3811783297,140,41.8,3811783295,56,Back,3811783299,141,68.4,3811783303,213,5.7,3813376333,178,,3811783301,212,15.0,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947481,13,1,1,1,10,50x1m4u58lffhq6v6ga1hbxmy,1,41.1,70.6,2022-10-01T19:01:19.512Z,2022-10-02T04:58:33Z,3811783407,140,33.0,3811783413,213,2.9,3813376425,178,,3811783411,212,8.7,3811783405,56,Back,3811783409,141,73.2,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947509,14,1,1,1,12,50x1m4u58lffhq6v6ga1hbxmy,1,34.4,70.6,2022-10-01T19:01:21.148Z,2022-10-02T04:58:36Z,3811783551,212,8.9,3811783553,213,0.5,3811783543,56,Back,3813376477,178,,3811783547,140,42.0,3811783549,141,76.3,,,,,,,baax58gbtxlbuj3duulpms4q1,I. Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947529,15,1,1,1,14,50x1m4u58lffhq6v6ga1hbxmy,1,43.4,84.1,2022-10-01T19:01:23.038Z,2022-10-02T04:58:44Z,3811783657,212,8.0,3811783651,140,47.1,3811783653,141,94.4,3811783659,213,1.1,3813376627,178,,3811783649,56,Back,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947569,16,1,1,1,15,50x1m4u58lffhq6v6ga1hbxmy,1,47.1,93,2022-10-01T19:01:24.116Z,2022-10-02T04:58:47Z,3813376705,178,,3811783865,212,3.5,3811783867,213,5.4,3811783861,140,49.1,3811783859,56,Back,3811783863,141,88.9,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947585,17,1,1,1,19,50x1m4u58lffhq6v6ga1hbxmy,0,69.8,85.6,2022-10-01T19:01:28.198Z,2022-10-02T04:58:52Z,3811783935,141,60.9,3811783939,213,5.1,3811783931,56,Center,3811783937,212,18.5,3811783933,140,77.1,3813376781,178,,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947589,26,49,1,1,20,agh9ifb2mw3ivjusgedj7c3fe,1,18.9,39.5,2022-10-01T19:01:29.296Z,2022-10-02T04:59:00Z,,,,,,,,,,,,,,,,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947597,27,1,1,1,20,agh9ifb2mw3ivjusgedj7c3fe,0,18.9,39.5,2022-10-01T19:01:29.354Z,2022-10-02T04:59:03Z,3813376985,178,,3811783991,213,5.9,3811783983,56,Back,3811783987,141,30.9,3811783985,140,31.2,3811783989,212,14.2,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947609,18,49,1,1,22,50x1m4u58lffhq6v6ga1hbxmy,1,63.6,65.5,2022-10-01T19:01:31.378Z,2022-10-02T04:59:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947629,19,1,1,1,22,50x1m4u58lffhq6v6ga1hbxmy,1,64.3,64.2,2022-10-01T19:01:31.696Z,2022-10-02T04:59:12Z,3811784155,213,4.6,3811784151,141,42.4,3811784153,212,15.0,3813377195,178,,3811784147,56,Center,3811784149,140,62.2,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947643,20,1,1,1,24,50x1m4u58lffhq6v6ga1hbxmy,0,63,39.8,2022-10-01T19:01:33.535Z,2022-10-02T04:59:15Z,3811784231,212,14.1,3811784227,140,75.1,3811784225,56,Center,3811784235,213,0.4,3813377249,178,,3811784229,141,48.7,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947653,28,49,1,1,26,agh9ifb2mw3ivjusgedj7c3fe,1,24.7,55.8,2022-10-01T19:01:35.157Z,2022-10-02T04:59:29Z,,,,,,,,,,,,,,,,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947675,29,1,1,1,26,agh9ifb2mw3ivjusgedj7c3fe,1,25,56.6,2022-10-01T19:01:35.265Z,2022-10-02T04:59:24Z,3813377485,178,,3811784421,213,1.1,3811784419,212,9.6,3811784415,140,29.4,3811784413,56,Back,3811784417,141,69.0,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947689,30,1,1,1,28,agh9ifb2mw3ivjusgedj7c3fe,1,29.3,69.1,2022-10-01T19:01:36.983Z,2022-10-02T04:59:36Z,3811784475,56,Back,3811784479,141,74.7,3811784477,140,21.7,3811784483,213,2.7,3811784481,212,8.8,3813377713,178,,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947717,31,1,1,1,30,agh9ifb2mw3ivjusgedj7c3fe,1,23,74.5,2022-10-01T19:01:38.955Z,2022-10-02T04:59:38Z,3811784657,140,29.8,3813377785,178,,3811784661,212,16.3,3811784659,141,53.0,3811784655,56,Back,3811784663,213,5.2,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947747,32,1,1,1,32,agh9ifb2mw3ivjusgedj7c3fe,1,30.5,46.7,2022-10-01T19:01:40.922Z,2022-10-02T04:59:42Z,3813377841,178,,3811784837,56,Back,3811784845,213,4.3,3811784841,141,17.3,3811784839,140,22.3,3811784843,212,21.8,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
