id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2495628479,1,34,16,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2023-01-07T16:24:00.819Z,2023-01-07T18:31:16Z,3968725639,30,"6ekdnbnk56xlxforb5owt3dn9, 9n447dc5s8na89g3ovx9zvbv9, 9ej7t1srxjcxe5p627eumn6d, 3n66mcws9belxbv3pu5uwhfu2, 9dewnn65ylruq567thg7ebqhh, 9t88fceutc2x108ga0qkzkafp, baax58gbtxlbuj3duulpms4q1, 7ubtan6a51o79w469zawrqqqd, 3pwr7lqvo4o08c4nvzqpuue39, 9e7b5cm66oxf26fmp33yuppsl, 3j66drshfcoje5wb7gjybi9qt, dtuwn06lnvxugaj637i553r2t, esk1w6ycz34w1r3te22shohrd, cjtqtr93yjd3ee7tslzi1bd9l, 3h58t56r9if0oh4qd3gz1wfrp, 2wdjbfzaiokiawrbn5wzsx61h, 2td3iejdken4orcduqrdutrhm, 4sz26vstr6b7b110eri7f42jt, 22dchchxwrsty67ultrs61qz9, 4uuvyzac4sd4ysjpv9eng1d5h, bfphipc0ydemnv7p3kib5r7qh, 8b3igmuipfhfzm39ack89de96, ec26i7ddimq76bit2zz8fbsnp",3968725647,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968725641,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968725651,197,348,3968725645,130,17,3968725643,59,"1, 20, 18, 6, 21, 24, 12, 4, 7, 14, 23, 2, 3, 5, 8, 9, 10, 13, 15, 16, 17, 19, 22",3968725649,194,9dewnn65ylruq567thg7ebqhh,3968725653,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495630095,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-07T16:25:22.251Z,2023-01-07T17:33:46Z,3968734369,197,273,3968734363,194,74gwlzg12wr9pkwmdh9xpa505,3968734351,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968734357,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968734373,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968734349,30,"74gwlzg12wr9pkwmdh9xpa505, dka9aakcyyvh98m2uhkvs6qz8, 9tp35qqu1heburu0g5wa6jv56, 234yd91ki5snm5wipuxzogkp, 3fatiz92fyc3cn91ca11i0iqd, 81egd7oua1lfq2j8lke5z0ueh, b6rbjpzuq9vo9kdil1tlyl2ad, 1whtyw1adggpz4j1xp7sjbeg9, 1jffh172t15s6ws7nou0fc251, 2z183ceh099zdd3wq5fvs1aay, 2z101tpx36mno6neclyrym8yd, d8v7fh30bn0rbhj0lgn1j17th, 8vdhfk7vik10ia4uv8zh1lbyt, 66t7zm54jgmcjtiizl9g0rkkp, cj24ptt1lvwh7hakewqydobf9, 7v5zw48zp3pxd39q1i2qmul79, bqckicfyy7s8vqugcwwvwp5n9, 1jz6a0l9q2v38adtntoe30t1, 458bvyiuixqgsysikrpoirxlh, 46gpq48n4d5bntwa8v2t78hcl, d8om2m3knmfqt17u5emlapi50, b64ooee68x644gdibifgssrh0",3968734353,59,"1, 27, 39, 8, 24, 15, 17, 6, 16, 11, 10, 2, 3, 4, 9, 12, 14, 19, 20, 21, 31, 32",3968734355,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495681631,2,32,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2023-01-07T17:30:20.836Z,2023-01-08T11:12:46Z,3969008249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495681641,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-07T17:30:20.836Z,2023-01-07T17:30:23Z,3969008289,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495681681,3,1,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,49.9,50.2,2023-01-07T17:30:20.839Z,2023-01-08T11:20:22Z,3969008489,212,25.2,3969008483,56,Back,3969008485,140,46.1,3969896357,178,,3969008493,279,S,3969008491,213,4.6,3969009385,189,,3969008487,141,13.6,3j66drshfcoje5wb7gjybi9qt,A. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495681677,3,43,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-07T17:30:20.936Z,2023-01-07T17:30:52Z,3969008461,213,2.7,3969008455,141,62.7,3969009881,144,1,3969008457,212,20.1,3969008447,56,Back,3969008471,189,0,3969008451,140,32.8,3969008465,279,S,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495681695,4,1,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,44.4,13.5,2023-01-07T17:30:21.376Z,2023-01-08T11:32:10Z,3969008577,140,30.8,3969008583,213,2.7,3969895505,178,,3969008581,212,15.9,3969008575,56,Back,3969008579,141,23.8,,,,,,,9n447dc5s8na89g3ovx9zvbv9,G. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495681727,5,1,1,0,3,50x1m4u58lffhq6v6ga1hbxmy,1,28.9,27.8,2023-01-07T17:30:24.624Z,2023-01-08T11:32:16Z,3969008743,141,59.8,3969008745,212,21.8,3969008741,140,27.6,3969008739,56,Back,3969899485,178,,3969008747,213,1.6,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495681687,4,43,1,0,4,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-07T17:30:25.162Z,2023-01-07T17:30:53Z,3969008557,189,0,3969009907,144,61,3969008521,56,Back,,,,,,,,,,,,,,,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495681749,6,1,1,0,9,50x1m4u58lffhq6v6ga1hbxmy,1,30.1,64,2023-01-07T17:30:30.278Z,2023-01-08T11:32:25Z,3969008851,140,31.3,3969899503,178,,3969008847,56,Back,3969008857,212,18.5,3969008855,141,91.2,3969008859,213,1.5,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
