id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2522545483,1,34,16,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-03-19T16:14:56.336Z,2023-03-19T17:31:21Z,4110597627,197,1579,4110597617,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4110597623,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110597615,30,"vota9gwygxp3wc998tl7ldxx, 1p6ccbu8hzugj05qtea21rw7p, 5l6e9nd0defapk1w2ucndowr9, qg0ok4244nmslpvxnoj6zn8q, 32sds4yk7ch30mng0gyzhdk9h, 9see13i1f0n1ju4uhs8sijutx, dkv5svrbfiq996qchro44dfpx, ch1lxxbn01at4jmkafy4uevh1, b64p21hmhsqgrn6n04mk00zpx, 52e2ogoex674bz6pcwluapdxx, entqiwoor6dhwqcg5s82krfth, 1f2t5vsayiiluw330yiw4ft1x, 2zgcbp9g85uxudxadiw3twmvp, ckne0j1fs5cxufyicjbygdi39, 3f673373jylbr4ir0bklci40l, eiqt71z69beq7akuhot0foset, 8lg4tqh5bepeexbhghyr7pze2, aso41hpuq5oh825n83boc5x0q, 5lzbyj5i0cotpry4gneap8c89, bh4a2zneilpvi1t7etuhkfl61, 5mj2vxkh3pmkbwj139mp93n4l",4110597629,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110597619,59,"13, 22, 9, 4, 23, 2, 20, 5, 10, 19, 17, 1, 3, 7, 8, 11, 14, 16, 21, 24, 27",4110597625,194,9see13i1f0n1ju4uhs8sijutx,4110597621,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522549229,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-03-19T16:18:40.657Z,2023-03-19T18:10:32Z,4110617881,59,"13, 16, 19, 3, 22, 6, 21, 8, 5, 18, 25, 1, 2, 7, 9, 10, 12, 14, 15, 36, 43",4110617837,30,"c9cp6fxbxyc2a3kfotkompxx, 2mg2n8e1d83gbeykfwzz0fumt, djal5dsafpnhip4lu0ait94np, asweknp9d99safr6p9va75h3p, rlgrvvibryod2g92hqc97ii2, 6vvwhgic29fekmmj2cg62ytp1, 8n4f10q0l2wjhhfdkpp8kfzdh, 8ycvfctf7c3yljnbtltsogkph, 8ty68f4i1lwjdktycd2oy5a6t, ekm47qd8w1x0456lm1tmf5re1, cjd62gwj9ptwrrtu6y6xnpeui, bahph7009sc73jl6s2bramn6d, 1y74tse0vpdxanxf152cc8jjd, 5c4ku1hmhy6l9dq8a5jp1qf9x, aaw54l5a40rviv8w0um4h12ol, depu0zp8jqcyv0jzf5r9yums5, 4sojot9t32l4a6fm3e39xkcfd, 2lwjtphx3bkjty9sds520l1ey, 4bbqmasyopxoymo4umcxd4e09, 4b6a6kfczcu6k6u16qpplbx90, 35i9zcb2szve0ydjga9qnj384",4110617891,194,2mg2n8e1d83gbeykfwzz0fumt,4110617893,197,260,4110617895,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110617889,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110617839,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4110617885,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621315,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-03-19T17:32:29.024Z,2023-03-19T17:32:29Z,4111006993,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621351,2,32,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-03-19T17:32:29.024Z,2023-03-20T04:05:20Z,4111007189,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621369,3,1,1,0,0,10eyb18v5puw4ez03ocaug09m,1,50,50,2023-03-19T17:32:29.141Z,2023-03-20T04:51:07Z,4111007277,140,38.6,4111007273,56,Back,4111007281,212,12.2,4112251553,178,,4111007279,141,53.1,4111007283,213,3.0,4111007285,279,S,,,,8ty68f4i1lwjdktycd2oy5a6t,L. Ocampos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621387,4,1,1,0,2,10eyb18v5puw4ez03ocaug09m,1,38.3,48.4,2023-03-19T17:32:31.466Z,2023-03-20T04:51:26Z,4111007381,213,1.8,4111007373,56,Back,4111007377,141,58.5,4111007379,212,7.0,4111007375,140,37.1,4112251685,178,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621417,5,1,1,0,4,10eyb18v5puw4ez03ocaug09m,1,37.1,58.5,2023-03-19T17:32:33.087Z,2023-03-20T04:51:31Z,4111007521,141,88.1,4112251929,178,,4111007519,140,34.2,4111007525,213,1.7,4111007523,212,20.4,4111007517,56,Back,,,,,,,ekm47qd8w1x0456lm1tmf5re1,P. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621457,6,1,1,0,7,10eyb18v5puw4ez03ocaug09m,1,32.6,91.4,2023-03-19T17:32:36.828Z,2023-03-20T04:51:34Z,4112251955,178,,4111007747,56,Back,4111007755,213,4.2,4111007753,212,19.0,4111007749,140,24.0,4111007751,141,66.8,,,,,,,asweknp9d99safr6p9va75h3p,Alex Telles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621525,7,1,1,0,10,10eyb18v5puw4ez03ocaug09m,1,24.2,62,2023-03-19T17:32:39.572Z,2023-03-20T04:51:38Z,4112251993,178,,4111008101,140,11.0,4111008105,212,17.7,4111008107,213,3.8,4111008103,141,45.8,4111008099,56,Back,,,,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621531,8,61,1,0,13,10eyb18v5puw4ez03ocaug09m,0,16.5,47.4,2023-03-19T17:32:42.105Z,2023-03-20T04:51:47Z,4112252103,178,,4111008135,56,Back,,,,,,,,,,,,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621623,4,61,1,0,14,1n1j0wsl763lq7ee1k0c11c02,0,86.2,53.6,2023-03-19T17:32:43.069Z,2023-03-20T04:51:51Z,4112252191,178,,4111008539,56,Center,,,,,,,,,,,,,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621621,3,43,1,0,14,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-03-19T17:32:43.365Z,2023-03-19T18:30:28Z,4111008549,233,8,4111244057,144,7,4111008535,286,0,4111008533,56,Center,,,,,,,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621615,9,4,1,0,16,10eyb18v5puw4ez03ocaug09m,1,12.8,40.8,2023-03-19T17:32:45.090Z,2023-03-20T04:51:56Z,4111008677,233,5,4111008511,152,,4111008507,13,,4111008515,285,,4111008509,56,Back,4111008513,265,,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621639,5,4,1,0,16,1n1j0wsl763lq7ee1k0c11c02,0,87.2,59.2,2023-03-19T17:32:45.091Z,2023-03-20T04:51:55Z,4112252267,178,,4111008623,13,,4111008627,152,,4111008629,265,,4111008625,56,Center,4111008691,233,9,4111008631,286,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522622133,10,1,1,0,55,10eyb18v5puw4ez03ocaug09m,1,12.5,38.8,2023-03-19T17:33:24.517Z,2023-03-20T04:51:56Z,4111011307,56,Left,4111011315,213,0.5,4111011313,212,62.9,4111011301,5,,4111718397,189,,4111011303,157,,4111011305,152,,4111011317,1,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,4111011309,140,65.8,4111011311,141,81.0,4112252301,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522622169,11,1,1,0,57,10eyb18v5puw4ez03ocaug09m,1,61.7,87,2023-03-19T17:33:26.414Z,2023-03-20T04:52:11Z,4111011561,140,64.5,4111011565,212,8.1,4111011559,56,Left,4111011567,213,1.2,4111011563,141,98.1,4112252527,178,,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
