id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/17/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2461991023,11,1,1,0,21,10eyb18v5puw4ez03ocaug09m,1,13.6,24.8,2022-09-18T14:15:35.578Z,2022-09-19T04:41:29Z,3793203589,178,,3790777621,141,7.4,3790777619,140,18.8,3790777617,56,Back,3790777625,213,5.1,3790777623,212,13.0,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461991081,12,1,1,0,24,10eyb18v5puw4ez03ocaug09m,0,19.5,6.5,2022-09-18T14:15:38.287Z,2022-09-19T04:41:30Z,3790777925,212,30.6,3790777917,141,0.0,3790777897,155,,3790777903,56,Back,3790777929,213,6.1,3793203593,178,,3790777911,140,48.2,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461991453,3,5,1,0,26,74mcjsm72vr3l9pw2i4qfjchj,1,52.2,101.6,2022-09-18T14:15:40.406Z,2022-09-19T04:41:30Z,3790779675,347,,3790779705,233,13,3790779671,56,Left,,,,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461991093,13,5,1,0,26,10eyb18v5puw4ez03ocaug09m,0,47.8,-1.6,2022-09-18T14:15:40.406Z,2022-09-19T04:41:31Z,3790777983,56,Back,3790779755,233,3,3790777985,347,,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462434275,875,43,1,0,26,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-18T14:15:40.421Z,2022-09-19T05:07:16Z,3793226239,144,67,3793226221,233,776,,,,,,,,,,,,,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462434273,776,43,1,0,26,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-09-18T14:15:40.422Z,2022-09-19T05:07:16Z,3793226251,144,67,3793226231,233,875,,,,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462434269,874,43,1,0,26,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-18T14:15:40.476Z,2022-09-19T05:07:15Z,3793226207,144,67,3793226189,233,775,,,,,,,,,,,,,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462434267,775,43,1,0,26,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-09-18T14:15:40.477Z,2022-09-19T05:07:14Z,3793226195,233,874,3793226203,144,67,,,,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461991663,5,57,1,0,40,74mcjsm72vr3l9pw2i4qfjchj,0,0,0,2022-09-18T14:15:54.887Z,2022-09-19T04:41:31Z,3790780897,56,Left,,,,,,,,,,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461991903,14,57,1,0,40,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-18T14:15:54.887Z,2022-09-19T04:41:31Z,3790782009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461991489,4,43,1,0,41,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-09-18T14:15:55.154Z,2022-09-18T14:16:03Z,3790779849,141,94.5,3790780615,144,1,3790779853,213,4.9,3790779851,212,4.7,3790779845,56,Left,3790779843,107,0,3790779847,140,61.9,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461991935,15,1,1,0,57,10eyb18v5puw4ez03ocaug09m,1,41.4,0,2022-09-18T14:16:11.119Z,2022-09-19T04:41:32Z,3790782173,141,15.6,3790782167,107,,3790782175,212,17.7,3790782177,213,2.5,3790782169,56,Back,3790782171,140,28.4,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992001,16,1,1,1,0,10eyb18v5puw4ez03ocaug09m,1,25.9,18.8,2022-09-18T14:16:14.449Z,2022-09-19T04:41:32Z,3790782509,140,25.5,3790782513,141,57.3,3793203633,178,,3790782517,212,26.2,3790782519,213,1.6,3790782507,56,Back,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992069,17,1,1,1,3,10eyb18v5puw4ez03ocaug09m,1,25.4,61.1,2022-09-18T14:16:17.607Z,2022-09-19T04:41:32Z,3790782911,140,31.9,3790782917,213,1.2,3790782913,141,87.9,3793203641,178,,3790782915,212,19.5,3790782909,56,Back,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,Kike Salas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992143,18,1,1,1,6,10eyb18v5puw4ez03ocaug09m,1,33.8,90.1,2022-09-18T14:16:20.106Z,2022-09-19T04:41:33Z,3790783265,212,25.2,3790783257,155,,3790783263,141,87.3,3790783267,213,6.2,3790783261,140,57.7,3793203649,178,,3790783259,56,Left,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992149,19,61,1,1,7,10eyb18v5puw4ez03ocaug09m,0,57.7,87.3,2022-09-18T14:16:21.208Z,2022-09-19T04:41:33Z,3790783283,56,Left,3793203657,178,,,,,,,,,,,,,,,,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992153,6,49,1,1,9,74mcjsm72vr3l9pw2i4qfjchj,1,19.8,20.9,2022-09-18T14:16:23.889Z,2022-09-19T04:41:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992205,7,1,1,1,10,74mcjsm72vr3l9pw2i4qfjchj,1,19.8,20.9,2022-09-18T14:16:24.069Z,2022-09-19T04:41:34Z,3790783577,213,2.4,3790783575,212,19.9,3790783573,141,40.0,3790783571,140,5.5,3790783569,56,Back,3793203663,178,,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992299,8,1,1,1,12,74mcjsm72vr3l9pw2i4qfjchj,1,5.5,40,2022-09-18T14:16:26.361Z,2022-09-19T04:41:34Z,3793203669,178,,3790784121,213,5.0,3790784119,212,19.3,3790784117,141,13.0,3790784113,56,Back,3790784115,140,11.3,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992395,9,1,1,1,17,74mcjsm72vr3l9pw2i4qfjchj,1,19.7,8.3,2022-09-18T14:16:31.088Z,2022-09-19T04:41:34Z,3790784577,141,9.4,3790784535,155,,3790784541,56,Back,3790784593,212,17.3,3790784561,140,36.2,3790784609,213,0.0,3793203677,178,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462434537,780,67,1,1,18,74mcjsm72vr3l9pw2i4qfjchj,1,38,10.7,2022-09-18T14:16:32.243Z,2022-09-19T07:02:04Z,3793227455,233,879,,,,,,,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462434535,879,67,1,1,18,10eyb18v5puw4ez03ocaug09m,0,62,89.3,2022-09-18T14:16:32.244Z,2022-09-19T05:08:33Z,3793227465,233,780,,,,,,,,,,,,,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,Kike Salas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992409,10,1,1,1,18,74mcjsm72vr3l9pw2i4qfjchj,0,36.2,9.4,2022-09-18T14:16:32.257Z,2022-09-19T07:02:04Z,3793203687,178,,3790784681,140,38.6,3790784679,56,Back,3790784693,213,5.0,3790784689,212,7.8,3790784685,141,0.0,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992417,11,5,1,1,20,74mcjsm72vr3l9pw2i4qfjchj,0,41.4,-1.1,2022-09-18T14:16:34.667Z,2022-09-19T04:41:36Z,3790784751,347,,3790786377,233,20,3790784749,56,Back,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992717,20,5,1,1,20,10eyb18v5puw4ez03ocaug09m,1,58.6,101.1,2022-09-18T14:16:34.667Z,2022-09-19T04:41:35Z,3790786329,233,11,3790786291,347,,3790786289,56,Left,,,,,,,,,,,,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992751,21,1,1,1,37,10eyb18v5puw4ez03ocaug09m,1,55.9,100,2022-09-18T14:16:51.045Z,2022-09-19T04:41:36Z,3790786485,56,Left,3790786491,141,92.9,3790786489,140,61.4,3790786495,212,8.2,3790786481,107,,3790786497,213,5.5,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992781,22,1,1,1,37,10eyb18v5puw4ez03ocaug09m,1,61.7,92.9,2022-09-18T14:16:51.763Z,2022-09-19T04:41:36Z,3790786629,141,96.4,3790786633,213,2.3,3790786631,212,3.2,3793203721,178,,3790786627,140,59.7,3790786623,56,Left,,,,,,,8ycvfctf7c3yljnbtltsogkph,Joan Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992811,23,1,1,1,39,10eyb18v5puw4ez03ocaug09m,1,59.7,96.4,2022-09-18T14:16:52.986Z,2022-09-19T04:41:37Z,3790786819,141,93.8,3790786811,56,Left,3793203729,178,,3790786825,213,3.5,3790786815,140,55.2,3790786823,212,5.0,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992843,24,1,1,1,39,10eyb18v5puw4ez03ocaug09m,1,55.2,93.8,2022-09-18T14:16:53.777Z,2022-09-19T04:41:37Z,3790787003,213,5.0,3790786999,141,85.3,3790786997,140,57.0,3793203737,178,,3790787001,212,6.1,3790786995,56,Left,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461992893,25,1,1,1,40,10eyb18v5puw4ez03ocaug09m,1,56,82.8,2022-09-18T14:16:54.602Z,2022-09-19T04:41:37Z,3790787251,140,42.8,3790787253,141,65.7,3790787255,212,18.1,3793203745,178,,3790787249,56,Back,3790787257,213,3.8,,,,,,,8ycvfctf7c3yljnbtltsogkph,Joan Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993003,26,1,1,1,43,10eyb18v5puw4ez03ocaug09m,1,42.1,62.5,2022-09-18T14:16:57.162Z,2022-09-19T04:41:38Z,3793203755,178,,3790787759,212,33.0,3790787745,56,Right,3790787755,141,18.1,3790787767,1,,3790787763,213,5.1,3790787749,140,54.7,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993103,27,1,1,1,46,10eyb18v5puw4ez03ocaug09m,1,54.8,15.9,2022-09-18T14:17:00.199Z,2022-09-19T04:41:38Z,3790788291,56,Right,3790788299,213,5.8,3790788297,212,15.0,3790788295,141,5.3,3793203761,178,,3790788293,140,67.3,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993151,28,1,1,1,50,10eyb18v5puw4ez03ocaug09m,1,72.2,19.9,2022-09-18T14:17:04.283Z,2022-09-19T04:41:38Z,3790788559,212,15.9,3790788557,141,42.9,3790788563,213,1.8,3793203765,178,,3790788555,140,69.3,3790788553,56,Center,,,,,,,2mg2n8e1d83gbeykfwzz0fumt,Jesús Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993237,29,1,1,1,52,10eyb18v5puw4ez03ocaug09m,1,69.3,42.9,2022-09-18T14:17:06.265Z,2022-09-19T04:41:39Z,3790788999,140,63.8,3790789001,141,53.5,3790789009,213,2.2,3790788995,56,Center,3793203779,178,,3790789005,212,9.2,,,,,,,8ycvfctf7c3yljnbtltsogkph,Joan Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993399,30,1,1,1,54,10eyb18v5puw4ez03ocaug09m,1,63.1,55.6,2022-09-18T14:17:08.616Z,2022-09-19T04:41:39Z,3790789823,155,,3790789825,56,Left,3790789827,140,81.1,3790789831,212,30.9,3790789833,213,0.9,3793203783,178,,3790789829,141,91.5,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993453,31,1,1,2,0,10eyb18v5puw4ez03ocaug09m,0,79.2,90.4,2022-09-18T14:17:14.430Z,2022-09-19T04:41:39Z,3793203799,178,,3790790091,141,85.6,3790790087,56,Left,3790790095,213,3.9,3790790093,212,4.8,3790790089,140,75.8,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993445,12,49,1,2,1,74mcjsm72vr3l9pw2i4qfjchj,1,23,11.2,2022-09-18T14:17:15.648Z,2022-09-19T04:41:40Z,,,,,,,,,,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462186787,767,3,1,2,1,74mcjsm72vr3l9pw2i4qfjchj,0,28.3,17,2022-09-18T14:17:15.867Z,2022-09-19T04:41:40Z,3791843113,467,8ycvfctf7c3yljnbtltsogkph,3791843105,56,Back,3793203817,178,,3791843107,285,,3791843111,464,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993507,13,1,1,2,2,74mcjsm72vr3l9pw2i4qfjchj,1,22.2,13,2022-09-18T14:17:16.597Z,2022-09-19T04:41:40Z,3790790395,141,17.6,3790790393,140,12.8,3790790397,212,10.4,3790790399,213,2.8,3790790391,56,Back,3793203821,178,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993513,14,1,1,2,3,74mcjsm72vr3l9pw2i4qfjchj,0,12.8,17.6,2022-09-18T14:17:17.519Z,2022-09-19T04:41:41Z,3790790499,236,,3790790429,213,6.2,3790790509,286,,3793203829,178,,3790790421,56,Back,3790790501,233,32,3790790423,140,15.9,3790790425,141,17.0,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,3790791853,155,3790790427,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993523,32,74,1,2,3,10eyb18v5puw4ez03ocaug09m,1,80.5,86.3,2022-09-18T14:17:17.879Z,2022-09-19T04:41:41Z,3790790563,233,14,3793203837,178,,3790790457,285,,3790790453,56,Left,,,,,,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993611,15,1,1,2,4,74mcjsm72vr3l9pw2i4qfjchj,1,11.7,14.9,2022-09-18T14:17:18.834Z,2022-09-19T04:41:42Z,3790791027,141,3.7,3790791031,213,6.0,3790791023,56,Back,3790791025,140,34.0,3790791021,155,,3793203841,178,,3790791029,212,24.6,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461993659,16,3,1,2,9,74mcjsm72vr3l9pw2i4qfjchj,1,30.8,3.4,2022-09-18T14:17:23.398Z,2022-09-19T04:41:42Z,3791844121,464,,3790791329,285,,3790791327,56,Back,3793203849,178,,3790791431,233,33,,,,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
