id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2495519243,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-01-07T13:59:57.373Z,2023-01-07T13:59:57Z,3968137591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968137595,130,4,3968137599,194,e615cmv1tfzu84f0z8mwi5711,3968137589,30,"76r2yw3wtql61qh5l0yumdn85, 5soi8e2hlk77rlsbsl76hg3xl, a3w1uczgmswm3cwk4vmvoglhx, c29mprqv2ulztd22b6uckczx1, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, a7bs2dkwmy1cjryql6z3n9kut, 5zoz3mjooujpv0wdcphyrztd6, 2biwwlvzgsu5kmyw5w1adpmtx, 3bm08rp9rgzh6cjhk0picxs6h, 4eezya3lwcwur6c8s6rl0rzvu, 6wpnjdlg2p8f19y3gjpz1su6t, aza9jho12wrfa3oczxoj670mh, 4rktv6j9sioe0gmu7jt77fsh5, dfjph36vcwfj5cevut4x3vf11, 9m2qujt0h0zrd0n1akjqjo0r9, 12qc3dkodeb8ykg6pc0kqf2l1, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, eh70fwampgdyfv3hu25o2qx, eiqcjlj9kmitoj8g50vaglawa",3968137601,197,284,3968137597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968137593,59,"1, 8, 18, 10, 3, 4, 19, 16, 7, 11, 21, 2, 5, 9, 12, 14, 20, 22, 23, 24, 35",3968137603,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495520151,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-01-07T14:02:17.355Z,2023-01-07T14:02:17Z,3968142181,30,"6crmq7vzqts58wg196q48sc7p, 8wvkrrbqqthuwda8twg03yuax, 6q69l3ppqfqbryjubcrujfi6t, aipyotc87m5bdvmvizd5n69k9, 6fzbp94hf19ysotdassrqdc5x, 6w5wyari2p4bh2zzy2x2f6hg5, cdcbi6xmy0uts703489e0acb9, diod1hv5hv7v7z7mfleev1txx, c1mm3hdfcs78obhxmhailzidx, 1i9wi65k2foqwudeqiyih87hl, b4witgokm49tidm1a83qcvbop, eihwzqtt27l2l8iu990h68edx, 7o4nc6jwsi3quvnwinstqwyj9, 54h69199gtsavspwblux98dsl, 127eg3g8ig8j7obxtyc2tl8t1, en2c7z1raqmcwee78297pbnu2, 38bp85766w04a0nuulq5fiig9, bf2pf3hs8gcvub4ivlve12ymt, i48mf81fxn2af1xxjzfi8gr9, broq8imimhtlejtffissquy5m, 8blr43wb2ergbbialws9irq0a",3968142191,194,c1mm3hdfcs78obhxmhailzidx,3968142189,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968142195,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968142185,59,"1, 3, 23, 18, 22, 4, 8, 10, 9, 15, 20, 5, 6, 7, 11, 12, 13, 17, 19, 21, 26",3968142187,130,4,3968142193,197,239,3968142183,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495557975,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-01-07T15:15:12.058Z,2023-01-08T04:13:47Z,3968345829,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495557951,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-01-07T15:15:12.058Z,2023-01-07T15:15:12Z,3968345715,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495558073,3,1,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,50.1,50,2023-01-07T15:15:12.122Z,2023-01-08T06:50:11Z,3968346423,56,Back,3968346433,213,3.3,3968346435,279,S,3968346429,141,42.5,3968346431,212,29.8,3968346427,140,22.1,3969877733,178,,,,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495558137,4,1,1,0,5,3kq9cckrnlogidldtdie2fkbl,1,24.7,46.4,2023-01-07T15:15:17.420Z,2023-01-08T06:50:17Z,3968346763,56,Right,3968346771,213,5.7,3968346769,212,53.3,3968346765,140,67.0,3968346761,155,,3968346773,1,,3969877809,178,,3968346767,141,3.2,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495558153,5,44,1,0,8,3kq9cckrnlogidldtdie2fkbl,1,67.6,4.6,2023-01-07T15:15:20.663Z,2023-01-08T07:36:07Z,3968346857,56,Right,3968346859,286,,3968346877,233,3,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495558133,3,44,1,0,8,74mcjsm72vr3l9pw2i4qfjchj,0,32.4,95.4,2023-01-07T15:15:20.664Z,2023-01-08T06:50:20Z,3968346747,285,,3968346949,233,5,3968346745,56,Back,,,,,,,,,,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495558181,6,1,1,0,8,3kq9cckrnlogidldtdie2fkbl,0,67,3.2,2023-01-07T15:15:20.719Z,2023-01-08T07:36:08Z,3968347009,141,14.5,3968347005,140,78.0,3969877899,388,,3968346997,3,,3968347023,213,0.6,3968347001,56,Right,3968347015,212,13.9,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495558191,4,49,1,0,10,74mcjsm72vr3l9pw2i4qfjchj,1,23.9,88.7,2023-01-07T15:15:22.675Z,2023-01-08T06:50:27Z,,,,,,,,,,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
