id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2509989663,1,34,16,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-02-19T16:13:57.168Z,2023-02-19T17:36:52Z,4044178137,59,"13, 18, 17, 6, 3, 5, 11, 14, 9, 8, 10, 1, 2, 7, 12, 15, 16, 19, 22, 24, 31, 35",4044178131,30,"1tctbwsidibct7wphjgv8mdm2, e9wu8g45hq2c1vp07jktx0set, 8hm6d6395johhjsoe8jz6dcyd, 83n1qv6ypl625aolzjeqifv11, 9d5h5wxf44qu4fw3jk2pgis16, uzzq2p3s1qnb3wv1pee3mcph, 66jotyvbhtz5cjvhbby6luelm, 1rjzsyc8yt25tyelzg820if2t, ddvvwqxpsqqboupi3gx1ijhed, dfcbvsb7o18lavmonbp5ucwoa, 81png9xvfr224o03vaksp6aqd, 4vlurpsi44g09g159t61u83bp, 99ecb8p6h4ak4rizuz4087s6i, do5tibysnhbnbw18nwdo39kut, 3tzvbdszdrj1tayik9igbve8l, v7isqpxiursyjhj5rmhyhjv9, 7x2c4pr7hvku5zp0dnjcpy0yy, 488vwilxllk6nhf4o1wrh0gve, aow6cahecmexgd5qxt3esmaxh, ebj1tatpfyuedmk2y40i393h1, 5kd57453a90zahgdxwkghr816, 7bgioq7hxo5sco6m2ouji0gdl",4044178133,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4044485377,197,12043,4044178145,194,81png9xvfr224o03vaksp6aqd,4044178143,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044178147,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044178141,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509991037,1,34,16,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-02-19T16:15:54.767Z,2023-02-19T17:27:15Z,4044477747,197,17281,4044185429,194,b9kfek16otvdorssn0wzkb36d,4044185421,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4044185427,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044185425,130,2,4044185423,59,"13, 16, 23, 5, 2, 22, 14, 6, 8, 10, 21, 1, 3, 4, 9, 12, 17, 19, 20, 24, 33",4044185419,30,"2yt9oajv9dkbju8tgy1g2nmqd, ieu0x9fy8hpqyztdjg8bgpnt, cj3dik1dqyo2nf1jgmyn471sl, 3ga7qj3h3dbmqucxmaxhmrjdh, 548jzfl9higq44w9bgqvcjh05, am5gj5qg3gjtyhvwfnj8sjz6d, amxunh6enoc99r07cp7qt621h, b9kfek16otvdorssn0wzkb36d, 716n1970vi9rvw5b4w9qmjfth, 6fdvv4zs5pl6qj7pp6tsp5iad, 20m7tijt8jnedjd4x87olmaqd, cfhk5255hz4wbs2zsrq219a6t, b6gclblu9lz3sstpla966ik7p, 58qeglyxdi7y8ttg8sddv8set, b37h0rc96jh4e34x6iru2plud, 31wf775s975qy3il33oora8k5, 40h47dhimsmeiury61w1ourx1, 46kq5653o302ebz4o5yzsss0l, 59234as8h70fejyfm7492np3p, 9e7ybe0nsu3byq2tteey3zuy2, 2i7l7343hvxwlzytr57th52sq",4044185431,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510048695,2,32,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-02-19T17:34:10.530Z,2023-02-20T05:06:50Z,4044498827,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510048683,2,32,1,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-02-19T17:34:10.530Z,2023-02-19T17:34:10Z,4044498783,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510048707,3,1,1,0,0,3czravw89omgc9o4s0w3l1bg5,1,50,50.4,2023-02-19T17:34:11.273Z,2023-02-20T07:43:50Z,4044498893,56,Back,4044498897,140,40.7,4044498911,279,S,4045890057,178,,4044498901,141,45.4,4044498907,213,3.5,4044498903,212,10.3,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510048741,4,1,1,0,1,3czravw89omgc9o4s0w3l1bg5,1,40.4,45.8,2023-02-19T17:34:12.361Z,2023-02-20T07:43:55Z,4044499115,141,72.8,4044499113,140,28.6,4044499111,56,Back,4044499117,212,22.1,4045890119,178,,4044499119,213,2.2,,,,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510048763,5,1,1,0,5,3czravw89omgc9o4s0w3l1bg5,1,35.2,78.1,2023-02-19T17:34:16.392Z,2023-02-20T07:44:02Z,4044499217,56,Back,4045890235,178,,4044499219,140,37.9,4044499221,141,96.9,4044499225,213,1.4,4044499223,212,13.1,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510048797,6,1,1,0,7,3czravw89omgc9o4s0w3l1bg5,0,37.6,97.7,2023-02-19T17:34:17.632Z,2023-02-20T07:44:09Z,4045890355,178,,4044499379,141,82.8,4044499381,212,21.5,4044499371,56,Left,4044499375,140,55.7,4044499383,213,5.8,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510048811,3,49,1,0,8,4ku8o6uf87yd8iecdalipo6wd,1,46,12.5,2023-02-19T17:34:18.864Z,2023-02-20T07:44:18Z,,,,,,,,,,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510048821,4,1,1,0,8,4ku8o6uf87yd8iecdalipo6wd,0,46,12.5,2023-02-19T17:34:18.960Z,2023-02-20T07:44:30Z,4044499485,56,Right,4044499491,212,12.9,4044499493,213,5.9,4044499487,140,57.6,4045890579,178,,4044499489,141,6.2,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
