id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,assist
2533998393,9,4,1,0,20,3kq9cckrnlogidldtdie2fkbl,1,28.8,57.4,2023-04-15T19:03:15.026Z,2023-04-16T04:10:00Z,4192242839,285,,4192242837,152,,4192242835,56,Back,4192242833,294,,4192242831,13,,4192242945,233,3,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998405,3,4,1,0,20,82q9159y2u7mkfn3z6hy75r4o,0,71.2,42.6,2023-04-15T19:03:15.027Z,2023-04-16T04:10:00Z,4193877971,178,,4192242991,233,9,4192242903,13,,4192242911,286,,4192242907,56,Center,4192242909,152,,4192242905,294,,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998461,10,1,1,0,27,3kq9cckrnlogidldtdie2fkbl,1,30.7,60.3,2023-04-15T19:03:22.551Z,2023-04-16T04:10:10Z,4193878489,178,,4192243253,140,33.5,4192243257,212,21.4,4192243259,213,1.4,4192243249,152,,4192243247,5,,4192243255,141,91.5,4192243251,56,Back,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998485,11,1,1,0,29,3kq9cckrnlogidldtdie2fkbl,1,33.5,91.5,2023-04-15T19:03:24.747Z,2023-04-16T04:10:18Z,4192243355,140,43.7,4193878635,178,,4192243359,212,11.0,4192243357,141,94.9,4192243353,56,Back,4192243361,213,0.2,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998505,12,1,1,0,31,3kq9cckrnlogidldtdie2fkbl,1,43.7,94.9,2023-04-15T19:03:26.584Z,2023-04-16T04:10:28Z,4192243461,213,3.5,4193879215,178,,4192243457,141,91.5,4192243459,212,6.8,4192243455,140,37.6,4192243453,56,Back,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998513,13,1,1,0,33,3kq9cckrnlogidldtdie2fkbl,1,37.6,91.5,2023-04-15T19:03:28.305Z,2023-04-16T04:10:32Z,4192243495,141,76.7,4192243497,212,10.5,4192243499,213,5.0,4192243493,140,40.3,4193879359,178,,4192243491,56,Back,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998571,14,1,1,0,34,3kq9cckrnlogidldtdie2fkbl,1,40.3,76.7,2023-04-15T19:03:28.909Z,2023-04-16T04:10:41Z,4192243841,56,Back,4193879557,178,,4192243847,212,20.3,4192243849,213,2.7,4192243845,141,89.6,4192243843,140,22.9,,,,,,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998663,15,1,1,0,40,3kq9cckrnlogidldtdie2fkbl,1,23.1,83.3,2023-04-15T19:03:35.464Z,2023-04-16T04:10:45Z,4193879959,178,,4192244341,140,9.1,4192244339,56,Back,4192244345,212,24.1,4192244347,213,4.1,4192244343,141,55.3,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998731,16,1,1,0,46,3kq9cckrnlogidldtdie2fkbl,1,12.9,54.1,2023-04-15T19:03:41.689Z,2023-04-16T04:10:48Z,4192244741,56,Back,4192244743,140,20.2,4193880055,178,,4192244745,141,86.4,4192244747,212,23.3,4192244749,213,1.2,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998763,17,1,1,0,51,3kq9cckrnlogidldtdie2fkbl,1,28.2,89.9,2023-04-15T19:03:46.217Z,2023-04-16T04:10:53Z,4192244891,141,84.1,4192244889,140,34.9,4192244887,56,Back,4192244895,213,5.8,4192244893,212,8.1,4193880215,178,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998771,18,61,1,0,52,3kq9cckrnlogidldtdie2fkbl,1,34.9,84.1,2023-04-15T19:03:46.839Z,2023-04-16T04:10:58Z,4193880431,178,,4192244909,56,Back,,,,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998797,19,1,1,0,53,3kq9cckrnlogidldtdie2fkbl,0,32.2,98.1,2023-04-15T19:03:48.054Z,2023-04-16T04:11:08Z,4192245085,213,6.1,4193880725,178,,4192245401,236,,4192245079,140,37.4,4192245083,212,5.6,4192245077,56,Back,4192245403,233,4,4192245081,141,96.5,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,4192245407,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998847,4,74,1,0,53,82q9159y2u7mkfn3z6hy75r4o,1,60.7,3.4,2023-04-15T19:03:48.222Z,2023-04-16T04:11:15Z,4192245423,233,19,4193880969,178,,4192245361,56,Right,4192245365,285,,,,,,,,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533998863,5,5,1,0,55,82q9159y2u7mkfn3z6hy75r4o,0,66.4,-0.6,2023-04-15T19:03:49.921Z,2023-04-16T04:11:21Z,4192246445,233,20,4192245457,347,,4192245455,56,Right,,,,,,,,,,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999043,20,5,1,0,55,3kq9cckrnlogidldtdie2fkbl,1,33.6,100.6,2023-04-15T19:03:49.921Z,2023-04-16T04:11:20Z,4192246415,56,Back,4192246419,233,5,4192246417,347,,,,,,,,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999081,21,1,1,1,12,3kq9cckrnlogidldtdie2fkbl,1,37.8,100,2023-04-15T19:04:07.073Z,2023-04-16T04:11:24Z,4192246621,141,92.8,4192246609,56,Back,4192246605,107,,4192246627,213,5.5,4192246625,212,9.0,4192246615,140,44.0,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999123,22,1,1,1,14,3kq9cckrnlogidldtdie2fkbl,1,42.5,90.3,2023-04-15T19:04:08.988Z,2023-04-16T04:11:31Z,4192246817,56,Back,4192246819,140,46.9,4192246825,213,0.4,4192246823,212,5.0,4193881567,178,,4192246821,141,93.2,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999227,23,1,1,1,17,3kq9cckrnlogidldtdie2fkbl,1,58.8,87.9,2023-04-15T19:04:12.023Z,2023-04-16T04:11:50Z,4192247325,213,4.6,4192247315,141,70.8,4193882163,178,,4192247311,140,57.7,4192247321,212,11.7,4192247307,56,Center,,,,,,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999243,24,1,1,1,21,3kq9cckrnlogidldtdie2fkbl,0,72.9,39.4,2023-04-15T19:04:16.605Z,2023-04-16T04:11:55Z,4192247377,141,37.1,4192247379,212,2.3,4193882377,178,,4192247505,236,,4192247375,140,74.5,4192247373,56,Center,4192247507,233,6,4192247381,213,5.5,broq8imimhtlejtffissquy5m,Rodrygo,4192247511,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999259,6,74,1,1,22,82q9159y2u7mkfn3z6hy75r4o,1,24.6,64.1,2023-04-15T19:04:16.787Z,2023-04-16T04:11:59Z,4192247461,56,Back,4192247539,233,24,4193882567,178,,4192247463,285,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999303,7,49,1,1,23,82q9159y2u7mkfn3z6hy75r4o,1,27.2,50.7,2023-04-15T19:04:18.668Z,2023-04-16T04:12:06Z,,,,,,,,,,,,,,,,,,,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999325,8,1,1,1,23,82q9159y2u7mkfn3z6hy75r4o,0,28.6,59,2023-04-15T19:04:18.724Z,2023-04-16T04:12:09Z,4193882965,178,,4192247779,56,Back,4192247783,141,77.3,4192247787,213,0.6,4192247785,212,22.3,4192247781,140,46.2,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999329,25,4,1,1,26,3kq9cckrnlogidldtdie2fkbl,1,53.2,20,2023-04-15T19:04:21.556Z,2023-04-16T04:12:13Z,4192247911,233,10,4192247803,13,,4192247805,56,Right,4192247809,152,,4192247811,265,,4192247813,286,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999347,10,4,1,1,26,82q9159y2u7mkfn3z6hy75r4o,0,46.8,80,2023-04-15T19:04:21.557Z,2023-04-16T04:12:13Z,4192247881,56,Back,4192247879,13,,4192247883,152,,4193883101,178,,4192247887,285,,4192247927,233,25,4192247885,265,,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999333,9,43,1,1,27,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-04-15T19:04:22.700Z,2023-04-15T19:04:47Z,4192249259,144,61,4192247825,56,Back,,,,,,,,,,,,,,,,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999497,26,1,1,1,38,3kq9cckrnlogidldtdie2fkbl,1,52,17.3,2023-04-15T19:04:33.474Z,2023-04-16T04:12:17Z,4192248751,212,20.7,4192248741,5,,4193883173,178,,4192250023,189,,4192248745,56,Back,4192248747,140,35.6,4192248749,141,34.2,4192248743,152,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,4192248753,213,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999505,27,1,1,1,39,3kq9cckrnlogidldtdie2fkbl,1,36.6,38,2023-04-15T19:04:34.724Z,2023-04-16T04:12:22Z,4192248775,56,Back,4192248783,213,1.7,4192248779,141,65.1,4192248777,140,33.8,4193883385,178,,4192250235,189,,4192248781,212,18.7,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999535,28,1,1,1,43,3kq9cckrnlogidldtdie2fkbl,1,33.8,60.6,2023-04-15T19:04:37.906Z,2023-04-16T04:12:29Z,4193883617,178,,4192248943,213,4.8,4192248941,212,11.5,4192248935,56,Back,4192248937,140,35.0,4192248939,141,43.8,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999555,29,1,1,1,47,3kq9cckrnlogidldtdie2fkbl,1,38.5,60.6,2023-04-15T19:04:42.265Z,2023-04-16T04:12:33Z,4192249111,56,Back,4192249113,140,42.3,4192249115,141,96.1,4193883787,178,,4192249117,212,24.5,4192249119,213,1.4,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999591,30,1,1,1,49,3kq9cckrnlogidldtdie2fkbl,1,40.7,95.8,2023-04-15T19:04:44.204Z,2023-04-16T04:12:36Z,4192249365,213,3.9,4192249355,56,Back,4192249359,141,91.2,4192249357,140,37.7,4193883893,178,,4192249363,212,4.4,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999643,31,1,1,1,53,3kq9cckrnlogidldtdie2fkbl,1,40.1,85,2023-04-15T19:04:47.962Z,2023-04-16T04:12:41Z,4193884037,178,,4192249593,155,,4192249607,213,5.3,4192249595,196,,4192249611,1,,4192249601,141,15.1,4192249605,212,58.1,4192249599,140,72.0,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,4192249597,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999663,11,45,1,1,57,82q9159y2u7mkfn3z6hy75r4o,0,28.4,87.7,2023-04-15T19:04:52.043Z,2023-04-16T04:12:51Z,4192249751,56,Back,4192249753,285,,4192249813,233,32,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999667,32,3,1,1,57,3kq9cckrnlogidldtdie2fkbl,1,71.6,12.3,2023-04-15T19:04:52.043Z,2023-04-16T04:12:51Z,4192249759,286,,4192249757,56,Right,4192249783,233,11,4193884379,178,,4192787397,464,,,,,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999683,33,1,1,1,59,3kq9cckrnlogidldtdie2fkbl,0,70.7,21.7,2023-04-15T19:04:54.449Z,2023-04-16T04:13:02Z,4192249851,212,10.5,4193884705,178,,4192249847,140,74.6,4192249849,141,35.9,4192249845,56,Center,4192249853,213,1.2,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999689,12,61,1,2,0,82q9159y2u7mkfn3z6hy75r4o,1,27.1,68.4,2023-04-15T19:04:54.914Z,2023-04-16T04:13:08Z,4192249881,56,Back,4193884879,178,,,,,,,,,,,,,,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999705,13,49,1,2,1,82q9159y2u7mkfn3z6hy75r4o,1,21.8,47.4,2023-04-15T19:04:55.811Z,2023-04-16T04:13:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999857,14,1,1,2,2,82q9159y2u7mkfn3z6hy75r4o,1,24.2,42.2,2023-04-15T19:04:57.682Z,2023-04-16T04:13:14Z,4192250681,212,26.3,4192250675,56,Back,4192250677,140,34.6,4192250679,141,7.0,4192250683,213,5.1,4193885151,178,,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999903,15,1,1,2,16,82q9159y2u7mkfn3z6hy75r4o,1,72.7,5.4,2023-04-15T19:05:11.252Z,2023-04-16T04:13:21Z,4192250931,141,5.4,4192250929,140,64.1,4192250927,56,Right,4193885371,178,,4192250935,213,3.1,4192250933,212,9.0,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999969,16,1,1,2,19,82q9159y2u7mkfn3z6hy75r4o,1,67,5.6,2023-04-15T19:05:13.920Z,2023-04-16T04:13:24Z,4192251287,56,Right,4192251301,213,0.3,4192251291,140,88.0,4193885471,178,,4192251295,141,16.1,4192251297,212,23.2,,,,,,,2vvr0pc9xgoiq1pmxpjysyr8q,Raúl Parra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533999977,17,61,1,2,20,82q9159y2u7mkfn3z6hy75r4o,0,89,15.7,2023-04-15T19:05:15.422Z,2023-04-16T04:13:42Z,4193886027,178,,4192251329,56,Right,,,,,,,,,,,,,,,,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534000019,34,56,1,2,23,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-04-15T19:05:18Z,2023-04-16T04:14:01Z,4192251489,56,Back,,,,,,,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534000017,18,5,1,2,24,82q9159y2u7mkfn3z6hy75r4o,0,101.2,6.8,2023-04-15T19:05:19.312Z,2023-04-16T04:13:52Z,4192251483,346,,4192251637,233,35,4192251481,56,Right,,,,,,,,,,,,,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534000035,35,5,1,2,24,3kq9cckrnlogidldtdie2fkbl,1,-1.2,93.2,2023-04-15T19:05:19.312Z,2023-04-16T04:13:52Z,4192251559,56,Back,4192251561,346,,4192251619,233,18,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534000343,36,1,1,2,46,3kq9cckrnlogidldtdie2fkbl,1,5,38.8,2023-04-15T19:05:41.225Z,2023-04-16T04:14:16Z,4192253147,237,,4192253143,213,1.7,4192253141,212,10.1,4192253133,124,,4192253137,140,3.8,4192253139,141,53.6,4192254039,189,,4192253135,56,Back,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534000345,37,43,1,2,48,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-04-15T19:05:43.200Z,2023-04-15T20:00:47Z,4192253155,141,50.5,4192253157,212,12.3,4192253159,213,4.6,4192253153,140,3.2,4192254117,189,0,4192480481,144,1,4192253151,56,Back,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534000349,38,1,1,2,49,3kq9cckrnlogidldtdie2fkbl,1,3.7,52.2,2023-04-15T19:05:43.974Z,2023-04-16T04:14:19Z,4192253203,213,6.3,4192790419,189,,4192253201,212,15.8,4193887097,178,,4192253195,56,Back,4192253199,141,51.8,4192253197,140,18.7,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534000355,39,1,1,2,49,3kq9cckrnlogidldtdie2fkbl,1,17.9,50.7,2023-04-15T19:05:44.499Z,2023-04-16T04:14:27Z,4192253253,212,19.2,4192253255,213,4.0,4192253249,140,6.3,4192253247,56,Back,4192253251,141,28.9,4193887485,178,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
