id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/16/value,assist,qualifier/18/value,qualifier/17/value
2501312715,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-01-28T14:19:36.568Z,2023-01-28T15:15:00Z,3998563453,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998563457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998563445,30,"2e55g4q93y382cg7h0yk5rtud, cscn06kwqfzo09h0dc5ybt1pl, 9i7lb16qty1t21bnc5h7skclx, calrbl0kagr6zgnw2l8k626s5, awsod0zmnrukk21d4882ji7e1, 4ggz7e009bq3yltc9o6mifbah, eb3ci3a120om80v80mobsus8a, ezviixcyaaj162saxs2yl27s9, 308krssmz6irpfntht1ka78tm, 2wl6h1rlrfnn2mr65vuo3t815, ckaqxlw257qzj8vjdumvwbaad, 3e8mxxfs5q7gt4lg2beqpkwyd, 4ftlhtels58lyzfluwofzwxuy, 4mxx1oxkiexm0ha34utcmb17t, 1av9mmv19jwvc4xdr0p9owyxh, 4o6f3mnd39fx700o3jvj0wct1, 4ct72ovumvt09au6gpulwpjv9, 4q6kuikopbgls8y2rwqiu415h, bzgh5psb1janz9y3btpswngbu, yhipl27kpzoq85sizfyzmvx0, 5kodjbsarkql4vhs126p2vhwq, bnl1o2m4xcvwgaopuva7rnsb8",3998563449,59,"1, 23, 17, 5, 4, 24, 30, 21, 10, 22, 7, 2, 8, 13, 15, 18, 19, 20, 28, 31, 32, 38",3998563447,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998563455,194,calrbl0kagr6zgnw2l8k626s5,3998563451,130,4,3998843069,197,18172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501316189,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-01-28T14:24:01.227Z,2023-01-28T15:40:51Z,3998582343,194,8xd59g0c36012q6mg5f2fl239,3998582345,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998582341,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998582335,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998582339,130,2,3998582333,30,"eavhyxb9dfjh0jp5yzg8p8udx, 2nq5nzq35tfwc7po29dtwqp78, d7pzcnoztn30xoj5b2sr9slt6, cuqawmfekh86mgo758udxw7v9, 8ikm0hxyz2qaonz3qmynu0xqt, 8xd59g0c36012q6mg5f2fl239, ay89se5rytzay8md0yeadykq2, 2udtmz4lvh4vil16mxvo0j4l, 27hwtukeqxh91ch1f3qr1it49, c320492cbp1otejfp1i1oane1, bqmhsb2bsuuuijw2ci39l01k9, 4wbwcfbeokv5j4nuudbxgaw2d, 6navc0x6p4yqy76zyo3zocwr9, 3auwtiburdxrp2i5me2d97f11, 8tnz3pqkqdhbr08p96i9w8i96, 2do89l8kf9yuelzq1b5mo549h, 3xxwjf3ymu1j9825xjuwuknah, 9um7x9zd0e000zt57l3yearqh, 1acqdy7jz9v4i1jwf5u809byt, cabhrleu1pd1z0aarmf1zgkwl, bixz0as48s0jmvl2bdctr2tt6, 25h51j4zz5m180na6sy5ybbpw",3998582337,59,"13, 4, 3, 18, 2, 15, 20, 14, 9, 21, 17, 1, 7, 8, 11, 12, 16, 23, 24, 25, 26, 33",3998864955,197,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501380419,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-01-28T15:15:48.119Z,2023-01-28T21:30:51Z,3998907115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501380031,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-01-28T15:15:48.119Z,2023-01-28T15:15:48Z,3998905227,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501380155,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,50.2,50,2023-01-28T15:15:48.157Z,2023-01-28T21:56:55Z,4000818153,178,,3998905791,56,Back,3998905805,279,S,3998905801,213,3.1,3998905795,141,50.4,3998905793,140,37.3,3998905797,212,13.5,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501380259,4,1,1,0,1,agh9ifb2mw3ivjusgedj7c3fe,1,37.3,50.4,2023-01-28T15:15:49.126Z,2023-01-28T21:56:59Z,3998906331,56,Back,4000818249,178,,3998906333,140,38.7,3998906337,212,10.8,3998906341,213,1.4,3998906335,141,66.2,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501380459,5,1,1,0,3,agh9ifb2mw3ivjusgedj7c3fe,1,38.7,66.2,2023-01-28T15:15:51.942Z,2023-01-28T21:57:03Z,4000818381,178,,3998907291,141,33.1,3998907289,140,28.4,3998907295,212,25.0,3998907297,213,4.3,3998907287,56,Back,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501380495,6,1,1,0,7,agh9ifb2mw3ivjusgedj7c3fe,1,35.5,36.7,2023-01-28T15:15:55.383Z,2023-01-28T21:57:09Z,4000818535,178,,3998907529,141,71.0,3998907533,212,23.4,3998907519,56,Back,3998907537,213,1.6,3998907523,140,34.0,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501380585,7,1,1,0,9,agh9ifb2mw3ivjusgedj7c3fe,1,34,71,2023-01-28T15:15:57.994Z,2023-01-28T21:57:13Z,4000818623,178,,3998908065,213,1.3,3998908057,140,37.4,3998908053,56,Back,3998908061,212,15.0,3998908059,141,92.4,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501380717,8,1,1,0,12,agh9ifb2mw3ivjusgedj7c3fe,1,37.8,91.8,2023-01-28T15:16:00.153Z,2023-01-28T21:57:17Z,3998908831,212,15.3,3998908809,56,Back,3998908833,213,4.4,3998908817,140,33.7,3998908829,141,70.2,4000818703,178,,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
