id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value
2495899703,9,1,1,0,15,cobffe32r7g4skka9m19qib63,0,4.5,58.5,2023-01-08T13:02:51.191Z,2023-01-08T20:01:19Z,3970143977,1,,3970143971,141,47.9,3970143969,140,53.9,3970143965,157,,3970143973,212,52.4,3970143975,213,6.1,3971124079,178,,3970143967,56,Center,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899721,3,1,1,0,18,63f5h8t5e9qm1fqmvfkb23ghh,0,43.8,50.9,2023-01-08T13:02:54.656Z,2023-01-08T20:01:33Z,3971124307,178,,3970144059,140,56.4,3970144061,141,66.6,3970144055,3,,3970144069,213,0.7,3970144065,212,17.0,3970144057,56,Center,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899737,10,1,1,0,21,cobffe32r7g4skka9m19qib63,1,44.5,26.2,2023-01-08T13:02:57.698Z,2023-01-08T20:01:50Z,3970144181,212,10.8,3971124585,178,,3970144179,141,11.9,3970144175,56,Back,3970144183,213,4.3,3970144177,140,40.0,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899797,11,1,1,0,24,cobffe32r7g4skka9m19qib63,1,37.7,10.9,2023-01-08T13:03:00.500Z,2023-01-08T20:01:58Z,3970144501,212,7.2,3970144497,140,42.0,3971124727,178,,3970144499,141,19.2,3970144503,213,0.9,3970144495,56,Back,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899833,12,1,1,0,31,cobffe32r7g4skka9m19qib63,1,35.4,2.2,2023-01-08T13:03:06.806Z,2023-01-08T20:02:09Z,3971125025,178,,3970144711,213,2.3,3970144707,141,48.4,3970144713,1,,3970144705,140,9.6,3970144709,212,41.5,3970144703,56,Back,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899837,13,1,1,0,36,cobffe32r7g4skka9m19qib63,0,10,51.3,2023-01-08T13:03:12.101Z,2023-01-08T20:02:17Z,3970144735,141,57.1,3970144739,213,0.1,3970144733,140,56.8,3970144741,1,,3970144729,157,,3970144737,212,49.3,3971125257,178,,3970144731,56,Center,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899841,4,49,1,0,39,63f5h8t5e9qm1fqmvfkb23ghh,1,45.5,39.1,2023-01-08T13:03:14.737Z,2023-01-08T20:02:30Z,,,,,,,,,,,,,,,,,,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899857,5,1,1,0,40,63f5h8t5e9qm1fqmvfkb23ghh,1,45.7,39.1,2023-01-08T13:03:15.957Z,2023-01-08T20:02:38Z,3970144839,140,52.8,3970144841,141,28.3,3970144837,56,Center,3970144843,212,10.5,3970144845,213,5.5,3971125613,178,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899879,6,1,1,0,40,63f5h8t5e9qm1fqmvfkb23ghh,1,52.8,28.3,2023-01-08T13:03:16.609Z,2023-01-08T20:02:52Z,3970144987,140,35.2,3970144991,212,18.5,3970144997,156,,3970144989,141,27.0,3970144985,56,Back,3971126069,178,,3970144993,213,3.2,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899919,7,1,1,0,43,63f5h8t5e9qm1fqmvfkb23ghh,1,35.2,27,2023-01-08T13:03:19.461Z,2023-01-08T20:02:59Z,3970145171,56,Back,3970145177,212,32.8,3971126297,178,,3970145181,1,,3970145173,140,26.5,3970145179,213,1.9,3970145175,141,73.3,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899945,8,1,1,0,49,63f5h8t5e9qm1fqmvfkb23ghh,1,30.1,70.6,2023-01-08T13:03:24.837Z,2023-01-08T20:03:05Z,3971126447,178,,3970145325,213,4.7,3970145323,212,24.5,3970145317,56,Back,3970145321,141,34.5,3970145319,140,30.3,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899981,9,1,1,0,54,63f5h8t5e9qm1fqmvfkb23ghh,1,32.5,35.8,2023-01-08T13:03:30.437Z,2023-01-08T20:03:13Z,3970145513,56,Back,3970145519,212,22.7,3970145521,213,1.5,3970145515,140,33.3,3970145517,141,69.1,3971126699,178,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495899997,10,1,1,0,59,63f5h8t5e9qm1fqmvfkb23ghh,1,40,61.4,2023-01-08T13:03:35.669Z,2023-01-08T20:03:21Z,3970145607,141,34.2,3970145611,213,4.6,3971126903,178,,3970145609,212,18.7,3970145603,56,Back,3970145605,140,37.5,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900015,11,1,1,1,3,63f5h8t5e9qm1fqmvfkb23ghh,1,38.2,34.2,2023-01-08T13:03:39.557Z,2023-01-08T20:03:29Z,3970145701,212,17.8,3971127031,178,,3970145699,141,8.5,3970145695,56,Back,3970145703,213,4.9,3970145697,140,41.6,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900023,12,1,1,1,5,63f5h8t5e9qm1fqmvfkb23ghh,1,41.5,7.9,2023-01-08T13:03:41.347Z,2023-01-08T20:03:42Z,3970145745,213,6.1,3970145743,212,15.4,3970145737,56,Right,3970145741,141,3.8,3970145739,140,55.9,3971127355,178,,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900027,13,1,1,1,6,63f5h8t5e9qm1fqmvfkb23ghh,1,55.9,3.8,2023-01-08T13:03:42.301Z,2023-01-08T20:04:00Z,3970145765,168,,3970145769,140,66.5,3970145771,141,8.2,3970145775,213,0.3,3970145773,212,11.5,3971127867,178,,3970145767,56,Right,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900039,14,61,1,1,8,63f5h8t5e9qm1fqmvfkb23ghh,0,65.8,7,2023-01-08T13:03:43.824Z,2023-01-08T20:04:13Z,3970145849,56,Right,3971128229,178,,,,,,,,,,,,,,,,,,,,1qkep5ck252k1g3oqza5ygh61,T. Kubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900059,14,5,1,1,9,cobffe32r7g4skka9m19qib63,1,22.9,101.6,2023-01-08T13:03:45.148Z,2023-01-08T20:04:23Z,3970145977,56,Back,3970145999,233,15,3970145979,347,,,,,,,,,,,,,,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900043,15,5,1,1,9,63f5h8t5e9qm1fqmvfkb23ghh,0,77.1,-1.6,2023-01-08T13:03:45.148Z,2023-01-08T20:04:23Z,3970145893,347,,3970145891,56,Right,3970146011,233,14,,,,,,,,,,,,,,,,1qkep5ck252k1g3oqza5ygh61,T. Kubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900161,15,1,1,1,22,cobffe32r7g4skka9m19qib63,1,25.6,100,2023-01-08T13:03:57.902Z,2023-01-08T20:04:29Z,3970146561,213,5.9,3970146555,140,38.3,3970146553,56,Back,3970146559,212,14.4,3970146551,107,,3970146557,141,92.9,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900165,16,61,1,1,23,cobffe32r7g4skka9m19qib63,0,39.5,90.3,2023-01-08T13:03:59.125Z,2023-01-08T20:04:40Z,3970146575,56,Back,3971128785,21,,3971128787,178,,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900157,16,49,1,1,24,63f5h8t5e9qm1fqmvfkb23ghh,1,67.4,9.7,2023-01-08T13:04:00.320Z,2023-01-08T20:04:53Z,,,,,,,,,,,,,,,,,,,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900167,17,1,1,1,24,63f5h8t5e9qm1fqmvfkb23ghh,1,67.1,11.6,2023-01-08T13:04:00.342Z,2023-01-08T20:05:00Z,3971129243,178,,3970146579,140,61.0,3970146581,141,13.0,3970146577,56,Right,3970146583,212,6.5,3970146585,213,3.0,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900169,18,61,1,1,26,63f5h8t5e9qm1fqmvfkb23ghh,0,64.2,13.7,2023-01-08T13:04:01.873Z,2023-01-08T20:05:35Z,3970146589,56,Right,3971130077,178,,,,,,,,,,,,,,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900179,17,43,1,1,26,cobffe32r7g4skka9m19qib63,1,0,0,2023-01-08T13:04:02.384Z,2023-01-08T13:04:52Z,3970148287,144,74,3970146623,56,Back,3970146625,285,0,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900187,18,49,1,1,27,cobffe32r7g4skka9m19qib63,1,36.6,78.3,2023-01-08T13:04:03.002Z,2023-01-08T20:05:56Z,,,,,,,,,,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900213,19,1,1,1,28,cobffe32r7g4skka9m19qib63,1,43.4,67.2,2023-01-08T13:04:04.356Z,2023-01-08T20:06:06Z,3971130839,178,,3970146833,212,16.4,3970146827,56,Back,3970146835,213,5.0,3970146831,141,43.9,3970146829,140,47.6,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900249,20,1,1,1,30,cobffe32r7g4skka9m19qib63,1,48,41.2,2023-01-08T13:04:06.272Z,2023-01-08T20:06:14Z,3970147009,140,58.7,3970147015,213,5.2,3971131141,178,,3970147013,212,22.9,3970147011,141,11.8,3970147007,56,Right,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900265,22,50,1,1,35,cobffe32r7g4skka9m19qib63,1,75,8.8,2023-01-08T13:04:11.077Z,2023-01-08T20:06:35Z,3970147121,233,19,3970147109,286,,3970147107,56,Right,,,,,,,,,,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900255,21,43,1,1,35,cobffe32r7g4skka9m19qib63,1,0,0,2023-01-08T13:04:11.552Z,2023-01-08T13:04:28Z,3970147045,56,Right,3970147611,144,61,,,,,,,,,,,,,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900261,19,7,1,1,36,63f5h8t5e9qm1fqmvfkb23ghh,0,25,91.2,2023-01-08T13:04:12.297Z,2023-01-08T20:06:47Z,3970147089,56,Back,3970509059,385,,3971132039,178,,3970147091,285,,3970147115,233,22,,,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900315,23,1,1,1,43,cobffe32r7g4skka9m19qib63,1,61.8,7.9,2023-01-08T13:04:19.532Z,2023-01-08T20:07:00Z,3970147425,212,23.3,3970147423,141,24.7,3970147427,213,2.6,3970147421,140,42.5,3970147419,56,Back,3971132425,178,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900363,24,1,1,1,46,cobffe32r7g4skka9m19qib63,1,41.5,27,2023-01-08T13:04:22.004Z,2023-01-08T20:07:09Z,3971132683,178,,3970147667,141,52.8,3970147671,213,2.5,3970147665,140,19.3,3970147669,212,29.2,3970147663,56,Back,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495967517,777,1,1,1,51,cobffe32r7g4skka9m19qib63,1,18.3,54.2,2023-01-08T13:04:27.240Z,2023-01-08T20:07:16Z,3970510913,213,0.9,3971132865,178,,3970510905,56,Back,3970510909,141,71.5,3970510911,212,15.0,3970510907,140,27.1,,,,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495967673,778,1,1,1,54,cobffe32r7g4skka9m19qib63,1,26.7,70.9,2023-01-08T13:04:29.795Z,2023-01-08T20:07:22Z,3970511791,141,49.0,3970511787,56,Back,3970511795,213,4.0,3970511793,212,19.4,3971133039,178,,3970511789,140,14.9,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900387,25,1,1,1,59,cobffe32r7g4skka9m19qib63,0,20.2,50.9,2023-01-08T13:04:35Z,2023-01-08T20:07:30Z,3970147805,212,54.6,3970147809,1,,3970147803,141,73.0,3970147799,56,Center,3970147807,213,0.3,3970147801,140,70.2,3971133297,178,,3970147797,155,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900399,20,1,1,2,2,63f5h8t5e9qm1fqmvfkb23ghh,0,29,27.6,2023-01-08T13:04:38.071Z,2023-01-08T20:07:44Z,3970147893,213,5.2,3970147889,141,0.0,3970147883,3,,3970147891,212,22.3,3970147885,56,Back,3971133701,388,,3970147887,140,39.3,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900419,26,56,1,2,5,cobffe32r7g4skka9m19qib63,1,0,0,2023-01-08T13:04:41.459Z,2023-01-08T20:08:18Z,3970147991,56,Left,,,,,,,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900401,21,5,1,2,6,63f5h8t5e9qm1fqmvfkb23ghh,0,36.2,-1.2,2023-01-08T13:04:42.133Z,2023-01-08T20:08:29Z,3970147897,347,,3970147895,56,Back,3970148061,233,27,,,,,,,,,,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900431,27,5,1,2,6,cobffe32r7g4skka9m19qib63,1,63.8,101.2,2023-01-08T13:04:42.133Z,2023-01-08T20:08:28Z,3970148053,233,21,3970148033,56,Left,3970148035,347,,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900587,28,1,1,2,26,cobffe32r7g4skka9m19qib63,1,65.9,100,2023-01-08T13:05:02.214Z,2023-01-08T20:08:36Z,3970148831,212,19.4,3970148825,56,Center,3970148823,107,,3970148829,141,72.9,3970148827,140,67.7,3970148833,213,4.8,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900591,29,61,1,2,28,cobffe32r7g4skka9m19qib63,0,67.2,76.3,2023-01-08T13:05:03.858Z,2023-01-08T20:08:53Z,3971135491,178,,3970148837,56,Center,3971135489,21,,,,,,,,,,,,,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900545,22,49,1,2,29,63f5h8t5e9qm1fqmvfkb23ghh,1,34.4,25.8,2023-01-08T13:05:05.460Z,2023-01-08T20:09:33Z,,,,,,,,,,,,,,,,,,,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496138337,1669,67,1,2,29,63f5h8t5e9qm1fqmvfkb23ghh,1,34.7,24.2,2023-01-08T13:05:05.473Z,2023-01-09T06:52:13Z,3971431191,233,1353,,,,,,,,,,,,,,,,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496138335,1353,67,1,2,29,cobffe32r7g4skka9m19qib63,0,65.3,75.8,2023-01-08T13:05:05.474Z,2023-01-09T05:00:32Z,3971431203,233,1669,,,,,,,,,,,,,,,,,,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900595,23,1,1,2,31,63f5h8t5e9qm1fqmvfkb23ghh,1,36.6,28.3,2023-01-08T13:05:07.076Z,2023-01-08T20:09:43Z,3971136515,178,,3970148849,212,10.4,3970148843,56,Back,3970148845,140,44.3,3970148851,213,0.7,3970148847,141,37.9,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495900635,24,2,1,2,36,63f5h8t5e9qm1fqmvfkb23ghh,1,55.7,25.8,2023-01-08T13:05:11.893Z,2023-01-08T20:09:52Z,3971136641,178,,3970149097,141,4.2,3970149093,56,Right,3970149385,7,1qkep5ck252k1g3oqza5ygh61,3970149095,140,67.0,,,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
