id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2474708577,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-10-20T17:57:19.506Z,2022-10-20T18:59:26Z,3858439753,194,4q6kuikopbgls8y2rwqiu415h,3858439751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858439749,130,4,3858595489,197,16152,3858439743,30,"2e55g4q93y382cg7h0yk5rtud, 4q6kuikopbgls8y2rwqiu415h, 4o6f3mnd39fx700o3jvj0wct1, ezviixcyaaj162saxs2yl27s9, cscn06kwqfzo09h0dc5ybt1pl, 9i7lb16qty1t21bnc5h7skclx, eb3ci3a120om80v80mobsus8a, 4ftlhtels58lyzfluwofzwxuy, afxjicw89683nlpms9yy5x51x, 2szgrzcosfeifh664tgt3mfvt, 308krssmz6irpfntht1ka78tm, 3e8mxxfs5q7gt4lg2beqpkwyd, 9mfk2ditwuoto5dfthng9j2t, calrbl0kagr6zgnw2l8k626s5, ckaqxlw257qzj8vjdumvwbaad, 4ct72ovumvt09au6gpulwpjv9, 2wl6h1rlrfnn2mr65vuo3t815, 4ggz7e009bq3yltc9o6mifbah, 4mxx1oxkiexm0ha34utcmb17t, bzgh5psb1janz9y3btpswngbu, 5kodjbsarkql4vhs126p2vhwq, 4ffmlhvbjvfjjnhr0byktvt62",3858439745,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3858439747,59,"1, 20, 18, 21, 23, 17, 30, 8, 9, 11, 10, 2, 3, 5, 7, 19, 22, 24, 26, 28, 32, 36",3858439755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474712511,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-10-20T18:07:42.481Z,2022-10-20T18:32:50Z,3858461015,59,"13, 2, 24, 10, 3, 4, 21, 20, 9, 15, 16, 1, 5, 11, 12, 14, 18, 22, 23, 31",3858461017,130,2,3858461013,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3858461019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858461011,30,"1lgrnaje6y7un5dzzll84p91, 6wpnjdlg2p8f19y3gjpz1su6t, eh70fwampgdyfv3hu25o2qx, c29mprqv2ulztd22b6uckczx1, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, 4eezya3lwcwur6c8s6rl0rzvu, 12qc3dkodeb8ykg6pc0kqf2l1, 4rktv6j9sioe0gmu7jt77fsh5, amcwh6w0brmkttg4uc5qm6z9w, 5zoz3mjooujpv0wdcphyrztd6, 76r2yw3wtql61qh5l0yumdn85, aza9jho12wrfa3oczxoj670mh, 3bm08rp9rgzh6cjhk0picxs6h, dfjph36vcwfj5cevut4x3vf11, 9m2qujt0h0zrd0n1akjqjo0r9, a3w1uczgmswm3cwk4vmvoglhx, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, 32uxh37qc6ebx1z4h8qvuvdnt",3858461021,194,e615cmv1tfzu84f0z8mwi5711,3858528385,197,284,3858461023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474738955,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-10-20T19:01:47.123Z,2022-10-21T01:46:42Z,3858599749,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474738947,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-10-20T19:01:47.123Z,2022-10-20T19:01:47Z,3858599713,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474738981,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,49.9,49.9,2022-10-20T19:01:47.144Z,2022-10-21T03:45:11Z,3858599881,140,40.5,3858599883,141,56.5,3858599889,279,S,3858599879,56,Back,3859104233,178,,3858599885,212,10.8,3858599887,213,2.7,,,,afxjicw89683nlpms9yy5x51x,R. Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474739015,4,1,1,0,2,agh9ifb2mw3ivjusgedj7c3fe,1,38.1,54.9,2022-10-20T19:01:49.834Z,2022-10-21T03:45:16Z,3858600043,212,17.4,3858600037,56,Back,3858600041,141,80.1,3859104437,178,,3858600045,213,1.4,3858600039,140,41.2,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474739027,5,1,1,0,5,agh9ifb2mw3ivjusgedj7c3fe,1,42.2,81.3,2022-10-20T19:01:52.336Z,2022-10-21T03:45:19Z,3859104447,178,,3858600105,141,95.2,3858600107,212,17.7,3858600103,140,56.4,3858600109,213,0.6,3858600101,56,Left,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474739047,6,1,1,0,6,agh9ifb2mw3ivjusgedj7c3fe,1,56.4,95.2,2022-10-20T19:01:53.382Z,2022-10-21T03:45:22Z,3858600209,213,3.5,3858600203,140,46.1,3858600201,56,Back,3859104477,178,,3858600207,212,11.6,3858600205,141,89.2,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474739063,7,1,1,0,8,agh9ifb2mw3ivjusgedj7c3fe,1,46.1,88.7,2022-10-20T19:01:55.389Z,2022-10-21T03:45:25Z,3858600301,212,16.5,3858600303,213,4.1,3858600299,141,69.3,3859104507,178,,3858600297,140,36.6,3858600295,56,Back,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474739091,8,1,1,0,10,agh9ifb2mw3ivjusgedj7c3fe,1,37.1,67.2,2022-10-20T19:01:58.113Z,2022-10-21T03:45:28Z,3858600433,56,Back,3858600439,140,39.8,3858600447,212,24.6,3858600443,141,31.3,3859104607,178,,3858600451,213,4.8,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
