id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/18/value,qualifier/17/value,assist
2533200283,100,1,1,11,3,3budh3j9xivsid3ptm8ptpy4k,1,26.8,19.1,2023-04-14T19:11:20.840Z,2023-04-15T09:59:03Z,4188033863,212,16.0,4188033865,213,0.1,4188033857,56,Back,4189353289,178,,4188033859,140,42.0,4188033861,141,20.4,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200327,101,1,1,11,5,3budh3j9xivsid3ptm8ptpy4k,1,34.5,15,2023-04-14T19:11:23.480Z,2023-04-15T09:59:06Z,4188034089,141,8.8,4189353333,178,,4188034095,213,3.4,4188034091,212,17.1,4188034085,56,Back,4188034087,140,18.7,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200387,102,1,1,11,7,3budh3j9xivsid3ptm8ptpy4k,1,18.9,10.1,2023-04-14T19:11:25.647Z,2023-04-15T09:59:09Z,4188034447,213,2.1,4188034445,212,24.7,4189353385,178,,4188034443,141,41.6,4188034441,140,7.2,4188034439,56,Back,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200457,103,1,1,11,10,3budh3j9xivsid3ptm8ptpy4k,1,7.3,41.6,2023-04-14T19:11:27.911Z,2023-04-15T09:59:12Z,4188034819,212,13.9,4188034821,213,1.1,4189353425,178,,4188034815,140,13.6,4188034813,56,Back,4188034817,141,59.6,,,,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200569,104,1,1,11,14,3budh3j9xivsid3ptm8ptpy4k,1,14.4,57.5,2023-04-14T19:11:32.047Z,2023-04-15T09:59:30Z,4189353719,178,,4188035405,56,Back,4188035411,141,22.5,4188035409,140,24.8,4188035415,213,5.1,4188035413,212,26.2,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200767,105,1,1,11,19,3budh3j9xivsid3ptm8ptpy4k,1,42.4,7.3,2023-04-14T19:11:37.630Z,2023-04-15T09:59:34Z,4188036467,56,Center,4188036471,141,22.5,4189353885,178,,4188036475,213,0.7,4188036473,212,16.1,4188036469,140,54.1,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200775,106,4,1,11,24,3budh3j9xivsid3ptm8ptpy4k,1,55.8,41.4,2023-04-14T19:11:41.828Z,2023-04-15T09:59:40Z,4188036521,152,,4188036519,56,Center,4188036567,233,126,4188036523,286,,4188036515,13,,4188036517,294,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200755,126,4,1,11,24,2l0ldgiwsgb8d6y3z0sfgjzyj,0,44.2,58.6,2023-04-14T19:11:41.829Z,2023-04-15T09:59:40Z,4188036359,285,,4188036599,233,106,4188036351,13,,4189354093,178,,4188036357,152,,4188036353,294,,4188036355,56,Back,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200851,107,1,1,11,28,3budh3j9xivsid3ptm8ptpy4k,1,54.1,38.8,2023-04-14T19:11:46.396Z,2023-04-15T09:59:45Z,4188036919,56,Center,4188036921,140,62.8,4189354157,178,,4188036927,213,5.7,4188036917,152,,4188036915,5,,4188036925,212,11.0,4188036923,141,29.8,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200897,108,1,1,11,31,3budh3j9xivsid3ptm8ptpy4k,1,65.8,33.3,2023-04-14T19:11:49.484Z,2023-04-15T09:59:48Z,4188037179,213,0.9,4188037171,56,Center,4188037175,141,60.5,4188037173,140,80.2,4189354229,178,,4188037169,155,,4188037177,212,23.9,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533200945,109,1,1,11,33,3budh3j9xivsid3ptm8ptpy4k,0,79.7,60.5,2023-04-14T19:11:50.983Z,2023-04-15T09:59:50Z,4188037397,3,,4188037407,213,4.5,4189354335,388,,4188037401,140,75.1,4188037403,141,19.1,4188037399,56,Right,4188037405,212,28.6,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201001,127,49,1,11,36,2l0ldgiwsgb8d6y3z0sfgjzyj,1,26,78.2,2023-04-14T19:11:53.825Z,2023-04-15T09:59:56Z,,,,,,,,,,,,,,,,,,,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201059,128,1,1,11,38,2l0ldgiwsgb8d6y3z0sfgjzyj,1,27.5,77.8,2023-04-14T19:11:56.468Z,2023-04-15T10:00:05Z,4188038007,212,18.0,4188038003,140,44.6,4188038005,141,76.0,4189354601,178,,4188038001,56,Back,4188038009,213,6.2,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201101,129,1,1,11,39,2l0ldgiwsgb8d6y3z0sfgjzyj,0,45.1,78.1,2023-04-14T19:11:57.620Z,2023-04-15T10:00:10Z,4188038177,56,Left,4188038193,1,,4188038189,212,32.9,4188038181,140,72.5,4189354773,178,,4188038185,141,100.0,4188038191,213,0.5,,,,4l2rgx65vzgrrxorbc1edq8yd,Kike García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201171,110,5,1,11,41,3budh3j9xivsid3ptm8ptpy4k,1,32.8,-1.8,2023-04-14T19:11:59.368Z,2023-04-15T10:00:16Z,4188038593,347,,4188038591,56,Back,4188038663,233,130,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201111,130,5,1,11,41,2l0ldgiwsgb8d6y3z0sfgjzyj,0,67.2,101.8,2023-04-14T19:11:59.368Z,2023-04-15T10:00:16Z,4188038241,347,,4188038707,233,110,4188038237,56,Left,,,,,,,,,,,,,,,,4l2rgx65vzgrrxorbc1edq8yd,Kike García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201589,111,1,1,12,4,3budh3j9xivsid3ptm8ptpy4k,1,36.2,0,2023-04-14T19:12:22.644Z,2023-04-15T00:50:24Z,4188040985,213,2.5,4188040979,140,25.5,4188040983,212,14.0,4188040981,141,10.4,4188040975,107,,4188040977,56,Back,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201757,112,1,1,12,8,3budh3j9xivsid3ptm8ptpy4k,1,26,14.3,2023-04-14T19:12:25.812Z,2023-04-15T10:00:33Z,4188041971,141,38.2,4188041967,56,Back,4189355485,178,,4188041973,212,25.8,4188041975,213,2.5,4188041969,140,6.9,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201847,113,1,1,12,16,3budh3j9xivsid3ptm8ptpy4k,1,15.6,47.9,2023-04-14T19:12:34.778Z,2023-04-15T10:00:36Z,4188042469,141,19.4,4188042473,213,5.3,4188042467,140,27.4,4188042471,212,23.0,4188042465,56,Back,4189355639,178,,,,,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201917,114,1,1,12,21,3budh3j9xivsid3ptm8ptpy4k,1,42,14.6,2023-04-14T19:12:39.748Z,2023-04-15T10:00:40Z,4188042867,140,66.2,4189355739,178,,4188042863,155,,4188042871,212,28.8,4188042865,56,Center,4188042873,213,0.5,4188042869,141,34.5,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201921,115,61,1,12,22,3budh3j9xivsid3ptm8ptpy4k,0,66.2,34.5,2023-04-14T19:12:40.739Z,2023-04-15T10:00:44Z,4188042885,56,Center,4189356005,178,,,,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201979,131,1,1,12,24,2l0ldgiwsgb8d6y3z0sfgjzyj,1,32.1,49.4,2023-04-14T19:12:42.319Z,2023-04-15T10:00:51Z,4188043211,212,22.5,4188043207,140,11.0,4188043203,3,,4188043205,56,Back,4188043213,213,3.0,4188043209,141,55.2,4189356371,178,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533201985,132,52,1,12,27,2l0ldgiwsgb8d6y3z0sfgjzyj,1,11.1,55.4,2023-04-14T19:12:45.455Z,2023-04-15T10:00:59Z,4189356755,178,,4188690579,377,,,,,,,,,,,,,,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202147,133,1,1,12,34,2l0ldgiwsgb8d6y3z0sfgjzyj,1,9.3,56.1,2023-04-14T19:12:52.258Z,2023-04-15T10:01:01Z,4189356871,178,,4188044077,213,0.9,4188044075,212,19.9,4188044073,141,78.4,4188044069,56,Back,4188044067,123,,4188044071,140,21.5,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202227,134,1,1,12,37,2l0ldgiwsgb8d6y3z0sfgjzyj,1,21.5,78.4,2023-04-14T19:12:55.702Z,2023-04-15T10:01:05Z,4188044579,213,4.7,4188044571,141,33.0,4188044567,56,Back,4189357001,178,,4188044575,212,30.9,4188044569,140,20.6,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202449,135,1,1,12,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25.2,24.9,2023-04-14T19:12:59.340Z,2023-04-15T10:01:08Z,4188045741,56,Back,4188045749,213,0.1,4189357159,178,,4188045747,212,20.4,4188045743,140,44.5,4188045745,141,27.9,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202459,136,1,1,12,49,2l0ldgiwsgb8d6y3z0sfgjzyj,0,87.8,15.7,2023-04-14T19:13:07.405Z,2023-04-15T10:01:12Z,4188045831,141,34.9,4188045829,140,89.7,4188691827,225,,4188045823,2,,4188045833,212,13.2,4189357289,178,,4188691829,386,,4188691831,20,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,4188045827,56,4188045835,213,1.4,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202471,116,61,1,12,50,3budh3j9xivsid3ptm8ptpy4k,1,8.8,67.3,2023-04-14T19:13:07.824Z,2023-04-15T10:01:16Z,4188045905,56,Back,4189357367,178,,,,,,,,,,,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202521,117,12,1,12,51,3budh3j9xivsid3ptm8ptpy4k,1,11.5,61.8,2023-04-14T19:13:09.062Z,2023-04-15T10:01:23Z,4188046131,56,Back,4189357519,178,,4188046139,213,0.6,4188046137,212,22.1,4188046133,140,29.1,4188046135,141,79.6,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202529,118,61,1,12,53,3budh3j9xivsid3ptm8ptpy4k,0,29.1,79.6,2023-04-14T19:13:11.197Z,2023-04-15T10:01:34Z,4188046189,56,Back,4189357801,388,,,,,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202707,137,1,1,12,57,2l0ldgiwsgb8d6y3z0sfgjzyj,1,62.3,28.3,2023-04-14T19:13:14.846Z,2023-04-15T10:01:47Z,4188047137,213,2.2,4188047135,212,17.0,4188047133,141,49.0,4189358143,178,,4188047129,56,Center,4188047131,140,53.3,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202825,138,1,1,13,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,60.4,54.8,2023-04-14T19:13:20.192Z,2023-04-15T10:01:51Z,4188047767,56,Right,4188047771,141,10.9,4188047765,155,,4189358295,178,,4188047777,1,,4188047769,140,77.7,4188047773,212,34.9,4188047775,213,5.3,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202849,139,1,1,13,9,2l0ldgiwsgb8d6y3z0sfgjzyj,0,69.6,38.6,2023-04-14T19:13:27.192Z,2023-04-15T10:01:55Z,4188047903,56,Center,4188047909,212,18.3,4188047905,140,70.4,4189358367,178,,4188047911,213,1.5,4188047907,141,65.5,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202857,119,49,1,13,10,3budh3j9xivsid3ptm8ptpy4k,1,24.5,35.4,2023-04-14T19:13:28.203Z,2023-04-15T10:02:02Z,,,,,,,,,,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533202915,120,1,1,13,12,3budh3j9xivsid3ptm8ptpy4k,1,32.2,40.7,2023-04-14T19:13:29.812Z,2023-04-15T10:02:06Z,4188048271,141,49.0,4188048267,56,Back,4188048269,140,39.8,4188048275,213,0.6,4188048273,212,9.8,4189358853,178,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203085,121,1,1,13,14,3budh3j9xivsid3ptm8ptpy4k,1,48.9,54.8,2023-04-14T19:13:32.130Z,2023-04-15T10:02:13Z,4188049281,140,74.9,4188049287,213,0.5,4188049279,56,Center,4188049285,212,31.8,4188049283,141,78.7,4189359073,178,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203103,122,50,1,13,22,3budh3j9xivsid3ptm8ptpy4k,1,95.8,71.8,2023-04-14T19:13:40.759Z,2023-04-15T10:02:20Z,4188049337,56,Center,4188049595,233,140,4188049339,286,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203135,140,7,1,13,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,4.2,28.2,2023-04-14T19:13:40.852Z,2023-04-15T10:02:22Z,4189359325,178,,4188693231,385,,4188049583,233,122,4188049511,56,Back,4188049509,167,,4188049513,285,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203147,123,6,1,13,23,3budh3j9xivsid3ptm8ptpy4k,1,95.8,71.8,2023-04-14T19:13:41.241Z,2023-04-15T10:02:25Z,4188049665,233,141,4188049563,56,Center,4188049565,73,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203155,141,6,1,13,23,2l0ldgiwsgb8d6y3z0sfgjzyj,0,4.2,28.2,2023-04-14T19:13:41.241Z,2023-04-15T10:02:25Z,4188049669,233,123,4188049615,56,Back,4188049619,73,,,,,,,,,,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203915,124,1,1,13,53,3budh3j9xivsid3ptm8ptpy4k,0,99.7,99.1,2023-04-14T19:14:11.142Z,2023-04-15T10:03:17Z,4188053693,224,,4188053689,6,,4188053703,213,4.4,4188693453,72,,4188053691,155,,4188053699,141,81.4,4188053701,212,12.6,4188053695,56,Left,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,4188053697,140,4189361123,178,,96.0,4188053687,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533204383,146,61,1,13,53,2l0ldgiwsgb8d6y3z0sfgjzyj,1,5.2,17.4,2023-04-14T19:14:11.499Z,2023-04-15T10:03:53Z,4188056189,56,Back,4189362153,388,,4189362151,15,,,,,,,,,,,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203917,125,61,1,13,55,3budh3j9xivsid3ptm8ptpy4k,0,79.4,63.7,2023-04-14T19:14:13.183Z,2023-04-15T10:04:02Z,4188053709,56,Center,4189361573,178,,,,,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203909,142,49,1,13,56,2l0ldgiwsgb8d6y3z0sfgjzyj,1,21.7,39.7,2023-04-14T19:14:13.828Z,2023-04-15T10:04:16Z,,,,,,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533319531,914,3,1,13,57,2l0ldgiwsgb8d6y3z0sfgjzyj,0,28.5,35.7,2023-04-14T19:14:14.917Z,2023-04-15T10:06:34Z,4188693869,56,Back,4188693871,285,,4188693873,465,,4188693875,467,39c5g6782qlrtw55fsre7exnt,4189367815,178,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203923,143,61,1,13,57,2l0ldgiwsgb8d6y3z0sfgjzyj,0,24.1,35.8,2023-04-14T19:14:15.681Z,2023-04-15T10:06:39Z,4188053745,56,Back,4189367953,178,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203953,126,49,1,13,58,3budh3j9xivsid3ptm8ptpy4k,1,63.7,79.3,2023-04-14T19:14:16.663Z,2023-04-15T10:06:51Z,,,,,,,,,,,,,,,,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203987,127,1,1,14,0,3budh3j9xivsid3ptm8ptpy4k,1,67.4,80,2023-04-14T19:14:18.432Z,2023-04-15T10:07:07Z,4188054023,140,69.6,4188054033,213,5.2,4189368857,178,,4188054027,141,73.8,4188054031,212,4.8,4188054021,56,Center,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533203999,128,1,1,14,1,3budh3j9xivsid3ptm8ptpy4k,0,69.6,73.8,2023-04-14T19:14:19.324Z,2023-04-15T10:07:10Z,4188054115,213,0.5,4188054357,236,,4189368969,178,,4188054109,140,72.3,4188054363,286,,4188054107,56,Center,4188054111,141,76.0,4188054359,233,144,lp63o37czdwete0smmu62k89,A. Mumin,4188054113,212,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533204031,144,74,1,14,1,2l0ldgiwsgb8d6y3z0sfgjzyj,1,22.8,24.9,2023-04-14T19:14:19.396Z,2023-04-15T10:07:13Z,4188054393,233,128,4189369047,178,,4188054323,285,,4188054321,56,Back,,,,,,,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533204129,129,1,1,14,4,3budh3j9xivsid3ptm8ptpy4k,1,72,85.7,2023-04-14T19:14:21.966Z,2023-04-15T10:07:20Z,4188054827,56,Left,4188054845,213,0.8,4188054843,212,7.6,4188054833,140,76.9,4189369257,178,,4188054839,141,93.9,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533204141,130,4,1,14,6,3budh3j9xivsid3ptm8ptpy4k,1,72.9,94.2,2023-04-14T19:14:24.149Z,2023-04-15T10:07:24Z,4188054893,13,,4188054895,56,Left,4188054903,286,,4188054897,152,,4188055147,233,145,4188073181,294,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533204173,145,4,1,14,6,2l0ldgiwsgb8d6y3z0sfgjzyj,0,27.1,5.8,2023-04-14T19:14:24.150Z,2023-04-15T10:07:24Z,4188055093,56,Back,4188055089,13,,4188055095,152,,4188055097,285,,4188055171,233,130,4189369417,178,,4188055091,294,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533204949,131,1,1,14,42,3budh3j9xivsid3ptm8ptpy4k,1,71.4,95.1,2023-04-14T19:15:00.594Z,2023-04-15T10:07:31Z,4188059131,212,20.8,4188059119,140,51.7,4189369591,178,,4188059113,56,Left,4188059133,213,3.2,4188059101,5,,4188059127,141,92.3,4188059109,152,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533204999,132,1,1,14,45,3budh3j9xivsid3ptm8ptpy4k,0,52.7,88.6,2023-04-14T19:15:02.846Z,2023-04-15T10:07:35Z,4188059337,141,76.3,4189369781,178,,4188059335,140,78.1,4188059333,56,Center,4188059341,213,6.0,4188059339,212,28.0,4188059331,155,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533206511,161,61,1,14,47,2l0ldgiwsgb8d6y3z0sfgjzyj,1,17.5,18.5,2023-04-14T19:15:04.956Z,2023-04-15T10:07:54Z,4188067681,56,Back,4189370439,178,,4189370437,21,,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205053,147,49,1,14,48,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25.1,22.2,2023-04-14T19:15:06.540Z,2023-04-15T10:08:00Z,,,,,,,,,,,,,,,,,,,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205061,148,1,1,14,48,2l0ldgiwsgb8d6y3z0sfgjzyj,0,25.1,22.2,2023-04-14T19:15:06.563Z,2023-04-15T10:08:05Z,4188064837,236,,4189370893,178,,4188064843,286,,4188059733,141,26.2,4188059731,140,29.2,4188059729,56,Back,4188059739,1,,4188059737,213,0.6,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,4188059727,157,4188059735,212,5.1,,4188064839,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205923,143,74,1,14,48,3budh3j9xivsid3ptm8ptpy4k,1,74.7,70.5,2023-04-14T19:15:06.609Z,2023-04-15T10:08:15Z,4188064601,285,,4189371247,178,,4188064599,56,Center,4188064867,233,148,,,,,,,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205103,134,49,1,14,50,3budh3j9xivsid3ptm8ptpy4k,1,63.3,54.5,2023-04-14T19:15:08.244Z,2023-04-15T10:08:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205129,135,1,1,14,50,3budh3j9xivsid3ptm8ptpy4k,1,63.3,54.5,2023-04-14T19:15:08.267Z,2023-04-15T10:08:34Z,4188060039,212,7.0,4188060041,213,0.7,4189371787,178,,4188060033,56,Center,4188060035,140,68.2,4188060037,141,61.5,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205155,136,1,1,14,51,3budh3j9xivsid3ptm8ptpy4k,1,68.6,61.1,2023-04-14T19:15:09.495Z,2023-04-15T10:08:43Z,4188060199,56,Center,4188060201,140,72.5,4189372307,178,,4188060207,213,5.2,4188060205,212,8.2,4188060197,3,,4188060203,141,50.7,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205085,133,43,1,14,51,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-04-14T19:15:09.747Z,2023-04-14T19:15:33Z,4188062435,144,61,4188059827,56,Center,,,,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205175,137,1,1,14,52,3budh3j9xivsid3ptm8ptpy4k,1,72.5,51,2023-04-14T19:15:10.628Z,2023-04-15T10:08:48Z,4189372421,178,,4188060319,213,4.4,4188060311,56,Center,4188060317,212,14.2,4188060315,141,31.2,4188060313,140,68.3,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533205271,138,1,1,14,54,3budh3j9xivsid3ptm8ptpy4k,1,68.4,30.6,2023-04-14T19:15:12.289Z,2023-04-15T10:09:05Z,4188060871,140,79.5,4188060875,212,20.9,4188060873,141,5.0,4188060869,56,Right,4188060877,213,5.3,4189373135,178,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
