id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist
2515035865,1,34,16,0,0,cobffe32r7g4skka9m19qib63,1,0,0,2023-03-04T14:13:32.441Z,2023-03-04T15:11:40Z,4071141269,197,287,4070841621,194,1htx8ub2kxvq0vnzarbrynyt,4070841611,59,"13, 21, 15, 6, 19, 22, 12, 5, 9, 16, 10, 1, 2, 4, 7, 8, 11, 14, 17, 18, 20, 23, 24",4070841601,30,"c3secspt4xvu1q4g6aonn7zyt, a5x0poaqzssg2yuou57qgyead, azzdqp6lcd4g9d4jy55pz0549, 1htx8ub2kxvq0vnzarbrynyt, 99zc12kmr9893h24mo95wcn9x, 1trnf7miqmcgr67c4808t4yj9, 3cu2brlp37h4u00mm5n4hb651, 5rabxq8qyxf2q2ak506xim9rd, e6ok0deqkoe80184iu509gzu2, d1d3v27d4r6vme6n2w5umaacp, 63yktdky9m0aus8ebkaqzdhhx, cvcyevmxcd2ly0yoxi0djquol, 497cy3s5ck9f5h563c4aixfdg, 36lk52zhgyn11s1pax3y7wout, blvf8qsi6iy6ejyer58okyxka, 8zlr9xkh9dkt1pbw3w91uazmd, 8b6idfe7dx59wkbc8zf539zv9, ec4coej1l0a7he2896hjbz04q, 6mz6fzrfndfv7zpm38a6msmw9, 3flv9yp9x61ph57xugztva9nu, e53c7z5bdud6uycw32s3qgx9m, 1km9nvqz03yoj9cxpv127id7u, 9bbu1yne0l9j862yodiuldw4p",4070841617,130,2,4070841619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070841623,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070841605,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515037089,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-03-04T14:15:24.323Z,2023-03-04T15:11:06Z,4070848809,30,"76r2yw3wtql61qh5l0yumdn85, 5soi8e2hlk77rlsbsl76hg3xl, a3w1uczgmswm3cwk4vmvoglhx, c29mprqv2ulztd22b6uckczx1, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, 20ebw399jhbq0i5x2eacrrs6i, 5zoz3mjooujpv0wdcphyrztd6, 9y7202khwzb48ea7im646m11x, 3bm08rp9rgzh6cjhk0picxs6h, 4eezya3lwcwur6c8s6rl0rzvu, 6wpnjdlg2p8f19y3gjpz1su6t, aza9jho12wrfa3oczxoj670mh, 5mx86rwy0u4xi1b5kqin4lhx, 2biwwlvzgsu5kmyw5w1adpmtx, dfjph36vcwfj5cevut4x3vf11, amcwh6w0brmkttg4uc5qm6z9w, dhtb9gizk25k1u3h0b7xgy4tl, 7c2qwyzh82a45s25zmdahrd91, eh70fwampgdyfv3hu25o2qx, 32uxh37qc6ebx1z4h8qvuvdnt, eiqcjlj9kmitoj8g50vaglawa, 6czrkkx1jvcl1r41h24s450k4",4070848825,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070848829,130,4,4070848827,59,"1, 8, 18, 10, 3, 4, 39, 16, 22, 11, 21, 2, 5, 6, 7, 12, 15, 17, 23, 24, 31, 35, 43",4071134361,197,284,4070848835,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070848833,194,e615cmv1tfzu84f0z8mwi5711,4070848831,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515104141,2,32,1,0,0,cobffe32r7g4skka9m19qib63,1,0,0,2023-03-04T15:15:10.043Z,2023-03-05T07:53:48Z,4071185531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515104165,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-03-04T15:15:10.043Z,2023-03-04T15:15:13Z,4071185611,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515104329,3,1,1,0,0,cobffe32r7g4skka9m19qib63,1,50,50,2023-03-04T15:15:10.089Z,2023-03-05T08:09:33Z,4071186531,212,12.9,4071186533,213,2.5,4071186535,279,S,4071186521,56,Back,4071186529,141,62.1,4071186525,140,40.5,4074528193,178,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515104423,4,1,1,0,3,cobffe32r7g4skka9m19qib63,1,46.8,66.1,2023-03-04T15:15:13.278Z,2023-03-05T08:09:39Z,4071186975,141,81.7,4071186979,213,2.2,4074528277,178,,4071186973,140,39.1,4071186977,212,13.3,4071186971,56,Back,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515104469,5,1,1,0,5,cobffe32r7g4skka9m19qib63,1,39.1,81.7,2023-03-04T15:15:15.189Z,2023-03-05T08:09:45Z,4071187171,140,44.1,4071187167,56,Back,4074528353,178,,4071187175,212,8.2,4071187173,141,72.4,4071187177,213,5.4,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515104573,6,1,1,0,6,cobffe32r7g4skka9m19qib63,1,44.1,72.4,2023-03-04T15:15:16.448Z,2023-03-05T08:09:49Z,4071187651,56,Back,4071187659,141,73.6,4071187655,140,34.5,4071187661,212,10.1,4074528433,178,,4071187663,213,3.1,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515104661,7,1,1,0,9,cobffe32r7g4skka9m19qib63,1,33.2,70.9,2023-03-04T15:15:19.500Z,2023-03-05T08:09:52Z,4074528497,178,,4071188073,140,23.2,4071188079,213,3.5,4071188077,212,11.1,4071188075,141,65.5,4071188071,56,Back,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515104905,8,1,1,0,11,cobffe32r7g4skka9m19qib63,1,20.9,65.5,2023-03-04T15:15:21.956Z,2023-03-05T08:09:57Z,4071189421,213,3.7,4071189411,141,49.4,4071189403,56,Back,4071189407,140,3.9,4071189415,212,20.9,4074528609,178,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
