id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/18/value
2522400445,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-03-19T14:01:30.500Z,2023-03-19T15:16:33Z,4109827101,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109827103,194,6dx2fxufm98xtdobuwppis34l,4109827097,59,"25, 2, 20, 6, 23, 5, 7, 16, 9, 11, 12, 1, 3, 4, 8, 14, 17, 18, 19, 35",4109827105,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110258643,197,278,4109827095,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109827099,130,4,4109827093,30,"15no5m0njma23gf0ygu9agt05, akjusy9dt1qd2fjhttviek6ol, d34tmogp5h4rwuo3pcxtwp0fe, d3pdr28q2n295ldry2lc1uklx, 94jrxsnf1ta2u65ommyge7bo5, 6dx2fxufm98xtdobuwppis34l, f4gpe0pxov8sea9e0fs24h8q2, 5t2ngljfiapcn98qlnbifg53p, cuxm7t8cql3v06hqf18wvcul1, 2zcha0sd7axiu2s2c0bccz2s5, 96cbv23es0gucmd2v0qvk3iwa, amjegysk3et638l4od103c7o5, 8ij122duxc65thlj8flk2xdjp, 7ms6l8qho3p4jm1soleldqvv9, 3o41frgi9jxrms6rvc6ml1plh, 9xbo6c8uq29ueuyinngjjiaj9, 946z96r5q70ryslp3hlhafnx1, 4l2rgx65vzgrrxorbc1edq8yd, eqw6fu3no9qxejk17tqgeey5m, ao3iplhzj0tiu5uhte7vq7m96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522403311,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-03-19T14:03:56.836Z,2023-03-19T15:17:00Z,4109841417,130,4,4110238209,197,284,4109841413,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109841421,194,e615cmv1tfzu84f0z8mwi5711,4109841411,30,"76r2yw3wtql61qh5l0yumdn85, 5soi8e2hlk77rlsbsl76hg3xl, eh70fwampgdyfv3hu25o2qx, c29mprqv2ulztd22b6uckczx1, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, 20ebw399jhbq0i5x2eacrrs6i, 9m2qujt0h0zrd0n1akjqjo0r9, 2biwwlvzgsu5kmyw5w1adpmtx, 3bm08rp9rgzh6cjhk0picxs6h, 4eezya3lwcwur6c8s6rl0rzvu, 6wpnjdlg2p8f19y3gjpz1su6t, aza9jho12wrfa3oczxoj670mh, dfjph36vcwfj5cevut4x3vf11, amcwh6w0brmkttg4uc5qm6z9w, dhtb9gizk25k1u3h0b7xgy4tl, a3w1uczgmswm3cwk4vmvoglhx, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, eiqcjlj9kmitoj8g50vaglawa, 7kyxr0ntcthtbohvozw93v52i",4109841419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109841415,59,"1, 8, 24, 10, 3, 4, 39, 14, 7, 11, 21, 2, 5, 12, 15, 17, 18, 22, 23, 35, 40",4109841425,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522480969,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-03-19T15:14:55.494Z,2023-03-20T02:33:01Z,4110248383,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522480951,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-03-19T15:14:55.494Z,2023-03-19T15:14:55Z,4110248317,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522481013,3,1,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,50.4,50,2023-03-19T15:14:55.553Z,2023-03-20T02:37:21Z,4110248637,279,S,4112175387,178,,4110248629,140,36.8,4110248635,213,2.9,4110248625,56,Back,4110248633,212,14.6,4110248631,141,54.2,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522481035,4,1,1,0,1,74mcjsm72vr3l9pw2i4qfjchj,1,35.1,54.5,2023-03-19T15:14:57.176Z,2023-03-20T02:37:36Z,4110248729,213,1.1,4110248725,141,62.0,4110248723,140,37.4,4112175509,178,,4110248721,56,Back,4110248727,212,5.6,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522481059,5,1,1,0,3,74mcjsm72vr3l9pw2i4qfjchj,1,37.4,62,2023-03-19T15:14:58.726Z,2023-03-20T02:37:42Z,4110248877,56,Back,4110248895,213,4.1,4110248893,212,18.3,4112175549,178,,4110248889,141,39.5,4110248881,140,27.9,,,,,,,9m2qujt0h0zrd0n1akjqjo0r9,Manu Trigueros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522481063,6,1,1,0,6,74mcjsm72vr3l9pw2i4qfjchj,1,27.6,38.5,2023-03-19T15:15:02.117Z,2023-03-20T02:37:45Z,4110248903,155,,4110248905,56,Center,4110248913,213,0.1,4110248909,141,44.0,4110248911,212,26.8,4112175583,178,,4110248907,140,52.9,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522481067,7,43,1,0,7,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-03-19T15:15:02.728Z,2023-03-19T15:15:06Z,4110248919,56,Center,4110248921,285,0,4110249247,144,45,,,,,,,,,,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522481103,8,1,1,0,7,74mcjsm72vr3l9pw2i4qfjchj,0,52.9,44,2023-03-19T15:15:03.332Z,2023-03-20T02:37:51Z,4110249123,212,23.5,4110249121,141,75.8,4110249119,140,61.7,4110249115,3,,4110249125,213,1.2,4110249117,56,Center,4112175625,178,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
