id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,assist
2455079679,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-09-03T15:32:27.051Z,2022-09-03T16:24:49Z,3754056901,59,"1, 18, 12, 3, 5, 24, 23, 21, 19, 11, 8, 25, 2, 4, 6, 7, 13, 14, 20, 22, 17, 30, 33",3754056909,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754436915,197,1593,3754056905,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754056899,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3754056907,194,atigcsq78g14w82lwvay26aj9,3754056903,130,3,3754056897,30,"w503zyr8ipyobglth281uklx, b91n9sdabth8oocdawayybdud, bj929w5yi7lnz36jxsi5qnq7e, 80aqmv4ht6rs1812qrr5j8kix, 48gjuou5eashpj8wbwd18iju1, 6xulax65kp4aid70nk7g5jr2t, dvrk8qmt9ta4c3kvjgsad7t91, 13ll29mtf7pxwz1yf0i40tsd1, 6akzpi6rd6qq0ke07ojnhpoet, 5vznxxfbteooxk2dd2ws76xhw, atigcsq78g14w82lwvay26aj9, dtvmsnqlzn5672xb54zj8u7dh, eucew4k6eswqr6emzsdg4if3d, 5vhikvmcesruckmfcfmm0q8d1, e35v2pspdgl7t769d57e67ob9, 21vx56lpd276xqbu11ubkf78q, 1zjmgapwre4picauko9gnemll, 1qkep5ck252k1g3oqza5ygh61, 7bs0ph4yksf6lvkg91u9nqzqi, et849xmcdgsy5itb8i4w7qkq2, 7aoe0u87gxgv9tvgrotcfue7e, 7y8ns61qioqu7kfsqzkvkwhuy, dqiuqhsqsayvldfazfnp8d46i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455083689,1,34,16,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-09-03T15:34:23.396Z,2022-09-03T16:31:01Z,3754078027,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754443927,197,16765,3754078019,30,"2yt9oajv9dkbju8tgy1g2nmqd, amxunh6enoc99r07cp7qt621h, 20m7tijt8jnedjd4x87olmaqd, 59234as8h70fejyfm7492np3p, 548jzfl9higq44w9bgqvcjh05, cj3dik1dqyo2nf1jgmyn471sl, 3ga7qj3h3dbmqucxmaxhmrjdh, b9kfek16otvdorssn0wzkb36d, 46kq5653o302ebz4o5yzsss0l, 4z60ztggqxzfbp8w9ijoqefop, 40h47dhimsmeiury61w1ourx1, cfhk5255hz4wbs2zsrq219a6t, 58qeglyxdi7y8ttg8sddv8set, 716n1970vi9rvw5b4w9qmjfth, 6fdvv4zs5pl6qj7pp6tsp5iad, f30avgacyfz88ppw9mh8v57md, am5gj5qg3gjtyhvwfnj8sjz6d, d3kuh0z8x9e9ywc7g4agv1yxg, d0di86falsvqnl1c4ev98my5m, 94z2li4d3b1ls6vdh1wbf9w5w",3754078023,59,"13, 14, 21, 20, 2, 23, 5, 6, 19, 7, 17, 1, 4, 8, 10, 18, 22, 30, 31, 32",3754078021,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3754078029,194,b9kfek16otvdorssn0wzkb36d,3754078031,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754078025,130,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455154935,2,32,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-09-03T16:30:08.790Z,2022-09-03T16:30:08Z,3754458143,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455154965,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-09-03T16:30:08.790Z,2022-09-03T23:18:11Z,3754458193,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155005,3,1,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,50,50,2022-09-03T16:30:08.796Z,2022-09-03T23:50:03Z,3754458335,140,28.3,3754458341,213,3.5,3756099143,178,,3754458339,212,24.1,3754458333,56,Back,3754458337,141,38.5,3754458343,279,S,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155055,4,1,1,0,2,4ku8o6uf87yd8iecdalipo6wd,1,29.5,37.9,2022-09-03T16:30:11.695Z,2022-09-03T23:50:12Z,3754458603,213,0.4,3754458599,141,58.5,3754458595,56,Center,3754458601,212,35.2,3754458605,1,,3754458597,140,60.3,3756099703,178,,3754458593,157,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155057,5,1,1,0,5,4ku8o6uf87yd8iecdalipo6wd,0,60.3,58.5,2022-09-03T16:30:14.135Z,2022-09-03T23:50:33Z,3754458617,212,3.1,3754458613,140,63.1,3756101303,388,,3754458611,56,Center,3754458609,3,,3754458619,213,6.0,3755672631,168,,3754458615,141,57.2,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455208789,432,49,1,0,5,63f5h8t5e9qm1fqmvfkb23ghh,1,32.9,50.9,2022-09-03T16:30:14.754Z,2022-09-03T23:50:51Z,,,,,,,,,,,,,,,,,,,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155085,3,1,1,0,6,63f5h8t5e9qm1fqmvfkb23ghh,0,30.2,48.2,2022-09-03T16:30:14.794Z,2022-09-03T23:51:06Z,3754458785,56,Back,3754458789,141,42.8,3754458791,212,19.7,3754458783,155,,3754458787,140,48.6,3756103943,178,,3754458793,213,6.1,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155083,6,1,1,0,7,4ku8o6uf87yd8iecdalipo6wd,0,55,56.6,2022-09-03T16:30:15.925Z,2022-09-03T23:51:18Z,3754458759,140,57.7,3754458763,212,2.8,3754458761,141,57.0,3754458775,213,0.1,3754458757,56,Center,3756104801,21,,3756104799,178,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
