id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2537376171,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-04-22T17:50:26.699Z,2023-04-22T18:56:30Z,4210145613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210145605,30,"6crmq7vzqts58wg196q48sc7p, 7o4nc6jwsi3quvnwinstqwyj9, en2c7z1raqmcwee78297pbnu2, aipyotc87m5bdvmvizd5n69k9, 8wvkrrbqqthuwda8twg03yuax, 6fzbp94hf19ysotdassrqdc5x, 1i9wi65k2foqwudeqiyih87hl, i48mf81fxn2af1xxjzfi8gr9, c1mm3hdfcs78obhxmhailzidx, 127eg3g8ig8j7obxtyc2tl8t1, b4witgokm49tidm1a83qcvbop, 7oykphzczagr975xsqt70s89h, eihwzqtt27l2l8iu990h68edx, 54h69199gtsavspwblux98dsl, cdcbi6xmy0uts703489e0acb9, diod1hv5hv7v7z7mfleev1txx, 38bp85766w04a0nuulq5fiig9, 5nluxvc0wi0u1d5zcy7be5rkl, bf2pf3hs8gcvub4ivlve12ymt, broq8imimhtlejtffissquy5m, eufpzdp76oumhybvscmu76vo5, 8blr43wb2ergbbialws9irq0a",4210145609,59,"1, 6, 12, 18, 3, 22, 15, 19, 9, 11, 20, 2, 5, 7, 8, 10, 13, 16, 17, 21, 24, 26",4210145617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210447127,197,239,4210145611,130,4,4210145615,194,c1mm3hdfcs78obhxmhailzidx,4210145607,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537378545,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-04-22T17:53:34.078Z,2023-04-22T19:07:08Z,4210159271,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4210159283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210159267,30,"59ndqnsvggsoek170rdqyd1w5, cbym98g15egnbeda05mt3drrp, 40gxfsz7bgrkdudqewlpxzyzt, 37b6tzaexinmfadvi4you5wmi, 9g4devlvymukexrvfgkipd6tx, e8s9ssopq5nmp51zymvqp8jbp, adwkydlkclg8u72rxh51lvkyd, e3czx0nsuw10acnftbr8ud0bt, at2bp41y9n3nd1phr2e3wrcnp, cs2yx3hiqjsb4i5ul2r5kmdat, 1lym8zscp7l8icay2cya7cauh, ea5xlslcii56ycrlmyo6uiimt, 2aumz6rtq4ufba7z7zn5v8frp, 5ez2huoeh2g3ijpgr7m15lg5, 2ge9oa66xgsefhhpvuboua76x, e91yegwfliqhfy9yyk19otafo, 3sy16pz110zmyq073ao24l1ck, 9ano8w4jrlk6zq92rxchzaru2, bmcz7nkdpxopn3g89dekqa8a2, 2pfq7ljnpwocjpsbna6r7i99m, bv6u6k40izwaoyzyahynyfqax",4210159275,59,"13, 20, 17, 24, 14, 4, 21, 8, 22, 10, 23, 5, 9, 11, 18, 19, 26, 29, 31, 34, 36",4210159279,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210159277,130,2,4210159281,194,cs2yx3hiqjsb4i5ul2r5kmdat,4210447747,197,17362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537435745,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-04-22T19:04:15.896Z,2023-04-22T19:04:16Z,4210472597,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537435757,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-04-22T19:04:15.896Z,2023-04-23T02:18:50Z,4210472649,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537435803,3,1,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,50.1,49.7,2023-04-22T19:04:15.917Z,2023-04-23T08:17:03Z,4210472879,140,48.2,4212115435,178,,4210472887,279,S,4210472883,212,2.6,4210472881,141,47.2,4210472877,56,Back,4210472885,213,3.8,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537435831,4,1,1,0,1,6f27yvbqcngegwsg2ozxxdj4,1,48.2,47.9,2023-04-22T19:04:17.244Z,2023-04-23T04:48:15Z,4210473071,212,14.7,4210473067,140,45.7,4212115709,178,,4210473073,213,1.8,4210473069,141,69.1,4210473065,56,Back,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537435873,5,1,1,0,4,6f27yvbqcngegwsg2ozxxdj4,1,46,72.1,2023-04-22T19:04:20.627Z,2023-04-23T04:48:18Z,4210473347,140,39.2,4212115751,178,,4210473353,213,3.4,4210473351,212,7.4,4210473349,141,69.0,4210473345,56,Back,,,,,,,1lym8zscp7l8icay2cya7cauh,L. de la Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537435893,6,1,1,0,11,6f27yvbqcngegwsg2ozxxdj4,1,42.8,67.8,2023-04-22T19:04:27.089Z,2023-04-23T04:48:23Z,4212115811,178,,4210473429,140,37.1,4210473433,212,14.2,4210473431,141,86.8,4210473435,213,2.0,4210473427,56,Back,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537435921,7,1,1,0,12,6f27yvbqcngegwsg2ozxxdj4,1,37.3,88,2023-04-22T19:04:28.648Z,2023-04-23T04:48:28Z,4210473551,213,0.3,4210473549,212,16.4,4210473545,140,52.1,4210473547,141,95.8,4212115867,178,,4210473543,56,Left,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537435969,8,1,1,0,14,6f27yvbqcngegwsg2ozxxdj4,1,56.4,95,2023-04-22T19:04:30.888Z,2023-04-23T04:48:31Z,4210473857,212,26.0,4210473853,140,81.1,4210473859,213,6.2,4210473855,141,93.1,4210473851,56,Left,4212115947,178,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
