id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value
2452116087,866,49,1,0,11,63f5h8t5e9qm1fqmvfkb23ghh,1,53.4,66.3,2022-08-27T15:31:31.832Z,2022-08-28T07:03:52Z,,,,,,,,,,,,,,,,,,,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639027,3,1,1,0,11,63f5h8t5e9qm1fqmvfkb23ghh,1,59.4,62.7,2022-08-27T15:31:31.866Z,2022-08-28T07:03:58Z,3738972609,178,,3735984513,213,0.4,3735984505,141,67.8,3735660705,56,Center,3735984509,212,8.8,3735984503,140,67.1,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452251775,1122,43,1,0,12,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-08-27T15:31:32.785Z,2022-08-28T07:28:04Z,3738998609,178,0,3738998827,144,82,,,,,,,,,,,,,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639045,4,61,1,0,12,63f5h8t5e9qm1fqmvfkb23ghh,0,65.4,65.4,2022-08-27T15:31:32.822Z,2022-08-28T07:04:05Z,3735985565,56,Center,3738972755,178,,,,,,,,,,,,,,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452251863,990,67,1,0,13,4yg9ttzw0m51048doksv8uq5r,1,31.6,38.1,2022-08-27T15:31:33.744Z,2022-08-28T07:34:40Z,3738999061,233,1140,,,,,,,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452251861,1140,67,1,0,13,63f5h8t5e9qm1fqmvfkb23ghh,0,68.4,61.9,2022-08-27T15:31:33.745Z,2022-08-28T07:28:19Z,3738999065,233,990,,,,,,,,,,,,,,,,,,,,,,1qkep5ck252k1g3oqza5ygh61,T. Kubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451708299,327,1,1,0,13,4yg9ttzw0m51048doksv8uq5r,0,32.3,37.1,2022-08-27T15:31:33.770Z,2022-08-28T07:34:40Z,3736035515,141,49.0,3736035517,212,9.9,3736035513,140,26.9,3736035519,213,2.2,3738972795,178,,3736035511,56,Back,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639099,5,43,1,0,14,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-08-27T15:31:34.458Z,2022-08-27T16:14:39Z,3735985397,144,61,3735661051,56,Center,,,,,,,,,,,,,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639109,6,61,1,0,14,63f5h8t5e9qm1fqmvfkb23ghh,0,74,42.2,2022-08-27T15:31:34.539Z,2022-08-28T07:04:12Z,3738972859,178,,3735661083,56,Center,,,,,,,,,,,,,,,,,,,1qkep5ck252k1g3oqza5ygh61,T. Kubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639133,7,1,1,0,14,4yg9ttzw0m51048doksv8uq5r,1,27.9,45.6,2022-08-27T15:31:35.249Z,2022-08-28T07:04:14Z,3735661181,56,Back,3735661187,212,12.9,3735661185,141,60.2,3735661179,157,,3735661183,140,35.8,3735661191,1,,3738972879,178,,3735661189,213,0.9,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639145,8,49,1,0,16,4yg9ttzw0m51048doksv8uq5r,1,31.4,71.7,2022-08-27T15:31:37.262Z,2022-08-28T07:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639179,9,1,1,0,17,4yg9ttzw0m51048doksv8uq5r,1,31.4,71.7,2022-08-27T15:31:37.934Z,2022-08-28T07:04:25Z,3738972993,178,,3735661451,141,86.8,3735661443,56,Back,3735661447,140,24.2,3735661455,213,2.2,3735661453,212,12.8,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639185,10,3,1,0,19,4yg9ttzw0m51048doksv8uq5r,0,26,90.9,2022-08-27T15:31:39.912Z,2022-08-28T07:04:38Z,3738973155,178,,3735661493,285,,3735661747,233,7,3735661491,56,Back,3738302677,465,,,,,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639205,7,7,1,0,19,63f5h8t5e9qm1fqmvfkb23ghh,1,74,9.1,2022-08-27T15:31:40.133Z,2022-08-28T07:04:47Z,3738303191,385,,3735661583,286,,3735661579,167,,3735661657,233,10,3738973267,178,,3735661581,56,Right,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639219,8,5,1,0,21,63f5h8t5e9qm1fqmvfkb23ghh,0,74.6,-1.5,2022-08-27T15:31:42.073Z,2022-08-28T07:04:50Z,3735663541,233,11,3735661645,56,Right,3735661647,347,,,,,,,,,,,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639513,11,5,1,0,21,4yg9ttzw0m51048doksv8uq5r,1,25.4,101.5,2022-08-27T15:31:42.073Z,2022-08-28T07:04:50Z,3735663381,347,,3735663379,56,Back,3735663463,233,8,,,,,,,,,,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639589,12,1,1,0,32,4yg9ttzw0m51048doksv8uq5r,1,23,100,2022-08-27T15:31:52.811Z,2022-08-28T07:04:59Z,3735663791,107,,3735663801,213,4.7,3735663795,140,22.6,3735663797,141,90.8,3735663793,56,Back,3735663799,212,7.6,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639655,13,1,1,0,34,4yg9ttzw0m51048doksv8uq5r,1,22.6,93.2,2022-08-27T15:31:54.958Z,2022-08-28T07:05:03Z,3738973517,178,,3735664201,140,41.7,3735664203,141,93.5,3735664197,155,,3735664199,56,Back,3735664207,213,0.0,3735664205,212,20.1,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639691,14,1,1,0,35,4yg9ttzw0m51048doksv8uq5r,1,42.8,92.7,2022-08-27T15:31:56.397Z,2022-08-28T07:05:15Z,3735664381,56,Back,3735664387,212,10.4,3735664385,141,81.5,3738973711,388,,3735664383,140,36.1,3735664389,213,4.0,,,,,,,a971j313ztjvcgojpg6u390b9,E. Ponce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639825,15,1,1,0,37,4yg9ttzw0m51048doksv8uq5r,1,36.7,80,2022-08-27T15:31:57.710Z,2022-08-28T07:05:19Z,3735665131,56,Back,3735665133,140,46.6,3738973763,178,,3735665139,213,5.5,3735665137,212,14.0,3735665135,141,66.1,,,,,,,1i9mqbswolg91evnmsrf5katx,Tete Morente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639839,16,4,1,0,39,4yg9ttzw0m51048doksv8uq5r,1,46.4,58,2022-08-27T15:32:00.263Z,2022-08-28T07:05:22Z,3735665211,152,,3735796165,233,9,3735665207,295,,3735665213,286,,3735665205,13,,3735665209,56,Back,,,,,,,aziqdd6dqjjgr6ifmzve0cz4l,Roger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451639991,9,4,1,0,39,63f5h8t5e9qm1fqmvfkb23ghh,0,53.6,42,2022-08-27T15:32:00.264Z,2022-08-28T07:05:22Z,3738973797,178,,3735666157,13,,3735796173,233,16,3735666161,295,,3735666173,285,,3735666165,56,Center,3735666169,152,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640363,17,1,1,0,56,4yg9ttzw0m51048doksv8uq5r,1,47.3,56.5,2022-08-27T15:32:16.851Z,2022-08-28T07:05:25Z,3738973841,178,,3735668391,141,8.7,3735668383,5,,3735668387,56,Back,3735668385,152,,3735668395,213,4.5,3735668393,212,33.3,3736041543,1,,f0a2qk3jzxercn67bben5eled,Gumbau,3735668389,140,40.6,3736042407,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451709619,328,1,1,0,57,4yg9ttzw0m51048doksv8uq5r,1,41.6,9.7,2022-08-27T15:32:18.011Z,2022-08-28T07:05:27Z,3736042393,141,27.1,3736042395,212,19.4,3736042397,213,2.5,3736042445,189,,3738973863,178,,3736042389,56,Back,3736042391,140,26.9,,,,defkaykmw8lmts2gumfa1jyzt,Álex Collado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640473,18,1,1,0,59,4yg9ttzw0m51048doksv8uq5r,1,22.5,26.7,2022-08-27T15:32:19.493Z,2022-08-28T07:05:30Z,3735669081,140,7.3,3735669085,212,24.5,3738973879,178,,3735669079,56,Back,3735669083,141,54.0,3735669089,213,2.3,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640589,19,1,1,1,4,4yg9ttzw0m51048doksv8uq5r,0,9.5,57.9,2022-08-27T15:32:25.013Z,2022-08-28T07:05:38Z,3735669729,140,58.1,3735669733,212,51.6,3735669727,56,Center,3735669725,157,,3735669735,213,0.2,3735669737,1,,3738974003,178,,3735669731,141,69.6,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452254381,1293,67,1,1,7,63f5h8t5e9qm1fqmvfkb23ghh,1,38.6,35.4,2022-08-27T15:32:28Z,2022-08-28T08:12:45Z,3739013353,233,1180,,,,,,,,,,,,,,,,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452254379,1180,67,1,1,7,4yg9ttzw0m51048doksv8uq5r,0,61.4,64.6,2022-08-27T15:32:28.001Z,2022-08-28T07:55:15Z,3739013357,233,1293,,,,,,,,,,,,,,,,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640715,10,8,1,1,7,63f5h8t5e9qm1fqmvfkb23ghh,1,39,37.3,2022-08-27T15:32:28.070Z,2022-08-28T08:12:46Z,3738306801,383,,3735670433,56,Back,3738974235,178,,,,,,,,,,,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640767,11,1,1,1,8,63f5h8t5e9qm1fqmvfkb23ghh,1,39.8,35.5,2022-08-27T15:32:29.408Z,2022-08-28T07:06:00Z,3738974325,389,,3735670781,212,14.9,3735670775,56,Back,3735670777,140,36.3,3735670783,213,4.5,3735670779,141,14.3,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640779,12,49,1,1,10,63f5h8t5e9qm1fqmvfkb23ghh,1,35.7,16.7,2022-08-27T15:32:30.863Z,2022-08-28T07:06:04Z,,,,,,,,,,,,,,,,,,,,,,,,,b91n9sdabth8oocdawayybdud,Gorosabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640839,13,1,1,1,10,63f5h8t5e9qm1fqmvfkb23ghh,1,36.5,14.7,2022-08-27T15:32:30.911Z,2022-08-28T07:06:08Z,3736000681,1,,3735671205,213,2.5,3735671199,140,12.8,3735671197,56,Back,3735671203,212,32.2,3735671201,141,44.7,3738974475,178,,,,,b91n9sdabth8oocdawayybdud,Gorosabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641027,15,1,1,1,15,63f5h8t5e9qm1fqmvfkb23ghh,1,12.7,46,2022-08-27T15:32:35.478Z,2022-08-28T07:06:11Z,3735672269,212,18.2,3735672263,56,Back,3735672271,213,0.9,3735672267,141,67.5,3735672265,140,23.0,3738974523,178,,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640891,14,43,1,1,15,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-08-27T15:32:35.802Z,2022-08-27T16:17:54Z,3735671553,141,46.0,3736000849,144,1,3735671555,212,16.3,3735671557,213,3.6,3735671549,56,Back,3735671551,140,12.7,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641237,16,1,1,1,21,63f5h8t5e9qm1fqmvfkb23ghh,1,32.2,59.6,2022-08-27T15:32:42.297Z,2022-08-28T07:06:15Z,3738974593,178,,3735673393,141,21.2,3735673399,212,26.5,3735673391,140,28.1,3735673407,213,4.5,3735673389,56,Back,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641337,17,1,1,1,28,63f5h8t5e9qm1fqmvfkb23ghh,1,36,40.3,2022-08-27T15:32:49.289Z,2022-08-28T07:06:18Z,3735673999,212,19.5,3735673993,56,Back,3735673995,140,39.5,3735673997,141,68.4,3738974659,178,,3735674001,213,1.4,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641393,18,1,1,1,31,63f5h8t5e9qm1fqmvfkb23ghh,1,36.7,73.9,2022-08-27T15:32:51.983Z,2022-08-28T07:06:21Z,3738974733,178,,3735674285,140,46.8,3735674287,141,65.7,3735674289,212,12.0,3735674291,213,5.8,3735674283,56,Back,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641545,19,1,1,1,32,63f5h8t5e9qm1fqmvfkb23ghh,1,46.8,65.7,2022-08-27T15:32:52.896Z,2022-08-28T07:06:23Z,3735674979,140,18.0,3735674985,213,3.5,3736001419,156,,3735674977,56,Back,3735674983,212,31.7,3738974759,178,,3735674981,141,51.5,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452254489,1318,43,1,1,34,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-08-27T15:32:55.034Z,2022-08-28T07:56:34Z,3739013759,144,82,3739013739,178,0,,,,,,,,,,,,,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641681,20,1,1,1,36,63f5h8t5e9qm1fqmvfkb23ghh,1,18.2,49.9,2022-08-27T15:32:56.659Z,2022-08-28T07:06:25Z,3738974783,178,,3735675583,56,Back,3735675591,212,18.4,3735675585,140,27.9,3735675587,141,27.4,3735675595,213,5.3,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641811,21,1,1,1,41,63f5h8t5e9qm1fqmvfkb23ghh,1,33.8,30.1,2022-08-27T15:33:01.840Z,2022-08-28T07:06:27Z,3735676257,213,6.1,3735676255,212,15.7,3735676253,141,27.0,3735676251,140,48.6,3735676249,56,Back,3738974817,178,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641857,22,1,1,1,42,63f5h8t5e9qm1fqmvfkb23ghh,1,48.6,27,2022-08-27T15:33:02.847Z,2022-08-28T07:06:31Z,3738974863,178,,3735676531,213,3.2,3735676521,140,35.9,3736001963,156,,3735676525,141,26.4,3735676529,212,13.3,3735676519,56,Back,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641867,23,1,1,1,46,63f5h8t5e9qm1fqmvfkb23ghh,1,36,26.8,2022-08-27T15:33:06.901Z,2022-08-28T07:06:34Z,3735676581,56,Center,3735676587,212,19.9,3738974929,178,,3735676585,141,22.1,3735676589,213,6.1,3735676583,140,54.7,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641951,24,1,1,1,47,63f5h8t5e9qm1fqmvfkb23ghh,1,54.7,22.1,2022-08-27T15:33:07.805Z,2022-08-28T07:06:38Z,3736002501,156,,3735676941,141,30.6,3735676945,213,2.1,3735676937,56,Center,3738974991,178,,3735676939,140,51.5,3735676943,212,6.7,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451641963,25,1,1,1,48,63f5h8t5e9qm1fqmvfkb23ghh,0,53,31,2022-08-27T15:33:08.585Z,2022-08-28T07:06:43Z,3735677017,141,26.0,3738975043,178,,3735677013,140,61.1,3735677019,212,9.2,3735677021,213,5.9,3735677011,56,Center,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
