id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2461850883,9,1,1,0,20,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25.9,57.1,2022-09-18T12:00:01.800Z,2022-09-19T06:33:34Z,3790046581,56,Back,3790046583,140,25.2,3790046589,213,4.7,3790046587,212,21.5,3790046585,141,25.5,3793296665,178,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461850899,10,1,1,0,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,23.3,26.3,2022-09-18T12:00:04.171Z,2022-09-19T06:33:38Z,3790046691,212,14.4,3793296699,178,,3790046693,213,2.4,3790046685,56,Back,3790046689,141,40.0,3790046687,140,12.9,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461850943,11,1,1,0,24,2l0ldgiwsgb8d6y3z0sfgjzyj,0,12.9,40,2022-09-18T12:00:06.033Z,2022-09-19T06:33:59Z,3793296911,178,,3790046955,157,,3790046959,140,64.1,3790046957,56,Center,3790046961,141,58.9,3790046965,213,0.2,3790046963,212,55.3,3790046967,1,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461850949,3,44,1,0,28,1n1j0wsl763lq7ee1k0c11c02,1,32.2,37.4,2022-09-18T12:00:09.894Z,2022-09-19T11:24:13Z,3790047061,233,12,3790046989,285,,3790046987,56,Back,,,,,,,,,,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461850957,12,44,1,0,28,2l0ldgiwsgb8d6y3z0sfgjzyj,0,67.8,62.6,2022-09-18T12:00:09.895Z,2022-09-19T06:34:04Z,3790047081,233,3,3790047009,56,Center,3790047013,286,,,,,,,,,,,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461850979,4,1,1,0,28,1n1j0wsl763lq7ee1k0c11c02,0,28.5,33.7,2022-09-18T12:00:09.950Z,2022-09-19T11:24:13Z,3790047131,213,5.3,3790047121,3,,3793297091,178,,3790047123,56,Back,3790047127,141,5.9,3790047129,212,22.3,3790047125,140,39.7,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461850989,13,1,1,0,32,2l0ldgiwsgb8d6y3z0sfgjzyj,0,63.1,92.8,2022-09-18T12:00:13.710Z,2022-09-19T06:34:16Z,3790047191,56,Left,3793297161,178,,3790047199,213,3.2,3790047197,212,11.0,3790047193,140,52.6,3790047195,141,91.8,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851001,5,49,1,0,34,1n1j0wsl763lq7ee1k0c11c02,1,53,12.8,2022-09-18T12:00:15.112Z,2022-09-19T06:34:19Z,,,,,,,,,,,,,,,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907371,371,3,1,0,35,1n1j0wsl763lq7ee1k0c11c02,1,53.8,6.8,2022-09-18T12:00:16.764Z,2022-09-19T06:34:26Z,3790335139,233,457,3793297349,178,,3792278983,464,,3790335065,56,Right,3790335067,286,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907377,457,45,1,0,35,2l0ldgiwsgb8d6y3z0sfgjzyj,0,46.2,93.2,2022-09-18T12:00:16.764Z,2022-09-19T06:34:26Z,3790335091,56,Back,3790335155,233,371,3790335093,285,,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851055,6,1,1,0,37,1n1j0wsl763lq7ee1k0c11c02,1,41.9,9.1,2022-09-18T12:00:19.084Z,2022-09-19T06:34:30Z,3793297393,178,,3790047493,212,14.4,3790047495,213,3.0,3790047483,56,Back,3790047489,141,12.6,3790047485,140,28.4,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851089,7,1,1,0,43,1n1j0wsl763lq7ee1k0c11c02,1,30.5,16.7,2022-09-18T12:00:24.409Z,2022-09-19T06:34:36Z,3790047661,155,,3790047671,213,0.5,3790047673,1,,3793297463,178,,3790047667,141,44.0,3790047669,212,40.0,3790047663,56,Center,3790047665,140,64.2,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851141,8,1,1,0,51,1n1j0wsl763lq7ee1k0c11c02,1,68.1,15.3,2022-09-18T12:00:32.534Z,2022-09-19T06:34:41Z,3793297509,178,,3790047951,212,7.8,3790047945,56,Right,3790047949,141,5.3,3790047947,140,64.4,3790047953,213,4.2,,,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851159,9,1,1,0,53,1n1j0wsl763lq7ee1k0c11c02,1,64.4,5.3,2022-09-18T12:00:34.374Z,2022-09-19T06:34:45Z,3793297575,178,,3790048019,212,9.8,3790048017,141,18.6,3790048013,56,Right,3790048015,140,68.0,3790048021,213,1.2,,,,,,,1p6ccbu8hzugj05qtea21rw7p,D. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851187,10,1,1,0,54,1n1j0wsl763lq7ee1k0c11c02,1,67.9,18.6,2022-09-18T12:00:35.501Z,2022-09-19T06:34:48Z,3790048185,212,10.7,3790048187,213,2.1,3790048183,141,31.9,3790048181,140,62.5,3793297625,178,,3790048179,56,Center,,,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851199,11,1,1,0,55,1n1j0wsl763lq7ee1k0c11c02,1,64.2,40.1,2022-09-18T12:00:36.954Z,2022-09-19T06:34:53Z,3793297671,178,,3790048251,141,89.1,3790048255,213,1.2,3790048253,212,35.4,3790048257,1,,3790048247,56,Left,3790048249,140,75.7,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851245,12,1,1,0,59,1n1j0wsl763lq7ee1k0c11c02,0,77.2,92.4,2022-09-18T12:00:40.916Z,2022-09-19T06:35:01Z,3790048521,1,,3792278997,223,,3792278999,20,,3790048511,56,Center,3790048517,212,38.2,3790048509,155,,3790048507,2,,3790048519,213,5.1,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,3790048513,140,89.5,3790048515,141,39.5,3793297759,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851267,14,12,1,1,1,2l0ldgiwsgb8d6y3z0sfgjzyj,1,12,55,2022-09-18T12:00:42.424Z,2022-09-19T06:35:09Z,3790048671,15,,3790048633,212,21.6,3790048635,213,0.5,3793297859,388,,3790048631,141,70.4,3790048627,56,Back,3790048629,140,30.0,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851297,15,61,1,1,4,2l0ldgiwsgb8d6y3z0sfgjzyj,0,31.6,70.1,2022-09-18T12:00:45.267Z,2022-09-19T06:35:24Z,3790048743,56,Back,3793297973,178,,,,,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851325,14,1,1,1,5,1n1j0wsl763lq7ee1k0c11c02,1,59.9,36.6,2022-09-18T12:00:46.690Z,2022-09-19T06:35:28Z,3790048911,212,18.7,3793298043,178,,3790048899,56,Back,3790048913,213,2.5,3790048903,140,45.6,3790048907,141,53.1,,,,,,,1p6ccbu8hzugj05qtea21rw7p,D. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851307,13,43,1,1,7,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-09-18T12:00:48.265Z,2022-09-18T12:09:07Z,3790090669,144,49,,,,,,,,,,,,,,,,,,,,,,1p6ccbu8hzugj05qtea21rw7p,D. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851357,15,1,1,1,7,1n1j0wsl763lq7ee1k0c11c02,1,44,53.7,2022-09-18T12:00:49.031Z,2022-09-19T06:35:55Z,3790049089,141,82.9,3790049087,140,55.0,3790049085,56,Left,3790049093,213,1.0,3793298415,178,,3790049091,212,23.0,,,,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851395,16,1,1,1,10,1n1j0wsl763lq7ee1k0c11c02,1,55.2,82.9,2022-09-18T12:00:51.185Z,2022-09-19T06:36:00Z,3793298461,178,,3790049251,56,Center,3790049257,212,11.9,3790049253,140,65.9,3790049259,213,6.0,3790049255,141,77.3,,,,,,,qg0ok4244nmslpvxnoj6zn8q,G. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851433,17,1,1,1,11,1n1j0wsl763lq7ee1k0c11c02,1,65.9,77.3,2022-09-18T12:00:52.564Z,2022-09-19T06:36:05Z,3793298507,178,,3790049439,56,Left,3790049445,212,10.1,3790049443,141,91.2,3790049447,213,1.9,3790049441,140,62.6,,,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851441,18,1,1,1,13,1n1j0wsl763lq7ee1k0c11c02,0,61.9,91.4,2022-09-18T12:00:54.573Z,2022-09-19T06:36:08Z,3790049499,212,2.3,3790049493,56,Left,3790049497,141,90.2,3790049495,140,63.9,3793298527,178,,3790049501,213,5.9,3790049511,236,,3790049523,286,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,3790049515,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851409,16,74,1,1,13,2l0ldgiwsgb8d6y3z0sfgjzyj,1,33.8,6.1,2022-09-18T12:00:54.774Z,2022-09-19T06:36:13Z,3793298613,178,,3790049323,285,,3790049321,56,Back,3790049553,233,18,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851479,19,1,1,1,15,1n1j0wsl763lq7ee1k0c11c02,1,61.2,88.6,2022-09-18T12:00:56.992Z,2022-09-19T06:36:20Z,3790049671,140,41.6,3790049673,141,75.6,3790049677,213,3.5,3790049675,212,22.4,3790049669,56,Back,3793298767,178,,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851507,20,1,1,1,17,1n1j0wsl763lq7ee1k0c11c02,0,41.6,75.6,2022-09-18T12:00:58.514Z,2022-09-19T06:36:24Z,3790049833,1,,3793298823,178,,3790049831,213,5.9,3790049829,212,45.9,3790049823,56,Center,3790049827,141,49.1,3790049825,140,81.8,3790049821,155,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851541,17,1,1,1,19,2l0ldgiwsgb8d6y3z0sfgjzyj,1,21.5,33.1,2022-09-18T12:01:01.006Z,2022-09-19T06:36:33Z,3790050003,213,2.2,3790049995,56,Back,3790049999,141,48.2,3790049993,3,,3790049997,140,14.8,3793298935,178,,3790050001,212,12.4,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851567,18,12,1,1,21,2l0ldgiwsgb8d6y3z0sfgjzyj,1,14.8,48.2,2022-09-18T12:01:02.472Z,2022-09-19T06:36:40Z,3793299065,178,,3790050143,140,28.2,3790050149,213,6.0,3790050147,212,14.7,3790050145,141,42.1,3790050141,56,Back,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851569,19,44,1,1,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,31,46,2022-09-18T12:01:04.975Z,2022-09-19T11:24:13Z,3790050157,56,Back,3790050159,285,,3790050241,233,21,,,,,,,,,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851577,21,44,1,1,23,1n1j0wsl763lq7ee1k0c11c02,0,69,54,2022-09-18T12:01:04.976Z,2022-09-19T06:36:43Z,3790050175,286,,3790050273,233,19,3790050171,56,Center,,,,,,,,,,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851581,20,1,1,1,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,28.2,42.1,2022-09-18T12:01:05.038Z,2022-09-19T11:24:14Z,3793299229,388,,3790050201,56,Back,3790050205,141,48.9,3790050207,212,18.3,3790050209,213,0.3,3790050203,140,45.1,3790050199,168,,3790050197,3,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851615,21,1,1,1,25,2l0ldgiwsgb8d6y3z0sfgjzyj,1,45.1,48.9,2022-09-18T12:01:06.503Z,2022-09-19T06:36:51Z,3790050401,140,38.8,3790050407,213,2.4,3790050403,141,58.2,3790050405,212,9.2,3793299295,178,,3790050399,56,Back,3790050397,3,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851619,22,49,1,1,26,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.4,66.7,2022-09-18T12:01:07.145Z,2022-09-19T06:36:58Z,,,,,,,,,,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851639,23,1,1,1,28,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.4,66.7,2022-09-18T12:01:09.245Z,2022-09-19T06:37:03Z,3790050531,141,87.6,3793299545,178,,3790050535,213,1.7,3790050533,212,14.3,3790050527,56,Back,3790050529,140,37.1,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851673,24,1,1,1,30,2l0ldgiwsgb8d6y3z0sfgjzyj,1,37.1,87.6,2022-09-18T12:01:11.910Z,2022-09-19T06:37:07Z,3790050681,141,79.2,3790050683,212,5.9,3790050685,213,5.0,3790050677,56,Back,3790050679,140,38.5,3793299649,178,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851715,25,1,1,1,33,2l0ldgiwsgb8d6y3z0sfgjzyj,1,37.1,76.5,2022-09-18T12:01:14.359Z,2022-09-19T06:37:12Z,3790050921,56,Back,3793299707,178,,3790050925,141,67.9,3790050929,213,3.6,3790050927,212,12.3,3790050923,140,26.8,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851759,26,1,1,1,36,2l0ldgiwsgb8d6y3z0sfgjzyj,1,26.7,67.3,2022-09-18T12:01:17.239Z,2022-09-19T06:37:15Z,3790051119,140,28.8,3790051125,213,4.8,3790051115,56,Back,3790051123,212,27.1,3793299759,178,,3790051121,141,27.6,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851785,27,1,1,1,39,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29,27.6,2022-09-18T12:01:20.657Z,2022-09-19T06:37:19Z,3790051257,140,25.3,3790051259,141,38.8,3790051255,56,Back,3790051263,213,2.0,3793299817,178,,3790051261,212,8.5,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851845,28,1,1,1,45,2l0ldgiwsgb8d6y3z0sfgjzyj,1,36.5,23.8,2022-09-18T12:01:26.451Z,2022-09-19T06:37:23Z,3790051597,212,14.2,3790051599,213,5.3,3790051593,140,44.2,3790051595,141,6.7,3790051591,56,Back,3793299871,178,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851885,29,1,1,1,46,2l0ldgiwsgb8d6y3z0sfgjzyj,0,44.2,6.7,2022-09-18T12:01:27.853Z,2022-09-19T06:37:27Z,3790051735,155,,3790051739,56,Right,3793299959,178,,3790051745,141,15.6,3790051749,212,23.4,3790051743,140,65.7,3790051753,213,0.3,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461851915,22,1,1,1,47,1n1j0wsl763lq7ee1k0c11c02,1,38.8,86.3,2022-09-18T12:01:28.840Z,2022-09-19T06:37:32Z,3793300017,178,,3790051911,3,,3790051921,213,4.1,3790051915,140,29.2,3790051919,212,18.4,3790051913,56,Back,3790051917,141,63.6,,,,qg0ok4244nmslpvxnoj6zn8q,G. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
