id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value
2534817187,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-04-16T17:51:45.461Z,2023-04-16T19:06:57Z,4196795003,197,1597,4196554143,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196554135,30,"20o2dr1mdk18xhxmkujzgak89, wlqj34ev5mucxtfx6j4tr9at, f1e3gi3dx3er2vz7loriw6e39, 64ctdbd0w5ikj0fkcuu9jdbhm, eucssbf7wamb41y1gixfodivp, csqsdjsa4leo6z86qphjuectm, b2e12l3s3dxgyr8d2rk5qb9ey, 9dc4qkvh0vk5kwymibji00kp, afyga3n1mliw0btcuixt6xolx, 9z3aqwq5swt9qklwnzuhqcogl, 5b1q9bpe23j98eoy4fwi7ld5h, 23zkmpw4902qf9xvd8z5wptcl, 96w1jlcwuci7kqqfskfsp6191, e7del0ovpcpntqdgh8idxok4p, bqrz2xmu25taby17bl7cycjqh, 7yngrviue4iji7w0f9ql07j6x, 7yieh5r0uzk6d6x9o060c2bfu, d6kzekcwqw0q8fq6wt6rmyusq, eiz5j566h4fq4wro1t9lfuw2x, 5uig03vbbv71f0q31cp3vfbv9, 66fshzi5f86wt1lwa4kdhiooa, 6o76owze8y78ue9sb49g8kyz8, aqqd7tq7z6bj3wn3u3sz3uuqc",4196554147,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196554145,194,5b1q9bpe23j98eoy4fwi7ld5h,4196554139,59,"25, 20, 3, 8, 12, 15, 4, 18, 7, 11, 14, 1, 5, 6, 13, 16, 19, 21, 22, 24, 29, 33, 36",4196554137,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4196554141,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534819349,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-04-16T17:55:06.739Z,2023-04-16T18:58:08Z,4196565983,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196791509,197,16015,4196565979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196565977,130,8,4196565981,194,2mg2n8e1d83gbeykfwzz0fumt,4196565973,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4196565975,59,"1, 16, 4, 8, 22, 6, 5, 20, 15, 7, 25, 2, 9, 10, 12, 13, 14, 17, 21, 23, 24, 36",4196565971,30,"bahph7009sc73jl6s2bramn6d, 2mg2n8e1d83gbeykfwzz0fumt, b25dws1pbgbxuwt09of8xpe51, 8ycvfctf7c3yljnbtltsogkph, rlgrvvibryod2g92hqc97ii2, 6vvwhgic29fekmmj2cg62ytp1, 8ty68f4i1lwjdktycd2oy5a6t, 65osnocfqxv6mmpb69hm446ad, 4bbqmasyopxoymo4umcxd4e09, 5c4ku1hmhy6l9dq8a5jp1qf9x, cjd62gwj9ptwrrtu6y6xnpeui, 1y74tse0vpdxanxf152cc8jjd, aaw54l5a40rviv8w0um4h12ol, depu0zp8jqcyv0jzf5r9yums5, 4sojot9t32l4a6fm3e39xkcfd, c9cp6fxbxyc2a3kfotkompxx, 2lwjtphx3bkjty9sds520l1ey, 7exng93jyar5is4fa64r9bhzp, 8n4f10q0l2wjhhfdkpp8kfzdh, 1ghrcpi1cl0koh36puwblbfmd, 8tlfkcnlf3dq1katqazub1i39, 4b6a6kfczcu6k6u16qpplbx90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863405,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-04-16T19:02:31.334Z,2023-04-17T01:48:31Z,4196801925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863411,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-04-16T19:02:31.334Z,2023-04-16T19:02:34Z,4196801933,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863415,3,1,1,0,0,10eyb18v5puw4ez03ocaug09m,1,49.7,50.1,2023-04-16T19:02:31.539Z,2023-04-16T21:39:30Z,4196801953,212,13.2,4196801951,141,45.0,4196801955,213,3.4,4196801957,279,S,4196801947,56,Back,4196801949,140,37.6,,,,,,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863423,4,1,1,0,1,10eyb18v5puw4ez03ocaug09m,1,34,50.7,2023-04-16T19:02:33.148Z,2023-04-16T21:39:36Z,4196802011,212,12.0,4196802015,213,2.2,4196802005,140,27.0,4196802001,56,Back,4196802007,141,64.6,,,,,,,,,,8ycvfctf7c3yljnbtltsogkph,Joan Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863447,5,1,1,0,4,10eyb18v5puw4ez03ocaug09m,1,26.1,64.9,2023-04-16T19:02:35.628Z,2023-04-16T21:39:39Z,4196802153,56,Back,4196802155,140,8.1,4196802161,213,3.6,4196802157,141,51.8,4196802159,212,20.9,,,,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863465,6,1,1,0,7,10eyb18v5puw4ez03ocaug09m,0,9.7,51.8,2023-04-16T19:02:38.539Z,2023-04-16T21:39:44Z,4196802301,140,63.3,4196802305,212,58.2,4196802303,141,29.9,4196802309,1,,4196802297,155,,4196802299,56,Center,4196802307,213,6.0,,,,bahph7009sc73jl6s2bramn6d,M. Dmitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863463,3,44,1,0,10,ba5e91hjacvma2sjvixn00pjo,1,35.6,71.8,2023-04-16T19:02:42.267Z,2023-04-16T21:40:00Z,4196802291,56,Back,4196802293,285,,4196802347,233,7,,,,,,,,,,,,,,,,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863469,7,44,1,0,10,10eyb18v5puw4ez03ocaug09m,0,64.4,28.2,2023-04-16T19:02:42.268Z,2023-04-16T19:02:43Z,4196802355,233,3,4196802321,286,,4196802319,56,Center,,,,,,,,,,,,,,,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863483,4,1,1,0,11,ba5e91hjacvma2sjvixn00pjo,0,36.5,67.4,2023-04-16T19:02:42.475Z,2023-04-16T21:40:04Z,4196802375,213,5.7,4196802369,140,46.7,4196802367,56,Back,4196802371,141,56.1,4196802365,3,,4196802373,212,13.2,,,,,,,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534863493,8,1,1,0,13,10eyb18v5puw4ez03ocaug09m,0,52.7,45.2,2023-04-16T19:02:44.468Z,2023-04-16T21:40:11Z,4196802495,140,68.4,4196802493,56,Center,4196802501,213,0.9,4196802485,155,,4196802499,212,27.6,4196802497,141,77.7,,,,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
