id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/17/value
2497128295,6,1,1,0,29,3budh3j9xivsid3ptm8ptpy4k,0,49.3,0,2023-01-14T13:01:03.425Z,2023-01-15T06:53:21Z,3976586807,140,64.0,3976586809,141,21.0,3976586813,213,0.8,3976586803,107,,3976586811,212,22.0,3976586815,1,,3976586805,56,Right,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128297,7,44,1,0,30,3budh3j9xivsid3ptm8ptpy4k,1,65.4,21.4,2023-01-14T13:01:04.773Z,2023-01-15T08:35:09Z,3976586825,286,,3976586823,56,Center,3976588793,233,6,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128305,6,44,1,0,30,4jelr92fsge73q39is6qvhxb3,0,34.6,78.6,2023-01-14T13:01:04.774Z,2023-01-15T06:53:29Z,3976586861,233,7,3976586857,56,Back,3976586859,285,,,,,,,,,,,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128359,8,1,1,0,30,3budh3j9xivsid3ptm8ptpy4k,0,61.8,10.4,2023-01-14T13:01:04.874Z,2023-01-15T08:35:10Z,3976799657,156,,3976588685,213,3.9,3976588671,3,,3976588681,212,12.5,3976587143,56,Right,3979017223,388,,3976588677,141,0.0,3976588673,140,52.8,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128349,7,43,1,0,31,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-14T13:01:05.368Z,2023-01-14T13:01:36Z,3976588853,144,1,3976587089,213,0.7,3976587087,212,21.5,3976587075,3,0,3976587081,140,45.8,3976587077,56,Back,3976587085,141,98.6,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128459,8,5,1,0,35,4jelr92fsge73q39is6qvhxb3,1,47.4,102,2023-01-14T13:01:09.865Z,2023-01-15T06:53:39Z,3976587633,233,9,3976587625,56,Back,3976587627,347,,,,,,,,,,,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128369,9,5,1,0,35,3budh3j9xivsid3ptm8ptpy4k,0,52.6,-2,2023-01-14T13:01:09.865Z,2023-01-15T06:53:40Z,3976587185,347,,3976587641,233,8,3976587183,56,Right,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128477,9,1,1,0,44,4jelr92fsge73q39is6qvhxb3,1,46.7,100,2023-01-14T13:01:18.574Z,2023-01-15T06:53:46Z,3976587685,107,,3976587693,212,6.1,3976587691,141,93.2,3976587695,213,4.9,3976587689,140,48.0,3976587687,56,Back,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128521,10,1,1,0,45,4jelr92fsge73q39is6qvhxb3,1,47.1,92.7,2023-01-14T13:01:19.486Z,2023-01-15T06:53:49Z,3976587859,56,Left,3979017447,178,,3976587867,213,6.2,3976587861,140,61.7,3976587863,141,91.4,3976587865,212,15.4,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128525,11,1,1,0,46,4jelr92fsge73q39is6qvhxb3,0,59.9,92.4,2023-01-14T13:01:21.224Z,2023-01-15T08:22:12Z,3976587883,141,100.0,3976587881,140,64.6,3976587879,56,Left,3976587885,212,7.5,3976587877,3,,3979082021,178,,3976587887,213,0.9,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128565,10,5,1,0,48,3budh3j9xivsid3ptm8ptpy4k,1,33.3,-1.4,2023-01-14T13:01:22.843Z,2023-01-15T06:54:09Z,3976588067,347,,3976588065,56,Back,3976588133,233,12,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128527,12,5,1,0,48,4jelr92fsge73q39is6qvhxb3,0,66.7,101.4,2023-01-14T13:01:22.843Z,2023-01-15T06:54:09Z,3976587891,347,,3976588157,233,10,3976587889,56,Left,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128781,11,1,1,1,5,3budh3j9xivsid3ptm8ptpy4k,1,33.7,0,2023-01-14T13:01:40.046Z,2023-01-15T06:54:15Z,3976589219,141,10.0,3976589217,140,62.8,3976589225,1,,3976589213,107,,3976589223,213,0.3,3976589215,56,Right,3976589221,212,31.6,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497592781,1001,43,1,1,7,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-01-14T13:01:41.857Z,2023-01-15T09:14:05Z,3979116943,144,67,3979082445,233,935,,,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497592779,935,43,1,1,7,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-14T13:01:41.858Z,2023-01-15T09:14:05Z,3979082453,233,1001,3979116937,144,67,,,,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128785,12,50,1,1,7,3budh3j9xivsid3ptm8ptpy4k,1,56.4,5.2,2023-01-14T13:01:41.859Z,2023-01-15T08:35:11Z,3976589351,233,13,3976589243,286,,3976589241,56,Right,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128803,13,7,1,1,7,4jelr92fsge73q39is6qvhxb3,1,43.6,94.8,2023-01-14T13:01:41.959Z,2023-01-15T06:54:23Z,3978771537,383,,3976589329,285,,3976589327,56,Back,3979017947,178,,3976589343,233,12,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128805,14,49,1,1,9,4jelr92fsge73q39is6qvhxb3,1,43.4,92.7,2023-01-14T13:01:43.909Z,2023-01-15T06:54:31Z,,,,,,,,,,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497592837,937,67,1,1,9,4jelr92fsge73q39is6qvhxb3,1,46.9,96.8,2023-01-14T13:01:43.923Z,2023-01-15T08:35:11Z,3979082815,233,1002,,,,,,,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497592833,1002,67,1,1,9,3budh3j9xivsid3ptm8ptpy4k,0,53.1,3.2,2023-01-14T13:01:43.924Z,2023-01-15T08:23:37Z,3979082839,233,937,,,,,,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128839,15,1,1,1,11,4jelr92fsge73q39is6qvhxb3,1,43.6,91.1,2023-01-14T13:01:45.733Z,2023-01-15T06:54:51Z,3976589487,213,4.3,3976589485,212,11.2,3976589479,56,Back,3979018049,178,,3976589481,140,39.5,3976589483,141,75.9,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128845,16,1,1,1,15,4jelr92fsge73q39is6qvhxb3,1,35.7,73.2,2023-01-14T13:01:49.819Z,2023-01-15T06:54:59Z,3979018313,178,,3976589513,56,Back,3976589515,140,30.1,3976589521,213,2.3,3976589517,141,82.3,3976589519,212,8.5,,,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128893,17,1,1,1,16,4jelr92fsge73q39is6qvhxb3,1,30.1,82.3,2023-01-14T13:01:50.641Z,2023-01-15T06:55:07Z,3976589803,141,53.9,3976589805,212,19.8,3976589799,140,25.9,3979018405,178,,3976589795,56,Back,3976589807,213,4.5,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497128961,18,1,1,1,21,4jelr92fsge73q39is6qvhxb3,1,26.7,47.8,2023-01-14T13:01:55.511Z,2023-01-15T06:55:15Z,3976590109,56,Back,3976590117,213,1.6,3976590115,212,20.6,3979018549,178,,3976590111,140,27.1,3976590113,141,78.1,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129029,19,1,1,1,24,4jelr92fsge73q39is6qvhxb3,1,26.6,80.9,2023-01-14T13:01:58.980Z,2023-01-15T06:55:30Z,3976590405,141,34.6,3979018773,178,,3976590401,56,Back,3976590403,140,29.2,3976590407,212,31.6,3976590409,213,4.8,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129063,20,1,1,1,28,4jelr92fsge73q39is6qvhxb3,1,30,26.8,2023-01-14T13:02:02.708Z,2023-01-15T06:55:38Z,3979018821,178,,3976590585,56,Back,3976590593,213,0.6,3976590591,212,10.1,3976590587,140,37.7,3976590589,141,35.8,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129141,21,1,1,1,31,4jelr92fsge73q39is6qvhxb3,1,35.4,38.3,2023-01-14T13:02:05.443Z,2023-01-15T06:55:43Z,3976591019,56,Back,3976591027,213,1.6,3976591021,140,33.7,3979018881,178,,3976591023,141,71.4,3976591025,212,22.6,,,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129193,22,1,1,1,36,4jelr92fsge73q39is6qvhxb3,1,39.3,79.1,2023-01-14T13:02:10.519Z,2023-01-15T06:55:51Z,3976591247,155,,3976591259,213,6.2,3976591257,212,32.6,3976591253,140,70.3,3976591251,56,Center,3976591255,141,76.6,3979018951,178,,3976591261,1,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129201,23,44,1,1,38,4jelr92fsge73q39is6qvhxb3,1,75.4,84.8,2023-01-14T13:02:13.226Z,2023-01-15T08:35:12Z,3976591345,233,13,3976591303,286,,3976591301,56,Left,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129203,13,44,1,1,38,3budh3j9xivsid3ptm8ptpy4k,0,24.6,15.2,2023-01-14T13:02:13.227Z,2023-01-15T06:56:49Z,3976591377,233,23,3976591311,285,,3976591309,56,Back,,,,,,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129247,24,2,1,1,39,4jelr92fsge73q39is6qvhxb3,1,69.5,76.1,2023-01-14T13:02:13.305Z,2023-01-15T08:35:12Z,3976591513,141,83.3,3976591511,140,83.9,3979019477,388,,3976593643,3,,3976593641,7,1jffh172t15s6ws7nou0fc251,3976591509,56,Left,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129261,14,55,1,1,39,3budh3j9xivsid3ptm8ptpy4k,1,21.4,18.6,2023-01-14T13:02:13.306Z,2023-01-15T06:56:53Z,,,,,,,,,,,,,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129249,25,43,1,1,41,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-14T13:02:15.788Z,2023-01-14T13:02:44Z,3976591521,56,Left,3976593397,144,5,3976591523,346,0,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129275,15,43,1,1,44,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-01-14T13:02:18.926Z,2023-01-14T13:02:36Z,3976592941,144,5,3976591613,56,Back,3976591621,233,25,3976591615,346,0,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129687,16,1,1,2,13,3budh3j9xivsid3ptm8ptpy4k,0,22.4,24.7,2023-01-14T13:02:47.513Z,2023-01-15T06:57:19Z,3979019713,178,,3976593783,5,,3976593785,157,,3976593799,1,,3976593797,213,6.2,3976593793,141,16.2,3976593791,140,74.6,3976593789,56,Right,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,3976593787,241,3976593795,212,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129741,27,43,1,2,16,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-14T13:02:50.296Z,2023-01-14T13:35:28Z,3976594035,141,88.9,3976594029,3,0,3976594033,140,41.4,3976594031,56,Back,3976594039,213,0.1,3976594037,212,10.2,3976726099,144,1,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129703,26,44,1,2,16,4jelr92fsge73q39is6qvhxb3,1,26.2,84.3,2023-01-14T13:02:50.367Z,2023-01-15T08:35:13Z,3976593837,56,Back,3976593839,285,,3976593845,233,17,,,,,,,,,,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129695,17,44,1,2,16,3budh3j9xivsid3ptm8ptpy4k,0,73.8,15.7,2023-01-14T13:02:50.368Z,2023-01-15T06:57:23Z,3976593815,286,,3976593813,56,Right,3976593851,233,26,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129747,28,1,1,2,16,4jelr92fsge73q39is6qvhxb3,1,22.5,84.5,2023-01-14T13:02:50.441Z,2023-01-15T08:35:13Z,3976594073,141,88.6,3976811169,212,16.5,3976811167,3,,3976594071,140,38.0,3976811171,213,0.2,3976594069,56,Back,3979019775,388,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497171239,420,2,1,2,16,4jelr92fsge73q39is6qvhxb3,1,41.1,88.7,2023-01-14T13:02:51.184Z,2023-01-15T06:57:34Z,3979019843,178,,3976811945,140,55.5,3976811943,56,Left,3976811941,7,1jffh172t15s6ws7nou0fc251,3976811947,141,80.9,,,,,,,,,,1jz6a0l9q2v38adtntoe30t1,Kenedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129805,18,55,1,2,16,3budh3j9xivsid3ptm8ptpy4k,1,40.2,14.7,2023-01-14T13:02:51.185Z,2023-01-15T06:57:35Z,3976802155,189,,,,,,,,,,,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129925,19,1,1,2,28,3budh3j9xivsid3ptm8ptpy4k,0,37.8,18.2,2023-01-14T13:03:03.209Z,2023-01-15T06:57:50Z,3979019995,178,,3976595075,189,,3976594939,141,73.6,3976594937,140,100.0,3976594933,241,,3976594943,213,0.5,3976594931,155,,3976594941,212,75.9,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,3976594935,56,3976594929,5,,Center,3976594945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129929,20,5,1,2,35,3budh3j9xivsid3ptm8ptpy4k,0,100.6,74.6,2023-01-14T13:03:09.564Z,2023-01-15T06:57:53Z,3976595231,233,29,3976594959,56,Center,3976594961,346,,3976595135,189,,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497129943,29,5,1,2,35,4jelr92fsge73q39is6qvhxb3,1,-0.6,25.4,2023-01-14T13:03:09.564Z,2023-01-15T06:57:53Z,3976595039,56,Back,3976595041,346,,3976595063,233,20,,,,,,,,,,,,,,,,1jz6a0l9q2v38adtntoe30t1,Kenedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
