id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/9/value,qualifier/15/value,qualifier/17/value
2468963691,1,34,16,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-10-08T15:15:23.818Z,2022-10-08T16:31:23Z,3827882201,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3827882203,59,"1, 18, 15, 14, 5, 4, 11, 8, 9, 10, 7, 2, 6, 12, 13, 16, 19, 20, 21, 22, 23, 24, 31",3827882197,30,"4vlurpsi44g09g159t61u83bp, e9wu8g45hq2c1vp07jktx0set, v7isqpxiursyjhj5rmhyhjv9, 1rjzsyc8yt25tyelzg820if2t, uzzq2p3s1qnb3wv1pee3mcph, cd5napttmwk5o9gxw3cbb4ted, 66jotyvbhtz5cjvhbby6luelm, dfcbvsb7o18lavmonbp5ucwoa, ddvvwqxpsqqboupi3gx1ijhed, 81png9xvfr224o03vaksp6aqd, do5tibysnhbnbw18nwdo39kut, 99ecb8p6h4ak4rizuz4087s6i, 83n1qv6ypl625aolzjeqifv11, 3tzvbdszdrj1tayik9igbve8l, 1tctbwsidibct7wphjgv8mdm2, 7x2c4pr7hvku5zp0dnjcpy0yy, 488vwilxllk6nhf4o1wrh0gve, egt3tl6hu2bfi16pqyxwv4onp, 8bpmnz5rz94ayk10hr0ekki51, aow6cahecmexgd5qxt3esmaxh, e40eqhxzzid2chfyxph37tuxh, ebj1tatpfyuedmk2y40i393h1, 5kd57453a90zahgdxwkghr816",3827882211,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828432849,197,17183,3827882205,130,8,3827882209,194,81png9xvfr224o03vaksp6aqd,3827882207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468968649,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-10-08T15:17:45.001Z,2022-10-08T16:46:47Z,3828410721,197,260,3827908923,130,8,3827908917,59,"1, 2, 3, 6, 14, 23, 24, 8, 5, 21, 22, 7, 10, 11, 12, 13, 15, 16, 17, 18, 19, 29, 30",3827908937,194,8ycvfctf7c3yljnbtltsogkph,3827908909,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3827908905,30,"bahph7009sc73jl6s2bramn6d, 1y74tse0vpdxanxf152cc8jjd, asweknp9d99safr6p9va75h3p, 6vvwhgic29fekmmj2cg62ytp1, 2lwjtphx3bkjty9sds520l1ey, 1ghrcpi1cl0koh36puwblbfmd, 8tlfkcnlf3dq1katqazub1i39, 8ycvfctf7c3yljnbtltsogkph, bpprd2haoafk6y0rjans4iytx, 8n4f10q0l2wjhhfdkpp8kfzdh, 45s1v9805id09m5zkcylueod1, 5c4ku1hmhy6l9dq8a5jp1qf9x, depu0zp8jqcyv0jzf5r9yums5, 7atmb373dynu9s9gnl613ox5h, 4sojot9t32l4a6fm3e39xkcfd, c9cp6fxbxyc2a3kfotkompxx, 4bbqmasyopxoymo4umcxd4e09, 2mg2n8e1d83gbeykfwzz0fumt, 7exng93jyar5is4fa64r9bhzp, 4gqnyyx3i92fayq6cxvekqwut, djal5dsafpnhip4lu0ait94np, 9nwkxgbl8t933pzu60ye4xxxw, 6jq376l673aizjxxhhos2j52i",3827908943,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3827908929,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469064997,2,32,1,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-10-08T16:30:29.267Z,2022-10-08T16:30:30Z,3828429135,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469064969,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-10-08T16:30:29.267Z,2022-10-09T06:27:50Z,3828429039,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065037,3,1,1,0,0,10eyb18v5puw4ez03ocaug09m,1,50,50,2022-10-08T16:30:29.380Z,2022-10-09T06:48:01Z,3828429293,56,Back,3828429295,140,40.6,3830596073,178,,3828429303,279,S,3828429297,141,48.2,3828429299,212,9.9,3828429301,213,3.3,,,,bpprd2haoafk6y0rjans4iytx,K. Dolberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065069,4,1,1,0,2,10eyb18v5puw4ez03ocaug09m,1,39.5,46,2022-10-08T16:30:31.518Z,2022-10-09T06:48:06Z,3828429477,213,4.8,3830596173,178,,3828429475,212,28.8,3828429471,140,41.7,3828429469,56,Back,3828429473,141,3.8,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065127,5,1,1,0,5,10eyb18v5puw4ez03ocaug09m,1,41.7,3.8,2022-10-08T16:30:34.519Z,2022-10-09T06:48:10Z,3828429745,212,21.0,3828429739,56,Back,3830596271,178,,3828429747,213,2.6,3828429743,141,20.9,3828429741,140,25.1,,,,,,,1y74tse0vpdxanxf152cc8jjd,G. Montiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065161,6,1,1,0,8,10eyb18v5puw4ez03ocaug09m,1,24.9,21.5,2022-10-08T16:30:37.308Z,2022-10-09T06:48:13Z,3828429923,212,20.8,3828429917,56,Back,3828429919,140,17.7,3828429921,141,50.0,3830596389,178,,3828429925,213,1.9,,,,,,,2lwjtphx3bkjty9sds520l1ey,T. Nianzou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065179,7,1,1,0,11,10eyb18v5puw4ez03ocaug09m,1,17.7,50,2022-10-08T16:30:40.428Z,2022-10-09T06:48:16Z,3828430027,213,1.5,3828430025,212,21.7,3830596471,178,,3828430023,141,81.7,3828430021,140,19.9,3828430019,56,Back,,,,,,,bahph7009sc73jl6s2bramn6d,M. Dmitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065237,8,1,1,0,15,10eyb18v5puw4ez03ocaug09m,0,33.4,79.7,2022-10-08T16:30:44.920Z,2022-10-09T06:48:18Z,3828430325,212,9.9,3828430327,213,1.1,3828430321,140,37.7,3828430319,56,Back,3828430323,141,92.7,3830596541,178,,,,,,,,1ghrcpi1cl0koh36puwblbfmd,Marcão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
