id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2469904969,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-10-09T17:41:37.556Z,2022-10-09T18:58:35Z,3833182167,197,16152,3832944443,130,4,3832944439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3832944441,59,"1, 28, 18, 5, 3, 17, 30, 8, 9, 22, 11, 7, 10, 20, 21, 24, 26, 29, 32, 35, 36",3832944447,194,calrbl0kagr6zgnw2l8k626s5,3832944445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3832944437,30,"2e55g4q93y382cg7h0yk5rtud, bzgh5psb1janz9y3btpswngbu, 4o6f3mnd39fx700o3jvj0wct1, calrbl0kagr6zgnw2l8k626s5, 9mfk2ditwuoto5dfthng9j2t, 9i7lb16qty1t21bnc5h7skclx, eb3ci3a120om80v80mobsus8a, 4ftlhtels58lyzfluwofzwxuy, afxjicw89683nlpms9yy5x51x, 2wl6h1rlrfnn2mr65vuo3t815, 2szgrzcosfeifh664tgt3mfvt, ckaqxlw257qzj8vjdumvwbaad, 308krssmz6irpfntht1ka78tm, 4q6kuikopbgls8y2rwqiu415h, ezviixcyaaj162saxs2yl27s9, 4ggz7e009bq3yltc9o6mifbah, 4mxx1oxkiexm0ha34utcmb17t, 3hht0os2uzu234yq550i3fbe2, 5kodjbsarkql4vhs126p2vhwq, 31hruvmsmvb0f8cvr63le2kgk, 4ffmlhvbjvfjjnhr0byktvt62",3832944449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469907541,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-09T17:45:02.125Z,2022-10-09T19:06:13Z,3832958185,59,"1, 2, 17, 8, 15, 4, 11, 28, 18, 10, 5, 3, 7, 9, 13, 14, 19, 20, 21, 23, 26",3832958189,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3833190581,197,279,3832958193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3832958181,30,"c1b9p5bk8hfyw0bi6thva0lw5, 7k2alak95p1u2ysftwwiaqsid, 40gxfsz7bgrkdudqewlpxzyzt, e3czx0nsuw10acnftbr8ud0bt, 3qrk8nw6nc8o96n7jr1az21ux, e8s9ssopq5nmp51zymvqp8jbp, 5ez2huoeh2g3ijpgr7m15lg5, 37b6tzaexinmfadvi4you5wmi, 2ge9oa66xgsefhhpvuboua76x, cs2yx3hiqjsb4i5ul2r5kmdat, ea5xlslcii56ycrlmyo6uiimt, c3sl9ajm4q424r4u37iath3hl, 64h0x8sur55l07oaiuog4v2z9, 2aumz6rtq4ufba7z7zn5v8frp, 59ndqnsvggsoek170rdqyd1w5, 9g4devlvymukexrvfgkipd6tx, e91yegwfliqhfy9yyk19otafo, cbym98g15egnbeda05mt3drrp, adwkydlkclg8u72rxh51lvkyd, 1lym8zscp7l8icay2cya7cauh, 3sy16pz110zmyq073ao24l1ck",3832958187,130,21,3832958183,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3832958191,194,7k2alak95p1u2ysftwwiaqsid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469951933,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-10-09T19:02:33.501Z,2022-10-10T03:49:35Z,3833199273,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469951925,3,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-09T19:02:33.501Z,2022-10-09T19:02:33Z,3833199247,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469951991,4,1,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,50,50,2022-10-09T19:02:33.562Z,2022-10-10T04:01:49Z,3833199617,213,3.0,3833199609,56,Back,3833199611,140,31.9,3833199613,141,52.8,3833199619,279,S,3833199615,212,19.1,3834424023,178,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470186851,833,43,1,0,1,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-09T19:02:34.631Z,2022-10-10T06:32:23Z,3834535829,178,0,3834535869,144,82,,,,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469951997,5,1,1,0,1,6f27yvbqcngegwsg2ozxxdj4,1,33.8,57.5,2022-10-09T19:02:34.636Z,2022-10-10T04:02:09Z,3834037217,213,2.5,3834037211,140,32.3,3833199633,56,Back,3834037213,141,59.4,3834424309,178,,3834037215,212,2.0,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469952017,6,1,1,0,2,6f27yvbqcngegwsg2ozxxdj4,0,32.3,52.8,2022-10-09T19:02:35.818Z,2022-10-10T04:02:18Z,3834424407,178,,3833199763,1,,3833199761,213,6.0,3833199759,212,52.8,3833199755,140,80.0,3833199753,56,Center,3833199757,141,28.3,3833199751,155,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469952093,3,1,1,0,5,agh9ifb2mw3ivjusgedj7c3fe,0,23.2,67.6,2022-10-09T19:02:38.947Z,2022-10-10T04:02:39Z,3833200183,213,0.7,3834424597,178,,3833200181,212,24.4,3833200177,140,40.6,3833200173,3,,3833200179,141,91.3,3833200175,56,Back,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469952151,7,1,1,0,11,6f27yvbqcngegwsg2ozxxdj4,0,59,2.9,2022-10-09T19:02:45.408Z,2022-10-10T04:02:49Z,3834424701,178,,3833200483,212,17.9,3833200485,213,0.1,3833200473,155,,3833200477,140,75.9,3833200475,56,Right,3833200479,141,6.5,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
