id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/17/value
2518273261,1,34,16,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-03-11T14:11:00.458Z,2023-03-11T15:24:12Z,4088379295,197,281,4087999389,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087999375,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4087999383,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087999377,59,"13, 40, 23, 7, 3, 14, 20, 21, 18, 9, 16, 1, 2, 4, 5, 6, 8, 10, 11, 17, 19, 22, 24",4087999387,194,e18oezz5jq7pf3h4azgv3ofrp,4087999373,30,"36bg0k385i4wwarffp6ak1syd, 6jq376l673aizjxxhhos2j52i, 7wjmaxqunpd84il1p5w4xwrmd, eo74fl3ctgkwbpsa099rkv6xh, 2zn2o5lzchz7oattq9pnjr8wl, ewu1skobmxtz4f3z6dbnfm6dx, f0a2qk3jzxercn67bben5eled, bkvvapojagxvj17nzk3oy8ct1, a045sz2acqbfgyq9puwsu8sx6, 9ivrglgy0tibv881e1a93psr9, e18oezz5jq7pf3h4azgv3ofrp, c0pl96o1zkrgvukte9zefl591, 61j22wr5t5irba2v3v4l1rnro, b69uny9udp3ab2zccwa0qnrh1, elb74prcilvsqzn9jdznrjavp, 33r4ae8aivh27ho0ix9mnkedx, 8axw2xc0dl8vsdub6nq4nhjo5, 1ore4ght7ls393tcpbmah9dcl, 1i9mqbswolg91evnmsrf5katx, ac5f9msbvijksbq5s2ivwh979, a971j313ztjvcgojpg6u390b9, eg5xrgue41p7yq97ge9iri99m, agmcwbzoertg4l8njpdai7kl",4087999379,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518275817,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-03-11T14:13:16.379Z,2023-03-11T16:25:57Z,4088377485,197,11785,4088013181,130,7,4088013187,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088013185,194,3fatiz92fyc3cn91ca11i0iqd,4088013179,59,"13, 27, 12, 20, 24, 15, 11, 6, 25, 21, 10, 4, 5, 7, 8, 17, 18, 22, 31, 32, 39",4088013177,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4088013183,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088013175,30,"5vyiq10fusxvrx4tajz9lmg9h, dka9aakcyyvh98m2uhkvs6qz8, 7v5zw48zp3pxd39q1i2qmul79, bsi12817nc1ul082qn48d4rft, 3fatiz92fyc3cn91ca11i0iqd, 81egd7oua1lfq2j8lke5z0ueh, 2z183ceh099zdd3wq5fvs1aay, 1whtyw1adggpz4j1xp7sjbeg9, 3rrges782prcprsn207dk4zit, 46gpq48n4d5bntwa8v2t78hcl, 2z101tpx36mno6neclyrym8yd, 66t7zm54jgmcjtiizl9g0rkkp, 9f83clp1v95kvlxdb376tgbth, 25txz41mi9auu289jliapd6tx, 234yd91ki5snm5wipuxzogkp, b6rbjpzuq9vo9kdil1tlyl2ad, 3zyib6lm9w7bi6lbek5m0dbrp, 8sh9iw9qs8y8056r5zmcpvemt, d8om2m3knmfqt17u5emlapi50, b64ooee68x644gdibifgssrh0, 9tp35qqu1heburu0g5wa6jv56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518357929,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-03-11T15:16:38.766Z,2023-03-11T15:16:41Z,4088436067,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518357841,2,32,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-03-11T15:16:38.766Z,2023-03-12T03:39:24Z,4088435609,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518357989,3,1,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,49.9,50,2023-03-11T15:16:38.866Z,2023-03-12T03:50:48Z,4088436407,279,S,4091409585,178,,4088436399,141,45.1,4088436405,213,3.3,4088436403,212,22.9,4088436395,140,28.3,4088436391,56,Back,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518358109,4,1,1,0,3,4yg9ttzw0m51048doksv8uq5r,1,28.8,46.1,2023-03-11T15:16:42.464Z,2023-03-12T03:50:56Z,4091409783,178,,4088436955,212,43.0,4088436957,213,0.6,4088436949,56,Left,4088436951,140,61.9,4088436953,141,83.3,4090861737,157,,4088436959,1,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518358181,5,1,1,0,7,4yg9ttzw0m51048doksv8uq5r,1,61.6,83.3,2023-03-11T15:16:45.766Z,2023-03-12T03:51:05Z,4088437319,140,56.2,4088437321,141,89.0,4088437325,213,2.5,4091410285,388,,4088437317,56,Left,4091410287,21,,4088437323,212,6.9,,,,a045sz2acqbfgyq9puwsu8sx6,R. Nteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518358251,6,1,1,0,8,4yg9ttzw0m51048doksv8uq5r,1,56.2,89,2023-03-11T15:16:46.837Z,2023-03-12T03:51:11Z,4088437659,213,5.7,4088437653,140,68.1,4088437655,141,78.1,4091410565,178,,4088437649,155,,4088437651,56,Center,4088437657,212,14.5,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518358273,7,44,1,0,9,4yg9ttzw0m51048doksv8uq5r,1,69.7,80,2023-03-11T15:16:48.317Z,2023-03-12T07:55:51Z,4088437775,56,Left,4088437777,286,,4088437969,233,3,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518358287,3,44,1,0,9,4jelr92fsge73q39is6qvhxb3,0,30.3,20,2023-03-11T15:16:48.318Z,2023-03-12T03:51:21Z,4088437865,285,,4088437863,56,Back,4088437997,233,7,,,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
