id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2504631563,202,1,1,19,53,4jelr92fsge73q39is6qvhxb3,1,44,50.3,2023-02-05T17:50:55.181Z,2023-02-06T09:19:35Z,4015969041,212,14.3,4015969043,213,1.4,4015969035,56,Back,4017038867,178,,4015969039,141,71.1,4015969037,140,45.8,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631575,203,1,1,19,56,4jelr92fsge73q39is6qvhxb3,1,45.7,75.9,2023-02-05T17:50:57.888Z,2023-02-06T09:19:40Z,4015969135,213,1.7,4015969129,140,43.7,4015969127,56,Back,4015969131,141,97.2,4015969133,212,14.6,4017038919,178,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631619,204,1,1,19,58,4jelr92fsge73q39is6qvhxb3,1,43.7,97.2,2023-02-05T17:51:00.201Z,2023-02-06T09:19:45Z,4015969323,56,Back,4017038979,178,,4015969325,140,32.3,4015969331,213,4.1,4015969327,141,73.0,4015969329,212,20.3,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631645,205,1,1,20,1,4jelr92fsge73q39is6qvhxb3,1,32.6,70.6,2023-02-05T17:51:03.052Z,2023-02-06T09:19:50Z,4015969505,140,70.2,4015969515,213,5.4,4015969513,212,59.9,4015969503,56,Right,4015969495,155,,4015969517,1,,4015969509,141,4.4,4017039065,178,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,4015969499,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631717,206,1,1,20,5,4jelr92fsge73q39is6qvhxb3,1,70.7,3.4,2023-02-05T17:51:06.785Z,2023-02-06T09:19:54Z,4017039113,178,,4015969877,56,Right,4015969879,140,80.8,4015969883,212,12.3,4015969881,141,12.6,4015969885,213,0.5,,,,,,,d8v7fh30bn0rbhj0lgn1j17th,Luis Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631721,207,3,1,20,9,4jelr92fsge73q39is6qvhxb3,0,93.9,6.5,2023-02-05T17:51:11.202Z,2023-02-06T09:19:59Z,4015969911,286,,4017039185,178,,4015970039,233,175,4016566553,464,,4015969909,56,Right,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631743,175,7,1,20,9,63f5h8t5e9qm1fqmvfkb23ghh,1,6.1,93.5,2023-02-05T17:51:11.245Z,2023-02-06T09:20:03Z,4015970031,233,207,4015969993,56,Back,4015969991,167,,4015969995,285,,4016566585,385,,4017039231,178,,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631761,176,6,1,20,10,63f5h8t5e9qm1fqmvfkb23ghh,0,6,93.5,2023-02-05T17:51:11.991Z,2023-02-06T09:20:12Z,4015970059,56,Back,4015970111,233,208,4015970061,73,,,,,,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631753,208,6,1,20,10,4jelr92fsge73q39is6qvhxb3,1,94,6.5,2023-02-05T17:51:11.991Z,2023-02-06T09:20:12Z,4015970085,233,176,4015970025,56,Right,4015970027,75,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632157,209,1,1,20,45,4jelr92fsge73q39is6qvhxb3,1,99.5,0.5,2023-02-05T17:51:47.106Z,2023-02-06T09:20:23Z,4015972193,141,51.6,4015972191,140,72.5,4015972183,6,,4015972195,212,44.8,4017039525,178,,4015972189,56,Center,4015972199,1,,4015972197,213,2.3,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632213,210,1,1,20,48,4jelr92fsge73q39is6qvhxb3,1,69.9,39.2,2023-02-05T17:51:50.326Z,2023-02-06T09:20:34Z,4015972553,212,14.4,4017039689,178,,4015972555,213,4.8,4015972545,140,70.6,4015972549,141,18.0,4015972539,56,Right,,,,,,,8sh9iw9qs8y8056r5zmcpvemt,D. Machís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632227,211,1,1,20,51,4jelr92fsge73q39is6qvhxb3,1,70.4,17.6,2023-02-05T17:51:52.738Z,2023-02-06T09:20:40Z,4015972643,56,Right,4015972645,140,79.7,4015972651,212,13.3,4015972653,213,5.5,4015972647,141,4.4,4017039783,178,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632239,212,1,1,20,52,4jelr92fsge73q39is6qvhxb3,0,82.2,5,2023-02-05T17:51:54.594Z,2023-02-06T09:20:46Z,4016572361,20,,4015972731,140,92.0,4015972727,155,,4015972729,56,Center,4015972735,212,29.1,4015972737,213,1.2,4015972725,2,,4016572359,224,,234yd91ki5snm5wipuxzogkp,Monchu,4015972733,141,45.0,4017039893,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632277,177,12,1,20,54,63f5h8t5e9qm1fqmvfkb23ghh,1,9.4,62.1,2023-02-05T17:51:55.702Z,2023-02-06T09:20:51Z,4017039969,178,,4015972953,56,Back,4015972961,213,0.8,4015972955,140,27.5,4015972959,212,26.7,4015972957,141,89.7,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632265,213,1,1,20,56,4jelr92fsge73q39is6qvhxb3,0,72.9,6.6,2023-02-05T17:51:58.308Z,2023-02-06T09:20:55Z,4015972877,141,7.5,4015972879,212,1.3,4015972873,56,Right,4015973029,236,,4015973035,286,,4015973031,233,178,4015973213,155,,4015972881,213,2.7,2z183ceh099zdd3wq5fvs1aay,G. Plata,4015972875,140,71.8,4017040057,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632279,178,74,1,20,56,63f5h8t5e9qm1fqmvfkb23ghh,1,27.1,96,2023-02-05T17:51:58.328Z,2023-02-06T09:22:08Z,4015973023,233,213,4017040113,21,,4017040115,388,,4015972971,56,Back,4015972973,285,,,,,,,,,,,7aoe0u87gxgv9tvgrotcfue7e,Robert Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633955,234,61,1,20,56,4jelr92fsge73q39is6qvhxb3,1,68.5,6.9,2023-02-05T17:51:58.369Z,2023-02-06T09:22:04Z,4015983087,56,Right,4017040763,178,,4017040761,15,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632285,179,5,1,20,57,63f5h8t5e9qm1fqmvfkb23ghh,1,27,101.4,2023-02-05T17:51:59.628Z,2023-02-06T09:21:38Z,4015988355,361,,4015973195,233,214,4015973007,56,Back,4015973009,347,,,,,,,,,,,,,,7aoe0u87gxgv9tvgrotcfue7e,Robert Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632301,214,5,1,20,57,4jelr92fsge73q39is6qvhxb3,0,73,-1.4,2023-02-05T17:51:59.628Z,2023-02-06T09:21:37Z,4015973133,56,Right,4015973163,233,179,4015973135,347,,4015988399,361,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632521,180,43,1,21,20,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2023-02-05T17:52:22.640Z,2023-02-05T17:55:14Z,4015982847,144,57,4015974453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632447,215,43,1,21,22,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-02-05T17:52:24.031Z,2023-02-05T17:55:58Z,4015985307,144,57,4015974011,56,Right,,,,,,,,,,,,,,,,,,,d8v7fh30bn0rbhj0lgn1j17th,Luis Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632551,181,1,1,21,34,63f5h8t5e9qm1fqmvfkb23ghh,1,31,100,2023-02-05T17:52:35.916Z,2023-02-06T09:22:12Z,4015974623,107,,4015974625,56,Back,4015974633,213,5.4,4015974631,212,17.0,4015974629,141,82.7,4015974627,140,41.6,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632555,182,50,1,21,35,63f5h8t5e9qm1fqmvfkb23ghh,1,42.6,79.2,2023-02-05T17:52:37.195Z,2023-02-06T09:22:26Z,4015974817,233,216,4015974651,56,Back,4015974653,286,,,,,,,,,,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632583,216,7,1,21,35,4jelr92fsge73q39is6qvhxb3,1,57.4,20.8,2023-02-05T17:52:37.580Z,2023-02-06T09:22:29Z,4015974777,56,Right,4016574077,384,,4015974779,285,,4015974807,233,182,4017041509,178,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632587,217,49,1,21,37,4jelr92fsge73q39is6qvhxb3,1,54.9,18,2023-02-05T17:52:38.754Z,2023-02-06T09:22:37Z,,,,,,,,,,,,,,,,,,,,,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632601,218,1,1,21,37,4jelr92fsge73q39is6qvhxb3,0,53,17,2023-02-05T17:52:38.903Z,2023-02-06T09:22:40Z,4017041681,178,,4015974829,56,Right,4015974835,212,14.4,4015974833,141,0.0,4015974831,140,60.4,4015974837,213,5.3,4016061191,155,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632631,183,5,1,21,38,63f5h8t5e9qm1fqmvfkb23ghh,1,39.2,101,2023-02-05T17:52:40.396Z,2023-02-06T09:22:43Z,4015975017,347,,4015975015,56,Back,4015975033,233,219,,,,,,,,,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632603,219,5,1,21,38,4jelr92fsge73q39is6qvhxb3,0,60.8,-1,2023-02-05T17:52:40.396Z,2023-02-06T09:22:43Z,4015974843,56,Right,4015974845,347,,4015975039,233,183,,,,,,,,,,,,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632693,184,1,1,21,51,63f5h8t5e9qm1fqmvfkb23ghh,0,52.1,100,2023-02-05T17:52:53.558Z,2023-02-06T09:22:49Z,4015975363,107,,4015975373,213,5.8,4015975371,212,10.5,4015975365,56,Left,4015975367,140,60.8,4015975369,141,93.5,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632737,220,1,1,21,52,4jelr92fsge73q39is6qvhxb3,1,36.5,8.9,2023-02-05T17:52:54.155Z,2023-02-06T09:22:52Z,4015975557,56,Back,4015975559,140,35.8,4015975565,213,1.7,4017041863,388,,4015975563,212,8.0,4015975561,141,20.6,4015975555,3,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632741,221,49,1,21,53,4jelr92fsge73q39is6qvhxb3,1,35.9,20.6,2023-02-05T17:52:55.608Z,2023-02-06T09:23:07Z,,,,,,,,,,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632749,222,4,1,21,55,4jelr92fsge73q39is6qvhxb3,1,36.5,22.2,2023-02-05T17:52:57.226Z,2023-02-06T09:23:13Z,4015975617,152,,4015975619,265,,4015975735,233,185,4015975615,56,Back,4015975613,13,,4015975621,286,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632769,185,4,1,21,55,63f5h8t5e9qm1fqmvfkb23ghh,0,63.5,77.8,2023-02-05T17:52:57.227Z,2023-02-06T09:23:13Z,4015975707,265,,4015975709,285,,4017042169,178,,4015975703,56,Center,4015975701,13,,4015975739,233,222,4015975705,152,,,,,aka2yqxmqpioxc1qzkl62ejv8,Pablo Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632871,223,1,1,22,5,4jelr92fsge73q39is6qvhxb3,1,40.6,23.6,2023-02-05T17:53:07.298Z,2023-02-06T09:23:15Z,4015976321,152,,4015976325,140,85.8,4015976333,1,,4015976317,155,,4017042211,178,,4015976319,196,,4015976323,56,Left,4015976315,5,,bsi12817nc1ul082qn48d4rft,M. Hongla,4015976331,213,0.8,4015976329,212,66.7,4016574751,189,,4015976327,141,,,,,,,,,,,,,,,92.6,,,,,,,,,,,,
2504632899,224,1,1,22,10,4jelr92fsge73q39is6qvhxb3,1,86.9,92.6,2023-02-05T17:53:12.096Z,2023-02-06T09:23:22Z,4016574985,225,,4015976461,141,51.8,4015976465,213,4.7,4015976451,2,,4015977159,210,15,4015976463,212,27.7,4015977161,154,,4016574989,72,,8sh9iw9qs8y8056r5zmcpvemt,D. Machís,4017042269,178,,4015976459,140,86.8,4015976457,56,Center,4016574987,386,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2504632913,225,15,1,22,12,4jelr92fsge73q39is6qvhxb3,1,86.4,52.5,2023-02-05T17:53:13.718Z,2023-02-06T09:23:22Z,4015976549,17,,4015976699,72,,4015977191,146,98.1,4015977185,102,47.6,4017042345,178,,4015977193,147,50.2,4015977179,154,,4015977187,103,5.7,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,4015977175,80,,4015977181,55,224,4015976547,22,,4015976551,56,4015977203,233,186,4015977177,29,,,4015977189,328,,,,,,Center,,,,,,,,,,,,
2504632909,186,10,1,22,13,63f5h8t5e9qm1fqmvfkb23ghh,1,1.9,51.3,2023-02-05T17:53:14.773Z,2023-02-06T09:24:45Z,4015976527,56,Back,4015976807,179,,4015976525,182,,4016576369,376,,4015976805,177,,4015976929,233,225,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632919,187,52,1,22,13,63f5h8t5e9qm1fqmvfkb23ghh,1,1.9,51.3,2023-02-05T17:53:14.791Z,2023-02-06T09:24:50Z,4016576411,376,,4017043485,179,,,,,,,,,,,,,,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633019,188,80,1,22,26,63f5h8t5e9qm1fqmvfkb23ghh,0,11,50.5,2023-02-05T17:53:27.713Z,2023-02-06T09:47:03Z,4017060545,178,,,,,,,,,,,,,,,,,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633215,189,1,1,22,44,63f5h8t5e9qm1fqmvfkb23ghh,1,19.3,46.3,2023-02-05T17:53:45.870Z,2023-02-06T09:47:11Z,4015978365,212,58.9,4015978361,140,73.6,4015978363,141,24.6,4017060609,178,,4015978369,1,,4015978367,213,6.0,4015978357,155,,4015978359,56,Center,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633217,190,61,1,22,47,63f5h8t5e9qm1fqmvfkb23ghh,0,73.7,24,2023-02-05T17:53:49.324Z,2023-02-06T09:47:23Z,4015978381,56,Center,4017060743,178,,4017060741,21,,,,,,,,,,,,,,,,,21vx56lpd276xqbu11ubkf78q,Barrenetxea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633239,226,49,1,22,49,4jelr92fsge73q39is6qvhxb3,1,23.9,75.4,2023-02-05T17:53:50.839Z,2023-02-06T09:47:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633249,227,1,1,22,49,4jelr92fsge73q39is6qvhxb3,0,23.9,75.4,2023-02-05T17:53:50.881Z,2023-02-06T09:47:32Z,4015978535,56,Back,4015978541,212,21.2,4015978543,213,0.7,4015978533,155,,4015978537,140,38.9,4017060819,178,,4015978539,141,96.3,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633261,191,49,1,22,52,63f5h8t5e9qm1fqmvfkb23ghh,1,60.4,2.3,2023-02-05T17:53:54.573Z,2023-02-06T09:47:38Z,,,,,,,,,,,,,,,,,,,,,,,,,1qkep5ck252k1g3oqza5ygh61,T. Kubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633349,192,1,1,22,59,63f5h8t5e9qm1fqmvfkb23ghh,1,66.5,14.9,2023-02-05T17:54:00.975Z,2023-02-06T09:47:42Z,4015979095,213,5.6,4015979087,140,75.0,4017060899,178,,4015979089,141,3.2,4015979091,212,12.0,4015979085,56,Right,,,,,,,1qkep5ck252k1g3oqza5ygh61,T. Kubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633371,193,1,1,23,2,63f5h8t5e9qm1fqmvfkb23ghh,1,74.5,4.3,2023-02-05T17:54:03.787Z,2023-02-06T09:47:45Z,4015979243,140,60.7,4017060929,178,,4015979245,141,12.9,4015979247,212,15.6,4015979249,213,2.8,4015979239,56,Right,,,,,,,21vx56lpd276xqbu11ubkf78q,Barrenetxea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633387,194,1,1,23,5,63f5h8t5e9qm1fqmvfkb23ghh,1,60.7,12.9,2023-02-05T17:54:06.776Z,2023-02-06T09:47:56Z,4017061021,178,,4015979345,56,Center,4015979351,212,9.9,4015979353,213,2.2,4015979347,140,54.9,4015979349,141,24.4,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633471,195,1,1,23,7,63f5h8t5e9qm1fqmvfkb23ghh,1,54.9,24.4,2023-02-05T17:54:08.842Z,2023-02-06T09:48:02Z,4015979801,141,55.2,4015979803,212,22.6,4015979805,213,2.0,4015979797,56,Back,4017061075,178,,4015979799,140,46.7,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633507,196,1,1,23,15,63f5h8t5e9qm1fqmvfkb23ghh,1,60.4,74.2,2023-02-05T17:54:16.866Z,2023-02-06T09:48:07Z,4015979985,212,33.7,4015979981,140,30.9,4015979983,141,54.5,4015979987,213,3.5,4015979989,1,,4015979979,56,Back,4017061111,178,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633521,197,1,1,23,18,63f5h8t5e9qm1fqmvfkb23ghh,1,30.9,47.3,2023-02-05T17:54:20.513Z,2023-02-06T09:48:11Z,4015980063,141,26.7,4015980061,140,38.1,4015980065,212,15.9,4015980059,56,Back,4017061141,178,,4015980067,213,5.2,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633569,198,1,1,23,22,63f5h8t5e9qm1fqmvfkb23ghh,1,41.6,23.4,2023-02-05T17:54:24.355Z,2023-02-06T09:48:14Z,4015980331,141,50.4,4015980333,212,22.8,4015980327,56,Back,4015980335,213,2.2,4015980329,140,28.7,4017061185,178,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633589,199,1,1,23,24,63f5h8t5e9qm1fqmvfkb23ghh,1,28.7,50.4,2023-02-05T17:54:26.681Z,2023-02-06T09:48:18Z,4015980467,140,34.7,4015980469,141,68.4,4017061215,178,,4015980465,56,Back,4015980473,213,1.1,4015980471,212,13.8,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633631,200,1,1,23,27,63f5h8t5e9qm1fqmvfkb23ghh,1,38.7,73.8,2023-02-05T17:54:29.685Z,2023-02-06T09:48:24Z,4017061283,178,,4015980723,212,13.6,4015980721,141,93.6,4015980725,213,1.4,4015980719,140,40.6,4015980717,56,Back,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633675,201,1,1,23,30,63f5h8t5e9qm1fqmvfkb23ghh,1,39.9,95.1,2023-02-05T17:54:32.185Z,2023-02-06T09:48:28Z,4015980995,56,Left,4017061333,178,,4015980999,141,88.6,4015981003,213,6.1,4015981001,212,22.0,4015980997,140,60.4,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633695,202,1,1,23,35,63f5h8t5e9qm1fqmvfkb23ghh,1,55.8,86.2,2023-02-05T17:54:36.833Z,2023-02-06T09:48:32Z,4015981143,213,3.2,4015981131,56,Back,4015981135,140,43.5,4017061391,178,,4015981139,212,12.9,4015981137,141,85.7,,,,,,,5vhikvmcesruckmfcfmm0q8d1,Illarramendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633701,203,1,1,23,35,63f5h8t5e9qm1fqmvfkb23ghh,0,43.5,85.7,2023-02-05T17:54:37.286Z,2023-02-06T09:48:49Z,4017061569,178,,4015981185,56,Back,4015981193,213,0.4,4015981191,212,5.4,4015981189,141,88.7,4015981187,140,48.3,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633703,228,61,1,23,35,4jelr92fsge73q39is6qvhxb3,1,57,13.4,2023-02-05T17:54:37.410Z,2023-02-06T09:48:53Z,4017061611,178,,4015981195,56,Right,,,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633727,229,49,1,23,36,4jelr92fsge73q39is6qvhxb3,1,54.4,20.4,2023-02-05T17:54:38.070Z,2023-02-06T09:48:57Z,,,,,,,,,,,,,,,,,,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633735,230,1,1,23,36,4jelr92fsge73q39is6qvhxb3,1,54.4,20.4,2023-02-05T17:54:38.455Z,2023-02-06T09:49:01Z,4017061691,178,,4015981343,212,8.6,4015981341,141,10.7,4015981345,213,4.0,4015981339,140,49.2,4015981337,56,Back,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633739,231,1,1,23,37,4jelr92fsge73q39is6qvhxb3,1,49.2,10.7,2023-02-05T17:54:38.861Z,2023-02-06T09:49:06Z,4017061749,178,,4015981387,213,1.5,4015981379,56,Back,4015981385,212,8.0,4015981383,141,22.5,4015981381,140,49.6,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633747,232,1,1,23,37,4jelr92fsge73q39is6qvhxb3,1,49.9,23.1,2023-02-05T17:54:39.505Z,2023-02-06T09:49:12Z,4017061803,178,,4015981469,141,18.3,4015981467,140,57.6,4015981471,212,8.7,4015981473,213,5.9,4015981465,56,Right,,,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633751,233,4,1,23,39,4jelr92fsge73q39is6qvhxb3,1,57.6,21.4,2023-02-05T17:54:40.908Z,2023-02-06T09:49:21Z,4015981495,265,,4015981503,233,204,4015981493,152,,4015981491,56,Center,4015981497,286,,4015981489,13,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633745,204,4,1,23,39,63f5h8t5e9qm1fqmvfkb23ghh,0,42.4,78.6,2023-02-05T17:54:40.909Z,2023-02-06T09:49:21Z,4015981433,152,,4015981431,56,Back,4015981435,265,,4015981509,233,233,4015981429,13,,4017061879,178,,4015981437,285,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504633785,205,17,1,23,46,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2023-02-05T17:54:47.776Z,2023-02-06T09:49:26Z,4015981725,392,,4015981727,13,243,4015981723,31,,,,,,,,,,,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504634045,235,1,1,24,17,4jelr92fsge73q39is6qvhxb3,1,53.7,22.7,2023-02-05T17:55:18.917Z,2023-02-06T09:51:27Z,4015983425,141,13.1,4015983421,56,Right,4015983423,140,59.9,4017063103,178,,4015983427,212,9.2,4015983419,152,,4015983417,5,,4015983429,213,5.5,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
