id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/value
2531970831,3,49,1,0,14,7h7eg7q7dbwvzww78h9d5eh0h,1,64.5,9.1,2023-04-10T19:02:32.713Z,2023-04-11T05:18:01Z,,,,,,,,,,,,,,,,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970875,4,1,1,0,17,7h7eg7q7dbwvzww78h9d5eh0h,1,74,12.4,2023-04-10T19:02:35.922Z,2023-04-11T05:18:06Z,4181458467,213,1.5,4181458459,56,Center,4181458461,140,74.2,4182157395,178,,4181458465,212,6.7,4181458463,141,22.3,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532099797,1112,83,1,0,19,agh9ifb2mw3ivjusgedj7c3fe,1,25.6,85.3,2023-04-10T19:02:38.600Z,2023-04-11T05:49:32Z,4182177711,399,224467,,,,,,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970893,5,1,1,0,19,7h7eg7q7dbwvzww78h9d5eh0h,1,74.9,14.3,2023-04-10T19:02:38.606Z,2023-04-11T05:18:13Z,4181458579,141,9.2,4181458577,140,64.6,4181458581,212,11.4,4182157499,178,,4181458575,56,Right,4181458583,213,3.5,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970919,6,1,1,0,22,7h7eg7q7dbwvzww78h9d5eh0h,1,64.5,9.2,2023-04-10T19:02:40.939Z,2023-04-11T05:18:17Z,4181458755,141,3.5,4181458757,212,5.2,4181458759,213,5.4,4181458751,56,Right,4181458753,140,67.8,4182157549,178,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970933,7,1,1,0,25,7h7eg7q7dbwvzww78h9d5eh0h,1,60.7,13.9,2023-04-10T19:02:44.597Z,2023-04-11T05:18:20Z,4181458869,56,Center,4182157585,178,,4181458877,213,0.7,4181458871,140,70.4,4181458875,212,13.3,4181458873,141,26.5,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970937,8,1,1,0,26,7h7eg7q7dbwvzww78h9d5eh0h,1,70.4,26.5,2023-04-10T19:02:45.486Z,2023-04-11T05:18:23Z,4181458905,213,3.0,4182157623,178,,4181458903,212,6.5,4181458899,140,64.3,4181458897,56,Center,4181458909,156,,4181458901,141,28.1,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970955,9,1,1,0,28,7h7eg7q7dbwvzww78h9d5eh0h,1,64.1,34.7,2023-04-10T19:02:47.403Z,2023-04-11T05:18:26Z,4181458999,140,68.9,4181459001,141,48.7,4181458997,56,Center,4181459005,213,1.1,4181459003,212,10.8,4182157657,178,,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970983,10,1,1,0,30,7h7eg7q7dbwvzww78h9d5eh0h,0,68.9,48.7,2023-04-10T19:02:48.761Z,2023-04-11T05:18:31Z,4181459203,56,Center,4181459205,140,89.4,4181459209,212,21.5,4181459211,213,0.0,4182157703,178,,4181459223,4,,4181459207,141,49.9,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970985,9,52,1,0,33,agh9ifb2mw3ivjusgedj7c3fe,1,11.4,46.3,2023-04-10T19:02:51.741Z,2023-04-11T05:18:33Z,4182157733,178,,4181937033,376,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532008519,428,80,1,0,42,agh9ifb2mw3ivjusgedj7c3fe,0,14.2,40,2023-04-10T19:03:00.871Z,2023-04-11T05:18:48Z,4181664525,189,,4182157879,178,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971097,10,1,1,0,45,agh9ifb2mw3ivjusgedj7c3fe,0,16.2,38,2023-04-10T19:03:04.537Z,2023-04-11T05:18:52Z,4181459891,213,6.0,4181459889,212,55.1,4181459887,141,18.7,4181664645,155,,4181459883,56,Right,4181460241,189,,4181459893,1,,4182157919,178,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,4181459885,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971121,11,49,1,0,48,7h7eg7q7dbwvzww78h9d5eh0h,1,37.6,86.1,2023-04-10T19:03:07.617Z,2023-04-11T05:19:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971163,12,1,1,0,51,7h7eg7q7dbwvzww78h9d5eh0h,1,39.9,90.8,2023-04-10T19:03:09.720Z,2023-04-11T05:19:33Z,4181460201,140,53.1,4181460207,213,6.3,4181460203,141,90.6,4182158347,178,,4181460199,56,Left,4181460205,212,13.9,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971197,13,1,1,0,51,7h7eg7q7dbwvzww78h9d5eh0h,1,53.1,90.6,2023-04-10T19:03:10.633Z,2023-04-11T05:19:37Z,4181460357,140,27.5,4181460361,212,27.8,4181460359,141,80.3,4181460355,56,Back,4181460363,213,3.4,4182158393,178,,,,,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971239,14,1,1,0,55,7h7eg7q7dbwvzww78h9d5eh0h,1,26.7,79.7,2023-04-10T19:03:14.220Z,2023-04-11T05:20:07Z,4181460573,56,Back,4181460579,212,21.8,4182158759,178,,4181460581,213,4.1,4181460577,141,53.0,4181460575,140,15.2,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971279,15,1,1,0,59,7h7eg7q7dbwvzww78h9d5eh0h,1,15.2,52.4,2023-04-10T19:03:18.062Z,2023-04-11T05:20:11Z,4182158797,178,,4181460751,212,29.9,4181460745,56,Back,4181460749,141,10.4,4181460753,213,5.0,4181460747,140,23.5,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971299,16,1,1,1,2,7h7eg7q7dbwvzww78h9d5eh0h,1,23.7,10.3,2023-04-10T19:03:21.204Z,2023-04-11T05:20:14Z,4182158829,178,,4181460875,56,Back,4181460883,213,0.2,4181460879,141,14.0,4181460877,140,34.8,4181460881,212,11.9,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971371,17,1,1,1,5,7h7eg7q7dbwvzww78h9d5eh0h,1,34.8,14,2023-04-10T19:03:24.395Z,2023-04-11T05:20:17Z,4181461281,140,30.2,4182158869,178,,4181461283,141,36.7,4181461285,212,16.2,4181461287,213,1.9,4181461279,56,Back,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971441,18,1,1,1,10,7h7eg7q7dbwvzww78h9d5eh0h,1,37.7,64.2,2023-04-10T19:03:29.251Z,2023-04-11T05:20:20Z,4181461651,140,46.5,4181461657,213,1.1,4181461649,56,Back,4181461653,141,89.6,4182158889,178,,4181461655,212,19.6,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971455,19,1,1,1,13,7h7eg7q7dbwvzww78h9d5eh0h,1,56.5,89.7,2023-04-10T19:03:32.128Z,2023-04-11T05:20:24Z,4182158939,178,,4181461729,212,9.3,4181461727,141,93.2,4181461723,56,Left,4181461731,213,0.3,4181461725,140,65.1,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971495,20,1,1,1,15,7h7eg7q7dbwvzww78h9d5eh0h,1,65.7,92.9,2023-04-10T19:03:34.607Z,2023-04-11T05:20:29Z,4181461945,56,Center,4182159035,178,,4181461951,212,12.0,4181461947,140,69.8,4181461953,213,5.1,4181461949,141,76.5,,,,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971507,21,1,1,1,18,7h7eg7q7dbwvzww78h9d5eh0h,1,69.8,76.5,2023-04-10T19:03:37.527Z,2023-04-11T05:20:35Z,4182159119,178,,4181461997,141,90.9,4181461999,212,18.9,4181462001,213,0.5,4181461995,140,85.2,4181461993,56,Left,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971577,22,1,1,1,21,7h7eg7q7dbwvzww78h9d5eh0h,1,92.4,91.2,2023-04-10T19:03:40.233Z,2023-04-11T05:20:42Z,4181462323,2,,4181463523,154,,4181462337,1,,4181462331,141,38.3,4181462325,155,,4182159177,178,,4181462329,140,92.0,4181938353,72,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,4181938351,224,,1,4181463521,210,13,4181462335,213,4.7,4181462327,56,Center,4181462333,212,36.0,,,,,,,,,,,,,,,,,,
2531971579,23,13,1,1,23,7h7eg7q7dbwvzww78h9d5eh0h,1,93.1,34.2,2023-04-10T19:03:42.364Z,2023-04-11T05:20:42Z,4181463549,103,15.3,4181463553,328,,4182159245,178,,4181462355,56,Center,4181463555,230,99.0,4181463543,55,22,4181463539,29,,4181463243,63,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,4181463541,154,,,4181463241,20,,4181463547,102,42.7,4181463537,84,,4181462351,22,,4181463551,108,4181463557,231,48.2,,,,,,,,,,,,,
2531971569,11,5,1,1,24,agh9ifb2mw3ivjusgedj7c3fe,1,-1,57.2,2023-04-10T19:03:42.793Z,2023-04-11T05:20:48Z,4181462309,56,Back,4181462311,346,,4181462431,233,24,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971589,24,5,1,1,24,7h7eg7q7dbwvzww78h9d5eh0h,0,101,42.8,2023-04-10T19:03:42.793Z,2023-04-11T05:20:48Z,4181462409,346,,4181462407,56,Center,4181462435,233,11,,,,,,,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971829,12,1,1,1,44,agh9ifb2mw3ivjusgedj7c3fe,1,4.3,52.2,2023-04-10T19:04:03.451Z,2023-04-11T05:20:52Z,4181463709,140,36.0,4181463711,141,14.7,4181463717,1,,4181939051,189,,4181463707,56,Back,4181463713,212,41.9,4181463703,124,,4181463705,155,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,4181463721,74,,,4181463715,213,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971843,13,1,1,1,48,agh9ifb2mw3ivjusgedj7c3fe,1,37.1,13.1,2023-04-10T19:04:06.916Z,2023-04-11T05:20:57Z,4182159433,178,,4181463809,140,41.4,4181463813,212,8.2,4181463811,141,3.1,4181463807,56,Back,4181463815,213,5.3,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971865,14,1,1,1,49,agh9ifb2mw3ivjusgedj7c3fe,1,41.4,3.1,2023-04-10T19:04:07.866Z,2023-04-11T05:21:00Z,4181463913,141,4.1,4181463909,56,Back,4181463911,140,28.7,4181463919,213,3.1,4181463917,212,13.4,4182159475,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971889,15,1,1,1,51,agh9ifb2mw3ivjusgedj7c3fe,1,28.9,7.3,2023-04-10T19:04:10.446Z,2023-04-11T05:21:04Z,4181464055,140,9.4,4181464053,56,Back,4181464061,213,2.3,4181464057,141,41.5,4181464059,212,31.0,4182159531,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971933,16,1,1,1,55,agh9ifb2mw3ivjusgedj7c3fe,1,10.2,45.2,2023-04-10T19:04:14.051Z,2023-04-11T05:21:07Z,4181464295,140,22.2,4181464293,56,Back,4181464297,141,76.8,4181464301,213,1.0,4182159569,178,,4181464299,212,24.9,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971971,17,1,1,1,57,agh9ifb2mw3ivjusgedj7c3fe,1,24.4,76.8,2023-04-10T19:04:16.568Z,2023-04-11T05:21:10Z,4181464505,140,30.6,4181464503,56,Back,4181464507,141,84.5,4182159601,178,,4181464509,212,8.4,4181464511,213,0.7,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531971981,18,1,1,2,1,agh9ifb2mw3ivjusgedj7c3fe,1,34.6,90.2,2023-04-10T19:04:20.545Z,2023-04-11T05:21:12Z,4181464567,213,5.8,4181464559,56,Back,4181464561,140,44.7,4181464565,212,11.9,4182159649,178,,4181464563,141,82.4,,,,,,,4q6kuikopbgls8y2rwqiu415h,Sergi Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972103,19,1,1,2,2,agh9ifb2mw3ivjusgedj7c3fe,1,44.7,82.4,2023-04-10T19:04:21.489Z,2023-04-11T05:21:15Z,4181465135,56,Left,4181465141,212,20.1,4181465139,141,98.0,4182159683,178,,4181465143,213,0.6,4181465137,140,61.0,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532140387,1338,83,1,2,10,7h7eg7q7dbwvzww78h9d5eh0h,1,8.7,16,2023-04-10T19:04:29.039Z,2023-04-11T08:34:53Z,4182368861,399,493019,,,,,,,,,,,,,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972125,20,1,1,2,12,agh9ifb2mw3ivjusgedj7c3fe,1,85.2,87.9,2023-04-10T19:04:31.546Z,2023-04-11T05:21:18Z,4181465237,213,3.0,4181465231,140,69.2,4182159729,178,,4181465229,56,Left,4181465235,212,17.1,4181465233,141,92.4,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972137,21,1,1,2,15,agh9ifb2mw3ivjusgedj7c3fe,1,68.7,92,2023-04-10T19:04:33.873Z,2023-04-11T05:21:21Z,4181465313,213,4.4,4182159755,178,,4181465305,56,Center,4181465311,212,10.9,4181465309,141,76.7,4181465307,140,65.6,,,,,,,4q6kuikopbgls8y2rwqiu415h,Sergi Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972161,22,1,1,2,16,agh9ifb2mw3ivjusgedj7c3fe,1,65.7,76.7,2023-04-10T19:04:34.944Z,2023-04-11T05:21:24Z,4182159813,178,,4181465441,141,71.0,4181465439,140,56.0,4181465445,213,3.5,4181465443,212,10.9,4181465437,56,Center,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972199,23,1,1,2,18,agh9ifb2mw3ivjusgedj7c3fe,1,54.3,67.2,2023-04-10T19:04:37.114Z,2023-04-11T05:21:27Z,4181465677,140,52.8,4181465681,212,17.1,4181465679,141,42.2,4181465683,213,4.6,4182159853,178,,4181465675,56,Center,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972217,24,1,1,2,21,agh9ifb2mw3ivjusgedj7c3fe,1,53.7,41.6,2023-04-10T19:04:40.250Z,2023-04-11T05:21:30Z,4181465789,212,26.5,4181465791,213,5.0,4181465779,140,60.6,4181465775,56,Right,4181465785,141,4.1,4182159905,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972259,25,1,1,2,24,agh9ifb2mw3ivjusgedj7c3fe,1,60.9,4.1,2023-04-10T19:04:42.953Z,2023-04-11T05:21:33Z,4182159973,178,,4181466025,212,10.0,4181466019,56,Right,4181466023,141,17.6,4181466021,140,64.6,4181466029,213,1.2,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972279,26,1,1,2,27,agh9ifb2mw3ivjusgedj7c3fe,1,65.1,20.5,2023-04-10T19:04:46.168Z,2023-04-11T05:21:36Z,4181466163,56,Center,4181466165,140,53.0,4182159999,178,,4181466169,212,25.2,4181466167,141,52.5,4181466171,213,2.1,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531972309,27,1,1,2,30,agh9ifb2mw3ivjusgedj7c3fe,1,53.8,55.5,2023-04-10T19:04:48.852Z,2023-04-11T05:21:40Z,4181466363,212,15.6,4182160079,178,,4181466365,213,1.2,4181466361,141,76.7,4181466357,56,Center,4181466359,140,59.4,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
