id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/20/value,qualifier/14/value,qualifier/15/value,assist
2448740129,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-08-20T18:45:57.408Z,2022-08-20T20:00:44Z,3720313897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720313885,30,"c1b9p5bk8hfyw0bi6thva0lw5, 7k2alak95p1u2ysftwwiaqsid, 40gxfsz7bgrkdudqewlpxzyzt, 9g4devlvymukexrvfgkipd6tx, 3qrk8nw6nc8o96n7jr1az21ux, e8s9ssopq5nmp51zymvqp8jbp, 5ez2huoeh2g3ijpgr7m15lg5, e3czx0nsuw10acnftbr8ud0bt, cs2yx3hiqjsb4i5ul2r5kmdat, 2aumz6rtq4ufba7z7zn5v8frp, ea5xlslcii56ycrlmyo6uiimt, c3sl9ajm4q424r4u37iath3hl, 64h0x8sur55l07oaiuog4v2z9, 59ndqnsvggsoek170rdqyd1w5, c38u6t2mr5f441tcuxlwpulpm, e91yegwfliqhfy9yyk19otafo, cbym98g15egnbeda05mt3drrp, adwkydlkclg8u72rxh51lvkyd, 1lym8zscp7l8icay2cya7cauh, 3sy16pz110zmyq073ao24l1ck, 37b6tzaexinmfadvi4you5wmi, 9ano8w4jrlk6zq92rxchzaru2, 3ob5vrhv3yuu33zo5x2w4isr8",3720313889,59,"1, 2, 17, 14, 15, 4, 11, 8, 10, 9, 5, 3, 7, 13, 16, 19, 20, 21, 23, 26, 28, 29, 32",3720313893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720453069,197,279,3720313891,130,21,3720313887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3720313895,194,7k2alak95p1u2ysftwwiaqsid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448744861,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-08-20T18:50:23.806Z,2022-08-20T19:12:20Z,3720341865,30,"6crmq7vzqts58wg196q48sc7p, 7oykphzczagr975xsqt70s89h, 6q69l3ppqfqbryjubcrujfi6t, aipyotc87m5bdvmvizd5n69k9, 8wvkrrbqqthuwda8twg03yuax, 6w5wyari2p4bh2zzy2x2f6hg5, diod1hv5hv7v7z7mfleev1txx, en2c7z1raqmcwee78297pbnu2, c1mm3hdfcs78obhxmhailzidx, 1i9wi65k2foqwudeqiyih87hl, b4witgokm49tidm1a83qcvbop, eihwzqtt27l2l8iu990h68edx, 7o4nc6jwsi3quvnwinstqwyj9, 54h69199gtsavspwblux98dsl, 127eg3g8ig8j7obxtyc2tl8t1, 38bp85766w04a0nuulq5fiig9, bf2pf3hs8gcvub4ivlve12ymt, i48mf81fxn2af1xxjzfi8gr9, 6fzbp94hf19ysotdassrqdc5x, eufpzdp76oumhybvscmu76vo5, 8blr43wb2ergbbialws9irq0a",3720341871,130,4,3720341869,59,"1, 2, 23, 18, 3, 4, 10, 12, 9, 15, 20, 5, 6, 7, 11, 13, 17, 19, 22, 24, 26",3720341881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720454461,197,14970,3720341879,194,c1mm3hdfcs78obhxmhailzidx,3720341873,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720341867,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448801311,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-08-20T20:00:08.746Z,2022-08-20T20:00:10Z,3720653063,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448801305,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-08-20T20:00:08.746Z,2022-08-21T10:35:05Z,3720653033,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448801347,3,1,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,50,50,2022-08-20T20:00:08.762Z,2022-08-21T11:06:04Z,3720653263,56,Back,3722663213,178,,3720653265,140,29.5,3720653269,141,55.4,3720653275,212,21.8,3720653279,213,3.0,3720653283,279,S,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448801389,4,1,1,0,2,6f27yvbqcngegwsg2ozxxdj4,1,29.5,55.4,2022-08-20T20:00:11.059Z,2022-08-21T11:06:09Z,3720653487,213,5.1,3720653483,141,28.9,3720653479,56,Back,3720653481,140,36.7,3720653485,212,19.5,3722663523,178,,,,,,,,9g4devlvymukexrvfgkipd6tx,R. Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448801407,5,1,1,0,5,6f27yvbqcngegwsg2ozxxdj4,1,36.7,28.9,2022-08-20T20:00:14.450Z,2022-08-21T11:06:13Z,3720653603,212,12.2,3720653597,56,Back,3720653599,140,30.0,3720653601,141,43.6,3720653605,213,2.2,3722663797,178,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448801467,6,1,1,0,8,6f27yvbqcngegwsg2ozxxdj4,1,30.1,45.8,2022-08-20T20:00:16.965Z,2022-08-21T11:06:15Z,3722663893,178,,3720653869,213,1.5,3720653865,141,85.0,3720653861,56,Back,3720653863,140,32.2,3720653867,212,26.7,,,,,,,9g4devlvymukexrvfgkipd6tx,R. Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448801477,7,1,1,0,11,6f27yvbqcngegwsg2ozxxdj4,0,32.5,95,2022-08-20T20:00:20.323Z,2022-08-21T11:06:22Z,3720653963,155,,3720653973,213,0.2,3720653967,140,54.3,3720653965,56,Left,3720653971,212,23.3,3720653969,141,100.0,3722664361,178,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448801551,3,5,1,0,13,3kq9cckrnlogidldtdie2fkbl,1,45.3,-0.8,2022-08-20T20:00:22.420Z,2022-08-21T11:06:27Z,3720654423,56,Back,3720654425,347,,3720654427,233,8,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
