id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2522726653,241,1,1,25,5,agh9ifb2mw3ivjusgedj7c3fe,1,35.2,25.8,2023-03-19T20:28:24.519Z,2023-03-20T09:37:22Z,4111580381,212,12.5,4111580383,213,5.6,4111580379,141,13.7,4111580377,140,44.2,4112537303,178,,4111580375,56,Back,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726651,235,45,1,25,7,3kq9cckrnlogidldtdie2fkbl,0,55.4,83.1,2023-03-19T20:28:25.949Z,2023-03-20T09:37:25Z,4111580373,285,,4111580371,56,Left,4111580485,233,242,,,,,,,,,,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726667,242,3,1,25,7,agh9ifb2mw3ivjusgedj7c3fe,1,44.6,16.9,2023-03-19T20:28:25.949Z,2023-03-20T09:37:25Z,4111580465,233,235,4111580455,286,,4112537379,178,,4112104967,465,,4111580453,56,Back,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726703,243,1,1,25,12,agh9ifb2mw3ivjusgedj7c3fe,1,62.6,5,2023-03-19T20:28:31.695Z,2023-03-20T09:37:28Z,4111580645,141,24.2,4111580643,140,54.7,4111580641,56,Center,4112537457,178,,4111580649,213,2.1,4111580647,212,15.5,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726743,244,1,1,25,18,agh9ifb2mw3ivjusgedj7c3fe,1,59.5,27.4,2023-03-19T20:28:36.829Z,2023-03-20T09:43:05Z,4111580867,212,20.2,4111580869,213,5.4,4111580861,56,Right,4111580863,140,72.4,4112545049,178,,4111580865,141,5.4,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726755,245,1,1,25,22,agh9ifb2mw3ivjusgedj7c3fe,0,74.5,12,2023-03-19T20:28:40.857Z,2023-03-20T09:43:10Z,4111580987,1,,4111580973,2,,4112105365,223,,4111580975,155,,4111580977,56,Center,4112105367,72,,4112545139,178,,4111580979,140,91.2,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,4111580983,212,34.1,4111580981,141,4111580985,213,,,,,,,,,,55.0,1.0,,,,,,,,,,,,,,,,,,,,,
2522726759,236,44,1,25,23,3kq9cckrnlogidldtdie2fkbl,1,9.4,41.8,2023-03-19T20:28:42.316Z,2023-03-20T10:02:32Z,4111580999,56,Back,4111581089,233,246,4111581001,285,,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726763,246,44,1,25,23,agh9ifb2mw3ivjusgedj7c3fe,0,90.6,58.2,2023-03-19T20:28:42.317Z,2023-03-20T09:43:13Z,4111581097,233,236,4111581021,56,Center,4111581023,286,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,R. Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726765,237,12,1,25,23,3kq9cckrnlogidldtdie2fkbl,1,9.4,42.9,2023-03-19T20:28:42.372Z,2023-03-20T10:02:32Z,4111581055,213,6.2,4111581045,140,26.0,4111581081,15,,4112545311,388,,4111581049,141,39.5,4111581041,56,Back,4111581053,212,17.6,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726769,238,49,1,25,26,3kq9cckrnlogidldtdie2fkbl,1,26.3,38.8,2023-03-19T20:28:44.851Z,2023-03-20T09:43:20Z,,,,,,,,,,,,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726807,240,4,1,25,27,3kq9cckrnlogidldtdie2fkbl,1,29.8,30.3,2023-03-19T20:28:46.326Z,2023-03-20T09:43:24Z,4111581295,265,,4111581291,56,Back,4111581289,13,,4111581293,152,,4111581297,285,,4111581355,233,247,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726813,247,4,1,25,27,agh9ifb2mw3ivjusgedj7c3fe,0,70.2,69.7,2023-03-19T20:28:46.327Z,2023-03-20T09:43:24Z,4111581333,13,,4112545527,178,,4111581339,265,,4111581337,152,,4111581341,286,,4111581335,56,Center,4111581359,233,240,,,,4q6kuikopbgls8y2rwqiu415h,Sergi Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726805,239,43,1,25,27,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-03-19T20:28:46.684Z,2023-03-19T20:34:50Z,4111581281,213,6.2,4111581273,56,Back,4111581277,141,30.8,4111581279,212,4.0,4111581275,140,27.0,4111596145,144,1,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726891,241,1,1,25,48,3kq9cckrnlogidldtdie2fkbl,1,27.3,33.2,2023-03-19T20:29:07.053Z,2023-03-20T09:43:26Z,4111581929,141,69.0,4112545549,178,,4111581927,140,22.6,4111581923,152,,4111581921,5,,4111581937,189,,4111581925,56,Back,4111581931,212,24.8,7oykphzczagr975xsqt70s89h,Dani Carvajal,,4111581933,213,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726919,242,1,1,25,50,3kq9cckrnlogidldtdie2fkbl,1,23.3,69.2,2023-03-19T20:29:09.727Z,2023-03-20T09:43:28Z,4111582069,56,Back,4111582067,155,,4111582079,212,24.6,4111582073,140,42.1,4112545575,178,,4111582085,213,0.6,4111582075,141,90.7,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726941,243,1,1,25,53,3kq9cckrnlogidldtdie2fkbl,1,42.1,90.7,2023-03-19T20:29:12.578Z,2023-03-20T09:43:30Z,4111582201,140,54.1,4111582203,141,96.6,4112545603,178,,4111582207,213,0.3,4111582205,212,13.2,4111582199,56,Left,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522726981,245,1,1,25,59,3kq9cckrnlogidldtdie2fkbl,1,43.8,84.8,2023-03-19T20:29:18.187Z,2023-03-20T09:43:33Z,4111582405,141,95.1,4111582407,212,7.8,4112545641,178,,4111582409,213,1.1,4111582401,56,Back,4111582403,140,47.1,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727001,246,1,1,26,2,3kq9cckrnlogidldtdie2fkbl,1,44.2,92.2,2023-03-19T20:29:20.889Z,2023-03-20T09:43:34Z,4112545653,178,,4111582555,141,95.5,4111582559,213,0.2,4111582557,212,9.2,4111582553,140,52.7,4111582551,56,Left,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727003,247,4,1,26,4,3kq9cckrnlogidldtdie2fkbl,1,56.6,96,2023-03-19T20:29:22.807Z,2023-03-20T09:43:38Z,4111582645,233,249,4111582575,286,,4111582565,13,,4111582569,294,,4111582573,152,,4111582571,56,Left,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727009,249,4,1,26,4,agh9ifb2mw3ivjusgedj7c3fe,0,43.4,4,2023-03-19T20:29:22.808Z,2023-03-20T09:43:38Z,4111582667,233,247,4111582601,13,,4111582603,294,,4111582607,152,,4111582609,285,,4112545745,178,,4111582605,56,Back,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727053,248,1,1,26,9,3kq9cckrnlogidldtdie2fkbl,1,53.3,96.1,2023-03-19T20:29:28.479Z,2023-03-20T09:43:42Z,4111582893,152,,4111582891,5,,4111582899,141,94.0,4111582897,140,42.7,4111582901,212,11.2,4111582895,56,Back,4111582903,213,3.3,4112545891,178,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727067,249,1,1,26,13,3kq9cckrnlogidldtdie2fkbl,1,39.7,79.6,2023-03-19T20:29:32.340Z,2023-03-20T09:43:45Z,4112545961,178,,4111582977,140,42.9,4111582979,141,65.1,4111582983,213,5.0,4111582981,212,10.4,4111582975,56,Back,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727071,250,1,1,26,14,3kq9cckrnlogidldtdie2fkbl,1,42.9,65.1,2023-03-19T20:29:33.209Z,2023-03-20T09:43:47Z,4111582991,56,Back,4111582993,140,37.4,4111582997,212,6.4,4111582999,213,2.7,4111582995,141,69.0,4112546065,178,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727093,251,1,1,26,15,3kq9cckrnlogidldtdie2fkbl,1,36.5,70.1,2023-03-19T20:29:34.003Z,2023-03-20T09:43:49Z,4111583103,213,5.5,4111583095,141,46.4,4111583091,56,Center,4111583093,140,53.1,4111583099,212,23.7,4112546095,178,,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727113,252,1,1,26,16,3kq9cckrnlogidldtdie2fkbl,1,51.1,44.5,2023-03-19T20:29:35.262Z,2023-03-20T09:43:51Z,4111583181,213,3.8,4111583173,56,Back,4111583177,141,24.7,4111583179,212,21.0,4112546151,178,,4111583175,140,35.7,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727131,253,1,1,26,18,3kq9cckrnlogidldtdie2fkbl,1,35.7,24.7,2023-03-19T20:29:37.116Z,2023-03-20T09:43:53Z,4111583263,56,Back,4111583271,213,5.2,4111583269,212,16.0,4111583267,141,3.6,4111583265,140,42.4,4112546219,178,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727197,254,1,1,26,21,3kq9cckrnlogidldtdie2fkbl,1,42.4,3.6,2023-03-19T20:29:40.473Z,2023-03-20T09:43:55Z,4111583675,140,69.6,4111583671,155,,4111583673,56,Center,4112546271,178,,4111583681,213,0.5,4111583677,141,24.1,4111583679,212,31.8,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727195,250,45,1,26,30,agh9ifb2mw3ivjusgedj7c3fe,0,19.8,86.8,2023-03-19T20:29:49.124Z,2023-03-20T09:44:03Z,4111583669,285,,4111583667,56,Back,4111583727,233,255,,,,,,,,,,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727203,255,3,1,26,30,3kq9cckrnlogidldtdie2fkbl,1,80.2,13.2,2023-03-19T20:29:49.124Z,2023-03-20T09:44:02Z,4111583715,286,,4112108923,464,,4111583713,56,Right,4112546473,178,,4111583717,233,250,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727207,256,1,1,26,31,3kq9cckrnlogidldtdie2fkbl,1,81.2,11.2,2023-03-19T20:29:49.899Z,2023-03-20T09:44:08Z,4111583753,213,3.6,4111583751,212,12.9,4111583747,140,70.0,4111583749,141,3.4,4111583745,56,Right,4112546651,178,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727263,257,1,1,26,34,3kq9cckrnlogidldtdie2fkbl,1,70,5.2,2023-03-19T20:29:52.983Z,2023-03-20T09:44:10Z,4111584029,141,19.1,4111584027,140,66.1,4112546709,178,,4111584031,212,10.3,4111584025,56,Right,4111584033,213,2.0,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727315,258,1,1,26,39,3kq9cckrnlogidldtdie2fkbl,1,63.5,45,2023-03-19T20:29:58.631Z,2023-03-20T09:44:12Z,4112546741,178,,4111584315,56,Center,4111584319,141,71.7,4111584317,140,73.2,4111584321,212,20.8,4111584323,213,1.1,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727321,259,3,1,26,43,3kq9cckrnlogidldtdie2fkbl,0,79.1,64.9,2023-03-19T20:30:02.090Z,2023-03-20T09:44:15Z,4111584347,286,,4112110521,465,,4111584365,211,,4111584345,56,Center,4112546803,178,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727319,251,43,1,26,43,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-03-19T20:30:02.636Z,2023-03-19T20:30:14Z,4111584855,144,45,4111584341,285,0,4111584339,56,Back,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727341,252,52,1,26,44,agh9ifb2mw3ivjusgedj7c3fe,1,7.8,44.3,2023-03-19T20:30:03.695Z,2023-03-20T09:44:20Z,4112546909,389,,4112110697,376,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727429,253,1,1,26,57,agh9ifb2mw3ivjusgedj7c3fe,1,10.4,45.5,2023-03-19T20:30:16.501Z,2023-03-20T09:44:23Z,4111585029,123,,4111585035,141,27.7,4111585037,212,17.7,4111585159,189,,4112546937,178,,4111585039,213,5.5,4111585031,56,Back,4111585033,140,22.7,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727437,254,1,1,26,59,agh9ifb2mw3ivjusgedj7c3fe,1,22.7,27.7,2023-03-19T20:30:17.903Z,2023-03-20T09:44:27Z,4111585067,56,Back,4111585069,140,30.7,4111585073,212,12.3,4111585071,141,41.0,4112547075,178,,4111585075,213,0.8,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727451,255,1,1,27,0,agh9ifb2mw3ivjusgedj7c3fe,1,30.7,41,2023-03-19T20:30:19.271Z,2023-03-20T09:44:30Z,4111585145,213,1.9,4111585139,140,24.5,4111585137,56,Back,4112547117,178,,4111585141,141,72.5,4111585143,212,22.4,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727503,256,1,1,27,3,agh9ifb2mw3ivjusgedj7c3fe,1,28.4,71.9,2023-03-19T20:30:21.952Z,2023-03-20T09:44:33Z,4111585441,212,24.2,4111585435,56,Back,4111585443,213,0.7,4112547173,178,,4111585439,141,96.2,4111585437,140,45.3,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727513,257,1,1,27,7,agh9ifb2mw3ivjusgedj7c3fe,1,52.9,95.1,2023-03-19T20:30:25.911Z,2023-03-20T09:44:36Z,4111585485,56,Back,4111585487,140,46.7,4111585493,213,4.1,4111585491,212,11.1,4111585489,141,81.8,4112547257,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727529,258,1,1,27,8,agh9ifb2mw3ivjusgedj7c3fe,1,46.4,79.2,2023-03-19T20:30:27.721Z,2023-03-20T09:44:39Z,4112547333,178,,4111585575,56,Back,4111585577,140,46.9,4111585579,141,62.3,4111585583,213,4.8,4111585581,212,11.5,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727585,259,1,1,27,11,agh9ifb2mw3ivjusgedj7c3fe,1,52.5,58.2,2023-03-19T20:30:30.399Z,2023-03-20T09:44:41Z,4111585909,140,62.0,4111585907,56,Center,4111585911,141,23.3,4111585913,212,25.7,4112547437,178,,4111585915,213,5.1,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522925055,1094,83,1,27,19,3kq9cckrnlogidldtdie2fkbl,1,28.9,65.3,2023-03-19T20:30:38.547Z,2023-03-20T10:19:52Z,4112626649,399,219961,,,,,,,,,,,,,,,,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727599,260,1,1,27,19,agh9ifb2mw3ivjusgedj7c3fe,1,70.2,36.5,2023-03-19T20:30:38.559Z,2023-03-20T09:44:44Z,4112547503,178,,4111585975,140,75.6,4111585973,56,Center,4111585981,213,1.3,4111585977,141,62.0,4111585979,212,18.2,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727593,260,43,1,27,20,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-03-19T20:30:39.323Z,2023-03-19T20:31:02Z,4111585951,285,0,4111585949,56,Back,4111586727,144,7,,,,,,,,,,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727619,261,1,1,27,21,agh9ifb2mw3ivjusgedj7c3fe,1,76.7,63.2,2023-03-19T20:30:40.567Z,2023-03-20T09:44:47Z,4111586079,140,85.8,4111586077,56,Center,4111586081,141,75.0,4112547571,178,,4111586083,212,12.5,4111586085,213,0.7,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727623,262,1,1,27,25,agh9ifb2mw3ivjusgedj7c3fe,0,85.4,72.5,2023-03-19T20:30:44.366Z,2023-03-20T09:44:49Z,4111586115,140,92.6,4111586111,155,,4111586113,56,Center,4111586117,141,42.8,4111586109,2,,4111586119,212,21.6,4112113191,223,,4111586121,213,5.1,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,4112547633,178,,4112113193,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727633,261,12,1,27,26,3kq9cckrnlogidldtdie2fkbl,1,3.8,59,2023-03-19T20:30:45.751Z,2023-03-20T09:44:53Z,4111586173,140,23.9,4111586197,15,,4111586171,56,Back,4112547725,388,,4111586179,213,5.8,4111586177,212,23.8,4111586175,141,42.9,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727637,262,49,1,27,28,3kq9cckrnlogidldtdie2fkbl,1,23.9,40.1,2023-03-19T20:30:47.670Z,2023-03-20T09:44:56Z,,,,,,,,,,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727643,263,1,1,27,29,3kq9cckrnlogidldtdie2fkbl,1,23.9,40.1,2023-03-19T20:30:48.503Z,2023-03-20T09:45:00Z,4111586239,212,5.6,4111586237,141,34.5,4112547899,178,,4111586235,140,20.0,4111586241,213,3.9,4111586233,56,Back,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727661,264,1,1,27,30,3kq9cckrnlogidldtdie2fkbl,1,20,34.3,2023-03-19T20:30:49.096Z,2023-03-20T09:45:02Z,4111586355,56,Back,4112547995,178,,4111586365,1,,4111586353,155,,4111586359,141,86.8,4111586361,212,36.6,4111586363,213,1.3,4111586357,140,27.7,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727687,265,1,1,27,34,3kq9cckrnlogidldtdie2fkbl,1,34.2,82,2023-03-19T20:30:52.901Z,2023-03-20T09:45:05Z,4111586475,213,1.2,4111586471,141,95.2,4111586473,212,9.7,4111586469,140,37.6,4112548055,178,,4111586467,56,Back,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727713,266,1,1,27,38,3kq9cckrnlogidldtdie2fkbl,1,59.7,94.2,2023-03-19T20:30:57.141Z,2023-03-20T09:45:08Z,4111586673,140,54.4,4111586671,56,Left,4111586679,213,3.6,4111586677,212,6.3,4111586675,141,89.8,4112548123,178,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727745,267,1,1,27,43,3kq9cckrnlogidldtdie2fkbl,1,55.6,82.7,2023-03-19T20:31:01.982Z,2023-03-20T09:45:10Z,4111586873,56,Left,4111586883,141,96.6,4111586889,213,0.7,4111586877,140,66.4,4112548173,178,,4111586885,212,14.8,,,,,,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727767,268,1,1,27,47,3kq9cckrnlogidldtdie2fkbl,1,70.9,93.7,2023-03-19T20:31:05.913Z,2023-03-20T09:45:13Z,4111587015,213,4.5,4112548219,178,,4111587007,56,Center,4111587009,140,68.6,4111587013,212,11.3,4111587011,141,77.5,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727781,269,1,1,27,48,3kq9cckrnlogidldtdie2fkbl,0,69,77.5,2023-03-19T20:31:07.268Z,2023-03-20T09:45:15Z,4111587089,212,6.2,4111587091,213,0.3,4112548259,178,,4111587087,141,80.3,4111587083,56,Left,4111587085,140,74.6,,,,,,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727795,263,49,1,27,50,agh9ifb2mw3ivjusgedj7c3fe,1,27.2,21.8,2023-03-19T20:31:08.848Z,2023-03-20T09:45:17Z,,,,,,,,,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727819,264,1,1,27,50,agh9ifb2mw3ivjusgedj7c3fe,1,27,21.2,2023-03-19T20:31:08.868Z,2023-03-20T09:45:21Z,4111587263,212,7.4,4112548363,178,,4111587257,56,Back,4111587261,141,27.7,4111587259,140,32.7,4111587265,213,0.6,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727839,265,1,1,27,53,agh9ifb2mw3ivjusgedj7c3fe,1,34.1,31,2023-03-19T20:31:12.329Z,2023-03-20T09:45:23Z,4112548399,178,,4111587385,213,2.1,4111587379,140,29.3,4111587377,56,Back,4111587381,141,44.8,4111587383,212,10.7,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727855,266,1,1,27,55,agh9ifb2mw3ivjusgedj7c3fe,1,29.4,43.3,2023-03-19T20:31:14.181Z,2023-03-20T09:45:26Z,4111587481,212,10.5,4111587473,140,37.1,4111587483,213,5.6,4111587467,56,Back,4111587477,141,33.4,4112548467,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727909,267,1,1,27,57,agh9ifb2mw3ivjusgedj7c3fe,1,37.2,33.8,2023-03-19T20:31:16.075Z,2023-03-20T09:45:29Z,4111587765,213,5.6,4111587757,56,Right,4111587763,212,28.6,4111587759,140,57.5,4111587761,141,5.8,4112548537,178,,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727929,268,1,1,28,3,agh9ifb2mw3ivjusgedj7c3fe,1,61.7,7.3,2023-03-19T20:31:22.356Z,2023-03-20T09:45:30Z,4111587873,213,1.8,4112548595,178,,4111587871,212,17.6,4111587867,140,58.7,4111587869,141,32.8,4111587865,56,Center,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727949,269,1,1,28,6,agh9ifb2mw3ivjusgedj7c3fe,1,58.7,32.8,2023-03-19T20:31:24.799Z,2023-03-20T09:45:33Z,4111588003,213,1.1,4111587997,140,62.9,4111587999,141,45.7,4111588001,212,9.8,4112548633,178,,4111587995,56,Center,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
