id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/18/value,qualifier/19/value
2512126841,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-02-25T16:13:01.222Z,2023-02-25T17:27:07Z,4056074855,197,239,4055448841,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055448829,30,"6crmq7vzqts58wg196q48sc7p, 7oykphzczagr975xsqt70s89h, 7o4nc6jwsi3quvnwinstqwyj9, cdcbi6xmy0uts703489e0acb9, 8wvkrrbqqthuwda8twg03yuax, 6fzbp94hf19ysotdassrqdc5x, 1i9wi65k2foqwudeqiyih87hl, i48mf81fxn2af1xxjzfi8gr9, c1mm3hdfcs78obhxmhailzidx, 127eg3g8ig8j7obxtyc2tl8t1, b4witgokm49tidm1a83qcvbop, eihwzqtt27l2l8iu990h68edx, 54h69199gtsavspwblux98dsl, diod1hv5hv7v7z7mfleev1txx, en2c7z1raqmcwee78297pbnu2, 38bp85766w04a0nuulq5fiig9, 5nluxvc0wi0u1d5zcy7be5rkl, bf2pf3hs8gcvub4ivlve12ymt, aipyotc87m5bdvmvizd5n69k9, eufpzdp76oumhybvscmu76vo5, 8blr43wb2ergbbialws9irq0a, osme4gegtnhlldt4lsqf56ac",4055448835,130,4,4055448831,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4055448839,194,c1mm3hdfcs78obhxmhailzidx,4055448833,59,"1, 2, 6, 8, 3, 22, 15, 19, 9, 11, 20, 5, 7, 10, 12, 13, 16, 17, 18, 24, 26, 39",4055448837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512132609,1,34,16,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-02-25T16:15:37.571Z,2023-02-26T00:53:11Z,4055479179,30,"2yt9oajv9dkbju8tgy1g2nmqd, ieu0x9fy8hpqyztdjg8bgpnt, cj3dik1dqyo2nf1jgmyn471sl, b9kfek16otvdorssn0wzkb36d, av5g4nr853anks78vl6jh4s7p, am5gj5qg3gjtyhvwfnj8sjz6d, 9e7ybe0nsu3byq2tteey3zuy2, 40h47dhimsmeiury61w1ourx1, 716n1970vi9rvw5b4w9qmjfth, amxunh6enoc99r07cp7qt621h, 20m7tijt8jnedjd4x87olmaqd, cfhk5255hz4wbs2zsrq219a6t, 548jzfl9higq44w9bgqvcjh05, b37h0rc96jh4e34x6iru2plud, 6fdvv4zs5pl6qj7pp6tsp5iad, ejcyvgclry4g5pc2rtptifphx, 31wf775s975qy3il33oora8k5, 46kq5653o302ebz4o5yzsss0l, 59234as8h70fejyfm7492np3p",4056085277,197,244,4055479191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055479181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4055479189,194,b9kfek16otvdorssn0wzkb36d,4055479187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4055479183,59,"13, 16, 23, 6, 15, 22, 24, 17, 8, 14, 21, 1, 2, 9, 10, 11, 12, 19, 20",4055479185,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512249263,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-02-25T17:33:38.073Z,2023-02-26T01:53:11Z,4056097263,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512249249,2,32,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-02-25T17:33:38.073Z,2023-02-25T17:33:38Z,4056097191,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512249293,3,1,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,50,50,2023-02-25T17:33:38.123Z,2023-02-26T03:39:13Z,4056097423,56,Back,4056097427,141,46.3,4056097429,212,21.8,4057846689,178,,4056097433,279,S,4056097425,140,29.4,4056097431,213,3.3,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512249341,4,1,1,0,2,4ku8o6uf87yd8iecdalipo6wd,1,32.2,58.1,2023-02-25T17:33:40.927Z,2023-02-26T03:39:18Z,4057846891,178,,4056097691,1,,4056097681,56,Center,4056097689,213,0.1,4056097683,140,68.4,4056097687,212,38.3,4056097685,141,64.5,4056097679,155,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512249347,5,44,1,0,5,4ku8o6uf87yd8iecdalipo6wd,1,68,67,2023-02-25T17:33:43.285Z,2023-02-26T12:40:04Z,4056097701,286,,4056097699,56,Center,4056097751,233,3,,,,,,,,,,,,,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512249333,3,44,1,0,5,3kq9cckrnlogidldtdie2fkbl,0,32,33,2023-02-25T17:33:43.286Z,2023-02-26T03:39:27Z,4056097633,56,Back,4056097767,233,5,4056097635,285,,,,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512249393,6,1,1,0,5,4ku8o6uf87yd8iecdalipo6wd,1,66.4,64.1,2023-02-25T17:33:43.347Z,2023-02-26T12:40:05Z,4057847611,388,,4056097991,141,76.9,4056097993,212,12.0,4056097989,140,74.2,4056097983,3,,4056097987,56,Center,4056097995,213,0.8,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512249427,7,1,1,0,10,4ku8o6uf87yd8iecdalipo6wd,1,75.1,90.3,2023-02-25T17:33:48.197Z,2023-02-26T03:39:54Z,4056098169,56,Left,4056098175,212,10.4,4056098171,140,85.0,4057847703,178,,4056098173,141,90.3,4056098177,213,0,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
