id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,assist
2472890725,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-10-16T13:02:02.883Z,2022-10-16T13:02:03Z,3848836473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848836465,30,"38bp85766w04a0nuulq5fiig9, 7oykphzczagr975xsqt70s89h, 6q69l3ppqfqbryjubcrujfi6t, aipyotc87m5bdvmvizd5n69k9, 8wvkrrbqqthuwda8twg03yuax, 6w5wyari2p4bh2zzy2x2f6hg5, diod1hv5hv7v7z7mfleev1txx, cdcbi6xmy0uts703489e0acb9, c1mm3hdfcs78obhxmhailzidx, 1i9wi65k2foqwudeqiyih87hl, b4witgokm49tidm1a83qcvbop, eihwzqtt27l2l8iu990h68edx, 7o4nc6jwsi3quvnwinstqwyj9, 54h69199gtsavspwblux98dsl, 127eg3g8ig8j7obxtyc2tl8t1, en2c7z1raqmcwee78297pbnu2, 5nluxvc0wi0u1d5zcy7be5rkl, bf2pf3hs8gcvub4ivlve12ymt, broq8imimhtlejtffissquy5m, 6fzbp94hf19ysotdassrqdc5x, eufpzdp76oumhybvscmu76vo5, 8blr43wb2ergbbialws9irq0a, 4jxlkq0x33agt01vjlou0yk4q",3848836475,194,c1mm3hdfcs78obhxmhailzidx,3848836469,59,"13, 2, 23, 18, 3, 4, 10, 8, 9, 15, 20, 5, 6, 7, 11, 12, 16, 17, 21, 22, 24, 26, 30",3848836479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848836471,130,4,3848836467,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848836477,197,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894095,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-10-16T13:04:53.910Z,2022-10-16T13:04:54Z,3848853631,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848853623,30,"2e55g4q93y382cg7h0yk5rtud, 4q6kuikopbgls8y2rwqiu415h, bzgh5psb1janz9y3btpswngbu, calrbl0kagr6zgnw2l8k626s5, cscn06kwqfzo09h0dc5ybt1pl, 4ggz7e009bq3yltc9o6mifbah, ezviixcyaaj162saxs2yl27s9, 4ftlhtels58lyzfluwofzwxuy, afxjicw89683nlpms9yy5x51x, 2wl6h1rlrfnn2mr65vuo3t815, ckaqxlw257qzj8vjdumvwbaad, 9mfk2ditwuoto5dfthng9j2t, 308krssmz6irpfntht1ka78tm, 2szgrzcosfeifh664tgt3mfvt, 9i7lb16qty1t21bnc5h7skclx, 4o6f3mnd39fx700o3jvj0wct1, 4ct72ovumvt09au6gpulwpjv9, 4mxx1oxkiexm0ha34utcmb17t, eb3ci3a120om80v80mobsus8a, 5kodjbsarkql4vhs126p2vhwq, 4ffmlhvbjvfjjnhr0byktvt62",3848853629,130,4,3848853633,194,calrbl0kagr6zgnw2l8k626s5,3848853625,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848853635,197,16152,3848853627,59,"1, 20, 28, 5, 23, 24, 21, 8, 9, 22, 7, 3, 10, 11, 17, 18, 19, 26, 30, 32, 36",3848853637,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472975553,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-10-16T14:15:57.257Z,2022-10-16T14:16:00Z,3849277461,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472975539,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-10-16T14:15:57.257Z,2022-10-17T05:35:51Z,3849277377,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472975639,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,49.7,50.1,2022-10-16T14:15:57.351Z,2022-10-17T05:45:08Z,3849277919,141,48.9,3849277923,213,3.2,3849277925,279,S,3849277917,140,40.5,3849277921,212,9.7,3851662437,178,,3849277915,56,Back,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472975739,4,1,1,0,2,agh9ifb2mw3ivjusgedj7c3fe,1,42,43,2022-10-16T14:15:59.620Z,2022-10-17T05:45:08Z,3849278451,212,18.5,3849278445,56,Back,3851662443,178,,3849278449,141,30.1,3849278453,213,3.6,3849278447,140,26.5,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472975767,5,1,1,0,5,agh9ifb2mw3ivjusgedj7c3fe,1,27.9,28.3,2022-10-16T14:16:02.457Z,2022-10-17T05:45:08Z,3849278615,56,Back,3851662447,178,,3849278621,212,24.0,3849278617,140,24.9,3849278619,141,63.3,3849278623,213,1.7,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472975809,6,1,1,0,7,agh9ifb2mw3ivjusgedj7c3fe,1,23.4,69,2022-10-16T14:16:04.857Z,2022-10-17T05:45:09Z,3849278835,140,28.1,3851662451,178,,3849278841,213,1.3,3849278833,56,Back,3849278837,141,91.7,3849278839,212,16.2,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472975845,7,1,1,0,10,agh9ifb2mw3ivjusgedj7c3fe,0,28.8,92.7,2022-10-16T14:16:07.480Z,2022-10-17T05:45:18Z,3849278991,141,93.8,3851662541,178,,3849278987,56,Back,3849278993,212,21.5,3849278995,213,0.0,3849278989,140,49.3,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472975873,3,49,1,0,11,3kq9cckrnlogidldtdie2fkbl,1,50,6.4,2022-10-16T14:16:09.018Z,2022-10-17T05:45:30Z,,,,,,,,,,,,,,,,,,,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
