id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId
2451045597,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-26T16:50:31.612Z,2022-08-26T18:35:50Z,3732548715,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732548709,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732548717,194,6navc0x6p4yqy76zyo3zocwr9,3732548711,59,"1, 20, 3, 14, 22, 15, 21, 5, 7, 9, 32, 2, 4, 8, 10, 16, 19, 30, 33, 36",3732882743,197,704,3732548713,130,2,3732548707,30,"4wbwcfbeokv5j4nuudbxgaw2d, ay89se5rytzay8md0yeadykq2, d7pzcnoztn30xoj5b2sr9slt6, 2udtmz4lvh4vil16mxvo0j4l, 39dgr8s91agremy3nvp4q2221, 8xd59g0c36012q6mg5f2fl239, c320492cbp1otejfp1i1oane1, 4o0ei8wawffrg2hvnbmcxipxx, 6navc0x6p4yqy76zyo3zocwr9, 27hwtukeqxh91ch1f3qr1it49, 618ct0ti4q9ksggep1allpmac, 8ikm0hxyz2qaonz3qmynu0xqt, 2nq5nzq35tfwc7po29dtwqp78, 20ebw399jhbq0i5x2eacrrs6i, 2y9jp3hak8dnf8cavdqrx1cyd, 3xxwjf3ymu1j9825xjuwuknah, 9iwptrplnmwst5nfimyuqekq2, dhn85ec5ty14hpbk7eirasvtg, 25h51j4zz5m180na6sy5ybbpw, eonkaqrhhxzaa3nt0iena4us",3732548719,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451046537,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-08-26T16:52:29.205Z,2022-08-26T18:06:22Z,3732553183,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732553191,194,7k2alak95p1u2ysftwwiaqsid,3732553189,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732553185,59,"1, 2, 17, 14, 15, 4, 5, 8, 10, 7, 11, 3, 9, 13, 16, 19, 20, 21, 23, 26, 28, 29, 32",3732553181,30,"c1b9p5bk8hfyw0bi6thva0lw5, 7k2alak95p1u2ysftwwiaqsid, 40gxfsz7bgrkdudqewlpxzyzt, 9g4devlvymukexrvfgkipd6tx, 3qrk8nw6nc8o96n7jr1az21ux, e8s9ssopq5nmp51zymvqp8jbp, ea5xlslcii56ycrlmyo6uiimt, e3czx0nsuw10acnftbr8ud0bt, cs2yx3hiqjsb4i5ul2r5kmdat, 64h0x8sur55l07oaiuog4v2z9, 5ez2huoeh2g3ijpgr7m15lg5, c3sl9ajm4q424r4u37iath3hl, 2aumz6rtq4ufba7z7zn5v8frp, 59ndqnsvggsoek170rdqyd1w5, c38u6t2mr5f441tcuxlwpulpm, e91yegwfliqhfy9yyk19otafo, cbym98g15egnbeda05mt3drrp, adwkydlkclg8u72rxh51lvkyd, 1lym8zscp7l8icay2cya7cauh, 3sy16pz110zmyq073ao24l1ck, 37b6tzaexinmfadvi4you5wmi, 9ano8w4jrlk6zq92rxchzaru2, 3ob5vrhv3yuu33zo5x2w4isr8",3732553187,130,21,3732712145,197,279,3732553193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077165,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-08-26T18:01:30.189Z,2022-08-26T18:01:30Z,3732713033,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077215,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-26T18:01:30.189Z,2022-08-27T03:30:30Z,3732713265,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077225,3,1,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,50,50,2022-08-26T18:01:30.241Z,2022-08-27T04:08:54Z,3732713323,279,S,3732713307,140,32.4,3732713313,141,49.3,3732713317,212,18.5,3733771165,178,,3732713303,56,Back,3732713321,213,3.2,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077267,4,1,1,0,3,6f27yvbqcngegwsg2ozxxdj4,1,31.8,45.8,2022-08-26T18:01:33.576Z,2022-08-27T04:08:55Z,3732713533,56,Back,3733771173,178,,3732713539,212,16.5,3732713541,213,4.5,3732713535,140,28.9,3732713537,141,21.9,,,,,,,9g4devlvymukexrvfgkipd6tx,R. Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077317,5,1,1,0,6,6f27yvbqcngegwsg2ozxxdj4,1,28.1,19.2,2022-08-26T18:01:36.586Z,2022-08-27T04:08:55Z,3733771187,178,,3732713765,141,53.6,3732713767,212,28.6,3732713761,56,Back,3732713763,140,12.4,3732713769,213,2.2,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077359,6,1,1,0,9,6f27yvbqcngegwsg2ozxxdj4,1,12.6,57.3,2022-08-26T18:01:39.770Z,2022-08-27T04:08:55Z,3732713965,140,23.8,3733771191,178,,3732713967,141,80.0,3732713971,213,0.9,3732713963,56,Back,3732713969,212,19.4,,,,,,,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077399,7,1,1,0,13,6f27yvbqcngegwsg2ozxxdj4,1,26.2,81.5,2022-08-26T18:01:43.283Z,2022-08-27T04:08:56Z,3732714243,212,10.2,3733771199,178,,3732714237,56,Back,3732714245,213,0.7,3732714239,140,33.4,3732714241,141,91.5,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451214569,848,3,1,0,15,6f27yvbqcngegwsg2ozxxdj4,0,31.7,95.7,2022-08-26T18:01:45.375Z,2022-08-27T04:08:56Z,3733462443,464,,3733462445,467,c320492cbp1otejfp1i1oane1,3733462439,56,Back,3733771207,178,,3733462441,285,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
