id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2499381639,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-01-21T18:35:06.133Z,2023-01-21T20:01:58Z,3988491383,194,7s0xu9z5egw0sjf8qibdwa6s5,3988491375,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3988491377,59,"1, 20, 22, 4, 23, 5, 10, 8, 9, 7, 14, 2, 11, 12, 18, 19, 21, 26, 30, 38",3988491385,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988773845,197,1511,3988491381,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988491373,30,"el98wqtf7w1ap9ei2bxqwtx3p, 91lln39q4rzbp8z000p0evn4l, 2qauzcv74cd8uqfv2ibl52ymt, 9c2cfavuofg0yz3307nkgi0ut, 6pfbtlfphouu35kbwjiavwgyd, 4ktnru3pqurww9h9af7n2959l, bpvxqbiu11k4ivohi3798kxxx, 7s0xu9z5egw0sjf8qibdwa6s5, 3ia1z3fooszynz9a81dn17oid, wwdfv8zkkgplnpbz12pv8frp, 92b22xcwri3rokbvu09htjhwq, 2vvr0pc9xgoiq1pmxpjysyr8q, cn3ocv5r0d0un0no4wlxl5y39, dbj7ww9wogmp0dod5aj4ys0a2, 3r9gdse50kyeq9ya1o3ul0e6t, 6ub3gmmh58vvk9yk3f0osmp5h, d2z22er0uqxu3w3h3ta36wh61, 8h6je56fe74djcd3va7iq6yhg, 43f089ah382y8v0hnd83zjiay, 3di6vozb6i04a2ryz2w8lz190",3988491379,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499383771,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-01-21T18:37:27.172Z,2023-01-21T20:39:46Z,3988501739,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3988501749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988501747,194,2mg2n8e1d83gbeykfwzz0fumt,3988501745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988501737,30,"c9cp6fxbxyc2a3kfotkompxx, 2mg2n8e1d83gbeykfwzz0fumt, 7exng93jyar5is4fa64r9bhzp, b25dws1pbgbxuwt09of8xpe51, 6vvwhgic29fekmmj2cg62ytp1, rlgrvvibryod2g92hqc97ii2, 65osnocfqxv6mmpb69hm446ad, 8ycvfctf7c3yljnbtltsogkph, 4bbqmasyopxoymo4umcxd4e09, 8n4f10q0l2wjhhfdkpp8kfzdh, depu0zp8jqcyv0jzf5r9yums5, bahph7009sc73jl6s2bramn6d, 1y74tse0vpdxanxf152cc8jjd, 8ty68f4i1lwjdktycd2oy5a6t, 5c4ku1hmhy6l9dq8a5jp1qf9x, 4sojot9t32l4a6fm3e39xkcfd, 2lwjtphx3bkjty9sds520l1ey, 6gtfe9aysdrcht4v2rluu0ley, 2xjp2fx9b8afvq2ua1usuhrai, 9nwkxgbl8t933pzu60ye4xxxw, 4b6a6kfczcu6k6u16qpplbx90, 35i9zcb2szve0ydjga9qnj384",3988501741,59,"13, 16, 17, 4, 6, 22, 20, 8, 15, 21, 10, 1, 2, 5, 7, 12, 14, 27, 28, 29, 36, 43",3988501743,130,17,3988763555,197,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499432921,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-01-21T20:00:27.591Z,2023-01-22T10:18:49Z,3988770719,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499432863,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-01-21T20:00:27.591Z,2023-01-21T20:00:27Z,3988770433,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499432875,3,1,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,49.9,50,2023-01-21T20:00:27.650Z,2023-01-22T10:48:05Z,3988770493,279,S,3988770479,56,Back,3989580997,178,,3988770491,213,3.5,3988770489,212,13.4,3988770485,141,43.9,3988770481,140,37.8,,,,3ia1z3fooszynz9a81dn17oid,A. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499432885,4,1,1,0,1,82q9159y2u7mkfn3z6hy75r4o,1,37.8,43.9,2023-01-21T20:00:28.613Z,2023-01-22T10:48:07Z,3988770539,213,1.6,3989581053,178,,3988770531,56,Back,3988770537,212,8.9,3988770535,141,56.9,3988770533,140,37.2,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499432913,5,1,1,0,3,82q9159y2u7mkfn3z6hy75r4o,1,35.9,56.7,2023-01-21T20:00:31.189Z,2023-01-22T10:48:14Z,3988770659,140,26.2,3988770657,56,Back,3989581141,178,,3988770663,212,19.7,3988770661,141,31.9,3988770665,213,4.2,,,,,,,7s0xu9z5egw0sjf8qibdwa6s5,Álex Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499432933,6,1,1,0,6,82q9159y2u7mkfn3z6hy75r4o,1,29.5,32.4,2023-01-21T20:00:34.021Z,2023-01-22T10:48:18Z,3988770775,141,95.5,3988770777,212,44.4,3988770781,1,,3988770773,140,40.5,3988770779,213,1.3,3988770767,155,,3988770771,56,Back,3988770769,196,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,3989581239,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499432957,7,1,1,0,11,82q9159y2u7mkfn3z6hy75r4o,1,39.9,95.7,2023-01-21T20:00:38.963Z,2023-01-22T10:48:21Z,3988770909,213,3.5,3988770903,140,23.8,3989581295,178,,3988770905,141,85.1,3988770907,212,18.4,3988770901,56,Back,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499432973,8,1,1,0,13,82q9159y2u7mkfn3z6hy75r4o,1,24.5,85.8,2023-01-21T20:00:41.479Z,2023-01-22T10:48:24Z,3988770967,56,Back,3988770971,141,83.9,3988770975,213,6.2,3988770973,212,22.4,3989581363,178,,3988770969,140,45.8,,,,,,,4ktnru3pqurww9h9af7n2959l,M. Mbaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
