id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId
2501045123,106,5,1,11,40,cobffe32r7g4skka9m19qib63,0,100.6,35.8,2023-01-27T20:12:43.825Z,2023-01-28T06:30:30Z,3997210253,233,89,3997210105,56,Center,3997210107,346,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045465,90,1,1,12,4,c8llrezkm3b3op4afrou6b487,1,3.4,46.6,2023-01-27T20:13:07.963Z,2023-01-28T06:30:33Z,3997211869,56,Back,3997212777,189,,3997211875,212,25.6,3997211867,124,,3997211881,237,,3997211871,140,14.1,3997211877,213,5.2,3997211873,141,12.7,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045471,91,1,1,12,4,c8llrezkm3b3op4afrou6b487,1,14.1,12.7,2023-01-27T20:13:08.179Z,2023-01-28T06:30:36Z,3997211901,56,Back,3997212819,189,,3997211907,212,11.7,3997772449,178,,3997211909,213,5.8,3997211903,140,23.8,3997211905,141,4.3,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045485,92,1,1,12,5,c8llrezkm3b3op4afrou6b487,1,23.8,4.3,2023-01-27T20:13:08.597Z,2023-01-28T06:30:45Z,3997211995,56,Back,3997212003,213,2.7,3997211999,141,8.2,3997212001,212,5.9,3997772493,178,,3997211997,140,18.8,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045515,93,1,1,12,7,c8llrezkm3b3op4afrou6b487,1,13.1,14.1,2023-01-27T20:13:10.403Z,2023-01-28T06:30:49Z,3997212177,1,,3997212171,141,10.1,3997212173,212,38.9,3997212165,157,,3997212169,140,50.1,3997212175,213,6.2,3997772535,178,,3997212167,56,Right,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045523,94,1,1,12,11,c8llrezkm3b3op4afrou6b487,1,50.1,10.1,2023-01-27T20:13:14.836Z,2023-01-28T06:30:56Z,3997212257,156,,3997212223,212,6.4,3997772625,21,,3997212221,141,7.1,3997212217,56,Back,3997772623,178,,3997212225,213,3.5,3997212219,140,44.3,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045569,95,1,1,12,13,c8llrezkm3b3op4afrou6b487,0,44.3,7.1,2023-01-27T20:13:16.373Z,2023-01-28T06:30:59Z,3997212469,213,1.1,3997212463,140,50.1,3997772649,178,,3997212467,212,12.6,3997212461,56,Center,3997212465,141,23.3,,,,,,,6msjsxuolz1yhmongz6swkno5,Aleix Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045577,107,49,1,12,14,cobffe32r7g4skka9m19qib63,1,44.6,72.9,2023-01-27T20:13:18.138Z,2023-01-28T06:31:02Z,,,,,,,,,,,,,,,,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045625,108,1,1,12,16,cobffe32r7g4skka9m19qib63,1,44.9,73,2023-01-27T20:13:19.364Z,2023-01-28T06:31:05Z,3997212717,141,47.2,3997212719,212,20.7,3997212713,56,Center,3997212715,140,55.3,3997212721,213,5.3,3997772705,178,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045647,109,1,1,12,18,cobffe32r7g4skka9m19qib63,1,60.3,44.9,2023-01-27T20:13:21.752Z,2023-01-28T06:31:08Z,3997772749,178,,3997212805,140,85.2,3997212809,212,34.1,3997212803,56,Right,3997212811,213,5.6,3997212813,1,,3997212807,141,12.6,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045655,110,1,1,12,21,cobffe32r7g4skka9m19qib63,0,85.3,12.3,2023-01-27T20:13:24.633Z,2023-01-28T06:31:25Z,3997212845,140,86.9,3997212839,155,,3997212923,236,,3997212851,212,3.1,3997566627,225,,3997772899,178,,3997212849,141,16.2,3997212855,213,1.0,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,3997212837,2,3997212929,286,,3997212925,233,96,3997566629,386,3997212843,56,Right,3997566631,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045673,96,12,1,12,21,c8llrezkm3b3op4afrou6b487,1,11.5,83.6,2023-01-27T20:13:24.797Z,2023-01-28T06:31:32Z,3997212913,185,,3997773017,178,,3997212939,233,110,3997212915,56,Back,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045685,97,6,1,12,22,c8llrezkm3b3op4afrou6b487,0,0,85.6,2023-01-27T20:13:26.093Z,2023-01-28T06:31:36Z,3997213009,73,,3997212963,56,Back,3997213045,233,111,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501045699,111,6,1,12,22,cobffe32r7g4skka9m19qib63,1,100,14.4,2023-01-27T20:13:26.093Z,2023-01-28T06:31:36Z,3997213041,233,97,3997213027,56,Right,3997213029,75,,,,,,,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501046119,113,1,1,12,54,cobffe32r7g4skka9m19qib63,0,99.6,0.7,2023-01-27T20:13:57.852Z,2023-01-28T06:31:43Z,3997215181,6,,3997215197,1,,3997773163,178,,3997215193,212,34.9,3997567141,20,,3997215179,2,,3997215189,140,90.0,3997215185,224,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,3997215187,56,3997215191,141,49.9,3997215183,155,,3997215195,213,,,,,,,Center,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
2501046201,98,12,1,12,56,c8llrezkm3b3op4afrou6b487,1,13.7,44,2023-01-27T20:14:00.052Z,2023-01-28T06:31:53Z,3997215619,56,Back,3997215625,212,12.5,3997773281,178,,3997215627,213,0.5,3997215621,140,24.0,3997215623,141,53.1,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501046137,114,13,1,12,58,cobffe32r7g4skka9m19qib63,1,75.2,42.7,2023-01-27T20:14:01.689Z,2023-01-28T06:31:57Z,3997773327,178,,3997215307,18,,3997219495,458,,3997218185,20,,3997218189,153,,3997219499,147,50.5,3997219501,230,98.0,3997219487,73,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,3997219491,103,3997215309,56,Center,3997240329,108,,3997218183,25,3997219493,215,,3997219489,102,73.4,8.3,1,3997219497,146,3997219503,231,,,48.9,,87.2,,,,,,,,,,,,,,,,
2501046203,115,1,1,13,1,cobffe32r7g4skka9m19qib63,1,95.7,59.6,2023-01-27T20:14:04.383Z,2023-01-28T06:32:19Z,3997215637,140,92.5,3997224773,154,,3997215639,141,52.2,3997224771,210,15,3997215643,213,4.1,3997215635,56,Center,3997773621,178,,3997215641,212,6.1,1htx8ub2kxvq0vnzarbrynyt,César de la Hoz,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2501048567,137,13,1,13,1,cobffe32r7g4skka9m19qib63,1,87,52.4,2023-01-27T20:14:05.083Z,2023-01-28T06:32:08Z,3997307311,17,,3997229759,56,Center,3997309097,73,,3997773537,178,,3997309101,55,114,3997309113,147,56.0,3997309117,231,51.3,3997309105,102,65.0,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,3997309099,29,3997309107,103,5.6,3997309111,146,94.9,3997307799,72,3997309115,230,98.1,3997307803,153,,,,3997309109,328,3997307797,25,,,,,,,,,,,,,,,,,,,,,
2501046217,116,15,1,13,1,cobffe32r7g4skka9m19qib63,1,92.3,53.6,2023-01-27T20:14:05.085Z,2023-01-28T06:32:20Z,3997224811,214,,3997224803,55,115,3997224807,102,51.7,3997224815,146,98.4,3997220423,25,,3997224797,78,,3997215685,17,,3997224817,147,52.2,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,3997224809,103,3997224801,154,,3997220425,20,,3997215687,56,3997224813,328,,3997220429,233,99,3.2,,3997224799,29,3997773753,178,,,,Center,,,,,,,,,,,,,,,,,
2501046209,99,10,1,13,2,c8llrezkm3b3op4afrou6b487,1,1.2,48.5,2023-01-27T20:14:05.367Z,2023-01-28T06:32:23Z,3997220439,233,116,3997568581,376,,3997215673,56,Back,3997220341,183,,3997216271,174,,3997225237,389,,,,,,,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501046279,100,4,1,13,4,c8llrezkm3b3op4afrou6b487,1,2.5,52.9,2023-01-27T20:14:07.394Z,2023-01-28T06:32:28Z,3997216225,233,117,3997216067,152,,3997216063,13,,3997216065,56,Back,3997216073,285,,3997219993,264,,,,,,,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501046247,117,4,1,13,4,cobffe32r7g4skka9m19qib63,0,97.5,47.1,2023-01-27T20:14:07.395Z,2023-01-28T06:32:28Z,3997216235,233,100,3997215883,286,,3997773895,388,,3997215881,56,Center,3997216165,13,,3997216169,152,,3997216167,264,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047335,101,1,1,14,34,c8llrezkm3b3op4afrou6b487,1,8.2,53,2023-01-27T20:15:37.444Z,2023-01-28T06:32:35Z,3997221841,141,29.5,3997774049,178,,3997221843,212,17.0,3997221845,213,5.1,3997221839,140,13.7,3997221833,152,,3997221837,56,Back,3997221831,5,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047365,102,1,1,14,35,c8llrezkm3b3op4afrou6b487,1,13.7,29.5,2023-01-27T20:15:38.821Z,2023-01-28T06:32:39Z,3997222005,140,8.3,3997222011,213,2.0,3997222003,56,Back,3997222009,212,15.0,3997774115,178,,3997222007,141,50.0,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047399,103,1,1,14,38,c8llrezkm3b3op4afrou6b487,1,8.3,50,2023-01-27T20:15:41.940Z,2023-01-28T06:32:43Z,3997774163,178,,3997222161,213,1.4,3997222157,141,83.6,3997222153,56,Back,3997222159,212,23.1,3997222155,140,11.6,,,,,,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047445,104,1,1,14,42,c8llrezkm3b3op4afrou6b487,0,14.1,90.5,2023-01-27T20:15:45.428Z,2023-01-28T06:32:47Z,3997222365,212,56.3,3997774263,178,,3997222371,1,,3997222357,155,,3997222361,140,65.0,3997222367,213,6.0,3997222363,141,64.5,3997222359,56,Center,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047475,118,1,1,14,45,cobffe32r7g4skka9m19qib63,1,31.2,32.4,2023-01-27T20:15:48.653Z,2023-01-28T06:32:54Z,3997222531,141,26.2,3997774359,388,,3997222529,140,45.9,3997222527,56,Back,3997222533,212,16.0,3997222535,213,6.0,3997222525,3,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047483,119,49,1,14,47,cobffe32r7g4skka9m19qib63,1,45.8,26.2,2023-01-27T20:15:50.767Z,2023-01-28T06:32:58Z,,,,,,,,,,,,,,,,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047585,120,1,1,14,49,cobffe32r7g4skka9m19qib63,1,54.9,16.5,2023-01-27T20:15:52.656Z,2023-01-28T06:33:02Z,3997223053,212,20.9,3997223051,141,6.7,3997774461,178,,3997223047,56,Right,3997223049,140,73.8,3997223055,213,6.0,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047649,121,1,1,14,55,cobffe32r7g4skka9m19qib63,1,63.4,6.7,2023-01-27T20:15:58.430Z,2023-01-28T06:33:05Z,3997223359,140,53.8,3997774525,178,,3997223363,212,10.2,3997223361,141,8.6,3997223357,56,Right,3997223365,213,3.0,,,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047669,122,1,1,14,58,cobffe32r7g4skka9m19qib63,1,61.5,2.1,2023-01-27T20:16:01.350Z,2023-01-28T06:33:11Z,3997223461,141,15.0,3997223465,213,2.8,3997223457,56,Back,3997223459,140,37.1,3997223463,212,27.1,3997774649,178,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047707,123,1,1,15,1,cobffe32r7g4skka9m19qib63,1,37,15.2,2023-01-27T20:16:04.377Z,2023-01-28T05:45:33Z,3997223695,140,37.6,3997223701,213,1.6,3997223703,1,,3997741915,178,,3997223697,141,63.0,3997223693,56,Back,3997223699,212,32.5,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047735,124,1,1,15,5,cobffe32r7g4skka9m19qib63,1,48.2,73.2,2023-01-27T20:16:09.274Z,2023-01-28T05:45:39Z,3997223829,141,95.3,3997223831,212,18.0,3997223833,213,1.0,3997223827,140,57.7,3997741987,178,,3997223825,56,Left,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047799,125,1,1,15,8,cobffe32r7g4skka9m19qib63,1,53.1,92.7,2023-01-27T20:16:12.199Z,2023-01-28T05:46:24Z,3997224139,141,83.8,3997224137,140,34.9,3997742485,178,,3997224141,212,20.0,3997224135,56,Back,3997224143,213,3.4,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047857,126,1,1,15,12,cobffe32r7g4skka9m19qib63,1,36.4,79,2023-01-27T20:16:15.684Z,2023-01-28T05:46:29Z,3997742517,178,,3997224415,212,32.7,3997224419,1,,3997224413,141,31.3,3997224411,140,32.5,3997224417,213,4.6,3997224409,56,Back,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047893,127,1,1,15,16,cobffe32r7g4skka9m19qib63,1,31.9,30.9,2023-01-27T20:16:20.125Z,2023-01-28T05:46:31Z,3997224619,140,37.7,3997742575,178,,3997224635,213,5.1,3997224627,141,7.3,3997224633,212,17.2,3997224615,56,Back,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047933,128,1,1,15,19,cobffe32r7g4skka9m19qib63,0,38.3,6.4,2023-01-27T20:16:22.477Z,2023-01-28T05:46:35Z,3997224875,140,85.0,3997224871,155,,3997224877,141,13.2,3997224881,213,0.1,3997224883,1,,3997742623,178,,3997224879,212,49.3,3997224873,56,Right,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047945,105,49,1,15,22,c8llrezkm3b3op4afrou6b487,1,11.9,90.9,2023-01-27T20:16:25.995Z,2023-01-28T05:46:42Z,,,,,,,,,,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047953,106,1,1,15,22,c8llrezkm3b3op4afrou6b487,0,11.9,90.9,2023-01-27T20:16:26.043Z,2023-01-28T05:46:47Z,3997224987,56,Back,3997742741,178,,3997224997,1,,3997224991,141,100.0,3997224993,212,18.1,3997224989,140,27.8,3997224985,157,,3997224995,213,0.4,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501047961,107,5,1,15,25,c8llrezkm3b3op4afrou6b487,0,30.9,101,2023-01-27T20:16:28.507Z,2023-01-28T05:46:52Z,3997225025,56,Back,3997225027,347,,3997225347,233,129,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048003,129,5,1,15,25,cobffe32r7g4skka9m19qib63,1,69.1,-1,2023-01-27T20:16:28.507Z,2023-01-28T05:46:51Z,3997225283,56,Right,3997225343,233,107,3997225285,347,,,,,,,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048081,130,1,1,15,33,cobffe32r7g4skka9m19qib63,1,66,0,2023-01-27T20:16:37.340Z,2023-01-28T05:47:02Z,3997225671,56,Right,3997225675,140,68.4,3997225669,107,,3997225687,213,1.3,3997225683,212,10.1,3997225679,141,13.7,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048101,131,1,1,15,34,cobffe32r7g4skka9m19qib63,1,68.4,13.7,2023-01-27T20:16:38.153Z,2023-01-28T05:47:05Z,3997225777,140,65.2,3997225781,212,7.2,3997742981,178,,3997225783,213,4.2,3997225779,141,4.4,3997225775,56,Right,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048141,132,1,1,15,36,cobffe32r7g4skka9m19qib63,1,64.9,4.4,2023-01-27T20:16:39.608Z,2023-01-28T05:47:08Z,3997225969,140,46.7,3997225977,212,19.4,3997225965,56,Back,3997743013,178,,3997225973,141,9.7,3997225979,213,3.0,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048143,133,1,1,15,39,cobffe32r7g4skka9m19qib63,0,50.2,5,2023-01-27T20:16:42.908Z,2023-01-28T05:47:11Z,3997226151,286,,3997225995,140,53.2,3997226001,213,0.0,3997226443,155,,3997226145,233,108,3997225997,141,5.2,3997225999,212,3.2,3997225993,56,Right,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,3997226141,236,3997743087,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048161,108,74,1,15,39,c8llrezkm3b3op4afrou6b487,1,42.4,95.7,2023-01-27T20:16:42.992Z,2023-01-28T05:47:15Z,3997743123,388,,3997226161,233,133,3997226083,285,,3997226081,56,Back,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048167,134,61,1,15,39,cobffe32r7g4skka9m19qib63,1,51.2,8.2,2023-01-27T20:16:43.180Z,2023-01-28T05:47:23Z,3997226095,56,Right,3997743181,178,,,,,,,,,,,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048195,109,5,1,15,40,c8llrezkm3b3op4afrou6b487,1,45.2,101.6,2023-01-27T20:16:44.076Z,2023-01-28T05:47:27Z,3997226229,56,Back,3997226231,347,,3997226241,233,135,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048185,135,5,1,15,40,cobffe32r7g4skka9m19qib63,0,54.8,-1.6,2023-01-27T20:16:44.076Z,2023-01-28T05:47:27Z,3997226193,347,,3997226245,233,109,3997226191,56,Right,,,,,,,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048355,110,1,1,15,58,c8llrezkm3b3op4afrou6b487,1,44.7,100,2023-01-27T20:17:01.988Z,2023-01-28T05:47:30Z,3997227133,107,,3997227139,141,94.8,3997227137,140,58.3,3997227141,212,14.9,3997227135,56,Left,3997227143,213,6.0,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048359,111,50,1,16,0,c8llrezkm3b3op4afrou6b487,1,62.7,93.4,2023-01-27T20:17:03.353Z,2023-01-28T05:47:37Z,3997227149,56,Left,3997227151,286,,3997227253,233,136,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048375,136,7,1,16,0,cobffe32r7g4skka9m19qib63,0,37.3,6.6,2023-01-27T20:17:03.519Z,2023-01-28T05:47:41Z,3997743337,178,,3997227219,285,,3997227217,56,Back,3997570451,385,,3997227231,233,111,,,,,,,,,,1htx8ub2kxvq0vnzarbrynyt,César de la Hoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048427,112,1,1,16,2,c8llrezkm3b3op4afrou6b487,1,58.1,84.6,2023-01-27T20:17:05.666Z,2023-01-28T05:47:47Z,3997227527,213,4.0,3997227513,140,45.0,3997227517,141,59.9,3997227511,56,Back,3997227523,212,21.7,3997743445,178,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048473,113,1,1,16,7,c8llrezkm3b3op4afrou6b487,1,54,44.2,2023-01-27T20:17:11.234Z,2023-01-28T05:47:57Z,3997227765,213,5.0,3997227757,56,Right,3997227761,141,20.2,3997743511,178,,3997227759,140,59.3,3997227763,212,17.2,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048503,114,1,1,16,11,c8llrezkm3b3op4afrou6b487,1,58.9,17.6,2023-01-27T20:17:14.514Z,2023-01-28T05:48:01Z,3997227913,212,24.2,3997227907,56,Back,3997227909,140,38.8,3997227911,141,35.0,3997227915,213,2.6,3997743529,178,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048541,115,1,1,16,14,c8llrezkm3b3op4afrou6b487,1,38.8,35,2023-01-27T20:17:17.513Z,2023-01-28T05:48:04Z,3997228123,213,2.6,3997228115,56,Back,3997743577,178,,3997228121,212,23.6,3997228117,140,19.3,3997228119,141,52.4,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048565,116,1,1,16,16,c8llrezkm3b3op4afrou6b487,1,19.3,52.4,2023-01-27T20:17:19.803Z,2023-01-28T05:48:09Z,3997228263,212,21.3,3997228259,140,30.3,3997743601,178,,3997228265,213,1.0,3997228257,56,Back,3997228261,141,78.8,,,,,,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048663,117,1,1,16,21,c8llrezkm3b3op4afrou6b487,1,29.1,75.2,2023-01-27T20:17:24.826Z,2023-01-28T05:48:11Z,3997743635,178,,3997228737,141,36.2,3997228739,212,26.5,3997228733,56,Back,3997228735,140,29.7,3997228741,213,4.7,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048697,118,1,1,16,26,c8llrezkm3b3op4afrou6b487,1,37.7,32.3,2023-01-27T20:17:30.283Z,2023-01-28T05:48:17Z,3997228935,212,20.4,3997228933,141,31.9,3997228929,56,Center,3997743661,178,,3997228931,140,57.1,3997228937,213,6.3,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048703,119,61,1,16,28,c8llrezkm3b3op4afrou6b487,0,57.1,31.6,2023-01-27T20:17:32.142Z,2023-01-28T05:48:22Z,3997228947,56,Center,3997743685,178,,,,,,,,,,,,,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501048727,139,49,1,16,31,cobffe32r7g4skka9m19qib63,1,34.9,82.1,2023-01-27T20:17:34.592Z,2023-01-28T05:48:26Z,,,,,,,,,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
