id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/8/value,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId
2502186911,12,84,1,0,24,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-01-29T17:30:34.811Z,2023-01-29T17:31:53Z,4003138549,343,2,4003135411,72,,4003138171,55,10,4003138181,230,98.6,4003138177,103,2.5,4003135273,22,,4003138175,102,46.1,4003135415,374,2023-01-29 17:30:33.474,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,4003138167,80,4003138183,231,52.0,4003138169,29,4003135275,18,4003140029,436,16,4003135277,56,Center,4003138179,215,4003135419,375,00:23.200,,,,,,,,,,,
2502187415,13,27,1,1,6,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-01-29T17:31:16.587Z,2023-01-30T10:38:21Z,4003138261,201,,4003138265,364,,4003138263,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187491,14,65,1,1,35,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-01-29T17:31:45.879Z,2023-01-30T10:38:32Z,4003138625,329,,4003139951,336,,4003138627,365,12,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187757,15,28,1,1,39,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-01-29T17:31:49.335Z,2023-01-30T10:38:35Z,4003139923,364,,4003139925,55,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188053,5,1,1,1,59,3czravw89omgc9o4s0w3l1bg5,0,35.2,79.9,2023-01-29T17:32:09.690Z,2023-01-30T10:38:46Z,4003141625,5,,4003141641,1,,4003144585,189,,4003141629,152,,4004192197,178,,4003141633,140,69.0,4003141637,212,50.7,4003141639,213,5.5,8hm6d6395johhjsoe8jz6dcyd,Yuri,4003141627,155,4003141631,56,Center,4003141635,141,,,,,,,,,,,,,,26.7,,,,,,,,,,
2502187999,16,44,1,2,0,6f27yvbqcngegwsg2ozxxdj4,1,33.1,72,2023-01-29T17:32:10.372Z,2023-01-30T11:42:52Z,4003141687,233,6,4003141369,56,Back,4003141371,285,,,,,,,,,,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188057,6,44,1,2,0,3czravw89omgc9o4s0w3l1bg5,0,66.9,28,2023-01-29T17:32:10.373Z,2023-01-30T10:38:56Z,4003141663,286,,4003141661,56,Center,4003143031,233,16,,,,,,,,,,,,,,,,3tzvbdszdrj1tayik9igbve8l,Gorka Guruzeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188029,17,1,1,2,0,6f27yvbqcngegwsg2ozxxdj4,0,35.4,70.6,2023-01-29T17:32:10.558Z,2023-01-30T11:42:52Z,4003141505,56,Back,4003141509,140,31.9,4003141513,212,21.7,4003141517,213,1.7,4003141501,3,,4004192297,388,,4003141511,141,100.0,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188113,7,5,1,2,3,3czravw89omgc9o4s0w3l1bg5,1,70,-1.6,2023-01-29T17:32:13.362Z,2023-01-30T10:38:52Z,4003142027,347,,4003142025,56,Right,4003142057,233,18,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188033,18,5,1,2,3,6f27yvbqcngegwsg2ozxxdj4,0,30,101.6,2023-01-29T17:32:13.362Z,2023-01-30T10:38:52Z,4003141541,56,Back,4003142073,233,7,4003141543,347,,,,,,,,,,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188129,8,1,1,2,8,3czravw89omgc9o4s0w3l1bg5,1,71.9,0,2023-01-29T17:32:19.074Z,2023-01-30T10:39:02Z,4003142109,140,69.8,4003142113,212,9.7,4003142105,107,,4003142115,213,1.8,4003142111,141,12.8,4003142107,56,Right,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188143,9,1,1,2,9,3czravw89omgc9o4s0w3l1bg5,0,69.1,13.1,2023-01-29T17:32:20.072Z,2023-01-30T10:39:05Z,4003142157,140,78.2,4003142161,212,9.6,4003142155,56,Right,4003142163,213,6.2,4004192459,178,,4003142159,141,11.9,,,,,,,e40eqhxzzid2chfyxph37tuxh,Ander Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188175,19,49,1,2,10,6f27yvbqcngegwsg2ozxxdj4,1,20.5,94.5,2023-01-29T17:32:21.099Z,2023-01-30T10:39:10Z,,,,,,,,,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188185,20,4,1,2,12,6f27yvbqcngegwsg2ozxxdj4,1,23.3,90.4,2023-01-29T17:32:22.471Z,2023-01-30T10:39:16Z,4003142359,265,,4003142355,56,Back,4003142513,233,10,4003142357,152,,4003142353,13,,4003142361,285,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188207,10,4,1,2,12,3czravw89omgc9o4s0w3l1bg5,0,76.7,9.6,2023-01-29T17:32:22.472Z,2023-01-30T10:39:16Z,4004192537,178,,4003142473,152,,4003142469,13,,4003142477,286,,4003142471,56,Right,4003142475,265,,4003142535,233,20,,,,e40eqhxzzid2chfyxph37tuxh,Ander Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188323,21,1,1,2,19,6f27yvbqcngegwsg2ozxxdj4,0,22.9,95.7,2023-01-29T17:32:30.255Z,2023-01-30T10:39:25Z,4003143101,56,Back,4003143113,213,5.2,4003143115,1,,4003143105,140,44.1,4003143089,155,,4003143409,189,,4003143109,141,33.1,4003143097,152,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,4004192603,178,4003143093,196,,4003143085,5,4003143111,212,,,,,,,,,,,,,48.0,,,,,,,,,
2502188363,12,49,1,2,22,3czravw89omgc9o4s0w3l1bg5,1,59.6,91.4,2023-01-29T17:32:33.045Z,2023-01-30T11:22:48Z,,,,,,,,,,,,,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188333,11,43,1,2,24,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-01-29T17:32:34.307Z,2023-01-29T17:46:57Z,4003143159,56,Center,4003205671,144,8,,,,,,,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188413,13,1,1,2,28,3czravw89omgc9o4s0w3l1bg5,1,76.9,96.2,2023-01-29T17:32:39.150Z,2023-01-30T10:40:10Z,4003143565,212,11.2,4003143561,140,71.1,4003143559,56,Left,4003143563,141,82.3,4003143567,213,4.1,4004192915,178,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188441,14,1,1,2,30,3czravw89omgc9o4s0w3l1bg5,0,71.3,83.5,2023-01-29T17:32:40.784Z,2023-01-30T10:40:14Z,4003143681,212,20.1,4003143673,155,,4003143677,140,87.6,4004193017,178,,4003143675,56,Center,4003143683,213,5.7,4003143679,141,68.1,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188459,22,61,1,2,31,6f27yvbqcngegwsg2ozxxdj4,0,13.5,38,2023-01-29T17:32:41.928Z,2023-01-30T10:40:18Z,4003143751,56,Back,4004193057,178,,,,,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188479,15,6,1,2,33,3czravw89omgc9o4s0w3l1bg5,1,94.6,67,2023-01-29T17:32:44.040Z,2023-01-30T10:40:20Z,4003143867,56,Center,4003143931,233,23,4003143869,73,,,,,,,,,,,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188467,23,6,1,2,33,6f27yvbqcngegwsg2ozxxdj4,0,5.4,33,2023-01-29T17:32:44.040Z,2023-01-30T10:40:21Z,4003143947,233,15,4003143791,73,,4003143789,56,Back,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188947,16,1,1,3,11,3czravw89omgc9o4s0w3l1bg5,1,99.5,99.5,2023-01-29T17:33:21.719Z,2023-01-30T10:40:23Z,4003146439,213,4.6,4003146435,141,61.1,4003146433,140,96.6,4003146437,212,26.3,4003146427,155,,4003146431,56,Center,4003146423,2,,4003697297,20,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,4004193091,178,4003146425,6,,4003146429,223,,,,,,,,,,,,,,,,,,,,,,,,
2502190093,38,1,1,3,12,3czravw89omgc9o4s0w3l1bg5,0,97.4,61.8,2023-01-29T17:33:22.743Z,2023-01-30T10:40:53Z,4003152901,140,95.9,4003152897,168,,4003152905,212,8.1,4003152907,213,4.5,4003152903,141,50.1,4003152899,56,Center,4004193251,389,,,,,e40eqhxzzid2chfyxph37tuxh,Ander Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188917,24,61,1,3,12,6f27yvbqcngegwsg2ozxxdj4,1,3.6,37.4,2023-01-29T17:33:23.012Z,2023-01-30T10:41:11Z,4004193439,178,,4003146253,56,Back,,,,,,,,,,,,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188975,17,6,1,3,14,3czravw89omgc9o4s0w3l1bg5,1,96.5,61.8,2023-01-29T17:33:24.439Z,2023-01-30T10:41:13Z,4003146563,56,Center,4003146567,73,,4003146575,233,25,,,,,,,,,,,,,,,,e40eqhxzzid2chfyxph37tuxh,Ander Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188927,25,6,1,3,14,6f27yvbqcngegwsg2ozxxdj4,0,3.5,38.2,2023-01-29T17:33:24.439Z,2023-01-30T10:41:13Z,4003146321,56,Back,4003146611,233,17,4003146323,73,,,,,,,,,,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189021,18,1,1,3,21,3czravw89omgc9o4s0w3l1bg5,1,99.5,99.5,2023-01-29T17:33:32.159Z,2023-01-30T10:41:18Z,4003146859,141,93.6,4003146863,212,12.7,4003146851,56,Left,4003146867,213,3.5,4004193581,178,,4003146855,140,88.0,4003146849,6,,4003146875,189,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189047,19,1,1,3,22,3czravw89omgc9o4s0w3l1bg5,1,87.7,92,2023-01-29T17:33:32.647Z,2023-01-30T10:41:23Z,4004193639,178,,4003146971,140,78.5,4003146975,212,10.5,4003146977,213,3.5,4003146969,56,Left,4003146973,141,86.0,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189079,20,1,1,3,24,3czravw89omgc9o4s0w3l1bg5,1,78.6,85.7,2023-01-29T17:33:34.461Z,2023-01-30T10:41:27Z,4003147125,56,Left,4003147133,213,0.6,4003147129,141,93.0,4004193709,178,,4003147131,212,8.6,4003147127,140,85.3,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189085,21,1,1,3,26,3czravw89omgc9o4s0w3l1bg5,0,85.7,93,2023-01-29T17:33:36.771Z,2023-01-30T10:41:29Z,4003147161,141,67.3,4003699365,223,,4003699367,20,,4004193749,178,,4003147165,213,4.9,4003147157,56,Center,4003147153,2,,4003147163,212,17.8,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,4003147159,140,4003147155,155,,,,,,,,,,,,,,,,,,,88.8,,,,,,,,
2502189123,26,12,1,3,27,6f27yvbqcngegwsg2ozxxdj4,1,10.7,32.8,2023-01-29T17:33:37.602Z,2023-01-30T10:41:41Z,4003147339,141,25.0,4003147335,56,Back,4003147343,213,5.9,4003147341,212,14.1,4003148039,15,,4004193863,388,,4003147337,140,23.1,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189121,22,44,1,3,29,3czravw89omgc9o4s0w3l1bg5,1,73,77.4,2023-01-29T17:33:40.030Z,2023-01-30T11:42:52Z,4003147331,56,Center,4003147585,233,27,4003147333,286,,,,,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189131,27,44,1,3,29,6f27yvbqcngegwsg2ozxxdj4,0,27,22.6,2023-01-29T17:33:40.031Z,2023-01-30T10:41:45Z,4003147617,233,22,4003147377,285,,4003147375,56,Back,,,,,,,,,,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189125,23,1,1,3,29,3czravw89omgc9o4s0w3l1bg5,0,69.1,79.9,2023-01-29T17:33:40.075Z,2023-01-30T11:42:53Z,4003147347,56,Center,4003147353,212,5.9,4003147345,3,,4004193943,388,,4003147351,141,77.6,4003147349,140,74.5,4003147355,213,6.0,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189231,28,1,1,3,30,6f27yvbqcngegwsg2ozxxdj4,0,21.4,28.6,2023-01-29T17:33:40.728Z,2023-01-30T10:41:55Z,4003147903,56,Center,4003147911,213,0.2,4003147907,141,49.6,4004194051,178,,4003147905,140,86.1,4003147909,212,69.4,4003147913,1,,4003147901,157,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189235,24,52,1,3,38,3czravw89omgc9o4s0w3l1bg5,1,14.8,54.2,2023-01-29T17:33:48.548Z,2023-01-30T10:41:59Z,4004194131,178,,4003699933,376,,,,,,,,,,,,,,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189349,25,80,1,3,47,3czravw89omgc9o4s0w3l1bg5,0,15.2,53.6,2023-01-29T17:33:57.420Z,2023-01-30T10:42:04Z,4003148621,189,,4004194197,178,,,,,,,,,,,,,,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189485,26,1,1,3,57,3czravw89omgc9o4s0w3l1bg5,1,23.7,46.1,2023-01-29T17:34:07.831Z,2023-01-30T10:42:09Z,4003149339,140,39.0,4003149341,141,23.7,4003149343,212,22.1,4003149337,56,Back,4003149345,213,5.5,4004194249,178,,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502189537,27,1,1,4,1,3czravw89omgc9o4s0w3l1bg5,1,48.7,17.3,2023-01-29T17:34:11.353Z,2023-01-30T10:42:15Z,4004194337,178,,4003149585,1,,4003149583,213,1.0,4003149571,155,,4003149581,212,60.5,4003149577,140,80.3,4003149573,196,,4003149575,56,Left,uzzq2p3s1qnb3wv1pee3mcph,Yeray,4003149579,141,,,,,,,,,,,,,,,,,,,,,91.7,,,,,,,,
2502189645,28,1,1,4,6,3czravw89omgc9o4s0w3l1bg5,1,78.1,91.1,2023-01-29T17:34:17.055Z,2023-01-30T10:42:20Z,4003150187,213,0.4,4003150183,141,96.2,4004194413,178,,4003150185,212,9.7,4003150177,56,Left,4003150181,140,86.7,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
