id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/8/value,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId
2502141169,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-01-29T16:26:55.613Z,2023-01-29T16:26:55Z,4002893207,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4002893211,130,2,4002893219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002893215,194,cs2yx3hiqjsb4i5ul2r5kmdat,4002893205,30,"c1b9p5bk8hfyw0bi6thva0lw5, c3sl9ajm4q424r4u37iath3hl, 40gxfsz7bgrkdudqewlpxzyzt, 9g4devlvymukexrvfgkipd6tx, 3qrk8nw6nc8o96n7jr1az21ux, e8s9ssopq5nmp51zymvqp8jbp, 64h0x8sur55l07oaiuog4v2z9, ea5xlslcii56ycrlmyo6uiimt, cs2yx3hiqjsb4i5ul2r5kmdat, 37b6tzaexinmfadvi4you5wmi, 1lym8zscp7l8icay2cya7cauh, 7k2alak95p1u2ysftwwiaqsid, e3czx0nsuw10acnftbr8ud0bt, 2aumz6rtq4ufba7z7zn5v8frp, 5ez2huoeh2g3ijpgr7m15lg5, 59ndqnsvggsoek170rdqyd1w5, 2ge9oa66xgsefhhpvuboua76x, e91yegwfliqhfy9yyk19otafo, cbym98g15egnbeda05mt3drrp, adwkydlkclg8u72rxh51lvkyd, 3sy16pz110zmyq073ao24l1ck, 9ano8w4jrlk6zq92rxchzaru2, bmcz7nkdpxopn3g89dekqa8a2",4002893217,197,279,4002893213,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002893209,59,"1, 3, 17, 14, 15, 4, 7, 5, 10, 24, 23, 2, 8, 9, 11, 13, 18, 19, 20, 21, 26, 29, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502143201,1,34,16,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-01-29T16:30:15.625Z,2023-01-29T17:34:49Z,4002904257,197,12043,4002904253,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002904255,194,81png9xvfr224o03vaksp6aqd,4002904249,59,"1, 15, 17, 14, 5, 3, 11, 23, 12, 10, 7, 2, 6, 8, 13, 16, 18, 19, 20, 21, 22, 24, 31",4002904251,130,8,4002904247,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4002904259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002904245,30,"4vlurpsi44g09g159t61u83bp, v7isqpxiursyjhj5rmhyhjv9, 8hm6d6395johhjsoe8jz6dcyd, 1rjzsyc8yt25tyelzg820if2t, uzzq2p3s1qnb3wv1pee3mcph, 9d5h5wxf44qu4fw3jk2pgis16, 66jotyvbhtz5cjvhbby6luelm, e40eqhxzzid2chfyxph37tuxh, 3tzvbdszdrj1tayik9igbve8l, 81png9xvfr224o03vaksp6aqd, do5tibysnhbnbw18nwdo39kut, 99ecb8p6h4ak4rizuz4087s6i, 83n1qv6ypl625aolzjeqifv11, dfcbvsb7o18lavmonbp5ucwoa, 1tctbwsidibct7wphjgv8mdm2, 7x2c4pr7hvku5zp0dnjcpy0yy, e9wu8g45hq2c1vp07jktx0set, 488vwilxllk6nhf4o1wrh0gve, egt3tl6hu2bfi16pqyxwv4onp, 8bpmnz5rz94ayk10hr0ekki51, aow6cahecmexgd5qxt3esmaxh, ebj1tatpfyuedmk2y40i393h1, 5kd57453a90zahgdxwkghr816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186645,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-01-29T17:30:10.274Z,2023-01-30T04:50:39Z,4003133793,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186661,2,32,1,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-01-29T17:30:10.274Z,2023-01-29T17:30:12Z,4003133873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186673,3,1,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,50,50,2023-01-29T17:30:10.279Z,2023-01-30T10:37:35Z,4003133911,141,54.0,4003133907,56,Back,4004191377,178,,4003133917,279,S,4003133913,212,14.2,4003133909,140,36.7,4003133915,213,2.9,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186685,4,1,1,0,1,6f27yvbqcngegwsg2ozxxdj4,1,36.5,54,2023-01-29T17:30:11.403Z,2023-01-30T10:37:35Z,4003134015,141,43.4,4003134011,56,Back,4003134019,213,5.2,4003134013,140,39.9,4003134017,212,8.0,4004191381,178,,,,,,,,9g4devlvymukexrvfgkipd6tx,R. Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186693,5,1,1,0,2,6f27yvbqcngegwsg2ozxxdj4,1,39.4,43.1,2023-01-29T17:30:12.568Z,2023-01-30T10:37:35Z,4003134049,212,16.2,4003134045,140,24.4,4003134051,213,2.9,4004191385,178,,4003134047,141,48.7,4003134043,56,Back,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186703,6,1,1,0,4,6f27yvbqcngegwsg2ozxxdj4,1,24.4,48.7,2023-01-29T17:30:14.553Z,2023-01-30T10:37:36Z,4003134115,212,20.9,4003134109,56,Back,4003134113,141,79.4,4003134117,213,1.6,4004191389,178,,4003134111,140,23.0,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186725,7,1,1,0,8,6f27yvbqcngegwsg2ozxxdj4,1,14.4,81.4,2023-01-29T17:30:18.509Z,2023-01-30T10:37:36Z,4003134261,212,21.9,4003134257,140,3.6,4004191393,178,,4003134255,56,Back,4003134259,141,53.9,4003134263,213,4.2,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186749,8,1,1,0,11,6f27yvbqcngegwsg2ozxxdj4,1,4.6,51.9,2023-01-29T17:30:21.591Z,2023-01-30T10:37:36Z,4003134405,212,14.5,4003134401,140,10.5,4004191397,178,,4003134403,141,32.7,4003134407,213,5.2,4003134399,56,Back,,,,,,,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186779,9,1,1,0,14,6f27yvbqcngegwsg2ozxxdj4,1,12.7,27,2023-01-29T17:30:24.492Z,2023-01-30T10:38:04Z,4004191705,178,,4003134555,56,Back,4003134563,213,4.9,4003134559,141,7.9,4003134557,140,14.9,4003134561,212,13.2,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186853,10,1,1,0,16,6f27yvbqcngegwsg2ozxxdj4,1,15.4,8.6,2023-01-29T17:30:26.690Z,2023-01-30T10:38:07Z,4003134975,212,56.9,4003134971,140,68.8,4003134979,1,,4003134967,155,,4004191741,178,,4003134977,213,0.2,4003134973,141,23.0,4003134969,56,Center,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186855,3,4,1,0,20,3czravw89omgc9o4s0w3l1bg5,1,38,84.2,2023-01-29T17:30:30.636Z,2023-01-30T10:38:16Z,4003140617,152,,4003140721,343,3,4003134989,56,Back,4003140633,233,11,4003140619,286,,4003140615,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186861,11,4,1,0,20,6f27yvbqcngegwsg2ozxxdj4,0,62,15.8,2023-01-29T17:30:30.637Z,2023-01-30T10:38:16Z,4003135011,56,Right,4003140423,152,,4003140421,10,,4003140637,233,3,4003140535,343,3,4004191861,178,,4003140425,285,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502186865,4,43,1,0,21,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-01-29T17:30:31.914Z,2023-01-29T17:31:07Z,4003135031,56,Left,4003137281,144,61,,,,,,,,,,,,,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
