id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2484039851,8,1,1,0,13,ah8dala7suqqkj04n2l8xz4zd,1,26.2,40.4,2022-11-10T19:02:51.914Z,2022-11-11T08:13:42Z,3907992985,178,,3907544845,140,31.2,3907544851,213,0.4,3907544843,56,Back,3907544849,212,5.8,3907544847,141,44.1,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039853,9,1,1,0,14,ah8dala7suqqkj04n2l8xz4zd,1,30.1,39.6,2022-11-10T19:02:53.390Z,2022-11-11T08:13:48Z,3907993177,178,,3907544867,213,5.7,3907544863,141,25.8,3907544859,56,Back,3907544857,155,,3907544865,212,18.2,3907544861,140,44.9,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039855,10,1,1,0,16,ah8dala7suqqkj04n2l8xz4zd,1,45.6,25.2,2022-11-10T19:02:55.073Z,2022-11-11T08:13:56Z,3907544871,56,Back,3907544875,141,30.1,3907993357,21,,3907544873,140,39.5,3907544883,156,,3907544877,212,7.2,3907993355,388,,3907544879,213,2.7,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039861,11,1,1,0,18,ah8dala7suqqkj04n2l8xz4zd,1,40,31.2,2022-11-10T19:02:56.936Z,2022-11-11T08:13:59Z,3907544895,56,Back,3907544903,213,3.1,3907544901,212,11.3,3907544899,141,31.4,3907544897,140,29.2,3907993473,178,,3907544893,155,,,,,8hn7wb9jf6unade238t4vl3o5,Willian José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039863,12,1,1,0,19,ah8dala7suqqkj04n2l8xz4zd,0,29.3,32,2022-11-10T19:02:58.415Z,2022-11-11T08:14:04Z,3907544919,141,31.0,3907993621,178,,3907544927,213,6.3,3907544923,212,26.7,3907544913,56,Center,3907544931,1,,3907544911,157,,3907544915,140,54.7,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039867,4,44,1,0,22,ba5e91hjacvma2sjvixn00pjo,1,45.7,70.3,2022-11-10T19:03:01.834Z,2022-11-11T11:24:23Z,3907544945,285,,3907544943,56,Back,3907544947,233,13,,,,,,,,,,,,,,,,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039865,13,44,1,0,22,ah8dala7suqqkj04n2l8xz4zd,0,54.3,29.7,2022-11-10T19:03:01.835Z,2022-11-11T08:14:07Z,3907544941,286,,3907544939,56,Center,3907544953,233,4,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039873,5,1,1,0,22,ba5e91hjacvma2sjvixn00pjo,1,45.3,69.9,2022-11-10T19:03:01.904Z,2022-11-11T11:24:23Z,3907544987,141,77.7,3907544989,212,21.0,3907544983,56,Center,3907544991,213,0.3,3907993789,388,,3907544981,3,,3907544985,140,64.7,,,,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039879,6,1,1,0,25,ba5e91hjacvma2sjvixn00pjo,1,65,78.9,2022-11-10T19:03:04.036Z,2022-11-11T08:14:13Z,3907545017,141,84.4,3907545019,212,3.9,3907545013,56,Left,3907993823,388,,3907545021,213,1.9,3907545011,3,,3907545015,140,63.8,,,,7yieh5r0uzk6d6x9o060c2bfu,Hugo Duro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039881,7,49,1,0,26,ba5e91hjacvma2sjvixn00pjo,1,63.7,85.1,2022-11-10T19:03:05.719Z,2022-11-11T08:14:16Z,,,,,,,,,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039883,8,61,1,0,27,ba5e91hjacvma2sjvixn00pjo,0,61.5,78.3,2022-11-10T19:03:06.737Z,2022-11-11T08:14:22Z,3907545035,56,Center,3907994033,178,,,,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039895,14,1,1,0,28,ah8dala7suqqkj04n2l8xz4zd,1,40,27.2,2022-11-10T19:03:07.672Z,2022-11-11T08:14:39Z,3907545075,56,Back,3907545081,212,2.8,3907545083,213,6.2,3907545077,140,42.7,3907545079,141,27.0,3907994345,178,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484050597,386,61,1,0,29,ah8dala7suqqkj04n2l8xz4zd,1,42.6,27.7,2022-11-10T19:03:07.915Z,2022-11-11T08:14:42Z,3907994365,178,,3907602307,56,Back,,,,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039899,15,49,1,0,29,ah8dala7suqqkj04n2l8xz4zd,1,41.2,28.9,2022-11-10T19:03:08.130Z,2022-11-11T08:14:45Z,,,,,,,,,,,,,,,,,,,,,,,,,8hn7wb9jf6unade238t4vl3o5,Willian José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039903,16,1,1,0,30,ah8dala7suqqkj04n2l8xz4zd,1,39.6,31.4,2022-11-10T19:03:09.872Z,2022-11-11T08:14:49Z,3907545103,141,49.3,3907545099,56,Back,3907994473,178,,3907545105,212,17.0,3907545107,213,2.3,3907545101,140,28.3,,,,,,,8hn7wb9jf6unade238t4vl3o5,Willian José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039909,17,1,1,0,33,ah8dala7suqqkj04n2l8xz4zd,1,28.8,60.8,2022-11-10T19:03:12.377Z,2022-11-11T08:14:52Z,3907545149,212,19.3,3907994543,178,,3907545147,141,70.1,3907545151,213,0.3,3907545143,56,Back,3907545145,140,46.2,,,,,,,1myo59ub6qouwvxpb699shhw5,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039917,18,1,1,0,35,ah8dala7suqqkj04n2l8xz4zd,1,43,71.8,2022-11-10T19:03:14.207Z,2022-11-11T08:14:55Z,3907545197,212,13.3,3907545199,213,1.6,3907545193,140,42.9,3907994651,178,,3907545191,56,Back,3907545195,141,91.4,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039925,19,1,1,0,37,ah8dala7suqqkj04n2l8xz4zd,0,53,92.3,2022-11-10T19:03:16.325Z,2022-11-11T08:14:59Z,3907994743,178,,3907545253,213,5.9,3907545245,56,Left,3907545249,141,82.5,3907545247,140,69.0,3907545251,212,18.1,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039935,9,49,1,0,39,ba5e91hjacvma2sjvixn00pjo,1,31.6,19.6,2022-11-10T19:03:18.031Z,2022-11-11T08:15:03Z,,,,,,,,,,,,,,,,,,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039941,10,1,1,0,39,ba5e91hjacvma2sjvixn00pjo,0,31.5,20.4,2022-11-10T19:03:18.105Z,2022-11-11T08:15:05Z,3907545313,213,5.5,3907545309,141,5.4,3907545305,56,Back,3907545307,140,41.6,3907994913,178,,3907545311,212,14.7,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039937,20,49,1,0,40,ah8dala7suqqkj04n2l8xz4zd,1,59.1,94.8,2022-11-10T19:03:19.386Z,2022-11-11T08:15:15Z,,,,,,,,,,,,,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039955,21,1,1,0,40,ah8dala7suqqkj04n2l8xz4zd,1,61.3,94.3,2022-11-10T19:03:19.482Z,2022-11-11T08:15:20Z,3907545377,212,8.9,3907545379,213,5.4,3907995229,178,,3907545373,140,66.7,3907545371,56,Left,3907545375,141,84.3,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039957,22,1,1,0,47,ah8dala7suqqkj04n2l8xz4zd,1,65.7,61.2,2022-11-10T19:03:26.365Z,2022-11-11T08:15:24Z,3907545385,140,65.4,3907545391,213,4.7,3907545383,56,Right,3907995311,178,,3907545387,141,14.9,3907545389,212,31.5,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039963,23,1,1,0,49,ah8dala7suqqkj04n2l8xz4zd,1,67.5,14.1,2022-11-10T19:03:28.293Z,2022-11-11T08:15:26Z,3907545427,212,7.7,3907545429,213,5.4,3907545423,140,72.4,3907545425,141,5.6,3907545421,56,Right,3907995359,178,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039967,24,1,1,0,51,ah8dala7suqqkj04n2l8xz4zd,0,72.7,5.4,2022-11-10T19:03:30.203Z,2022-11-11T08:15:30Z,3907545457,213,0.9,3907545453,141,7.9,3907545535,236,,3907545451,140,73.9,3907545455,212,2.1,3907545541,286,,3907545537,233,11,3907995447,178,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,3907545449,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039979,11,74,1,0,51,ba5e91hjacvma2sjvixn00pjo,1,25.2,92.5,2022-11-10T19:03:30.410Z,2022-11-11T08:15:33Z,3907545543,233,24,3907995535,178,,3907545521,285,,3907545519,56,Back,,,,,,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039977,25,1,1,0,53,ah8dala7suqqkj04n2l8xz4zd,1,72.9,12.4,2022-11-10T19:03:32.481Z,2022-11-11T08:15:35Z,3907545515,213,1.3,3907545511,141,21.9,3907995585,178,,3907545507,56,Center,3907545513,212,6.6,3907545509,140,74.4,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039985,26,1,1,0,54,ah8dala7suqqkj04n2l8xz4zd,0,74.9,15.7,2022-11-10T19:03:33.408Z,2022-11-11T08:15:38Z,3907545559,141,6.2,3907545561,212,10.1,3907545555,56,Right,3907545557,140,82.3,3907995669,178,,3907545563,213,5.6,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039989,12,49,1,0,56,ba5e91hjacvma2sjvixn00pjo,1,17.5,94,2022-11-10T19:03:35.544Z,2022-11-11T08:15:44Z,,,,,,,,,,,,,,,,,,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039995,13,1,1,0,56,ba5e91hjacvma2sjvixn00pjo,0,17.4,94.4,2022-11-10T19:03:35.628Z,2022-11-11T08:15:47Z,3907995871,178,,3907545593,157,,3907545811,286,,3907545805,236,,3907545599,141,95.0,3907545603,213,0.2,3907545597,140,19.1,3907545601,212,1.8,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,3907545605,1,,3907545807,233,28,3907545595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040021,28,74,1,0,56,ah8dala7suqqkj04n2l8xz4zd,1,80.8,5.4,2022-11-10T19:03:35.708Z,2022-11-11T08:15:51Z,3907545737,56,Right,3907545739,285,,3907545813,233,13,3907995979,178,,,,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039997,14,5,1,0,58,ba5e91hjacvma2sjvixn00pjo,1,32,101.6,2022-11-10T19:03:37.420Z,2022-11-11T08:15:54Z,3907545609,347,,3907545607,56,Back,3907545673,233,27,,,,,,,,,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040005,27,5,1,0,58,ah8dala7suqqkj04n2l8xz4zd,0,68,-1.6,2022-11-10T19:03:37.420Z,2022-11-11T08:15:54Z,3907545639,56,Right,3907545641,347,,3907545669,233,14,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040039,15,1,1,1,14,ba5e91hjacvma2sjvixn00pjo,1,28.6,100,2022-11-10T19:03:53.760Z,2022-11-11T08:15:56Z,3907545853,56,Back,3907545859,212,10.1,3907545857,141,91.7,3907545861,213,5.6,3907545973,107,,3907545855,140,35.8,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040043,16,3,1,1,18,ba5e91hjacvma2sjvixn00pjo,1,31.6,93.6,2022-11-10T19:03:56.988Z,2022-11-11T08:16:00Z,3907545875,285,,3907720977,464,,3907545873,56,Back,3907996185,178,,3907545877,233,29,,,,,,,,,,1bnn3tokzwvl4vvw34yxsq9gq,Nico González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040041,29,45,1,1,18,ah8dala7suqqkj04n2l8xz4zd,0,68.4,6.4,2022-11-10T19:03:56.988Z,2022-11-11T08:16:01Z,3907545883,233,16,3907545867,286,,3907545865,56,Right,,,,,,,,,,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040049,17,1,1,1,18,ba5e91hjacvma2sjvixn00pjo,1,36.2,84.5,2022-11-10T19:03:57.896Z,2022-11-11T08:16:02Z,3907545903,141,78.3,3907996205,178,,3907545907,213,3.7,3907545901,140,30.2,3907545905,212,7.6,3907545899,56,Back,,,,,,,1bnn3tokzwvl4vvw34yxsq9gq,Nico González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040057,18,1,1,1,21,ba5e91hjacvma2sjvixn00pjo,1,29.2,74,2022-11-10T19:03:59.929Z,2022-11-11T08:16:06Z,3907545945,140,24.3,3907545941,155,,3907545953,1,,3907545947,141,16.0,3907996275,178,,3907545949,212,39.8,3907545943,56,Back,3907545951,213,4.6,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040061,19,1,1,1,28,ba5e91hjacvma2sjvixn00pjo,1,25.4,30.5,2022-11-10T19:04:06.927Z,2022-11-11T08:16:09Z,3907996313,178,,3907545975,56,Back,3907545981,212,13.0,3907545983,213,0.7,3907545977,140,34.9,3907545979,141,42.7,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040065,20,1,1,1,29,ba5e91hjacvma2sjvixn00pjo,0,35,41.5,2022-11-10T19:04:08.182Z,2022-11-11T08:16:12Z,3907996371,389,,3907546001,56,Back,3907546005,141,48.9,3907546003,140,38.9,3907546061,233,31,3907546007,212,6.5,3907546009,213,0.9,,,,1bnn3tokzwvl4vvw34yxsq9gq,Nico González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040069,30,61,1,1,29,ah8dala7suqqkj04n2l8xz4zd,0,61.5,50.7,2022-11-10T19:04:08.462Z,2022-11-11T08:16:16Z,3907996473,178,,3907546013,56,Center,,,,,,,,,,,,,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040077,21,1,1,1,31,ba5e91hjacvma2sjvixn00pjo,0,45.7,34.5,2022-11-10T19:04:10.429Z,2022-11-11T08:16:20Z,3907546081,140,45.7,3907546085,212,1.4,3907996545,389,,3907546079,56,Back,3907546087,213,4.7,3907546083,141,32.4,3907597087,233,31,3907597083,236,,7yieh5r0uzk6d6x9o060c2bfu,Hugo Duro,3907597085,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040075,31,74,1,1,31,ah8dala7suqqkj04n2l8xz4zd,1,54.1,66.8,2022-11-10T19:04:10.496Z,2022-11-11T08:16:24Z,3907996665,178,,3907546057,285,,3907546071,233,21,3907546055,56,Center,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484040089,22,1,1,1,33,ba5e91hjacvma2sjvixn00pjo,1,44.6,29.5,2022-11-10T19:04:12.207Z,2022-11-11T08:16:28Z,3907546141,213,5.4,3907546137,141,5.4,3907546139,212,21.0,3907546133,56,Right,3907996801,178,,3907546135,140,57.1,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
