id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2483079209,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-11-07T18:08:35.522Z,2022-11-07T19:57:18Z,3902627177,59,"1, 2, 23, 18, 3, 4, 15, 10, 21, 11, 20, 5, 6, 7, 12, 13, 16, 17, 19, 24, 26",3902627185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902767193,197,14970,3902627173,30,"6crmq7vzqts58wg196q48sc7p, 7oykphzczagr975xsqt70s89h, 6q69l3ppqfqbryjubcrujfi6t, aipyotc87m5bdvmvizd5n69k9, 8wvkrrbqqthuwda8twg03yuax, 6w5wyari2p4bh2zzy2x2f6hg5, 1i9wi65k2foqwudeqiyih87hl, diod1hv5hv7v7z7mfleev1txx, broq8imimhtlejtffissquy5m, 127eg3g8ig8j7obxtyc2tl8t1, b4witgokm49tidm1a83qcvbop, eihwzqtt27l2l8iu990h68edx, 7o4nc6jwsi3quvnwinstqwyj9, 54h69199gtsavspwblux98dsl, en2c7z1raqmcwee78297pbnu2, 38bp85766w04a0nuulq5fiig9, 5nluxvc0wi0u1d5zcy7be5rkl, bf2pf3hs8gcvub4ivlve12ymt, i48mf81fxn2af1xxjzfi8gr9, eufpzdp76oumhybvscmu76vo5, 8blr43wb2ergbbialws9irq0a",3902627183,194,diod1hv5hv7v7z7mfleev1txx,3902627179,130,4,3902627181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902627175,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483086099,1,34,16,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-11-07T18:38:47.406Z,2022-11-07T20:03:02Z,3902667477,194,676ehh6cwla4o9igey7qr1uqd,3902667473,130,8,3902667467,30,"5dfvefxvwj8kixbajluw25mtx, bpfp895223p7w0px2ui3nb2l1, 39c5g6782qlrtw55fsre7exnt, 8onruhr4es313aq52xsl7nxlh, 533095rnz0k8mxqe6gzn0mfo5, bi8nrmyaxsgbhixw921fzvm5l, 3ca7tqrdasmeop6ud9zot0wdl, b5rea5r4h8bclpenau2au142x, 1bdnkqbxm2u5ror7ipig5m73e, 676ehh6cwla4o9igey7qr1uqd, 8eh38t4oyyt728co362f6uqqd, 96kskr71ls9jtky9hn0iuk9d6, 5cfem3t7stlov2fqltu3faevp, 8oc3lpz3xttrnwxk1fnnv7owl, 1p5trokpmvi15fii87mrawkb9, 9xwog4v0ij8m1vs7doi52li39, d7mgn0oexyymir3upflm8gfyt, amt4voyjzhnvr55t08hzlw50q, lp63o37czdwete0smmu62k89, u04ao1ldrjjesgqq52o7ghqt, 1ho7koiegfhsuevuum2meibu2, c3rreq5bz6smx1ynf9zsune1h, 176vudax6t7930w3zcaw0vj3e",3902667471,59,"1, 20, 3, 23, 19, 5, 7, 6, 34, 8, 18, 2, 4, 9, 10, 13, 14, 15, 16, 17, 21, 24, 30",3902667479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902767199,197,257,3902667469,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3902667475,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483106171,2,32,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-11-07T20:00:22.868Z,2022-11-08T03:36:05Z,3902768699,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483106169,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-11-07T20:00:22.868Z,2022-11-07T20:00:23Z,3902768697,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483106177,3,1,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,50.1,50,2022-11-07T20:00:22.875Z,2022-11-08T05:00:10Z,3902768729,213,1.0,3902768725,141,55.2,3902768731,279,S,3903035349,178,,3902768727,212,4.3,3902768723,140,52.5,3902768721,56,Center,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483106181,4,3,1,0,2,3kq9cckrnlogidldtdie2fkbl,0,65.5,37.1,2022-11-07T20:00:25.679Z,2022-11-08T05:00:51Z,3902768751,56,Center,3902952367,465,,3902768831,233,3,3902768753,286,,3903035647,178,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483106189,3,7,1,0,2,3budh3j9xivsid3ptm8ptpy4k,0,34.5,62.9,2022-11-07T20:00:25.836Z,2022-11-08T05:01:02Z,3902768825,233,4,3903035717,178,,3902768797,285,,3902952473,385,,3902768795,56,Back,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483106431,17,61,1,0,2,3kq9cckrnlogidldtdie2fkbl,1,64.4,36.3,2022-11-07T20:00:25.842Z,2022-11-08T05:01:14Z,3902770065,56,Center,3903035815,178,,,,,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483106193,4,49,1,0,3,3budh3j9xivsid3ptm8ptpy4k,1,29.9,62.7,2022-11-07T20:00:25.974Z,2022-11-08T05:00:45Z,,,,,,,,,,,,,,,,,,,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483106201,5,1,1,0,4,3budh3j9xivsid3ptm8ptpy4k,1,30.6,63.9,2022-11-07T20:00:26.916Z,2022-11-08T05:00:32Z,3902768867,212,10.6,3902768861,56,Back,3902768863,140,27.8,3902768869,213,1.9,3903035497,178,,3902768865,141,78.9,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
