id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2530207113,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2023-04-08T13:16:33.821Z,2023-04-08T14:21:08Z,4172093543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172093547,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172325343,197,270,4172093545,194,7xmaybxu4zd5k338bi3drkxcl,4172093539,59,"13, 27, 2, 15, 23, 4, 7, 20, 9, 10, 17, 1, 5, 6, 8, 12, 16, 18, 19, 21, 22, 25",4172093535,30,"bglk6tokkpgjltpzljp1p345x, 4ypoy27moehhbiaf3o1bntht6, 8rm2kkceowwtj3p0k6g7id0mi, 32fnehcyqzc55h6auev06odwq, cbhdq57m8kxdeqjf42z0i3rop, 6810qbng9pfg1bztczv11grmd, e5qp6dh1prc55llew51zpy1gp, 8qvqdjw1d58mw7420lpmk7bah, d67qj0sakwrfzbscleo4dbget, 7xmaybxu4zd5k338bi3drkxcl, 92pz9nafg5h4qeqpiw3011ihh, 5f8kjgsaabn2li5r7bvpebbsa, 2rqxh5mex336ci45jaw428y5l, 28psc296gj3umo59qqha8jil1, 91te5xuankrla4g3s7as3htxx, adi6l78sdvet408eho4fi4xk9, bjzhwuehd7jzlbh04129h2w9h, 9hz4s6zmelmg4ix47xbre3q3t, 30jru4rizkqobfinh8o2jw92h, cspjsye2x9pmnvdxjmghwnyi2, 6msjsxuolz1yhmongz6swkno5, agd2nhvdhp18dg1weape5olpl",4172093541,130,8,4172093537,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530208103,1,34,16,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-04-08T13:18:19.085Z,2023-04-08T14:17:14Z,4172099163,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172099167,130,8,4172345963,197,18471,4172099165,59,"1, 18, 17, 6, 3, 4, 9, 14, 12, 8, 7, 5, 10, 11, 13, 16, 19, 21, 22, 23, 24, 29, 31",4172099169,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172099171,194,e9wu8g45hq2c1vp07jktx0set,4172099161,30,"4vlurpsi44g09g159t61u83bp, e9wu8g45hq2c1vp07jktx0set, 8hm6d6395johhjsoe8jz6dcyd, 83n1qv6ypl625aolzjeqifv11, 9d5h5wxf44qu4fw3jk2pgis16, cd5napttmwk5o9gxw3cbb4ted, ddvvwqxpsqqboupi3gx1ijhed, 1rjzsyc8yt25tyelzg820if2t, 3tzvbdszdrj1tayik9igbve8l, dfcbvsb7o18lavmonbp5ucwoa, do5tibysnhbnbw18nwdo39kut, uzzq2p3s1qnb3wv1pee3mcph, 81png9xvfr224o03vaksp6aqd, 66jotyvbhtz5cjvhbby6luelm, 1tctbwsidibct7wphjgv8mdm2, 7x2c4pr7hvku5zp0dnjcpy0yy, 488vwilxllk6nhf4o1wrh0gve, 8bpmnz5rz94ayk10hr0ekki51, aow6cahecmexgd5qxt3esmaxh, e40eqhxzzid2chfyxph37tuxh, ebj1tatpfyuedmk2y40i393h1, 2blue4kkn5uryu76u55b3wp3o, 5kd57453a90zahgdxwkghr816",4172099173,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530260793,2,32,1,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-04-08T14:16:38.742Z,2023-04-08T14:16:42Z,4172357193,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530260779,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2023-04-08T14:16:38.742Z,2023-04-09T03:13:55Z,4172357129,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530260857,3,1,1,0,0,c8llrezkm3b3op4afrou6b487,1,49.9,49.7,2023-04-08T14:16:38.758Z,2023-04-09T03:54:08Z,4172357567,279,S,4172357565,213,3.0,4172357561,212,17.7,4172357557,140,33.3,4172357559,141,53.8,4172357555,56,Back,4175152479,178,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530260881,4,1,1,0,1,c8llrezkm3b3op4afrou6b487,1,33.3,53.8,2023-04-08T14:16:40.558Z,2023-04-09T03:54:14Z,4172357683,213,3.8,4175152611,178,,4172357675,56,Back,4172357681,212,12.1,4172357679,141,43.6,4172357677,140,23.9,,,,,,,32fnehcyqzc55h6auev06odwq,José Gragera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530260917,5,1,1,0,3,c8llrezkm3b3op4afrou6b487,1,24,44.5,2023-04-08T14:16:42.739Z,2023-04-09T03:54:17Z,4172357847,213,1.5,4172357843,141,72.6,4172357839,56,Back,4175152715,178,,4172357841,140,25.2,4172357845,212,19.1,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530260967,6,1,1,0,5,c8llrezkm3b3op4afrou6b487,1,25.5,71.8,2023-04-08T14:16:44.611Z,2023-04-09T03:54:20Z,4175152749,178,,4172358095,140,32.4,4172358099,212,12.8,4172358097,141,56.2,4172358093,56,Back,4172358101,213,5.3,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530261009,7,1,1,0,6,c8llrezkm3b3op4afrou6b487,1,32.5,56,2023-04-08T14:16:45.348Z,2023-04-09T03:54:36Z,4172358301,56,Back,4172358309,213,1.5,4172358305,141,65.8,4175152839,178,,4172358303,140,33.2,4172358307,212,6.7,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530261027,8,1,1,0,8,c8llrezkm3b3op4afrou6b487,0,33.2,65.8,2023-04-08T14:16:46.946Z,2023-04-09T03:54:42Z,4175153243,178,,4172358403,213,1.5,4172358391,56,Back,4172358395,141,76.3,4172358399,212,7.1,4172358393,140,33.4,,,,,,,32fnehcyqzc55h6auev06odwq,José Gragera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
