id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2498932981,9,1,1,0,19,6f27yvbqcngegwsg2ozxxdj4,1,14.1,45.8,2023-01-20T20:01:34.505Z,2023-01-21T05:14:45Z,3986150753,56,Back,3986150767,213,1.3,3986150757,140,21.9,3986150761,141,87.6,3986150765,212,29.6,3986648485,178,,,,,,,,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498932993,10,1,1,0,22,6f27yvbqcngegwsg2ozxxdj4,0,19.4,90.9,2023-01-20T20:01:37.872Z,2023-01-21T05:14:48Z,3986150815,212,55.4,3986648559,178,,3986150811,140,71.7,3986150813,141,80.0,3986150817,213,6.1,3986150809,56,Left,3986150807,155,,3986150819,1,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933007,3,49,1,0,26,50x1m4u58lffhq6v6ga1hbxmy,1,29.5,19.8,2023-01-20T20:01:41.188Z,2023-01-21T05:15:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933017,4,1,1,0,27,50x1m4u58lffhq6v6ga1hbxmy,1,26.9,19,2023-01-20T20:01:42.972Z,2023-01-21T05:15:12Z,3986150909,140,36.2,3986150907,56,Back,3986150911,141,30.7,3986150913,212,12.6,3986150915,213,0.7,3986648923,178,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933041,5,1,1,0,29,50x1m4u58lffhq6v6ga1hbxmy,1,36.7,36.9,2023-01-20T20:01:44.776Z,2023-01-21T05:15:15Z,3986151021,56,Back,3986151023,140,32.9,3986648967,178,,3986151027,212,19.1,3986151029,213,4.5,3986151025,141,9.4,,,,,,,baax58gbtxlbuj3duulpms4q1,I. Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933055,6,1,1,0,33,50x1m4u58lffhq6v6ga1hbxmy,1,27.7,8,2023-01-20T20:01:48.355Z,2023-01-21T05:15:20Z,3986151085,141,17.6,3986151089,213,2.8,3986649053,178,,3986151087,212,19.4,3986151083,140,10.3,3986151081,56,Back,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933063,7,1,1,0,34,50x1m4u58lffhq6v6ga1hbxmy,0,10.3,17.6,2023-01-20T20:01:49.973Z,2023-01-21T05:15:23Z,3986151107,155,,3986151109,56,Back,3986151117,212,37.8,3986151121,213,6.3,3986151113,141,16.2,3986151111,140,46.3,3986151123,1,,3986649133,178,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933087,11,1,1,0,37,6f27yvbqcngegwsg2ozxxdj4,0,52.8,83.9,2023-01-20T20:01:52.520Z,2023-01-21T05:15:27Z,3986151249,140,74.1,3986151247,56,Left,3986151251,141,94.7,3986151253,212,23.5,3986649231,388,,3986151245,3,,3986151255,213,0.3,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933105,8,61,1,0,39,50x1m4u58lffhq6v6ga1hbxmy,1,29.3,4.8,2023-01-20T20:01:54.198Z,2023-01-21T05:15:39Z,3986649467,178,,3986151303,56,Back,3986649465,21,,,,,,,,,,,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933109,9,5,1,0,40,50x1m4u58lffhq6v6ga1hbxmy,0,22,-1.5,2023-01-20T20:01:55.863Z,2023-01-21T05:15:43Z,3986151351,233,12,3986151315,56,Back,3986151317,347,,,,,,,,,,,,,,,,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933095,12,5,1,0,40,6f27yvbqcngegwsg2ozxxdj4,1,78,101.5,2023-01-20T20:01:55.863Z,2023-01-21T05:15:43Z,3986151325,233,9,3986151273,347,,3986151271,56,Left,,,,,,,,,,,,,,,,1lym8zscp7l8icay2cya7cauh,L. de la Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933229,13,1,1,0,56,6f27yvbqcngegwsg2ozxxdj4,1,75,100,2023-01-20T20:02:11.186Z,2023-01-21T05:15:46Z,3986151837,107,,3986151839,56,Left,3986151847,213,5.1,3986151843,141,86.5,3986151845,212,11.0,3986151841,140,78.7,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933233,14,1,1,0,56,6f27yvbqcngegwsg2ozxxdj4,0,78.7,86.5,2023-01-20T20:02:11.933Z,2023-01-21T05:15:51Z,3986151871,141,93.8,3986151873,212,6.1,3986151869,140,75.4,3986151867,56,Left,3986649677,178,,3986151875,213,2.2,,,,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933237,10,12,1,0,57,50x1m4u58lffhq6v6ga1hbxmy,1,24.8,7.7,2023-01-20T20:02:12.831Z,2023-01-21T05:16:00Z,3986296727,140,25.5,3986151883,56,Back,3986296729,141,3.6,3986649809,389,,3986296733,213,5.0,3986296731,212,2.9,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933271,15,3,1,1,1,6f27yvbqcngegwsg2ozxxdj4,0,72.6,95.3,2023-01-20T20:02:16.335Z,2023-01-21T05:16:39Z,3986152031,286,,3986439087,465,,3986650317,178,,3986152029,56,Left,3986152165,233,11,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933279,11,7,1,1,1,50x1m4u58lffhq6v6ga1hbxmy,0,27.4,4.7,2023-01-20T20:02:16.413Z,2023-01-21T05:16:48Z,3986650423,178,,3986152145,233,15,3986152059,56,Back,3986152061,285,,3986439117,385,,,,,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933277,16,61,1,1,1,6f27yvbqcngegwsg2ozxxdj4,1,75.4,94.1,2023-01-20T20:02:16.712Z,2023-01-21T05:17:05Z,3986152053,56,Left,3986650689,389,,,,,,,,,,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933331,12,5,1,1,2,50x1m4u58lffhq6v6ga1hbxmy,1,25.8,-1.4,2023-01-20T20:02:17.064Z,2023-01-21T05:17:08Z,3986152335,56,Back,3986152341,233,17,3986152337,347,,,,,,,,,,,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933291,17,5,1,1,2,6f27yvbqcngegwsg2ozxxdj4,0,74.2,101.4,2023-01-20T20:02:17.064Z,2023-01-21T05:17:08Z,3986152345,233,12,3986152111,56,Left,3986152113,347,,,,,,,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933445,13,1,1,1,16,50x1m4u58lffhq6v6ga1hbxmy,1,23.8,0,2023-01-20T20:02:31.409Z,2023-01-21T05:17:10Z,3986152861,141,12.2,3986152857,140,38.5,3986152863,212,17.9,3986152853,107,,3986152867,213,0.5,3986152855,56,Back,,,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933455,14,44,1,1,18,50x1m4u58lffhq6v6ga1hbxmy,1,41,15.3,2023-01-20T20:02:33.265Z,2023-01-21T06:36:35Z,3986152901,285,,3986152915,233,18,3986152899,56,Back,,,,,,,,,,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933429,18,44,1,1,18,6f27yvbqcngegwsg2ozxxdj4,0,59,84.7,2023-01-20T20:02:33.266Z,2023-01-21T05:17:12Z,3986152765,286,,3986152763,56,Left,3986152931,233,14,,,,,,,,,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933461,15,1,1,1,18,50x1m4u58lffhq6v6ga1hbxmy,0,36.7,12.9,2023-01-20T20:02:33.297Z,2023-01-21T06:36:36Z,3986152941,141,12.9,3986152935,3,,3986152943,212,9.9,3986650809,388,,3986157143,168,,3986152945,213,0,3986152939,140,46.1,3986152937,56,Back,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933441,19,49,1,1,18,6f27yvbqcngegwsg2ozxxdj4,1,53.7,80.8,2023-01-20T20:02:33.990Z,2023-01-21T05:17:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933463,20,1,1,1,19,6f27yvbqcngegwsg2ozxxdj4,1,52.1,82.2,2023-01-20T20:02:34.084Z,2023-01-21T05:17:25Z,3986152955,213,0.9,3986650873,178,,3986152949,140,57.1,3986152947,56,Left,3986152951,141,92.9,3986152953,212,9.0,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933469,21,1,1,1,20,6f27yvbqcngegwsg2ozxxdj4,0,57.6,97.3,2023-01-20T20:02:36.042Z,2023-01-21T05:17:31Z,3986152975,56,Left,3986650975,389,,3986152983,141,95.2,3986152987,212,11.2,3986152979,140,68.2,3986152989,213,6.2,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933481,16,49,1,1,21,50x1m4u58lffhq6v6ga1hbxmy,1,35.7,5.2,2023-01-20T20:02:36.550Z,2023-01-21T05:17:38Z,,,,,,,,,,,,,,,,,,,,,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933489,17,1,1,1,22,50x1m4u58lffhq6v6ga1hbxmy,1,35.7,5.2,2023-01-20T20:02:37.335Z,2023-01-21T05:17:43Z,3986153087,212,10.3,3986153089,213,6.2,3986153081,56,Back,3986651147,178,,3986153083,140,45.5,3986153085,141,4.0,,,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933491,18,50,1,1,22,50x1m4u58lffhq6v6ga1hbxmy,1,44.5,5.2,2023-01-20T20:02:37.906Z,2023-01-21T05:18:17Z,3986153183,233,22,3986153095,286,,3986153093,56,Back,,,,,,,,,,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933495,22,7,1,1,23,6f27yvbqcngegwsg2ozxxdj4,1,55.5,94.8,2023-01-20T20:02:38.387Z,2023-01-21T05:18:22Z,3986440259,383,,3986153115,56,Left,3986153117,285,,3986651731,178,,3986153149,233,18,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933497,23,49,1,1,24,6f27yvbqcngegwsg2ozxxdj4,1,58.2,96.8,2023-01-20T20:02:39.503Z,2023-01-21T05:18:36Z,,,,,,,,,,,,,,,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933521,24,1,1,1,25,6f27yvbqcngegwsg2ozxxdj4,1,58.5,96.9,2023-01-20T20:02:40.113Z,2023-01-21T05:18:40Z,3986652029,178,,3986153255,212,10.8,3986153249,56,Left,3986153257,213,5.9,3986153251,140,68.2,3986153253,141,91.7,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933525,25,50,1,1,25,6f27yvbqcngegwsg2ozxxdj4,1,65.8,92.1,2023-01-20T20:02:40.868Z,2023-01-21T05:18:47Z,3986153267,286,,3986153423,233,19,3986153265,56,Left,,,,,,,,,,,,,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933557,19,7,1,1,26,50x1m4u58lffhq6v6ga1hbxmy,1,34.2,7.9,2023-01-20T20:02:41.849Z,2023-01-21T05:19:00Z,3986652269,178,,3986153383,285,,3986153381,56,Back,3986153413,233,25,3986440537,384,,,,,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933561,20,49,1,1,27,50x1m4u58lffhq6v6ga1hbxmy,1,33.9,7.7,2023-01-20T20:02:42.370Z,2023-01-21T05:19:04Z,,,,,,,,,,,,,,,,,,,,,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933573,21,1,1,1,28,50x1m4u58lffhq6v6ga1hbxmy,0,34.1,3.2,2023-01-20T20:02:43.367Z,2023-01-21T05:19:07Z,3986153439,236,,3986153437,213,0.2,3986153433,141,3.5,3986153445,286,,3986153431,140,35.2,3986652391,178,,3986153429,56,Back,3986153435,212,1.2,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,3986153441,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933555,26,74,1,1,28,6f27yvbqcngegwsg2ozxxdj4,1,63,93.9,2023-01-20T20:02:43.465Z,2023-01-21T05:19:10Z,3986153379,285,,3986153377,56,Left,3986153475,233,21,3986652433,178,,,,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933583,22,5,1,1,29,50x1m4u58lffhq6v6ga1hbxmy,1,36.1,-1.1,2023-01-20T20:02:44.147Z,2023-01-21T05:19:24Z,3986153489,56,Back,3986153525,233,27,3986153491,347,,,,,,,,,,,,,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933567,27,5,1,1,29,6f27yvbqcngegwsg2ozxxdj4,0,63.9,101.1,2023-01-20T20:02:44.147Z,2023-01-21T05:19:25Z,3986153535,233,22,3986153417,56,Left,3986153419,347,,,,,,,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933665,23,1,1,1,38,50x1m4u58lffhq6v6ga1hbxmy,1,34.8,0,2023-01-20T20:02:53.259Z,2023-01-21T05:20:40Z,3986153955,140,37.9,3986153961,213,1.1,3986153959,212,6.8,3986153971,189,,3986153957,141,7.7,3986153953,56,Back,3986153951,107,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498960731,395,1,1,1,39,50x1m4u58lffhq6v6ga1hbxmy,1,37.2,10.3,2023-01-20T20:02:54.638Z,2023-01-21T05:20:50Z,3986299335,141,6.1,3986653805,178,,3986299333,140,43.4,3986299331,56,Back,3986299339,213,5.9,3986299337,212,7.1,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933731,24,1,1,1,40,50x1m4u58lffhq6v6ga1hbxmy,1,44.2,6.2,2023-01-20T20:02:55.367Z,2023-01-21T05:20:59Z,3986154257,56,Back,3986154263,212,44.4,3986154261,141,68.2,3986154259,140,30.8,3986154253,155,,3986154267,1,,3986154265,213,1.9,3986653899,178,,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,3986154255,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933773,25,1,1,1,48,50x1m4u58lffhq6v6ga1hbxmy,1,35,68.6,2023-01-20T20:03:03.112Z,2023-01-21T05:22:12Z,3986654749,178,,3986154467,141,52.2,3986154461,56,Back,3986154473,213,4.3,3986154471,212,12.1,3986154463,140,30.6,,,,,,,dtuwn06lnvxugaj637i553r2t,M. Nastasić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933811,26,1,1,1,54,50x1m4u58lffhq6v6ga1hbxmy,1,35.3,61.4,2023-01-20T20:03:09.769Z,2023-01-21T05:22:15Z,3986154605,140,34.6,3986154603,56,Back,3986154611,213,1.6,3986154609,212,16.8,3986654803,178,,3986154607,141,86.1,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933869,27,1,1,1,58,50x1m4u58lffhq6v6ga1hbxmy,1,34,84.3,2023-01-20T20:03:13.236Z,2023-01-21T05:22:24Z,3986154847,213,4.4,3986654931,178,,3986154841,140,30.6,3986154843,141,64.9,3986154839,56,Back,3986154845,212,13.7,,,,,,,dtuwn06lnvxugaj637i553r2t,M. Nastasić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498933881,28,1,1,2,4,50x1m4u58lffhq6v6ga1hbxmy,1,34.2,50.3,2023-01-20T20:03:19.704Z,2023-01-21T05:22:28Z,3986154889,56,Back,3986154891,140,44.9,3986654985,178,,3986154893,141,57.7,3986154897,213,0.4,3986154895,212,12.3,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
