id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,keyPass,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/19/value,qualifier/20/value
2458005965,207,43,1,27,35,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:43:13.234Z,2022-09-10T14:43:25Z,3769608297,56,Back,3769609447,144,61,,,,,,,,,,,,,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458005987,213,43,1,27,35,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:43:13.573Z,2022-09-10T14:43:39Z,3769610583,144,61,3769608379,56,Center,,,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006079,214,43,1,27,38,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:43:15.908Z,2022-09-10T14:43:40Z,3769608825,140,82.6,3769608823,56,Center,3769610643,144,1,3769608827,141,53.4,3769608831,213,4.1,3769608829,212,16.5,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006039,208,43,1,27,38,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:43:16.690Z,2022-09-10T14:43:26Z,3769608669,56,Back,3769609499,144,61,,,,,,,,,,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,Kike Salas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006087,215,43,1,27,40,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:43:17.853Z,2022-09-10T14:43:42Z,3769610829,144,39,3769608865,18,0,3769608863,22,0,3769608875,253,0,3769608867,56,Center,,,,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006727,210,1,1,28,14,10eyb18v5puw4ez03ocaug09m,0,21.2,40.2,2022-09-10T14:43:52.719Z,2022-09-11T05:06:18Z,3772311845,178,,3769612007,140,72.4,3769612021,213,0.3,3769612011,141,62.7,3769611999,241,,3769612015,212,55.9,3769612003,56,Center,3769709117,189,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,3769611995,5,3769612023,1,,3769611997,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006755,216,44,1,28,17,c8llrezkm3b3op4afrou6b487,1,23.8,32,2022-09-10T14:43:55.070Z,2022-09-11T07:44:40Z,3769612175,285,,3769612173,56,Back,3769612213,233,211,,,,,,,,,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006737,211,44,1,28,17,10eyb18v5puw4ez03ocaug09m,0,76.2,68,2022-09-10T14:43:55.071Z,2022-09-11T05:06:28Z,3769612053,56,Center,3769612055,286,,3769612255,233,216,,,,,,,,,,,,,,,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006773,217,12,1,28,17,c8llrezkm3b3op4afrou6b487,1,20.9,26.8,2022-09-10T14:43:55.132Z,2022-09-11T07:44:40Z,3769612287,213,5.1,3772312203,388,,3769612285,212,17.9,3769612311,15,,3769612273,56,Back,3769612281,141,2.9,3769612277,140,28.1,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006789,218,49,1,28,20,c8llrezkm3b3op4afrou6b487,1,29.4,2,2022-09-10T14:43:58.666Z,2022-09-11T05:06:46Z,,,,,,,,,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006801,219,43,1,28,21,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:43:59.527Z,2022-09-10T14:44:06Z,3769612589,233,212,3769612943,144,50,3769612417,285,0,3769612411,56,Back,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007151,222,43,1,28,21,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:43:59.527Z,2022-09-10T14:45:05Z,3769614295,56,Back,3769614297,285,0,3769617389,233,212,3769617537,144,50,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006825,212,43,1,28,21,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:43:59.528Z,2022-09-10T14:45:28Z,3769612531,286,0,3769619589,144,7,3769612529,56,Left,,,,,,,,,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458025879,375,50,1,28,22,c8llrezkm3b3op4afrou6b487,1,33,1.8,2022-09-10T14:43:59.871Z,2022-09-11T05:07:48Z,3769706739,56,Back,3769707461,233,329,3769706741,285,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458026015,329,7,1,28,22,10eyb18v5puw4ez03ocaug09m,1,67,98.2,2022-09-10T14:44:00.389Z,2022-09-11T05:07:55Z,3771427163,383,,3769707437,286,,3772314071,178,,3769707411,56,Left,3769707431,233,375,,,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006815,220,43,1,28,22,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:44:00.677Z,2022-09-10T14:44:06Z,3769612485,56,Back,3769613019,144,61,,,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006897,221,4,1,28,22,c8llrezkm3b3op4afrou6b487,1,30.5,3,2022-09-10T14:44:00.773Z,2022-09-11T05:08:07Z,3769612841,56,Back,3769612839,13,,3769614771,233,216,3769612843,152,,3769612845,265,,3769612847,285,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007113,216,4,1,28,22,10eyb18v5puw4ez03ocaug09m,0,69.5,97,2022-09-10T14:44:00.774Z,2022-09-11T05:08:07Z,3769614067,286,,3769614063,152,,3769614065,265,,3769614059,13,,3769614061,56,Left,3772314349,178,,3769614871,233,221,,,,7exng93jyar5is4fa64r9bhzp,E. Lamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006829,213,43,1,28,23,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:44:01.162Z,2022-09-10T14:44:24Z,3769614523,144,49,,,,,,,,,,,,,,,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458006855,214,43,1,28,25,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:44:03.274Z,2022-09-10T14:44:25Z,3769612661,56,Left,3769614629,144,61,,,,,,,,,,,,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007079,215,17,1,28,33,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:44:11.785Z,2022-09-11T05:08:11Z,3769613909,13,243,3769613907,392,,3769613905,31,,,,,,,,,,,,,,,,,7exng93jyar5is4fa64r9bhzp,E. Lamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007307,223,1,1,28,54,c8llrezkm3b3op4afrou6b487,1,32.8,4.3,2022-09-10T14:44:32.076Z,2022-09-11T05:08:18Z,3769615147,152,,3769617641,189,,3769615145,196,,3769615153,141,70.4,3769615141,5,,3772314563,178,,3769615161,1,,3769615151,140,45.5,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,3769615143,155,3769615155,212,46.9,3769615149,56,Back,3769615157,213,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,
2458007431,224,1,1,28,59,c8llrezkm3b3op4afrou6b487,1,49.5,53,2022-09-10T14:44:37.493Z,2022-09-11T05:08:26Z,3769615791,213,5.3,3769615785,140,72.8,3772314749,178,,3769615783,56,Right,3769615787,141,2.2,3769615793,1,,3769615781,155,,3769615789,212,42.3,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007461,225,1,1,29,5,c8llrezkm3b3op4afrou6b487,0,93.1,2.5,2022-09-10T14:44:43.641Z,2022-09-11T05:08:35Z,3769615949,1,,3769615937,155,,3769615943,141,55.5,3769615935,2,,3769616123,233,217,3769615941,140,97.2,3769615939,56,Center,3772314933,178,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,3771496895,224,3769615945,212,36.3,3771496897,20,,3769615947,213,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,
2458007483,217,11,1,29,7,10eyb18v5puw4ez03ocaug09m,1,3.4,45.2,2022-09-10T14:44:45.726Z,2022-09-11T05:08:42Z,3769616053,88,,3771497263,378,,3772315133,388,,3769616051,56,Back,3769616129,233,225,,,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007837,218,1,1,29,27,10eyb18v5puw4ez03ocaug09m,1,14.5,50.5,2022-09-10T14:45:05.413Z,2022-09-11T05:09:03Z,3769617843,1,,3769617837,141,92.1,3769617833,56,Left,3769617835,140,62.1,3769617839,212,57.4,3769617841,213,0.5,3769618977,199,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007867,219,1,1,29,30,10eyb18v5puw4ez03ocaug09m,0,59.1,88.7,2022-09-10T14:45:07.985Z,2022-09-11T05:09:08Z,3769618001,56,Center,3769618009,213,5.7,3769617999,168,,3769618003,140,71.6,3769618005,141,76.1,3772315881,388,,3769618007,212,15.7,3769617997,3,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007875,226,49,1,29,32,c8llrezkm3b3op4afrou6b487,1,27.8,17.8,2022-09-10T14:45:10.597Z,2022-09-11T05:09:18Z,,,,,,,,,,,,,,,,,,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007915,227,1,1,29,32,c8llrezkm3b3op4afrou6b487,1,27.8,19,2022-09-10T14:45:10.647Z,2022-09-11T05:09:23Z,3769618329,56,Back,3769618331,140,28.6,3769618337,213,1.5,3769618335,212,14.2,3772316235,178,,3769618333,141,39.8,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007957,228,1,1,29,34,c8llrezkm3b3op4afrou6b487,1,28.6,40.1,2022-09-10T14:45:12.149Z,2022-09-11T05:09:32Z,3769618537,212,13.3,3769618535,141,23.6,3769618533,140,21.8,3769618539,213,4.1,3772316457,178,,3769618531,56,Back,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007979,229,1,1,29,37,c8llrezkm3b3op4afrou6b487,1,23.4,20.8,2022-09-10T14:45:15.710Z,2022-09-11T05:09:36Z,3769618681,213,6.0,3769618677,141,16.7,3769618673,56,Back,3772316577,178,,3769618675,140,34.0,3769618679,212,11.5,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458007995,230,1,1,29,38,c8llrezkm3b3op4afrou6b487,1,34,16.7,2022-09-10T14:45:16.550Z,2022-09-11T05:09:46Z,3769618767,213,4.3,3772316867,178,,3769618755,140,30.0,3769618763,212,10.0,3769618759,141,3.4,3769618751,56,Back,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008031,231,1,1,29,39,c8llrezkm3b3op4afrou6b487,1,30.9,5,2022-09-10T14:45:17.524Z,2022-09-11T05:09:51Z,3769618953,213,2.4,3769618949,141,19.9,3772316977,178,,3769618951,212,15.4,3769618947,140,19.8,3769618945,56,Back,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008091,232,1,1,29,43,c8llrezkm3b3op4afrou6b487,1,19.8,21.2,2022-09-10T14:45:20.800Z,2022-09-11T05:09:56Z,3769619277,1,,3769619265,196,,3772317103,178,,3769619263,155,,3769619267,56,Back,3769619275,213,1.3,3769619273,212,55.1,3769619271,141,98.9,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,3769619269,140,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,,,,,,,,,,,,,,
2458008229,233,1,1,29,51,c8llrezkm3b3op4afrou6b487,1,42.4,96.3,2022-09-10T14:45:29.509Z,2022-09-11T05:10:05Z,3769619899,212,15.0,3769619891,140,32.1,3769619903,213,3.9,3769619889,56,Back,3769619893,141,81.0,3772317335,178,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008281,234,1,1,29,56,c8llrezkm3b3op4afrou6b487,0,30.6,82.8,2022-09-10T14:45:34.456Z,2022-09-11T05:10:11Z,3769620179,213,0.0,3769620169,155,,3769620171,56,Left,3772317463,178,,3769620181,1,,3769620177,212,41.8,3769620173,140,70.4,3769620175,141,84.6,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008319,220,1,1,29,58,10eyb18v5puw4ez03ocaug09m,1,29.9,17.8,2022-09-10T14:45:35.950Z,2022-09-11T05:10:18Z,3769620375,212,16.8,3769620367,3,,3769620373,141,19.6,3769620377,213,0.1,3769620371,140,45.9,3769620369,56,Back,3772317603,178,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458009317,225,1,1,29,59,10eyb18v5puw4ez03ocaug09m,1,44.7,17.9,2022-09-10T14:45:37.247Z,2022-09-11T05:10:26Z,3769625597,213,2.0,3772317769,178,,3769625589,56,Back,3769625593,141,25.3,3769625595,212,5.5,3769625587,3,,3769625591,140,42.5,,,,7exng93jyar5is4fa64r9bhzp,E. Lamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008433,221,1,1,30,0,10eyb18v5puw4ez03ocaug09m,0,43.4,21.9,2022-09-10T14:45:38.109Z,2022-09-11T04:38:19Z,3769620917,141,23.9,3769620925,1,,3769620913,140,44.4,3769620923,213,0.9,3772274135,178,,3769620907,157,,3769620921,212,1.7,3769620911,56,Back,8ycvfctf7c3yljnbtltsogkph,Joan Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008401,235,61,1,30,0,c8llrezkm3b3op4afrou6b487,1,58.1,74.3,2022-09-10T14:45:38.177Z,2022-09-11T04:38:19Z,3772274151,178,,3769620763,56,Center,3772274149,21,,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458494197,929,43,1,30,2,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:45:40.160Z,2022-09-11T06:40:27Z,3772431363,144,67,3772298841,233,773,,,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458494195,773,43,1,30,2,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:45:40.161Z,2022-09-11T06:40:28Z,3772298851,233,929,3772431365,144,67,,,,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008439,236,4,1,30,2,c8llrezkm3b3op4afrou6b487,1,62,77.6,2022-09-10T14:45:40.501Z,2022-09-11T04:38:20Z,3769620989,233,222,3769620941,286,,3769620939,265,,3769620935,56,Center,3769620933,13,,3769620937,152,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008443,222,4,1,30,2,10eyb18v5puw4ez03ocaug09m,0,38,22.4,2022-09-10T14:45:40.502Z,2022-09-11T04:38:19Z,3772274155,178,,3769620959,13,,3769620961,56,Back,3769620967,285,,3769620963,152,,3769621011,233,236,3769620965,265,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008865,223,27,1,30,25,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:46:03.405Z,2022-09-11T04:38:20Z,3769627925,246,,3769623399,233,237,3769627923,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458008867,237,27,1,30,25,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:46:03.405Z,2022-09-11T04:38:20Z,3771503453,201,,3771503457,246,,3769623351,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458009217,224,28,1,31,58,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-09-10T14:47:36.435Z,2022-09-11T04:38:21Z,3769625109,55,223,3769696213,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458010327,238,28,1,31,58,c8llrezkm3b3op4afrou6b487,1,0,0,2022-09-10T14:47:36.435Z,2022-09-11T04:38:21Z,3769696187,233,224,3769630799,55,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458010739,239,1,1,32,46,c8llrezkm3b3op4afrou6b487,0,65,88.4,2022-09-10T14:48:24.739Z,2022-09-11T04:38:21Z,3769632845,155,,3769632859,1,,3769632847,152,,3769632841,2,,3769632853,141,45.5,3771506775,223,,3769632843,5,,3769632851,140,91.1,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,3771506777,20,3769632857,213,5.5,3772274213,178,,3769632849,56,3769632855,212,,,,,,,,,,,,,,,,,Center,40.0,,,,,,,,,,,,
2458010757,226,12,1,32,48,10eyb18v5puw4ez03ocaug09m,1,10,53.4,2022-09-10T14:48:26.451Z,2022-09-11T04:38:22Z,3769632925,56,Back,3769632933,213,5.8,3772274217,388,,3769632927,140,21.6,3769632963,15,,3769632931,212,14.1,3769632929,141,42.9,,,,9nwkxgbl8t933pzu60ye4xxxw,Kike Salas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458010775,227,61,1,32,50,10eyb18v5puw4ez03ocaug09m,0,27.8,43.9,2022-09-10T14:48:28.144Z,2022-09-11T04:38:22Z,3772274221,21,,3772274223,178,,3769633029,56,Back,,,,,,,,,,,,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458010857,240,1,1,32,51,c8llrezkm3b3op4afrou6b487,1,71.4,53.6,2022-09-10T14:48:29.452Z,2022-09-11T04:38:23Z,3769633451,140,35.8,3769633459,1,,3769633449,56,Back,3769633455,212,38.1,3769633453,141,64.4,3769633457,213,2.9,3772274231,178,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458010861,241,1,1,32,55,c8llrezkm3b3op4afrou6b487,0,35.8,64.4,2022-09-10T14:48:32.932Z,2022-09-11T04:38:23Z,3769633501,1,,3772274247,178,,3769633499,213,0.8,3769633491,56,Left,3769633497,212,33.6,3769633495,141,100.0,3769633493,140,57.2,,,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458010875,228,5,1,32,56,10eyb18v5puw4ez03ocaug09m,1,44,-1.4,2022-09-10T14:48:34.608Z,2022-09-11T04:38:23Z,3769633527,56,Back,3769633529,347,,3769633559,233,242,,,,,,,,,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458010863,242,5,1,32,56,c8llrezkm3b3op4afrou6b487,0,56,101.4,2022-09-10T14:48:34.608Z,2022-09-11T04:38:24Z,3769633503,56,Left,3769633505,347,,3769633563,233,228,,,,,,,,,,,,,,,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458011055,229,1,1,33,12,10eyb18v5puw4ez03ocaug09m,1,48.6,0,2022-09-10T14:48:50.304Z,2022-09-11T04:38:24Z,3769634495,213,2.0,3769634493,212,7.4,3769634489,140,45.7,3769634491,141,8.5,3769634485,107,,3769634487,56,Back,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458011057,230,1,1,33,13,10eyb18v5puw4ez03ocaug09m,0,45.7,8.6,2022-09-10T14:48:51.272Z,2022-09-11T04:38:24Z,3769634533,212,24.7,3769634535,213,0.1,3769634525,157,,3769634527,56,Right,3772274311,178,,3769634531,141,13.5,3769634529,140,69.0,3769634539,1,,8ycvfctf7c3yljnbtltsogkph,Joan Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458011099,244,1,1,33,15,c8llrezkm3b3op4afrou6b487,1,24.7,80.7,2022-09-10T14:48:53.079Z,2022-09-11T04:38:25Z,3769634731,140,28.2,3769634729,56,Back,3769634733,141,99.3,3772274317,178,,3769634735,212,13.2,3769635989,3,,3769634737,213,1.3,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458011073,243,49,1,33,16,c8llrezkm3b3op4afrou6b487,1,25.6,95.4,2022-09-10T14:48:54.316Z,2022-09-11T04:38:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458011111,245,1,1,33,17,c8llrezkm3b3op4afrou6b487,1,29.8,97.7,2022-09-10T14:48:55.325Z,2022-09-11T04:38:25Z,3769634779,213,0.0,3769634771,56,Back,3769634777,212,10.7,3769634781,1,,3769634775,141,98.3,3769634767,157,,3769634773,140,40.0,3772274353,178,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458012129,256,1,1,33,18,c8llrezkm3b3op4afrou6b487,0,41.5,98.3,2022-09-10T14:48:56.140Z,2022-09-11T04:38:26Z,3769639687,3,,3769639691,56,Back,3769639701,212,1.0,3772274357,178,,3769639697,141,97.7,3769639689,168,,3769639705,213,5.9,3769639693,140,42.4,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458013177,255,61,1,33,18,10eyb18v5puw4ez03ocaug09m,1,53.4,3.5,2022-09-10T14:48:56.199Z,2022-09-11T04:38:26Z,3772274365,21,,3769644811,56,Right,3772274367,178,,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458011147,231,1,1,33,18,10eyb18v5puw4ez03ocaug09m,0,57.7,23.3,2022-09-10T14:48:56.590Z,2022-09-11T04:38:30Z,3769634947,213,0.9,3769634945,212,11.5,3769634943,141,36.1,3769634937,3,,3772274489,178,,3769634939,56,Center,3769634941,140,64.8,,,,8ycvfctf7c3yljnbtltsogkph,Joan Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458011183,246,1,1,33,22,c8llrezkm3b3op4afrou6b487,0,37.8,63.8,2022-09-10T14:48:59.899Z,2022-09-11T04:38:35Z,3769635205,141,43.6,3769635199,155,,3769635203,140,84.5,3769635207,212,50.9,3772274597,178,,3769635201,56,Center,3769635361,1,,3769635209,213,6.0,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458011229,232,52,1,33,28,10eyb18v5puw4ez03ocaug09m,1,15,59.6,2022-09-10T14:49:06.521Z,2022-09-11T04:38:42Z,3772274735,178,,3771510481,376,,,,,,,,,,,,,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
