id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2482465439,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-11-06T14:23:10.050Z,2022-11-06T15:39:40Z,3899322801,59,"1, 6, 15, 3, 5, 24, 8, 23, 9, 19, 4, 2, 13, 14, 16, 17, 18, 20, 21, 22, 33, 34, 42",3899322805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3899322807,194,5vhikvmcesruckmfcfmm0q8d1,3899322799,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3899322797,30,"w503zyr8ipyobglth281uklx, e35v2pspdgl7t769d57e67ob9, dkt9892ixwnz1bkmgileo71sl, 80aqmv4ht6rs1812qrr5j8kix, 48gjuou5eashpj8wbwd18iju1, 6xulax65kp4aid70nk7g5jr2t, atigcsq78g14w82lwvay26aj9, dvrk8qmt9ta4c3kvjgsad7t91, 8rb37jdev612rfbrbp8zovs9h, 6akzpi6rd6qq0ke07ojnhpoet, 5vhikvmcesruckmfcfmm0q8d1, eucew4k6eswqr6emzsdg4if3d, 1zjmgapwre4picauko9gnemll, 1qkep5ck252k1g3oqza5ygh61, cme92rbmqszu51sjm99ho8a21, 7aoe0u87gxgv9tvgrotcfue7e, b91n9sdabth8oocdawayybdud, 7bs0ph4yksf6lvkg91u9nqzqi, 13ll29mtf7pxwz1yf0i40tsd1, et849xmcdgsy5itb8i4w7qkq2, dqiuqhsqsayvldfazfnp8d46i, 1g921gazgv8kqrdfjkjmvqolw, aka2yqxmqpioxc1qzkl62ejv8",3899322803,130,23,3899322809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3899624997,197,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482470203,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-11-06T14:26:55.041Z,2022-11-06T15:12:57Z,3899349851,194,5b1q9bpe23j98eoy4fwi7ld5h,3899349843,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3899349847,130,4,3899349845,59,"25, 2, 14, 6, 5, 24, 4, 18, 22, 9, 16, 1, 3, 11, 13, 15, 17, 19, 20, 21, 29, 33",3899349841,30,"20o2dr1mdk18xhxmkujzgak89, 8vmrboswsfyb5bfoq07s6susp, 5b1q9bpe23j98eoy4fwi7ld5h, e7del0ovpcpntqdgh8idxok4p, 96w1jlcwuci7kqqfskfsp6191, 5uig03vbbv71f0q31cp3vfbv9, b2e12l3s3dxgyr8d2rk5qb9ey, 9dc4qkvh0vk5kwymibji00kp, eiz5j566h4fq4wro1t9lfuw2x, 5qgc6zjc38a5xjl35gs7h3vu1, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, f1e3gi3dx3er2vz7loriw6e39, 9z3aqwq5swt9qklwnzuhqcogl, bqrz2xmu25taby17bl7cycjqh, csqsdjsa4leo6z86qphjuectm, 1bnn3tokzwvl4vvw34yxsq9gq, 7yieh5r0uzk6d6x9o060c2bfu, wlqj34ev5mucxtfx6j4tr9at, d6kzekcwqw0q8fq6wt6rmyusq, 66fshzi5f86wt1lwa4kdhiooa, 6o76owze8y78ue9sb49g8kyz8",3899349853,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3899626167,197,3028,3899349849,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482526763,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-11-06T15:16:21.730Z,2022-11-06T15:16:23Z,3899654667,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482526735,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-11-06T15:16:21.730Z,2022-11-07T03:33:47Z,3899654499,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482526811,3,1,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,50,50,2022-11-06T15:16:21.790Z,2022-11-07T06:38:00Z,3899654943,56,Back,3899654951,213,3.1,3899654953,279,S,3899654949,212,16.8,3899654945,140,34.0,3901785441,178,,3899654947,141,49.9,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482526861,4,1,1,0,2,63f5h8t5e9qm1fqmvfkb23ghh,1,37.6,49.5,2022-11-06T15:16:23.864Z,2022-11-07T06:38:04Z,3899655175,56,Back,3899655191,213,3.7,3899655179,140,29.5,3899655183,141,41.0,3899655187,212,10.3,3901785495,178,,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482526957,5,1,1,0,5,63f5h8t5e9qm1fqmvfkb23ghh,1,23.1,33.7,2022-11-06T15:16:26.828Z,2022-11-07T06:38:07Z,3899655729,56,Back,3899655733,141,65.8,3901785541,178,,3899655737,213,1.5,3899655731,140,24.1,3899655735,212,21.9,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482527257,6,1,1,0,9,63f5h8t5e9qm1fqmvfkb23ghh,1,12.1,70.2,2022-11-06T15:16:30.742Z,2022-11-07T06:38:10Z,3899657279,213,4.3,3899657265,56,Back,3899657271,140,5.8,3899657275,141,46.6,3899657277,212,17.4,3901785589,178,,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482527317,7,1,1,0,22,63f5h8t5e9qm1fqmvfkb23ghh,0,14.1,42.7,2022-11-06T15:16:44.270Z,2022-11-07T06:38:14Z,3899657663,1,,3899657651,155,,3899657655,140,62.2,3899657657,141,67.5,3899657659,212,53.2,3901785639,178,,3899657661,213,0.3,3899657653,56,Center,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482527367,3,1,1,0,24,ba5e91hjacvma2sjvixn00pjo,0,42,30.5,2022-11-06T15:16:46.591Z,2022-11-07T06:38:23Z,3899657995,140,42.6,3901785733,178,,3899658007,213,1.4,3899657993,56,Back,3899657999,141,38.0,3899658003,212,5.1,,,,,,,96w1jlcwuci7kqqfskfsp6191,Gabriel Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
