id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/14/value,qualifier/18/value
2461413701,4,1,1,0,17,3czravw89omgc9o4s0w3l1bg5,1,42.6,100,2022-09-17T19:01:17.167Z,2022-09-18T04:09:11Z,3787761673,213,4.9,3787763865,189,,3787761671,212,11.3,3787761669,141,84.9,3787761663,107,,3787761665,56,Back,3787761667,140,44.4,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413729,5,1,1,0,18,3czravw89omgc9o4s0w3l1bg5,1,44.4,84.9,2022-09-17T19:01:17.767Z,2022-09-18T04:09:16Z,3787761789,140,41.1,3787763823,189,,3787761791,141,98.3,3787761795,213,1.9,3789125463,178,,3787761793,212,9.7,3787761787,56,Back,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413747,6,1,1,0,19,3czravw89omgc9o4s0w3l1bg5,1,44,96.9,2022-09-17T19:01:19.240Z,2022-09-18T04:09:21Z,3787761887,212,21.4,3787761895,213,3.4,3789125591,178,,3787761881,141,90.1,3787761871,56,Back,3787761875,140,24.1,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413763,7,1,1,0,22,3czravw89omgc9o4s0w3l1bg5,1,19.7,85.8,2022-09-17T19:01:21.438Z,2022-09-18T04:09:27Z,3787761971,141,58.5,3787761973,212,22.4,3787761975,213,4.1,3787761967,56,Back,3789125757,178,,3787761969,140,7.7,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413813,8,1,1,0,25,3czravw89omgc9o4s0w3l1bg5,1,7.7,58.4,2022-09-17T19:01:24.599Z,2022-09-18T04:09:29Z,3789125841,178,,3787762243,213,5.0,3787762241,212,16.9,3787762235,56,Back,3787762237,140,12.5,3787762239,141,34.7,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413849,9,1,1,0,28,3czravw89omgc9o4s0w3l1bg5,0,15.7,29.9,2022-09-17T19:01:27.774Z,2022-09-18T04:09:34Z,3787762473,56,Center,3787762477,141,31.4,3787762475,140,85.5,3787762479,212,73.3,3789126011,178,,3787762481,213,0.0,3787762483,1,,3787943333,157,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413853,8,52,1,0,33,3budh3j9xivsid3ptm8ptpy4k,1,14.4,65.9,2022-09-17T19:01:33.197Z,2022-09-18T04:09:40Z,3788300817,377,,3789126207,178,,,,,,,,,,,,,,,,,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413971,9,1,1,0,38,3budh3j9xivsid3ptm8ptpy4k,1,14,44.3,2022-09-17T19:01:38.328Z,2022-09-18T04:09:44Z,3787763061,123,,3787763069,212,20.5,3787763063,56,Back,3789126323,178,,3787763065,140,19.8,3787763067,141,15.5,3787763071,213,5.0,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413999,10,1,1,0,42,3budh3j9xivsid3ptm8ptpy4k,1,22.7,14.3,2022-09-17T19:01:41.781Z,2022-09-18T04:09:48Z,3787763271,155,,3787763279,212,51.1,3787763273,56,Center,3787763275,140,71.0,3787763277,141,23.8,3787763283,1,,3789126443,178,,3787763281,213,0.1,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414025,11,1,1,0,45,3budh3j9xivsid3ptm8ptpy4k,0,71.7,23.3,2022-09-17T19:01:44.688Z,2022-09-18T04:09:57Z,3787763421,3,,3787763435,213,0.1,3787763429,141,27.2,3787763423,168,,3787763425,56,Center,3789126755,388,,3787763427,140,91.8,3787763431,212,21.3,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414021,10,12,1,0,47,3czravw89omgc9o4s0w3l1bg5,1,10.4,74.3,2022-09-17T19:01:46.962Z,2022-09-18T04:10:03Z,3787763413,141,100.0,3787763417,213,1.4,3787763409,56,Back,3787763415,212,19.0,3787763411,140,13.9,3787763463,167,,3789126921,178,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414029,11,5,1,0,48,3czravw89omgc9o4s0w3l1bg5,0,14.3,101.1,2022-09-17T19:01:48.233Z,2022-09-18T04:10:07Z,3787763445,347,,3787763653,233,12,3787763443,56,Back,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414055,12,5,1,0,48,3budh3j9xivsid3ptm8ptpy4k,1,85.7,-1.1,2022-09-17T19:01:48.233Z,2022-09-18T04:10:06Z,3787763615,56,Right,3787763617,347,,3787763649,233,11,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414205,13,1,1,1,4,3budh3j9xivsid3ptm8ptpy4k,1,84.8,0,2022-09-17T19:02:04.121Z,2022-09-18T04:10:10Z,3787764461,212,11.6,3787764463,213,1.7,3787764455,56,Right,3787764457,140,83.1,3787764453,107,,3787764459,141,15.9,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414209,14,1,1,1,7,3budh3j9xivsid3ptm8ptpy4k,1,86.2,10.6,2022-09-17T19:02:06.767Z,2022-09-18T04:10:23Z,3787764489,141,3.7,3787764491,212,4.7,3787764493,213,4.6,3787764487,140,85.5,3789127469,178,,3787764485,56,Right,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414211,15,1,1,1,8,3budh3j9xivsid3ptm8ptpy4k,0,85.5,3.4,2022-09-17T19:02:07.476Z,2022-09-18T04:10:31Z,3787764509,212,5.0,3787764511,213,1.9,3787764507,141,10.4,3787764505,140,84.2,3787764503,56,Right,3789127639,178,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414219,12,8,1,1,8,3czravw89omgc9o4s0w3l1bg5,1,15.1,89,2022-09-17T19:02:08.231Z,2022-09-18T04:10:35Z,3787764565,56,Back,3788303355,385,,3789127801,178,,,,,,,,,,,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414239,13,5,1,1,10,3czravw89omgc9o4s0w3l1bg5,0,24.6,101.2,2022-09-17T19:02:09.839Z,2022-09-18T04:10:39Z,3787764777,233,16,3787764631,56,Back,3787764633,347,,,,,,,,,,,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414253,16,5,1,1,10,3budh3j9xivsid3ptm8ptpy4k,1,75.4,-1.2,2022-09-17T19:02:09.839Z,2022-09-18T04:10:38Z,3787764735,233,13,3787764695,347,,3787764693,56,Right,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414327,17,1,1,1,17,3budh3j9xivsid3ptm8ptpy4k,1,78.1,0,2022-09-17T19:02:16.807Z,2022-09-18T04:11:23Z,3787765159,212,16.6,3787765151,107,,3787766267,189,,3787765157,141,5.2,3787765155,140,93.3,3787765153,56,Right,3787765161,213,0.3,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461449401,400,1,1,1,18,3budh3j9xivsid3ptm8ptpy4k,1,89.9,2.3,2022-09-17T19:02:17.393Z,2022-09-18T04:11:26Z,3787964215,140,77.0,3787964225,212,13.6,3787964227,213,3.1,3789129311,178,,3787964211,56,Right,3787964219,141,2.9,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414349,18,1,1,1,19,3budh3j9xivsid3ptm8ptpy4k,0,82.2,2.5,2022-09-17T19:02:18.545Z,2022-09-18T04:11:32Z,3787765263,140,85.8,3787765267,212,9.6,3787765265,141,15.5,3789129423,178,,3787765261,56,Right,3787765269,213,1.2,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414369,14,1,1,1,20,3czravw89omgc9o4s0w3l1bg5,1,15.1,82.4,2022-09-17T19:02:19.475Z,2022-09-18T04:11:37Z,3789129511,178,,3787765387,141,90.5,3787765383,140,22.8,3787765391,213,0.6,3787765389,212,9.8,3787765381,56,Back,,,,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414373,15,49,1,1,21,3czravw89omgc9o4s0w3l1bg5,1,22.8,90.5,2022-09-17T19:02:20.476Z,2022-09-18T04:11:58Z,,,,,,,,,,,,,,,,,,,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414385,16,1,1,1,21,3czravw89omgc9o4s0w3l1bg5,1,20.4,91.9,2022-09-17T19:02:20.579Z,2022-09-18T04:12:02Z,3787765449,212,4.5,3787765443,56,Back,3787765451,213,2.2,3789130069,178,,3787765447,141,97.1,3787765445,140,17.7,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414409,17,1,1,1,24,3czravw89omgc9o4s0w3l1bg5,1,22.7,97.8,2022-09-17T19:02:23.488Z,2022-09-18T04:12:08Z,3787765579,140,27.5,3787765577,56,Back,3787765585,213,5.9,3787765583,212,5.5,3789130213,178,,3787765581,141,94.4,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414419,18,4,1,1,25,3czravw89omgc9o4s0w3l1bg5,1,28.4,93.1,2022-09-17T19:02:24.595Z,2022-09-18T04:12:17Z,3787765623,152,,3787765625,265,,3787765627,285,,3787765621,56,Back,3787765619,13,,3787765729,233,19,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414427,19,4,1,1,25,3budh3j9xivsid3ptm8ptpy4k,0,71.6,6.9,2022-09-17T19:02:24.596Z,2022-09-18T04:12:16Z,3787765655,13,,3787765657,56,Right,3789130461,178,,3787765659,152,,3787765661,265,,3787765753,233,18,3787765663,286,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414591,19,1,1,1,41,3czravw89omgc9o4s0w3l1bg5,1,28.3,90.8,2022-09-17T19:02:40.876Z,2022-09-18T04:13:00Z,3787766619,140,10.2,3787766615,152,,3787766627,213,3.7,3789131437,178,,3787766621,141,71.7,3787766617,56,Back,3787766625,212,23.0,3787766613,5,,v7isqpxiursyjhj5rmhyhjv9,Lekue,3787766649,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414599,20,1,1,1,41,3czravw89omgc9o4s0w3l1bg5,1,10.2,72.3,2022-09-17T19:02:41.090Z,2022-09-18T04:13:01Z,3789131479,178,,3787766699,141,49.3,3787766697,140,8.1,3787766695,56,Back,3787766701,212,15.8,3787946811,189,,3787766703,213,4.6,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414611,21,1,1,1,44,3czravw89omgc9o4s0w3l1bg5,1,8.1,49.3,2022-09-17T19:02:44.004Z,2022-09-18T04:13:08Z,3789131645,178,,3787766779,212,12.0,3787766781,213,0.1,3787766777,141,51.3,3787766775,140,19.5,3787766773,56,Back,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414641,22,1,1,1,45,3czravw89omgc9o4s0w3l1bg5,1,19.3,51.3,2022-09-17T19:02:45.056Z,2022-09-18T04:13:12Z,3787766957,213,3.6,3787766955,212,13.9,3787766953,141,42.8,3787766949,56,Back,3789131729,178,,3787766951,140,7.3,,,,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414683,23,1,1,1,50,3czravw89omgc9o4s0w3l1bg5,1,9.4,36.7,2022-09-17T19:02:49.761Z,2022-09-18T04:13:16Z,3789131827,178,,3787767183,56,Back,3787767185,140,18.6,3787767187,141,9.1,3787767189,212,21.1,3787767191,213,5.2,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414727,24,1,1,1,53,3czravw89omgc9o4s0w3l1bg5,0,19.6,6.8,2022-09-17T19:02:52.607Z,2022-09-18T04:13:18Z,3787767419,141,28.4,3787767421,212,37.9,3787767413,155,,3787767425,1,,3787767415,56,Center,3787767417,140,52.9,3787767423,213,0.4,3789131865,178,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414743,20,49,1,1,55,3budh3j9xivsid3ptm8ptpy4k,1,46.9,74.8,2022-09-17T19:02:55.051Z,2022-09-18T04:13:48Z,,,,,,,,,,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414759,21,1,1,1,55,3budh3j9xivsid3ptm8ptpy4k,1,45.7,73.8,2022-09-17T19:02:55.088Z,2022-09-18T04:13:53Z,3789132607,178,,3787767589,212,9.0,3787767591,213,0.2,3789132683,21,,3787767583,56,Center,3787767587,141,76.1,3787767585,140,54.1,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414765,22,1,1,1,57,3budh3j9xivsid3ptm8ptpy4k,0,55.3,77.1,2022-09-17T19:02:56.565Z,2022-09-18T04:14:18Z,3787950925,236,,3787950927,233,25,3787950931,286,,3787767611,56,Left,3787767619,213,1.0,3787767613,140,56.4,3789132971,178,,3787767615,141,79.6,b5rea5r4h8bclpenau2au142x,Santi Comesaña,3787767617,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414761,25,74,1,1,57,3czravw89omgc9o4s0w3l1bg5,1,44.4,16.9,2022-09-17T19:02:56.623Z,2022-09-18T04:14:23Z,3787950881,285,,3787767603,56,Back,3787950957,233,22,3789133273,178,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414793,23,5,1,1,59,3budh3j9xivsid3ptm8ptpy4k,1,53,100.6,2022-09-17T19:02:58.506Z,2022-09-18T04:16:19Z,3787767797,233,26,3787767739,56,Left,3787767741,347,,,,,,,,,,,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414773,26,5,1,1,59,3czravw89omgc9o4s0w3l1bg5,0,47,-0.6,2022-09-17T19:02:58.506Z,2022-09-18T04:16:21Z,3787767889,233,23,3787767655,56,Back,3787767657,347,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414869,24,1,1,2,6,3budh3j9xivsid3ptm8ptpy4k,1,53.3,100,2022-09-17T19:03:05.399Z,2022-09-18T04:16:33Z,3787768221,107,,3787768229,212,15.8,3787768235,213,6.0,3787768225,140,67.8,3787768227,141,95.0,3787768223,56,Left,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414875,25,61,1,2,7,3budh3j9xivsid3ptm8ptpy4k,0,67.1,94.2,2022-09-17T19:03:06.774Z,2022-09-18T04:16:53Z,3787768251,56,Left,3789135757,178,,,,,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414865,27,1,1,2,8,3czravw89omgc9o4s0w3l1bg5,0,31.7,2.2,2022-09-17T19:03:07.644Z,2022-09-18T04:16:58Z,3789136103,178,,3787768207,141,3.4,3787768205,140,33.7,3787768419,286,,3787768203,56,Back,3787768213,213,0.4,3787768415,233,26,3787768209,212,2.3,e9wu8g45hq2c1vp07jktx0set,De Marcos,3787768413,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
