id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,assist,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2507223373,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-02-12T18:59:12.404Z,2023-02-12T20:05:48Z,4029564467,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4029723893,197,284,4029564477,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029564475,194,e615cmv1tfzu84f0z8mwi5711,4029564473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029564471,130,2,4029564469,59,"1, 8, 18, 6, 3, 4, 19, 10, 21, 22, 16, 2, 5, 11, 12, 14, 23, 31, 34, 39",4029564465,30,"76r2yw3wtql61qh5l0yumdn85, 5soi8e2hlk77rlsbsl76hg3xl, a3w1uczgmswm3cwk4vmvoglhx, 5mx86rwy0u4xi1b5kqin4lhx, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, a7bs2dkwmy1cjryql6z3n9kut, c29mprqv2ulztd22b6uckczx1, 4eezya3lwcwur6c8s6rl0rzvu, 9y7202khwzb48ea7im646m11x, 5zoz3mjooujpv0wdcphyrztd6, 6wpnjdlg2p8f19y3gjpz1su6t, aza9jho12wrfa3oczxoj670mh, 3bm08rp9rgzh6cjhk0picxs6h, dfjph36vcwfj5cevut4x3vf11, 9m2qujt0h0zrd0n1akjqjo0r9, 7c2qwyzh82a45s25zmdahrd91, 32uxh37qc6ebx1z4h8qvuvdnt, 313x9xk65v0e1qoqvbqqy5u96, 20ebw399jhbq0i5x2eacrrs6i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507224077,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-02-12T19:01:23.158Z,2023-02-12T20:04:27Z,4029568731,30,"2e55g4q93y382cg7h0yk5rtud, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, ezviixcyaaj162saxs2yl27s9, awsod0zmnrukk21d4882ji7e1, 1av9mmv19jwvc4xdr0p9owyxh, 4ftlhtels58lyzfluwofzwxuy, 4ct72ovumvt09au6gpulwpjv9, afxjicw89683nlpms9yy5x51x, 2wl6h1rlrfnn2mr65vuo3t815, eb3ci3a120om80v80mobsus8a, 308krssmz6irpfntht1ka78tm, 2szgrzcosfeifh664tgt3mfvt, 4mxx1oxkiexm0ha34utcmb17t, 9i7lb16qty1t21bnc5h7skclx, 4o6f3mnd39fx700o3jvj0wct1, 4q6kuikopbgls8y2rwqiu415h, 4ggz7e009bq3yltc9o6mifbah, 5kodjbsarkql4vhs126p2vhwq, 4ffmlhvbjvfjjnhr0byktvt62, bnl1o2m4xcvwgaopuva7rnsb8",4029568741,194,2e55g4q93y382cg7h0yk5rtud,4029568739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029568737,130,4,4029568743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029568735,59,"1, 23, 28, 21, 4, 15, 8, 19, 9, 22, 6, 10, 11, 13, 17, 18, 20, 24, 32, 36, 38",4029568733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4029723621,197,16657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507254779,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-02-12T20:03:30.709Z,2023-02-13T08:28:22Z,4029728367,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507254761,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-02-12T20:03:30.709Z,2023-02-12T20:03:29Z,4029728257,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507254789,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,50.1,50,2023-02-12T20:03:30.711Z,2023-02-13T09:19:39Z,4029728423,212,13.6,4030547987,178,,4029728425,213,3.7,4029728427,279,S,4029728417,56,Back,4029728419,140,39.1,4029728421,141,39.4,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507254793,4,1,1,0,2,agh9ifb2mw3ivjusgedj7c3fe,1,38.3,38,2023-02-12T20:03:33.121Z,2023-02-13T09:19:43Z,4029728453,140,30.8,4029728455,141,15.1,4030548025,178,,4029728457,212,17.5,4029728459,213,4.2,4029728451,56,Back,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507254809,5,1,1,0,5,agh9ifb2mw3ivjusgedj7c3fe,1,30.3,15.7,2023-02-12T20:03:36.323Z,2023-02-13T09:19:47Z,4030548053,178,,4029728569,213,2.2,4029728561,56,Back,4029728567,212,14.6,4029728563,140,21.7,4029728565,141,32.5,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507254845,6,1,1,0,8,agh9ifb2mw3ivjusgedj7c3fe,1,23.6,33.8,2023-02-12T20:03:39.398Z,2023-02-13T09:19:51Z,4029728733,56,Back,4029728735,140,26.2,4029728741,213,1.5,4029728739,212,31.5,4030548097,178,,4029728737,141,80.0,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507254865,7,1,1,0,12,agh9ifb2mw3ivjusgedj7c3fe,1,24.1,77.9,2023-02-12T20:03:43.593Z,2023-02-13T09:19:54Z,4029728827,140,10.4,4030548125,178,,4029728833,213,3.9,4029728831,212,20.0,4029728829,141,57.5,4029728825,56,Back,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507254891,8,1,1,0,16,agh9ifb2mw3ivjusgedj7c3fe,1,10.8,54.6,2023-02-12T20:03:46.889Z,2023-02-13T09:19:58Z,4029728965,56,Back,4029728971,212,32.8,4030548153,178,,4029728969,141,8.9,4029728973,213,5.0,4029728975,1,,4029728967,140,20.8,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
