id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,assist,qualifier/18/value
2509873079,1,34,16,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-02-19T14:08:11.092Z,2023-02-19T15:50:35Z,4043579523,59,"1, 20, 3, 23, 19, 5, 7, 6, 34, 8, 18, 2, 4, 9, 12, 13, 14, 15, 16, 17, 21, 24, 25",4043902707,197,257,4043579521,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043579529,194,676ehh6cwla4o9igey7qr1uqd,4043579519,30,"5dfvefxvwj8kixbajluw25mtx, bpfp895223p7w0px2ui3nb2l1, 39c5g6782qlrtw55fsre7exnt, 8onruhr4es313aq52xsl7nxlh, 533095rnz0k8mxqe6gzn0mfo5, bi8nrmyaxsgbhixw921fzvm5l, 3ca7tqrdasmeop6ud9zot0wdl, b5rea5r4h8bclpenau2au142x, 1bdnkqbxm2u5ror7ipig5m73e, 676ehh6cwla4o9igey7qr1uqd, 8eh38t4oyyt728co362f6uqqd, 96kskr71ls9jtky9hn0iuk9d6, 5cfem3t7stlov2fqltu3faevp, 8oc3lpz3xttrnwxk1fnnv7owl, 4yzk41dkluqfxb8o3dbq06zqi, 9xwog4v0ij8m1vs7doi52li39, d7mgn0oexyymir3upflm8gfyt, amt4voyjzhnvr55t08hzlw50q, lp63o37czdwete0smmu62k89, u04ao1ldrjjesgqq52o7ghqt, 1ho7koiegfhsuevuum2meibu2, c3rreq5bz6smx1ynf9zsune1h, diixuwl5rn7f8vjleqfqy4st1",4043579527,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043579531,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043579525,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509880579,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-02-19T14:14:04.823Z,2023-02-19T15:12:55Z,4043884523,197,16461,4043615895,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043615885,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043615889,59,"13, 2, 19, 3, 20, 14, 7, 18, 12, 21, 5, 1, 15, 16, 17, 25, 27, 31, 42, 43",4043615891,130,11,4043615883,30,"c9cp6fxbxyc2a3kfotkompxx, 1y74tse0vpdxanxf152cc8jjd, djal5dsafpnhip4lu0ait94np, asweknp9d99safr6p9va75h3p, 65osnocfqxv6mmpb69hm446ad, 2lwjtphx3bkjty9sds520l1ey, 5c4ku1hmhy6l9dq8a5jp1qf9x, ekm47qd8w1x0456lm1tmf5re1, 4sojot9t32l4a6fm3e39xkcfd, 8n4f10q0l2wjhhfdkpp8kfzdh, 8ty68f4i1lwjdktycd2oy5a6t, bahph7009sc73jl6s2bramn6d, 4bbqmasyopxoymo4umcxd4e09, 2mg2n8e1d83gbeykfwzz0fumt, 7exng93jyar5is4fa64r9bhzp, cjd62gwj9ptwrrtu6y6xnpeui, 6gtfe9aysdrcht4v2rluu0ley, 944mc5icxdleh4kvaamvpa9zo, e9jl3vqporw6ykd05561tzhuc, 35i9zcb2szve0ydjga9qnj384",4043615897,194,65osnocfqxv6mmpb69hm446ad,4043615899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509938755,2,32,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-02-19T15:17:50.352Z,2023-02-19T23:21:19Z,4043912151,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509938765,3,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-02-19T15:17:50.352Z,2023-02-19T15:17:53Z,4043912193,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509938835,3,1,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,50.1,50.1,2023-02-19T15:17:50.652Z,2023-02-20T06:34:59Z,4043912503,213,3.4,4043912495,56,Back,4043912501,212,18.4,4043912497,140,33.3,4045805455,178,,4043912499,141,42.2,4043912505,279,S,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509938905,4,1,1,0,2,3budh3j9xivsid3ptm8ptpy4k,1,33.5,42.1,2023-02-19T15:17:53.018Z,2023-02-20T06:35:12Z,4043912907,1,,4043912895,157,,4043912901,141,77.1,4043912903,212,47.5,4043912899,140,72.7,4043912897,56,Center,4045805639,178,,4043912905,213,0.5,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509938913,5,44,1,0,5,3budh3j9xivsid3ptm8ptpy4k,1,76,79.3,2023-02-19T15:17:56.260Z,2023-02-20T11:44:34Z,4043912951,233,4,4043912943,286,,4043912941,56,Left,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509938889,4,44,1,0,5,10eyb18v5puw4ez03ocaug09m,0,24,20.7,2023-02-19T15:17:56.261Z,2023-02-20T06:35:41Z,4043912973,233,5,4043912833,56,Back,4043912835,285,,,,,,,,,,,,,,,,,2lwjtphx3bkjty9sds520l1ey,T. Nianzou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509938935,6,1,1,0,5,3budh3j9xivsid3ptm8ptpy4k,0,77.1,79.2,2023-02-19T15:17:56.270Z,2023-02-20T11:44:34Z,4043913053,3,,4045805911,388,,4043913069,213,6.2,4043913061,141,75.0,4043913057,140,100.0,4043913055,56,Center,4043913065,212,25.4,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509938961,5,5,1,0,7,10eyb18v5puw4ez03ocaug09m,1,-0.8,26.4,2023-02-19T15:17:58.349Z,2023-02-20T06:35:53Z,4043913153,346,,4043913151,56,Back,4043913171,233,7,,,,,,,,,,,,,,,,2lwjtphx3bkjty9sds520l1ey,T. Nianzou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
