id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2534127495,6,3,1,0,14,b3436h8h14zw7f1uv6w9vqf6y,0,68.8,4.6,2023-04-15T23:07:30.978Z,2023-04-20T14:37:58Z,4193115675,233,6,4192949647,286,,4204460555,465,,4192949645,56,Right,,,,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127501,6,7,1,0,14,634fcc7n5o5gzu05biddx8yl0,1,31.2,95.4,2023-04-15T23:07:30.979Z,2023-04-20T14:38:00Z,4192949671,285,,4192949695,233,6,4192949669,56,Back,4204460579,385,,4192949667,167,,,,,,,,,,,anec469hnc54shicrlx8sxbtg,N. Moazenizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127519,7,5,1,0,15,b3436h8h14zw7f1uv6w9vqf6y,1,67.4,-1.4,2023-04-15T23:07:32.609Z,2023-04-15T23:07:36Z,4192949759,347,,4192949757,56,Right,4192949765,233,7,,,,,,,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127503,7,5,1,0,15,634fcc7n5o5gzu05biddx8yl0,0,32.6,101.4,2023-04-15T23:07:32.609Z,2023-04-15T23:47:12Z,4192949677,347,,4192949781,233,7,4192949675,56,Back,,,,,,,,,,,,,,,,8kns4h4wg2l8mffkoqskem25m,P. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127579,8,1,1,0,26,b3436h8h14zw7f1uv6w9vqf6y,1,64.8,0,2023-04-15T23:07:43.682Z,2023-04-15T23:07:46Z,4192950079,212,15.3,4192950077,141,13.8,4192950075,140,75.5,4192950071,107,,4192950073,56,Right,4192950081,213,0.7,,,,,,,4v4eoxj7vw4vlmtm861f1jcdm,G. Mukumbilwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127599,9,1,1,0,29,b3436h8h14zw7f1uv6w9vqf6y,1,75.5,13.8,2023-04-15T23:07:46.361Z,2023-04-15T23:07:48Z,4192950185,140,90.1,4192950191,213,5.8,4192950189,212,16.9,4192950187,141,3.3,4192950183,56,Right,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127605,10,1,1,0,31,b3436h8h14zw7f1uv6w9vqf6y,0,90.9,3.1,2023-04-15T23:07:47.977Z,2023-04-20T14:38:48Z,4204461391,224,,4192950223,2,,4192950231,141,42.3,4192950235,213,1.5,4192950227,56,Center,4192950233,212,26.8,4192950229,140,93.4,4204461393,20,,7i19hu44byapft1lpm3okbb3d,J. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127875,8,12,1,0,32,634fcc7n5o5gzu05biddx8yl0,1,10.1,63.7,2023-04-15T23:07:49.519Z,2023-04-15T23:08:10Z,4192951535,56,Back,4192951543,213,0.8,4192951539,141,96.9,4192951541,212,32.8,4192951537,140,32.8,,,,,,,,,,8kns4h4wg2l8mffkoqskem25m,P. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127665,11,1,1,0,36,b3436h8h14zw7f1uv6w9vqf6y,1,65.4,3.6,2023-04-15T23:07:53.209Z,2023-04-15T23:07:56Z,4192950569,56,Back,4192950577,213,3.1,4192950575,212,32.0,4192950571,140,35.0,4192950573,141,5.9,,,,,,,,,,4v4eoxj7vw4vlmtm861f1jcdm,G. Mukumbilwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127699,12,1,1,0,39,b3436h8h14zw7f1uv6w9vqf6y,1,35,5.9,2023-04-15T23:07:56.145Z,2023-04-15T23:07:58Z,4192950743,141,40.6,4192950741,140,35.3,4192950739,56,Back,4192950745,212,23.6,4192950747,213,1.6,,,,,,,,,,79pboh9mzuchik3r2027wntgp,A. Didic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127743,13,1,1,0,41,b3436h8h14zw7f1uv6w9vqf6y,1,35.6,45.2,2023-04-15T23:07:58.753Z,2023-04-15T23:08:01Z,4192950939,56,Back,4192950945,212,34.2,4192950941,140,38.3,4192950949,1,,4192950947,213,1.5,4192950943,141,95.3,,,,,,,br7fuyg4h8gseboweg8wjujft,T. Meilleur-Giguère,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127805,14,1,1,0,44,b3436h8h14zw7f1uv6w9vqf6y,1,38.3,95.3,2023-04-15T23:08:01.865Z,2023-04-15T23:08:05Z,4192951215,213,4.4,4192951211,141,57.8,4192951209,140,30.8,4192951213,212,26.7,4192951207,56,Back,,,,,,,,,,cfzh3fx4nfa8p2mb4qx45iooa,B. Vliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127857,15,1,1,0,48,b3436h8h14zw7f1uv6w9vqf6y,1,30.8,57.8,2023-04-15T23:08:05.553Z,2023-04-15T23:08:08Z,4192951435,56,Back,4192951437,140,36.8,4192951441,212,26.9,4192951439,141,19.3,4192951443,213,4.9,,,,,,,,,,br7fuyg4h8gseboweg8wjujft,T. Meilleur-Giguère,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127879,16,1,1,0,51,b3436h8h14zw7f1uv6w9vqf6y,1,36.8,19.3,2023-04-15T23:08:08.681Z,2023-04-20T14:40:53Z,4192951557,140,45.0,4192951559,141,1.5,4192951561,212,14.9,4192951555,56,Back,4192951563,213,5.3,,,,,,,,,,dryx6vgko76wuqqr4g9pjl4ru,S. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127893,17,1,1,0,53,b3436h8h14zw7f1uv6w9vqf6y,0,46,1.7,2023-04-15T23:08:10.712Z,2023-04-15T23:08:12Z,4192951629,213,0.5,4192951627,212,32.8,4192951625,141,23.3,4192951621,56,Center,4192951623,140,73.9,4192951631,1,,,,,,,,4v4eoxj7vw4vlmtm861f1jcdm,G. Mukumbilwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127915,9,49,1,0,55,634fcc7n5o5gzu05biddx8yl0,1,25.7,78.9,2023-04-15T23:08:12.895Z,2023-04-15T23:08:13Z,,,,,,,,,,,,,,,,,,,,,,,,,cusim5b0lb4yc0sz00d7is73d,R. Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127935,10,1,1,0,56,634fcc7n5o5gzu05biddx8yl0,1,25.7,78.9,2023-04-15T23:08:13.232Z,2023-04-15T23:57:37Z,4192951851,213,5.9,4192951845,140,33.8,4192951847,141,74.4,4192951849,212,9.0,4192951843,56,Back,,,,,,,,,,cusim5b0lb4yc0sz00d7is73d,R. Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127945,11,1,1,0,58,634fcc7n5o5gzu05biddx8yl0,0,33.8,74.3,2023-04-15T23:08:15.184Z,2023-04-15T23:08:16Z,4192951905,212,5.5,4192951901,140,29.5,4192951903,141,78.9,4192951899,56,Back,4192951907,213,2.5,,,,,,,,,,3176i3h6iv1ufsp88prhhmjqi,E. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127959,18,49,1,0,59,b3436h8h14zw7f1uv6w9vqf6y,1,70.7,23.5,2023-04-15T23:08:16.697Z,2023-04-15T23:08:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127965,19,61,1,1,0,b3436h8h14zw7f1uv6w9vqf6y,0,70.7,23.5,2023-04-15T23:08:17.337Z,2023-04-15T23:08:17Z,4192951983,56,Center,,,,,,,,,,,,,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534127973,12,49,1,1,1,634fcc7n5o5gzu05biddx8yl0,1,29.7,90.1,2023-04-15T23:08:18.447Z,2023-04-20T14:42:41Z,,,,,,,,,,,,,,,,,,,,,,,,,6zuton58biybp7ge3mpc17alm,Kwak Min-jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128003,13,1,1,1,2,634fcc7n5o5gzu05biddx8yl0,1,29.7,90.1,2023-04-15T23:08:19.528Z,2023-04-20T14:42:43Z,4192952121,213,3.5,4192952113,56,Back,4192952115,140,14.0,4192952117,141,80.0,4192952119,212,17.9,,,,,,,,,,6zuton58biybp7ge3mpc17alm,Kwak Min-jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128051,14,1,1,1,3,634fcc7n5o5gzu05biddx8yl0,0,14,79.3,2023-04-15T23:08:20.239Z,2023-04-15T23:08:27Z,4192952373,155,,4192952385,1,,4192952381,212,54.2,4192952383,213,0.3,4192952379,141,100.0,4192952377,140,63.5,4192952375,56,Left,,,,cusim5b0lb4yc0sz00d7is73d,R. Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128245,20,43,1,1,10,b3436h8h14zw7f1uv6w9vqf6y,1,0,0,2023-04-15T23:08:27.033Z,2023-04-15T23:09:29Z,4192953353,56,Back,4192956267,144,5,4192953357,347,0,,,,,,,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128287,15,5,1,1,11,634fcc7n5o5gzu05biddx8yl0,0,45.2,101.5,2023-04-15T23:08:27.984Z,2023-04-15T23:28:42Z,4192953589,347,,4192953587,56,Back,4193022371,233,229,,,,,,,,,,,,,,,,cusim5b0lb4yc0sz00d7is73d,R. Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534140739,229,5,1,1,11,b3436h8h14zw7f1uv6w9vqf6y,1,54.8,-1.5,2023-04-15T23:08:27.984Z,2023-04-15T23:58:16Z,4193021369,56,Right,4193022357,233,15,4193021371,347,,,,,,,,,,,,,,,,,4v4eoxj7vw4vlmtm861f1jcdm,G. Mukumbilwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128273,21,43,1,1,22,b3436h8h14zw7f1uv6w9vqf6y,1,0,0,2023-04-15T23:08:39.593Z,2023-04-15T23:09:31Z,4192953527,1,0,4192953525,213,0.1,4192953521,141,5.6,4192953517,56,Right,4192953523,212,32.8,4192953519,140,67.1,4192956357,144,1,4192953515,107,0,4v4eoxj7vw4vlmtm861f1jcdm,G. Mukumbilwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534141225,237,1,1,1,23,b3436h8h14zw7f1uv6w9vqf6y,0,44,0,2023-04-15T23:08:40.416Z,2023-04-15T23:58:17Z,4193024111,140,75.2,4193024117,212,33.0,4193024123,1,,4193024219,107,,4193024121,213,0.1,4193024107,56,Right,4193024113,141,4.5,,,,4v4eoxj7vw4vlmtm861f1jcdm,G. Mukumbilwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534141211,202,8,1,1,25,634fcc7n5o5gzu05biddx8yl0,1,28.4,93.7,2023-04-15T23:08:42.272Z,2023-04-20T14:43:00Z,4193024035,56,Back,4204469409,384,,,,,,,,,,,,,,,,,,,,cusim5b0lb4yc0sz00d7is73d,R. Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128291,16,49,1,1,26,634fcc7n5o5gzu05biddx8yl0,1,43.6,71,2023-04-15T23:08:43.272Z,2023-04-20T14:53:51Z,,,,,,,,,,,,,,,,,,,,,,,,,anec469hnc54shicrlx8sxbtg,N. Moazenizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128347,17,1,1,1,27,634fcc7n5o5gzu05biddx8yl0,1,43.6,71,2023-04-15T23:08:44.337Z,2023-04-15T23:08:51Z,4192953933,212,8.0,4192953929,141,81.1,4192953925,140,39.7,4192953919,56,Back,4192953935,213,2.1,,,,,,,,,,anec469hnc54shicrlx8sxbtg,N. Moazenizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128333,22,4,1,1,29,b3436h8h14zw7f1uv6w9vqf6y,1,63.4,12,2023-04-15T23:08:46.361Z,2023-04-15T23:09:02Z,4192953825,56,Right,4192954543,233,18,4192953829,286,,4192953827,152,,4192953823,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128355,18,4,1,1,29,634fcc7n5o5gzu05biddx8yl0,0,36.6,88,2023-04-15T23:08:46.362Z,2023-04-15T23:09:03Z,4192953985,56,Back,4192953981,10,,4192953987,152,,4192954569,233,22,4192954497,285,,,,,,,,,,,6zuton58biybp7ge3mpc17alm,Kwak Min-jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128437,23,1,1,1,41,b3436h8h14zw7f1uv6w9vqf6y,1,57.7,3.8,2023-04-15T23:08:58.115Z,2023-04-20T14:54:54Z,4192954413,56,Back,4192954409,5,,4192954415,140,47.7,4192954411,152,,4192954419,212,22.8,4192954423,213,2.0,4192954417,141,33.6,,,,dryx6vgko76wuqqr4g9pjl4ru,S. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128485,24,1,1,1,43,b3436h8h14zw7f1uv6w9vqf6y,1,50.7,38.4,2023-04-15T23:09:00.761Z,2023-04-20T14:55:05Z,4192954655,140,51.6,4192954661,213,1.5,4192954659,212,34.3,4192954653,56,Left,4192954657,141,88.8,4204488759,1,,,,,,,,4x9j9kpa9vap3r780lx9ty2ju,C. Toussaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128519,25,1,1,1,47,b3436h8h14zw7f1uv6w9vqf6y,1,53.9,89.7,2023-04-15T23:09:04.369Z,2023-04-15T23:09:06Z,4192954809,140,42.1,4192954813,212,38.6,4192954807,56,Back,4192954815,213,4.4,4192954811,141,36.0,4192954817,1,,,,,,,,cfzh3fx4nfa8p2mb4qx45iooa,B. Vliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128571,26,1,1,1,49,b3436h8h14zw7f1uv6w9vqf6y,1,42.1,35.1,2023-04-15T23:09:06.713Z,2023-04-15T23:09:11Z,4192955117,213,5.5,4192955119,1,,4192955111,140,65.4,4192955115,212,33.4,4192955113,141,1.7,4192955109,56,Right,,,,,,,79pboh9mzuchik3r2027wntgp,A. Didic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128575,27,50,1,1,54,b3436h8h14zw7f1uv6w9vqf6y,1,66.7,4.4,2023-04-15T23:09:11.561Z,2023-04-15T23:59:04Z,4193119037,286,,4192955127,56,Right,4193119109,233,21,,,,,,,,,,,,,,,,4v4eoxj7vw4vlmtm861f1jcdm,G. Mukumbilwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128583,21,7,1,1,54,634fcc7n5o5gzu05biddx8yl0,0,33.3,95.6,2023-04-15T23:09:11.562Z,2023-04-20T14:55:40Z,4204489567,385,,4193119089,233,27,4193119077,285,,4192955167,56,Back,,,,,,,,,,,,,6zuton58biybp7ge3mpc17alm,Kwak Min-jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128605,28,1,1,1,55,b3436h8h14zw7f1uv6w9vqf6y,1,66.3,1.7,2023-04-15T23:09:12.729Z,2023-04-15T23:09:14Z,4192955273,140,54.4,4192955281,213,3.0,4192955277,212,12.6,4192955275,141,4.0,4192955271,56,Right,,,,,,,,,,4v4eoxj7vw4vlmtm861f1jcdm,G. Mukumbilwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128643,22,45,1,1,57,634fcc7n5o5gzu05biddx8yl0,0,48.2,90.2,2023-04-15T23:09:14.448Z,2023-04-15T23:09:18Z,4192955527,233,29,4192955465,56,Back,4192955467,285,,,,,,,,,,,,,,,,,5di2c0qb50rnlk4z4nny6gwes,E. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128613,29,3,1,1,57,b3436h8h14zw7f1uv6w9vqf6y,1,51.8,9.8,2023-04-15T23:09:14.448Z,2023-04-20T14:55:53Z,4192955493,233,22,4192955321,286,,4204489913,465,,4192955319,56,Right,,,,,,,,,,,,,dryx6vgko76wuqqr4g9pjl4ru,S. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128645,30,1,1,1,58,b3436h8h14zw7f1uv6w9vqf6y,1,54.4,4,2023-04-15T23:09:15.697Z,2023-04-20T14:55:58Z,4192955471,140,76.7,4192955475,212,29.5,4192955469,56,Center,4192955477,213,0.7,4192955473,141,30.4,,,,,,,,,,dryx6vgko76wuqqr4g9pjl4ru,S. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128677,23,45,1,2,0,634fcc7n5o5gzu05biddx8yl0,0,29.2,73.4,2023-04-15T23:09:17.448Z,2023-04-15T23:09:20Z,4192955681,233,31,4192955635,285,,4192955633,56,Back,,,,,,,,,,,,,,,,cusim5b0lb4yc0sz00d7is73d,R. Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128669,31,3,1,2,0,b3436h8h14zw7f1uv6w9vqf6y,1,70.8,26.6,2023-04-15T23:09:17.448Z,2023-04-20T14:56:06Z,4192955591,286,,4204490257,465,,4192955589,56,Center,4192955659,233,23,,,,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128695,32,1,1,2,2,b3436h8h14zw7f1uv6w9vqf6y,1,86.7,13.7,2023-04-15T23:09:18.968Z,2023-04-15T23:09:20Z,4192955713,56,Center,4192955721,213,1.3,4192955719,212,11.2,4192955717,141,29.5,4192955715,140,89.8,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128715,33,1,1,2,3,b3436h8h14zw7f1uv6w9vqf6y,1,89.8,29.5,2023-04-15T23:09:20.360Z,2023-04-15T23:09:21Z,4192955833,140,86.7,4192955837,212,4.2,4192955839,213,3.8,4192955831,56,Center,4192955835,141,25.6,,,,,,,,,,7i19hu44byapft1lpm3okbb3d,J. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534128727,34,50,1,2,4,b3436h8h14zw7f1uv6w9vqf6y,1,86.4,26.6,2023-04-15T23:09:20.958Z,2023-04-15T23:56:36Z,4192955889,56,Center,4192955891,286,,4193112267,233,24,,,,,,,,,,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
